sep=,
"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","B_5 - I45","B_6 - I45","B_7 - I45","B_8 - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","B_5 - I49","B_6 - I49","B_7 - I49","B_8 - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","B_5 - I50","B_6 - I50","B_7 - I50","B_8 - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","B_5 - I51","B_6 - I51","B_7 - I51","B_8 - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","B_5 - I52","B_6 - I52","B_7 - I52","B_8 - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","B_5 - I53","B_6 - I53","B_7 - I53","B_8 - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","B_5 - I54","B_6 - I54","B_7 - I54","B_8 - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","B_5 - I55","B_6 - I55","B_7 - I55","B_8 - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","B_5 - I56","B_6 - I56","B_7 - I56","B_8 - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","B_5 - I57","B_6 - I57","B_7 - I57","B_8 - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","B_5 - I58","B_6 - I58","B_7 - I58","B_8 - I58"," I45"," I49"," I50"," I51"," I52"," I53"," I54"," I55"," I56"," I57"," I58"
2026-07-23 05:00:00,0.123 Mpa,0.126 Mpa,0.125 Mpa,0.378 Mpa,0.127 Mpa,0.127 Mpa,0.130 Mpa,0.133 Mpa,0.123 Mpa,0.926 Mpa,0.125 Mpa,0.120 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.138 Mpa,0.120 Mpa,0.120 Mpa,0.117 Mpa,0.117 Mpa,0.120 Mpa,0.121 Mpa,0.122 Mpa,0.129 Mpa,0.117 Mpa,0.115 Mpa,0.117 Mpa,0.113 Mpa,0.115 Mpa,0.119 Mpa,0.122 Mpa,0.122 Mpa,0.112 Mpa,0.112 Mpa,0.112 Mpa,0.552 Mpa,0.112 Mpa,0.113 Mpa,0.116 Mpa,0.120 Mpa,0.109 Mpa,1.02 Mpa,0.108 Mpa,0.105 Mpa,0.109 Mpa,0.109 Mpa,0.109 Mpa,0.112 Mpa,0.123 Mpa,0.124 Mpa,0.120 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.131 Mpa,0.128 Mpa,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.126 Mpa,0.131 Mpa,0.132 Mpa,0.138 Mpa,0.125 Mpa,0.124 Mpa,0.122 Mpa,0.123 Mpa,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.116 Mpa,0.116 Mpa,0.113 Mpa,0.111 Mpa,0.117 Mpa,0.111 Mpa,0.118 Mpa,0.122 Mpa,0.130 Mpa,0.131 Mpa,0.0818 Mpa,0.131 Mpa,0.131 Mpa,0.135 Mpa,0.138 Mpa,0.143 Mpa,1758 RPM,1787 RPM,1585 RPM,1392 RPM,1641 RPM,1237 RPM,1638 RPM,1673 RPM,1611 RPM,1409 RPM,1786 RPM
2026-07-23 07:00:00,0.127 Mpa,0.130 Mpa,0.130 Mpa,0.249 Mpa,0.131 Mpa,0.132 Mpa,0.133 Mpa,0.137 Mpa,0.125 Mpa,0.920 Mpa,0.128 Mpa,0.121 Mpa,0.126 Mpa,0.132 Mpa,0.132 Mpa,0.141 Mpa,0.121 Mpa,0.121 Mpa,0.118 Mpa,0.117 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.130 Mpa,0.122 Mpa,0.120 Mpa,0.123 Mpa,0.118 Mpa,0.121 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.116 Mpa,0.118 Mpa,0.118 Mpa,0.828 Mpa,0.117 Mpa,0.119 Mpa,0.121 Mpa,0.126 Mpa,0.125 Mpa,1.02 Mpa,0.127 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.121 Mpa,0.121 Mpa,0.118 Mpa,0.121 Mpa,0.122 Mpa,0.126 Mpa,0.125 Mpa,0.130 Mpa,0.124 Mpa,0.123 Mpa,0.125 Mpa,0.123 Mpa,0.122 Mpa,0.127 Mpa,0.127 Mpa,0.133 Mpa,0.131 Mpa,0.130 Mpa,0.129 Mpa,0.129 Mpa,0.131 Mpa,0.135 Mpa,0.134 Mpa,0.139 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.119 Mpa,0.127 Mpa,0.121 Mpa,0.128 Mpa,0.133 Mpa,0.130 Mpa,0.131 Mpa,0.0646 Mpa,0.130 Mpa,0.130 Mpa,0.135 Mpa,0.137 Mpa,0.142 Mpa,1869 RPM,1863 RPM,1677 RPM,1362 RPM,1824 RPM,1663 RPM,1808 RPM,1670 RPM,1747 RPM,1754 RPM,1818 RPM
2026-07-23 09:00:00,0.127 Mpa,0.131 Mpa,0.130 Mpa,0.165 Mpa,0.132 Mpa,0.132 Mpa,0.134 Mpa,0.138 Mpa,0.130 Mpa,0.946 Mpa,0.133 Mpa,0.127 Mpa,0.130 Mpa,0.137 Mpa,0.137 Mpa,0.147 Mpa,0.125 Mpa,0.126 Mpa,0.123 Mpa,0.123 Mpa,0.127 Mpa,0.128 Mpa,0.128 Mpa,0.136 Mpa,0.120 Mpa,0.118 Mpa,0.120 Mpa,0.116 Mpa,0.117 Mpa,0.122 Mpa,0.124 Mpa,0.125 Mpa,0.118 Mpa,0.118 Mpa,0.119 Mpa,0.610 Mpa,0.118 Mpa,0.120 Mpa,0.121 Mpa,0.127 Mpa,0.126 Mpa,1.02 Mpa,0.128 Mpa,0.125 Mpa,0.125 Mpa,0.130 Mpa,0.126 Mpa,0.133 Mpa,0.127 Mpa,0.129 Mpa,0.126 Mpa,0.129 Mpa,0.128 Mpa,0.132 Mpa,0.131 Mpa,0.137 Mpa,0.132 Mpa,0.132 Mpa,0.134 Mpa,0.132 Mpa,0.130 Mpa,0.136 Mpa,0.135 Mpa,0.142 Mpa,0.131 Mpa,0.131 Mpa,0.130 Mpa,0.130 Mpa,0.133 Mpa,0.137 Mpa,0.136 Mpa,0.141 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.123 Mpa,0.130 Mpa,0.124 Mpa,0.130 Mpa,0.136 Mpa,0.127 Mpa,0.128 Mpa,0.00818 Mpa,0.128 Mpa,0.128 Mpa,0.133 Mpa,0.135 Mpa,0.141 Mpa,1849 RPM,1856 RPM,1757 RPM,1190 RPM,1854 RPM,1786 RPM,1806 RPM,1827 RPM,1793 RPM,1791 RPM,1806 RPM
2026-07-23 11:00:00,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.284 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.136 Mpa,0.132 Mpa,0.985 Mpa,0.135 Mpa,0.129 Mpa,0.133 Mpa,0.140 Mpa,0.140 Mpa,0.150 Mpa,0.125 Mpa,0.126 Mpa,0.123 Mpa,0.123 Mpa,0.126 Mpa,0.127 Mpa,0.128 Mpa,0.135 Mpa,0.131 Mpa,0.130 Mpa,0.135 Mpa,0.130 Mpa,0.130 Mpa,0.137 Mpa,0.139 Mpa,0.139 Mpa,0.105 Mpa,0.105 Mpa,0.102 Mpa,0.816 Mpa,0.102 Mpa,0.0992 Mpa,0.104 Mpa,0.107 Mpa,0.127 Mpa,1.01 Mpa,0.130 Mpa,0.126 Mpa,0.127 Mpa,0.132 Mpa,0.127 Mpa,0.135 Mpa,0.122 Mpa,0.123 Mpa,0.119 Mpa,0.121 Mpa,0.122 Mpa,0.124 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.129 Mpa,0.131 Mpa,0.129 Mpa,0.127 Mpa,0.132 Mpa,0.132 Mpa,0.139 Mpa,0.131 Mpa,0.131 Mpa,0.129 Mpa,0.130 Mpa,0.133 Mpa,0.136 Mpa,0.136 Mpa,0.140 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.119 Mpa,0.127 Mpa,0.120 Mpa,0.127 Mpa,0.132 Mpa,0.127 Mpa,0.130 Mpa,0.0183 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.136 Mpa,0.141 Mpa,1815 RPM,1856 RPM,1678 RPM,1569 RPM,1077 RPM,1843 RPM,1431 RPM,1747 RPM,1755 RPM,1770 RPM,1720 RPM
2026-07-23 13:00:00,0.129 Mpa,0.132 Mpa,0.131 Mpa,0.223 Mpa,0.132 Mpa,0.133 Mpa,0.135 Mpa,0.139 Mpa,0.123 Mpa,0.959 Mpa,0.124 Mpa,0.118 Mpa,0.123 Mpa,0.127 Mpa,0.128 Mpa,0.134 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.123 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.136 Mpa,0.131 Mpa,0.129 Mpa,0.134 Mpa,0.129 Mpa,0.130 Mpa,0.137 Mpa,0.138 Mpa,0.138 Mpa,0.108 Mpa,0.108 Mpa,0.107 Mpa,0.702 Mpa,0.107 Mpa,0.106 Mpa,0.110 Mpa,0.113 Mpa,0.124 Mpa,1.02 Mpa,0.126 Mpa,0.123 Mpa,0.125 Mpa,0.129 Mpa,0.125 Mpa,0.132 Mpa,0.126 Mpa,0.127 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.130 Mpa,0.129 Mpa,0.135 Mpa,0.127 Mpa,0.126 Mpa,0.128 Mpa,0.126 Mpa,0.125 Mpa,0.130 Mpa,0.129 Mpa,0.136 Mpa,0.130 Mpa,0.130 Mpa,0.128 Mpa,0.129 Mpa,0.132 Mpa,0.136 Mpa,0.135 Mpa,0.140 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.119 Mpa,0.126 Mpa,0.118 Mpa,0.126 Mpa,0.130 Mpa,0.127 Mpa,0.129 Mpa,0.0103 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.135 Mpa,0.141 Mpa,1818 RPM,1612 RPM,1790 RPM,1677 RPM,1373 RPM,1818 RPM,1737 RPM,1746 RPM,1850 RPM,1601 RPM,1801 RPM
2026-07-23 15:00:00,0.122 Mpa,0.126 Mpa,0.125 Mpa,0.327 Mpa,0.126 Mpa,0.127 Mpa,0.128 Mpa,0.132 Mpa,0.128 Mpa,0.956 Mpa,0.130 Mpa,0.124 Mpa,0.129 Mpa,0.135 Mpa,0.134 Mpa,0.143 Mpa,0.121 Mpa,0.120 Mpa,0.119 Mpa,0.116 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.130 Mpa,0.126 Mpa,0.125 Mpa,0.129 Mpa,0.124 Mpa,0.126 Mpa,0.132 Mpa,0.133 Mpa,0.134 Mpa,0.109 Mpa,0.108 Mpa,0.109 Mpa,0.600 Mpa,0.111 Mpa,0.111 Mpa,0.112 Mpa,0.118 Mpa,0.124 Mpa,1.02 Mpa,0.127 Mpa,0.123 Mpa,0.123 Mpa,0.128 Mpa,0.124 Mpa,0.131 Mpa,0.126 Mpa,0.129 Mpa,0.125 Mpa,0.129 Mpa,0.128 Mpa,0.131 Mpa,0.131 Mpa,0.136 Mpa,0.130 Mpa,0.128 Mpa,0.131 Mpa,0.127 Mpa,0.126 Mpa,0.132 Mpa,0.131 Mpa,0.138 Mpa,0.133 Mpa,0.133 Mpa,0.131 Mpa,0.132 Mpa,0.135 Mpa,0.138 Mpa,0.138 Mpa,0.142 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.122 Mpa,0.129 Mpa,0.122 Mpa,0.129 Mpa,0.135 Mpa,0.128 Mpa,0.130 Mpa,0.0175 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.136 Mpa,0.142 Mpa,1825 RPM,1832 RPM,1773 RPM,1721 RPM,1576 RPM,1867 RPM,1769 RPM,1852 RPM,1727 RPM,1757 RPM,1824 RPM
2026-07-23 17:00:00,0.113 Mpa,0.114 Mpa,0.111 Mpa,0.667 Mpa,0.111 Mpa,0.110 Mpa,0.115 Mpa,0.116 Mpa,0.124 Mpa,0.982 Mpa,0.126 Mpa,0.120 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.139 Mpa,0.119 Mpa,0.119 Mpa,0.116 Mpa,0.115 Mpa,0.118 Mpa,0.119 Mpa,0.121 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.129 Mpa,0.125 Mpa,0.126 Mpa,0.131 Mpa,0.133 Mpa,0.133 Mpa,,,,,,,,,0.115 Mpa,1.02 Mpa,0.114 Mpa,0.112 Mpa,0.114 Mpa,0.116 Mpa,0.116 Mpa,0.119 Mpa,0.121 Mpa,0.122 Mpa,0.117 Mpa,0.121 Mpa,0.121 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0.129 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.131 Mpa,0.137 Mpa,0.133 Mpa,0.132 Mpa,0.131 Mpa,0.131 Mpa,0.135 Mpa,0.138 Mpa,0.137 Mpa,0.142 Mpa,0.122 Mpa,0.122 Mpa,0.119 Mpa,0.117 Mpa,0.123 Mpa,0.117 Mpa,0.124 Mpa,0.128 Mpa,0.130 Mpa,0.132 Mpa,0.0478 Mpa,0.131 Mpa,0.130 Mpa,0.135 Mpa,0.137 Mpa,0.143 Mpa,686 RPM,1647 RPM,1654 RPM,1592 RPM,863 RPM,1531 RPM,1477 RPM,1649 RPM,1786 RPM,1417 RPM,1763 RPM
2026-07-23 19:00:00,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,0.121 Mpa,0.127 Mpa,0.127 Mpa,0.128 Mpa,0.912 Mpa,0.130 Mpa,0.124 Mpa,0.128 Mpa,0.134 Mpa,0.134 Mpa,0.144 Mpa,0.112 Mpa,0.113 Mpa,0.108 Mpa,0.108 Mpa,0.110 Mpa,0.110 Mpa,0.113 Mpa,0.118 Mpa,0.130 Mpa,0.129 Mpa,0.133 Mpa,0.128 Mpa,0.128 Mpa,0.134 Mpa,0.135 Mpa,0.136 Mpa,0.118 Mpa,0.118 Mpa,0.119 Mpa,0.0311 Mpa,0.119 Mpa,0.119 Mpa,0.120 Mpa,0.127 Mpa,0.125 Mpa,1.02 Mpa,0.128 Mpa,0.125 Mpa,0.125 Mpa,0.130 Mpa,0.126 Mpa,0.133 Mpa,0.103 Mpa,0.104 Mpa,0.0977 Mpa,0.102 Mpa,0.102 Mpa,0.102 Mpa,0.105 Mpa,0.106 Mpa,0.115 Mpa,0.113 Mpa,0.112 Mpa,0.111 Mpa,0.111 Mpa,0.113 Mpa,0.115 Mpa,0.118 Mpa,0.136 Mpa,0.135 Mpa,0.134 Mpa,0.135 Mpa,0.137 Mpa,0.141 Mpa,0.140 Mpa,0.145 Mpa,0.125 Mpa,0.124 Mpa,0.123 Mpa,0.120 Mpa,0.127 Mpa,0.121 Mpa,0.128 Mpa,0.134 Mpa,0.129 Mpa,0.130 Mpa,0.0208 Mpa,0.129 Mpa,0.129 Mpa,0.133 Mpa,0.136 Mpa,0.141 Mpa,1107 RPM,1753 RPM,1095 RPM,1596 RPM,1212 RPM,1806 RPM,834 RPM,1185 RPM,1774 RPM,1741 RPM,1801 RPM
2026-07-23 21:00:00,0.122 Mpa,0.123 Mpa,0.118 Mpa,0.120 Mpa,0.118 Mpa,0.116 Mpa,0.124 Mpa,0.123 Mpa,0.128 Mpa,0.894 Mpa,0.132 Mpa,0.126 Mpa,0.130 Mpa,0.135 Mpa,0.136 Mpa,0.144 Mpa,0.100 Mpa,0.0999 Mpa,0.0962 Mpa,0.0959 Mpa,0.0980 Mpa,0.0985 Mpa,0.102 Mpa,0.103 Mpa,0.129 Mpa,0.127 Mpa,0.132 Mpa,0.127 Mpa,0.127 Mpa,0.133 Mpa,0.134 Mpa,0.135 Mpa,0.118 Mpa,0.119 Mpa,0.120 Mpa,0.425 Mpa,0.119 Mpa,0.120 Mpa,0.122 Mpa,0.127 Mpa,0.124 Mpa,1.02 Mpa,0.126 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.118 Mpa,0.119 Mpa,0.114 Mpa,0.118 Mpa,0.117 Mpa,0.119 Mpa,0.121 Mpa,0.124 Mpa,0.133 Mpa,0.132 Mpa,0.134 Mpa,0.132 Mpa,0.131 Mpa,0.137 Mpa,0.136 Mpa,0.143 Mpa,0.128 Mpa,0.127 Mpa,0.124 Mpa,0.125 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.134 Mpa,0.126 Mpa,0.127 Mpa,0.125 Mpa,0.122 Mpa,0.130 Mpa,0.123 Mpa,0.130 Mpa,0.136 Mpa,0.127 Mpa,0.129 Mpa,0.0450 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.134 Mpa,0.140 Mpa,162 RPM,1780 RPM,560 RPM,1605 RPM,1867 RPM,1774 RPM,1353 RPM,1864 RPM,1610 RPM,1797 RPM,1749 RPM
2026-07-23 23:00:00,0.132 Mpa,0.134 Mpa,0.133 Mpa,0.372 Mpa,0.134 Mpa,0.135 Mpa,0.138 Mpa,0.141 Mpa,0.128 Mpa,0.851 Mpa,0.130 Mpa,0.124 Mpa,0.128 Mpa,0.133 Mpa,0.134 Mpa,0.143 Mpa,0.105 Mpa,0.105 Mpa,0.102 Mpa,0.102 Mpa,0.103 Mpa,0.103 Mpa,0.106 Mpa,0.109 Mpa,0.123 Mpa,0.121 Mpa,0.124 Mpa,0.119 Mpa,0.120 Mpa,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.114 Mpa,0.114 Mpa,0.115 Mpa,0.588 Mpa,0.115 Mpa,0.116 Mpa,0.117 Mpa,0.122 Mpa,0.124 Mpa,1.02 Mpa,0.127 Mpa,0.124 Mpa,0.124 Mpa,0.129 Mpa,0.125 Mpa,0.132 Mpa,0.128 Mpa,0.129 Mpa,0.126 Mpa,0.130 Mpa,0.129 Mpa,0.133 Mpa,0.132 Mpa,0.138 Mpa,0.115 Mpa,0.114 Mpa,0.113 Mpa,0.113 Mpa,0.114 Mpa,0.117 Mpa,0.118 Mpa,0.121 Mpa,0.127 Mpa,0.126 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.130 Mpa,0.131 Mpa,0.134 Mpa,0.124 Mpa,0.125 Mpa,0.123 Mpa,0.121 Mpa,0.128 Mpa,0.121 Mpa,0.128 Mpa,0.135 Mpa,0.126 Mpa,0.127 Mpa,0.0645 Mpa,0.126 Mpa,0.126 Mpa,0.130 Mpa,0.133 Mpa,0.138 Mpa,1502 RPM,1728 RPM,574 RPM,1322 RPM,1755 RPM,1772 RPM,1758 RPM,1489 RPM,1646 RPM,1809 RPM,1649 RPM
2026-07-24 01:00:00,0.131 Mpa,0.133 Mpa,0.133 Mpa,0.686 Mpa,0.135 Mpa,0.136 Mpa,0.138 Mpa,0.141 Mpa,0.125 Mpa,0.828 Mpa,0.127 Mpa,0.121 Mpa,0.125 Mpa,0.129 Mpa,0.130 Mpa,0.141 Mpa,0.123 Mpa,0.123 Mpa,0.121 Mpa,0.121 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.134 Mpa,0.131 Mpa,0.130 Mpa,0.136 Mpa,0.131 Mpa,0.130 Mpa,0.137 Mpa,0.138 Mpa,0.140 Mpa,0.120 Mpa,0.121 Mpa,0.122 Mpa,0.296 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.129 Mpa,0.124 Mpa,1.02 Mpa,0.127 Mpa,0.122 Mpa,0.123 Mpa,0.128 Mpa,0.124 Mpa,0.131 Mpa,0.126 Mpa,0.127 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0.130 Mpa,0.130 Mpa,0.136 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0.130 Mpa,0.133 Mpa,0.133 Mpa,0.137 Mpa,0.121 Mpa,0.121 Mpa,0.119 Mpa,0.116 Mpa,0.123 Mpa,0.117 Mpa,0.124 Mpa,0.128 Mpa,0.122 Mpa,0.123 Mpa,0.179 Mpa,0.122 Mpa,0.122 Mpa,0.126 Mpa,0.129 Mpa,0.133 Mpa,1723 RPM,1595 RPM,1710 RPM,1783 RPM,1858 RPM,1781 RPM,1692 RPM,1694 RPM,1784 RPM,1589 RPM,1552 RPM
2026-07-24 03:00:00,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.400 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.131 Mpa,0.107 Mpa,0.837 Mpa,0.107 Mpa,0.101 Mpa,0.107 Mpa,0.110 Mpa,0.111 Mpa,0.120 Mpa,0.119 Mpa,0.119 Mpa,0.117 Mpa,0.116 Mpa,0.120 Mpa,0.122 Mpa,0.122 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0.131 Mpa,0.126 Mpa,0.126 Mpa,0.132 Mpa,0.134 Mpa,0.135 Mpa,0.116 Mpa,0.117 Mpa,0.118 Mpa,0.618 Mpa,0.117 Mpa,0.118 Mpa,0.120 Mpa,0.125 Mpa,0.128 Mpa,1.02 Mpa,0.131 Mpa,0.127 Mpa,0.127 Mpa,0.132 Mpa,0.128 Mpa,0.136 Mpa,0.129 Mpa,0.130 Mpa,0.128 Mpa,0.131 Mpa,0.130 Mpa,0.134 Mpa,0.133 Mpa,0.139 Mpa,0.124 Mpa,0.124 Mpa,0.125 Mpa,0.124 Mpa,0.123 Mpa,0.128 Mpa,0.128 Mpa,0.134 Mpa,0.128 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0.129 Mpa,0.133 Mpa,0.133 Mpa,0.137 Mpa,0.118 Mpa,0.117 Mpa,0.115 Mpa,0.112 Mpa,0.119 Mpa,0.113 Mpa,0.120 Mpa,0.125 Mpa,0.125 Mpa,0.127 Mpa,0.0235 Mpa,0.126 Mpa,0.126 Mpa,0.131 Mpa,0.133 Mpa,0.139 Mpa,1645 RPM,1369 RPM,1738 RPM,1627 RPM,1817 RPM,1784 RPM,1813 RPM,1671 RPM,1841 RPM,1570 RPM,1738 RPM
2026-07-24 05:00:00,0.118 Mpa,0.119 Mpa,0.117 Mpa,0.432 Mpa,0.118 Mpa,0.117 Mpa,0.121 Mpa,0.122 Mpa,0.111 Mpa,0.852 Mpa,0.113 Mpa,0.107 Mpa,0.113 Mpa,0.117 Mpa,0.117 Mpa,0.129 Mpa,0.122 Mpa,0.122 Mpa,0.119 Mpa,0.118 Mpa,0.121 Mpa,0.122 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.128 Mpa,0.133 Mpa,0.128 Mpa,0.128 Mpa,0.134 Mpa,0.135 Mpa,0.136 Mpa,0.103 Mpa,0.102 Mpa,0.101 Mpa,0.0901 Mpa,0.103 Mpa,0.103 Mpa,0.106 Mpa,0.108 Mpa,0.124 Mpa,1.02 Mpa,0.125 Mpa,0.122 Mpa,0.123 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,0.119 Mpa,0.120 Mpa,0.115 Mpa,0.118 Mpa,0.119 Mpa,0.120 Mpa,0.122 Mpa,0.125 Mpa,0.132 Mpa,0.132 Mpa,0.135 Mpa,0.135 Mpa,0.131 Mpa,0.136 Mpa,0.136 Mpa,0.143 Mpa,0.128 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.131 Mpa,0.132 Mpa,0.136 Mpa,0.123 Mpa,0.123 Mpa,0.121 Mpa,0.119 Mpa,0.126 Mpa,0.120 Mpa,0.127 Mpa,0.132 Mpa,0.126 Mpa,0.129 Mpa,0.0453 Mpa,0.128 Mpa,0.127 Mpa,0.133 Mpa,0.134 Mpa,0.140 Mpa,1211 RPM,1772 RPM,1641 RPM,1737 RPM,1337 RPM,1630 RPM,1471 RPM,1750 RPM,1671 RPM,1693 RPM,1727 RPM
2026-07-24 07:00:00,0.123 Mpa,0.126 Mpa,0.124 Mpa,0.329 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.132 Mpa,0.111 Mpa,0.857 Mpa,0.114 Mpa,0.108 Mpa,0.113 Mpa,0.118 Mpa,0.117 Mpa,0.132 Mpa,0.120 Mpa,0.120 Mpa,0.116 Mpa,0.116 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,0.128 Mpa,0.134 Mpa,0.133 Mpa,0.139 Mpa,0.134 Mpa,0.132 Mpa,0.140 Mpa,0.141 Mpa,0.143 Mpa,0.101 Mpa,0.101 Mpa,0.0982 Mpa,0.0166 Mpa,0.0993 Mpa,0.0973 Mpa,0.101 Mpa,0.104 Mpa,0.129 Mpa,1.02 Mpa,0.132 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.129 Mpa,0.137 Mpa,0.130 Mpa,0.132 Mpa,0.128 Mpa,0.131 Mpa,0.131 Mpa,0.134 Mpa,0.134 Mpa,0.139 Mpa,0.130 Mpa,0.130 Mpa,0.133 Mpa,0.132 Mpa,0.130 Mpa,0.135 Mpa,0.135 Mpa,0.141 Mpa,0.132 Mpa,0.131 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.136 Mpa,0.135 Mpa,0.140 Mpa,0.125 Mpa,0.125 Mpa,0.124 Mpa,0.121 Mpa,0.128 Mpa,0.122 Mpa,0.129 Mpa,0.134 Mpa,0.127 Mpa,0.130 Mpa,0.0793 Mpa,0.130 Mpa,0.129 Mpa,0.135 Mpa,0.136 Mpa,0.143 Mpa,1703 RPM,1859 RPM,1642 RPM,1823 RPM,864 RPM,1862 RPM,1840 RPM,1771 RPM,1757 RPM,1765 RPM,1823 RPM
2026-07-24 09:00:00,0.130 Mpa,0.132 Mpa,0.133 Mpa,0.322 Mpa,0.134 Mpa,0.135 Mpa,0.137 Mpa,0.141 Mpa,0.112 Mpa,0.868 Mpa,0.115 Mpa,0.108 Mpa,0.114 Mpa,0.118 Mpa,0.118 Mpa,0.128 Mpa,0.124 Mpa,0.125 Mpa,0.122 Mpa,0.121 Mpa,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.134 Mpa,0.132 Mpa,0.130 Mpa,0.136 Mpa,0.131 Mpa,0.130 Mpa,0.137 Mpa,0.139 Mpa,0.140 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.219 Mpa,0.122 Mpa,0.123 Mpa,0.124 Mpa,0.130 Mpa,0.125 Mpa,1.02 Mpa,0.126 Mpa,0.123 Mpa,0.124 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.120 Mpa,0.121 Mpa,0.116 Mpa,0.119 Mpa,0.121 Mpa,0.123 Mpa,0.123 Mpa,0.128 Mpa,0.133 Mpa,0.132 Mpa,0.135 Mpa,0.134 Mpa,0.131 Mpa,0.137 Mpa,0.136 Mpa,0.144 Mpa,0.133 Mpa,0.132 Mpa,0.131 Mpa,0.131 Mpa,0.134 Mpa,0.137 Mpa,0.137 Mpa,0.142 Mpa,0.126 Mpa,0.127 Mpa,0.125 Mpa,0.122 Mpa,0.129 Mpa,0.122 Mpa,0.129 Mpa,0.135 Mpa,0.129 Mpa,0.131 Mpa,0.0318 Mpa,0.131 Mpa,0.130 Mpa,0.135 Mpa,0.137 Mpa,0.143 Mpa,1782 RPM,1864 RPM,1734 RPM,1763 RPM,1857 RPM,1701 RPM,1630 RPM,1826 RPM,1846 RPM,1741 RPM,1766 RPM
