"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","Center - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","Center - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","Center - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","Center - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","Center - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","Center - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","Center - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","Center - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","Center - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","Center - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","Center - I58","RPM "
2026-08-18 07:00:00,0.117 Mpa,0.121 Mpa,0.119 Mpa,0.120 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.123 Mpa,0.125 Mpa,0.121 Mpa,0 Mpa,,,,,,0.120 Mpa,0.118 Mpa,0.120 Mpa,0.135 Mpa,0 Mpa,0.121 Mpa,0.120 Mpa,0.120 Mpa,0.121 Mpa,0 Mpa,0.134 Mpa,0.131 Mpa,0.132 Mpa,0.131 Mpa,0 Mpa,0.125 Mpa,0.125 Mpa,0.127 Mpa,0.124 Mpa,0 Mpa,0.109 Mpa,0.109 Mpa,0.110 Mpa,0.969 Mpa,0.107 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,0.122 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.906 Mpa,0.123 Mpa,0 Mpa,1771 RPM
2026-08-18 09:00:00,0.123 Mpa,0.125 Mpa,0.123 Mpa,0.124 Mpa,0 Mpa,0.120 Mpa,0.117 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.119 Mpa,0.122 Mpa,0.118 Mpa,0 Mpa,,,,,,0.120 Mpa,0.118 Mpa,0.119 Mpa,0.160 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.120 Mpa,0.122 Mpa,0 Mpa,0.133 Mpa,0.132 Mpa,0.131 Mpa,0.131 Mpa,0 Mpa,0.127 Mpa,0.129 Mpa,0.131 Mpa,0.128 Mpa,0 Mpa,0.123 Mpa,0.125 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.118 Mpa,0.117 Mpa,0.986 Mpa,0.119 Mpa,0 Mpa,1694 RPM
2026-08-18 11:00:00,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0 Mpa,0.116 Mpa,0.113 Mpa,0.116 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.123 Mpa,0.125 Mpa,0.123 Mpa,0 Mpa,,,,,,0.118 Mpa,0.116 Mpa,0.118 Mpa,0.205 Mpa,0 Mpa,0.121 Mpa,0.120 Mpa,0.120 Mpa,0.121 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.125 Mpa,0.124 Mpa,0.0278 Mpa,0.131 Mpa,0.132 Mpa,0.136 Mpa,0.130 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,0.121 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.919 Mpa,0.125 Mpa,0 Mpa,1648 RPM
2026-08-18 13:00:00,0.128 Mpa,0.129 Mpa,0.129 Mpa,0.128 Mpa,0 Mpa,0.117 Mpa,0.114 Mpa,0.117 Mpa,1.01 Mpa,0.0182 Mpa,0.124 Mpa,0.122 Mpa,0.124 Mpa,0.121 Mpa,0.0115 Mpa,,,,,,0.115 Mpa,0.114 Mpa,0.115 Mpa,0.115 Mpa,0.0114 Mpa,0.123 Mpa,0.121 Mpa,0.122 Mpa,0.122 Mpa,0 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0.0106 Mpa,0.128 Mpa,0.129 Mpa,0.132 Mpa,0.127 Mpa,0 Mpa,0.127 Mpa,0.129 Mpa,0.129 Mpa,1.01 Mpa,0.00708 Mpa,0.122 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.00602 Mpa,0.124 Mpa,0.124 Mpa,0.916 Mpa,0.125 Mpa,0 Mpa,1790 RPM
2026-08-18 15:00:00,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0 Mpa,0.120 Mpa,0.117 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.105 Mpa,0.105 Mpa,0.105 Mpa,0.105 Mpa,0.0476 Mpa,0.102 Mpa,0.102 Mpa,0.102 Mpa,0.102 Mpa,,0.122 Mpa,0.119 Mpa,0.121 Mpa,0.135 Mpa,0 Mpa,0.121 Mpa,0.119 Mpa,0.120 Mpa,0.120 Mpa,0 Mpa,0.140 Mpa,0.139 Mpa,0.138 Mpa,0.138 Mpa,0 Mpa,0.126 Mpa,0.128 Mpa,0.130 Mpa,0.126 Mpa,0 Mpa,0.123 Mpa,0.125 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.907 Mpa,0.123 Mpa,0 Mpa,1699 RPM
2026-08-18 17:00:00,0.122 Mpa,0.125 Mpa,0.124 Mpa,0.125 Mpa,0 Mpa,0.117 Mpa,0.114 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.114 Mpa,0.112 Mpa,0.114 Mpa,0.112 Mpa,0 Mpa,0.112 Mpa,0.112 Mpa,0.112 Mpa,0.112 Mpa,,0.116 Mpa,0.113 Mpa,0.115 Mpa,0.140 Mpa,0 Mpa,0.118 Mpa,0.116 Mpa,0.116 Mpa,0.118 Mpa,0 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0.129 Mpa,0 Mpa,0.126 Mpa,0.127 Mpa,0.130 Mpa,0.126 Mpa,0 Mpa,0.126 Mpa,0.127 Mpa,0.127 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.120 Mpa,0.118 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.915 Mpa,0.120 Mpa,0 Mpa,1619 RPM
2026-08-18 19:00:00,0.123 Mpa,0.124 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,0.114 Mpa,0 Mpa,0.116 Mpa,0.118 Mpa,0.116 Mpa,0.118 Mpa,,0.117 Mpa,0.115 Mpa,0.116 Mpa,0.123 Mpa,0 Mpa,0.120 Mpa,0.118 Mpa,0.119 Mpa,0.119 Mpa,0 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.126 Mpa,0 Mpa,0.126 Mpa,0.128 Mpa,0.127 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.118 Mpa,0.120 Mpa,0.118 Mpa,0 Mpa,0.121 Mpa,0.122 Mpa,0.874 Mpa,0.123 Mpa,0 Mpa,1770 RPM
2026-08-18 21:00:00,0.121 Mpa,0.124 Mpa,0.123 Mpa,0.124 Mpa,0 Mpa,0.117 Mpa,0.114 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.111 Mpa,0.109 Mpa,0.112 Mpa,0.109 Mpa,0 Mpa,0.128 Mpa,0.131 Mpa,0.127 Mpa,0.129 Mpa,,0.118 Mpa,0.116 Mpa,0.117 Mpa,0.135 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.122 Mpa,0.123 Mpa,0 Mpa,0.129 Mpa,0.127 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.129 Mpa,0.130 Mpa,0.132 Mpa,0.128 Mpa,0 Mpa,0.121 Mpa,0.122 Mpa,0.122 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.866 Mpa,0.123 Mpa,0 Mpa,1744 RPM
2026-08-18 23:00:00,0.107 Mpa,0.110 Mpa,0.108 Mpa,0.108 Mpa,0.0577 Mpa,0.118 Mpa,0.115 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.120 Mpa,0.118 Mpa,0.120 Mpa,0.117 Mpa,0 Mpa,0.124 Mpa,0.127 Mpa,0.123 Mpa,0.125 Mpa,,0.115 Mpa,0.112 Mpa,0.114 Mpa,0.156 Mpa,0 Mpa,0.124 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,0 Mpa,0.127 Mpa,0.126 Mpa,0.125 Mpa,0.125 Mpa,0 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.120 Mpa,0.0265 Mpa,0.124 Mpa,0.127 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.120 Mpa,0.119 Mpa,0.0530 Mpa,0.118 Mpa,0.117 Mpa,0.953 Mpa,0.118 Mpa,0.0481 Mpa,1703 RPM
2026-08-19 01:00:00,0.120 Mpa,0.123 Mpa,0.122 Mpa,0.122 Mpa,0 Mpa,0.118 Mpa,0.116 Mpa,0.118 Mpa,1.01 Mpa,0.00657 Mpa,0.120 Mpa,0.117 Mpa,0.120 Mpa,0.117 Mpa,0.00873 Mpa,0.123 Mpa,0.126 Mpa,0.122 Mpa,0.125 Mpa,,0.117 Mpa,0.114 Mpa,0.116 Mpa,0.103 Mpa,0.0273 Mpa,0.120 Mpa,0.120 Mpa,0.119 Mpa,0.121 Mpa,0 Mpa,0.126 Mpa,0.125 Mpa,0.125 Mpa,0.126 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.125 Mpa,0 Mpa,0.107 Mpa,0.108 Mpa,0.108 Mpa,1.01 Mpa,0.0117 Mpa,0.126 Mpa,0.125 Mpa,0.127 Mpa,0.125 Mpa,0 Mpa,0.122 Mpa,0.123 Mpa,0.892 Mpa,0.124 Mpa,0 Mpa,1711 RPM
2026-08-19 03:00:00,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.130 Mpa,0 Mpa,0.117 Mpa,0.115 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.118 Mpa,0.115 Mpa,0 Mpa,0.113 Mpa,0.116 Mpa,0.113 Mpa,0.115 Mpa,,0.120 Mpa,0.118 Mpa,0.119 Mpa,0.117 Mpa,0.0101 Mpa,0.120 Mpa,0.120 Mpa,0.118 Mpa,0.120 Mpa,0 Mpa,0.129 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.126 Mpa,0.122 Mpa,0 Mpa,0.108 Mpa,0.109 Mpa,0.108 Mpa,1.00 Mpa,0.0356 Mpa,0.124 Mpa,0.123 Mpa,0.125 Mpa,0.123 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.912 Mpa,0.125 Mpa,0 Mpa,1747 RPM
2026-08-19 05:00:00,0.123 Mpa,0.126 Mpa,0.124 Mpa,0.126 Mpa,0 Mpa,0.118 Mpa,0.116 Mpa,0.118 Mpa,1.01 Mpa,0.00973 Mpa,0.120 Mpa,0.118 Mpa,0.120 Mpa,0.118 Mpa,0 Mpa,0.111 Mpa,0.113 Mpa,0.111 Mpa,0.112 Mpa,,0.120 Mpa,0.118 Mpa,0.119 Mpa,0.111 Mpa,0 Mpa,0.116 Mpa,0.115 Mpa,0.114 Mpa,0.115 Mpa,0 Mpa,0.124 Mpa,0.124 Mpa,0.123 Mpa,0.124 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.123 Mpa,0 Mpa,,,,,,0.121 Mpa,0.120 Mpa,0.122 Mpa,0.120 Mpa,0.00615 Mpa,0.121 Mpa,0.121 Mpa,0.970 Mpa,0.122 Mpa,0 Mpa,1646 RPM
2026-08-19 07:00:00,0.129 Mpa,0.131 Mpa,0.130 Mpa,0.131 Mpa,0 Mpa,0.121 Mpa,0.118 Mpa,0.121 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.119 Mpa,0.122 Mpa,0.119 Mpa,0 Mpa,0.121 Mpa,0.126 Mpa,0.121 Mpa,0.124 Mpa,,0.119 Mpa,0.117 Mpa,0.118 Mpa,0.169 Mpa,0 Mpa,0.120 Mpa,0.120 Mpa,0.118 Mpa,0.121 Mpa,0 Mpa,0.131 Mpa,0.128 Mpa,0.130 Mpa,0.128 Mpa,0 Mpa,0.124 Mpa,0.126 Mpa,0.127 Mpa,0.124 Mpa,0 Mpa,,,,,,0.121 Mpa,0.121 Mpa,0.122 Mpa,0.121 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.960 Mpa,0.126 Mpa,0 Mpa,1797 RPM
2026-08-19 09:00:00,0.128 Mpa,0.132 Mpa,0.130 Mpa,0.131 Mpa,0 Mpa,0.120 Mpa,0.117 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.115 Mpa,0.113 Mpa,0.115 Mpa,0.113 Mpa,0 Mpa,0.125 Mpa,0.130 Mpa,0.125 Mpa,0.129 Mpa,,0.111 Mpa,0.110 Mpa,0.110 Mpa,0.169 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.117 Mpa,0.118 Mpa,0 Mpa,0.128 Mpa,0.125 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.127 Mpa,0 Mpa,,,,,,0.125 Mpa,0.126 Mpa,0.127 Mpa,0.125 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.964 Mpa,0.124 Mpa,0 Mpa,1695 RPM
2026-08-19 11:00:00,0.127 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0 Mpa,0.122 Mpa,0.118 Mpa,0.121 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.119 Mpa,0.122 Mpa,0.119 Mpa,0 Mpa,0.125 Mpa,0.130 Mpa,0.124 Mpa,0.128 Mpa,,0.118 Mpa,0.117 Mpa,0.118 Mpa,0.124 Mpa,0 Mpa,0.115 Mpa,0.114 Mpa,0.114 Mpa,0.115 Mpa,0.0259 Mpa,0.133 Mpa,0.132 Mpa,0.132 Mpa,0.131 Mpa,0.0176 Mpa,0.127 Mpa,0.127 Mpa,0.131 Mpa,0.126 Mpa,0.00937 Mpa,,,,,,0.122 Mpa,0.121 Mpa,0.124 Mpa,0.121 Mpa,0 Mpa,0.124 Mpa,0.123 Mpa,0.913 Mpa,0.124 Mpa,0 Mpa,1744 RPM
2026-08-19 13:00:00,0.126 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0 Mpa,0.114 Mpa,0.112 Mpa,0.114 Mpa,1.00 Mpa,0.0257 Mpa,0.122 Mpa,0.118 Mpa,0.121 Mpa,0.119 Mpa,0 Mpa,0.126 Mpa,0.130 Mpa,0.124 Mpa,0.127 Mpa,,0.113 Mpa,0.111 Mpa,0.113 Mpa,0.456 Mpa,0 Mpa,0.107 Mpa,0.107 Mpa,0.105 Mpa,0.108 Mpa,0.0252 Mpa,0.137 Mpa,0.135 Mpa,0.135 Mpa,0.134 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.124 Mpa,0 Mpa,,,,,,0.122 Mpa,0.121 Mpa,0.123 Mpa,0.120 Mpa,0 Mpa,0.118 Mpa,0.118 Mpa,0.962 Mpa,0.119 Mpa,0.0232 Mpa,1734 RPM
2026-08-19 15:00:00,0.124 Mpa,0.126 Mpa,0.124 Mpa,0.125 Mpa,0 Mpa,0.122 Mpa,0.118 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.120 Mpa,0.122 Mpa,0.119 Mpa,0.0114 Mpa,0.120 Mpa,0.124 Mpa,0.120 Mpa,0.122 Mpa,,0.122 Mpa,0.119 Mpa,0.122 Mpa,0.104 Mpa,0 Mpa,0.100 Mpa,0.100 Mpa,0.100 Mpa,0.100 Mpa,0 Mpa,0.134 Mpa,0.132 Mpa,0.132 Mpa,0.131 Mpa,0 Mpa,0.127 Mpa,0.128 Mpa,0.131 Mpa,0.126 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.121 Mpa,1.01 Mpa,0.0158 Mpa,0.124 Mpa,0.124 Mpa,0.126 Mpa,0.123 Mpa,0 Mpa,0.124 Mpa,0.124 Mpa,0.881 Mpa,0.125 Mpa,0 Mpa,1685 RPM
2026-08-19 17:00:00,0.121 Mpa,0.123 Mpa,0.121 Mpa,0.122 Mpa,0 Mpa,0.119 Mpa,0.116 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.116 Mpa,0.118 Mpa,0.115 Mpa,0 Mpa,0.113 Mpa,0.117 Mpa,0.113 Mpa,0.116 Mpa,,0.116 Mpa,0.114 Mpa,0.115 Mpa,0.234 Mpa,0 Mpa,,,,,,0.128 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.124 Mpa,0 Mpa,0.113 Mpa,0.112 Mpa,0.113 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,0.122 Mpa,0.0162 Mpa,0.120 Mpa,0.120 Mpa,0.958 Mpa,0.121 Mpa,0 Mpa,1605 RPM
2026-08-19 19:00:00,0.123 Mpa,0.124 Mpa,0.124 Mpa,0.123 Mpa,0 Mpa,0.118 Mpa,0.116 Mpa,0.118 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.117 Mpa,0.119 Mpa,0.116 Mpa,0 Mpa,0.116 Mpa,0.120 Mpa,0.116 Mpa,0.118 Mpa,,0.120 Mpa,0.117 Mpa,0.119 Mpa,0.0762 Mpa,0 Mpa,,,,,,0.127 Mpa,0.124 Mpa,0.125 Mpa,0.124 Mpa,0 Mpa,0.130 Mpa,0.130 Mpa,0.133 Mpa,0.128 Mpa,0 Mpa,0.117 Mpa,0.117 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,0.122 Mpa,0 Mpa,0.121 Mpa,0.122 Mpa,0.957 Mpa,0.123 Mpa,0 Mpa,1735 RPM
2026-08-19 21:00:00,0.124 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0 Mpa,0.117 Mpa,0.115 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,0.118 Mpa,0 Mpa,0.120 Mpa,0.124 Mpa,0.119 Mpa,0.122 Mpa,,0.119 Mpa,0.116 Mpa,0.118 Mpa,0.134 Mpa,0 Mpa,,,,,,0.130 Mpa,0.129 Mpa,0.129 Mpa,0.128 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.128 Mpa,0.123 Mpa,0 Mpa,0.131 Mpa,0.135 Mpa,0.133 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.124 Mpa,0.126 Mpa,0.124 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.958 Mpa,0.123 Mpa,0 Mpa,1763 RPM
2026-08-19 23:00:00,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.120 Mpa,0.116 Mpa,0.119 Mpa,1.02 Mpa,0 Mpa,0.125 Mpa,0.121 Mpa,0.125 Mpa,0.121 Mpa,0 Mpa,0.125 Mpa,0.129 Mpa,0.125 Mpa,0.126 Mpa,,0.119 Mpa,0.117 Mpa,0.119 Mpa,0.331 Mpa,0 Mpa,,,,,,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.128 Mpa,0 Mpa,0.117 Mpa,0.118 Mpa,0.119 Mpa,0.116 Mpa,0.0300 Mpa,0.123 Mpa,0.125 Mpa,0.125 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.120 Mpa,0.118 Mpa,0.0409 Mpa,0.119 Mpa,0.120 Mpa,0.931 Mpa,0.122 Mpa,0.0455 Mpa,1696 RPM
2026-08-20 01:00:00,0.123 Mpa,0.124 Mpa,0.123 Mpa,0.123 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.118 Mpa,1.01 Mpa,0.0126 Mpa,0.126 Mpa,0.123 Mpa,0.126 Mpa,0.123 Mpa,0.0204 Mpa,0.122 Mpa,0.124 Mpa,0.122 Mpa,0.122 Mpa,,0.116 Mpa,0.114 Mpa,0.115 Mpa,0.234 Mpa,0.0114 Mpa,0.110 Mpa,0.111 Mpa,0.108 Mpa,0.111 Mpa,0 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.127 Mpa,0 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.123 Mpa,0.00782 Mpa,0.132 Mpa,0.136 Mpa,0.134 Mpa,1.02 Mpa,0 Mpa,0.132 Mpa,0.131 Mpa,0.134 Mpa,0.131 Mpa,0 Mpa,0.118 Mpa,0.120 Mpa,0.951 Mpa,0.120 Mpa,0.0108 Mpa,1688 RPM
2026-08-20 03:00:00,0.121 Mpa,0.123 Mpa,0.123 Mpa,0.122 Mpa,0.00232 Mpa,0.118 Mpa,0.117 Mpa,0.118 Mpa,1.01 Mpa,0.00855 Mpa,0.122 Mpa,0.119 Mpa,0.121 Mpa,0.118 Mpa,0 Mpa,0.114 Mpa,0.117 Mpa,0.113 Mpa,0.116 Mpa,,0.117 Mpa,0.115 Mpa,0.116 Mpa,0.134 Mpa,0 Mpa,0.115 Mpa,0.116 Mpa,0.114 Mpa,0.116 Mpa,0 Mpa,0.127 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0 Mpa,0.129 Mpa,0.130 Mpa,0.133 Mpa,0.128 Mpa,0 Mpa,0.125 Mpa,0.128 Mpa,0.127 Mpa,1.02 Mpa,0 Mpa,0.131 Mpa,0.131 Mpa,0.133 Mpa,0.130 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.953 Mpa,0.124 Mpa,0 Mpa,1621 RPM
2026-08-20 05:00:00,0.112 Mpa,0.113 Mpa,0.113 Mpa,0.113 Mpa,0 Mpa,0.121 Mpa,0.119 Mpa,0.121 Mpa,0.999 Mpa,0.00928 Mpa,0.117 Mpa,0.114 Mpa,0.117 Mpa,0.114 Mpa,0 Mpa,0.110 Mpa,0.113 Mpa,0.110 Mpa,0.112 Mpa,,0.117 Mpa,0.116 Mpa,0.116 Mpa,0.105 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.118 Mpa,0.120 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.119 Mpa,0.119 Mpa,0 Mpa,0.125 Mpa,0.126 Mpa,0.128 Mpa,0.125 Mpa,0.00724 Mpa,0.124 Mpa,0.129 Mpa,0.126 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,0.122 Mpa,0.00625 Mpa,0.122 Mpa,0.124 Mpa,0.932 Mpa,0.125 Mpa,0.00740 Mpa,1548 RPM
2026-08-20 07:00:00,0.126 Mpa,0.128 Mpa,0.127 Mpa,0.127 Mpa,0 Mpa,0.119 Mpa,0.118 Mpa,0.119 Mpa,1.00 Mpa,0 Mpa,0.123 Mpa,0.119 Mpa,0.123 Mpa,0.119 Mpa,0 Mpa,0.122 Mpa,0.126 Mpa,0.122 Mpa,0.124 Mpa,,0.121 Mpa,0.118 Mpa,0.120 Mpa,0.219 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,0 Mpa,0.114 Mpa,0.115 Mpa,0.113 Mpa,0.113 Mpa,0.0230 Mpa,0.121 Mpa,0.122 Mpa,0.124 Mpa,0.121 Mpa,0 Mpa,0.129 Mpa,0.134 Mpa,0.131 Mpa,1.02 Mpa,0 Mpa,0.121 Mpa,0.121 Mpa,0.123 Mpa,0.121 Mpa,0 Mpa,0.124 Mpa,0.124 Mpa,0.942 Mpa,0.125 Mpa,0 Mpa,1726 RPM
2026-08-20 09:00:00,0.125 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0 Mpa,0.119 Mpa,0.117 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.119 Mpa,0.122 Mpa,0.118 Mpa,0 Mpa,0.122 Mpa,0.126 Mpa,0.122 Mpa,0.125 Mpa,,0.117 Mpa,0.115 Mpa,0.116 Mpa,0.236 Mpa,0 Mpa,0.122 Mpa,0.123 Mpa,0.121 Mpa,0.124 Mpa,0 Mpa,0.115 Mpa,0.123 Mpa,0.115 Mpa,0.115 Mpa,0.00845 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.127 Mpa,0 Mpa,0.126 Mpa,0.129 Mpa,0.128 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.119 Mpa,0.121 Mpa,0.119 Mpa,0 Mpa,0.121 Mpa,0.122 Mpa,0.942 Mpa,0.123 Mpa,0 Mpa,1630 RPM
2026-08-20 11:00:00,0.122 Mpa,0.124 Mpa,0.123 Mpa,0.123 Mpa,0.0120 Mpa,0.121 Mpa,0.118 Mpa,0.120 Mpa,1.02 Mpa,0 Mpa,0.117 Mpa,0.114 Mpa,0.116 Mpa,0.114 Mpa,0 Mpa,0.120 Mpa,0.123 Mpa,0.120 Mpa,0.122 Mpa,,0.125 Mpa,0.122 Mpa,0.124 Mpa,0.457 Mpa,0.0160 Mpa,0.119 Mpa,0.119 Mpa,0.118 Mpa,0.120 Mpa,0 Mpa,0.131 Mpa,0.129 Mpa,0.130 Mpa,0.129 Mpa,0 Mpa,0.129 Mpa,0.130 Mpa,0.133 Mpa,0.128 Mpa,0 Mpa,0.120 Mpa,0.123 Mpa,0.122 Mpa,1.02 Mpa,0 Mpa,0.122 Mpa,0.122 Mpa,0.124 Mpa,0.121 Mpa,0 Mpa,0.123 Mpa,0.124 Mpa,0.953 Mpa,0.125 Mpa,0 Mpa,1722 RPM
2026-08-20 13:00:00,0.120 Mpa,0.121 Mpa,0.121 Mpa,0.121 Mpa,0 Mpa,0.118 Mpa,0.115 Mpa,0.117 Mpa,1.02 Mpa,0 Mpa,0.119 Mpa,0.116 Mpa,0.118 Mpa,0.115 Mpa,0 Mpa,0.116 Mpa,0.119 Mpa,0.115 Mpa,0.117 Mpa,,0.118 Mpa,0.117 Mpa,0.118 Mpa,0.294 Mpa,0 Mpa,0.118 Mpa,0.119 Mpa,0.117 Mpa,0.120 Mpa,0.0132 Mpa,0.128 Mpa,0.126 Mpa,0.127 Mpa,0.126 Mpa,0 Mpa,0.124 Mpa,0.124 Mpa,0.128 Mpa,0.123 Mpa,0.00766 Mpa,0.122 Mpa,0.125 Mpa,0.124 Mpa,1.02 Mpa,0 Mpa,0.123 Mpa,0.122 Mpa,0.125 Mpa,0.121 Mpa,0 Mpa,0.123 Mpa,0.123 Mpa,0.908 Mpa,0.124 Mpa,0 Mpa,1728 RPM
