"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","Center - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","Center - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","Center - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","Center - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","Center - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","Center - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","Center - I44","B_1 - I46","B_2 - I46","B_3 - I46","B_4 - I46","Center - I46","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","Center - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","Center - I48","RPM "
2026-07-31 09:00:00,0.00237 Mpa,0.00109 Mpa,0.0126 Mpa,0.0152 Mpa,0.00669 Mpa,6.10 Mpa,0 Mpa,0 Mpa,6.10 Mpa,0 Mpa,0.0260 Mpa,0.0231 Mpa,0.0324 Mpa,0.0124 Mpa,0.0128 Mpa,0.276 Mpa,0.256 Mpa,0.280 Mpa,0.260 Mpa,0 Mpa,0.0142 Mpa,0.0283 Mpa,0.0270 Mpa,0.00599 Mpa,0 Mpa,,,,,,0.0218 Mpa,0.0325 Mpa,0.00326 Mpa,0.0655 Mpa,0 Mpa,,,,,,,,,,,0.0522 Mpa,0.0307 Mpa,0.00979 Mpa,0.0223 Mpa,0 Mpa,1351 RPM
2026-07-31 11:00:00,0.000975 Mpa,0.000609 Mpa,0.0179 Mpa,0.0200 Mpa,0.0498 Mpa,6.10 Mpa,0.00127 Mpa,0.000585 Mpa,6.10 Mpa,0.0162 Mpa,0.0271 Mpa,0.0226 Mpa,0.0328 Mpa,0.0127 Mpa,0.0225 Mpa,0.273 Mpa,0.260 Mpa,0.282 Mpa,0.266 Mpa,0.0317 Mpa,0.0105 Mpa,0.0270 Mpa,0.0240 Mpa,0.00550 Mpa,0 Mpa,,,,,,0.0234 Mpa,0.0249 Mpa,0.00360 Mpa,0.0961 Mpa,0 Mpa,,,,,,,,,,,0.0521 Mpa,0.0312 Mpa,0.0106 Mpa,0.0231 Mpa,0.0207 Mpa,1532 RPM
2026-07-31 13:00:00,0.00321 Mpa,0 Mpa,0.0233 Mpa,0.0229 Mpa,0.105 Mpa,6.10 Mpa,0.00110 Mpa,0.00103 Mpa,6.10 Mpa,0 Mpa,0.0214 Mpa,0.0105 Mpa,0.0285 Mpa,0.00725 Mpa,0 Mpa,0.399 Mpa,0.382 Mpa,0.406 Mpa,0.391 Mpa,0.0189 Mpa,0.00323 Mpa,0.0152 Mpa,0.0123 Mpa,0.00215 Mpa,0 Mpa,,,,,,0.0220 Mpa,0.0283 Mpa,0.00390 Mpa,0.0640 Mpa,0.0113 Mpa,,,,,,,,,,,0.0516 Mpa,0.0312 Mpa,0.00970 Mpa,0.0209 Mpa,0 Mpa,1543 RPM
2026-07-31 15:00:00,,,,,,6.10 Mpa,0.000321 Mpa,0 Mpa,6.10 Mpa,0 Mpa,0.0262 Mpa,0.0186 Mpa,0.0311 Mpa,0.0149 Mpa,0 Mpa,0.357 Mpa,0.339 Mpa,0.363 Mpa,0.348 Mpa,0 Mpa,0.00344 Mpa,0.0255 Mpa,0.0206 Mpa,0.00589 Mpa,0 Mpa,,,,,,0.0158 Mpa,0.00959 Mpa,0.00250 Mpa,0.0640 Mpa,0 Mpa,,,,,,,,,,,0.0461 Mpa,0.0262 Mpa,0.00600 Mpa,0.0153 Mpa,0 Mpa,1533 RPM
2026-07-31 17:00:00,,,,,,6.10 Mpa,0.000244 Mpa,0.000146 Mpa,6.10 Mpa,0 Mpa,0.0215 Mpa,0.0117 Mpa,0.0290 Mpa,0.00938 Mpa,0 Mpa,0.304 Mpa,0.282 Mpa,0.318 Mpa,0.295 Mpa,0 Mpa,0.00718 Mpa,0.0185 Mpa,0.0164 Mpa,0.00718 Mpa,0 Mpa,,,,,,0.0190 Mpa,0.00466 Mpa,0.00190 Mpa,0.0432 Mpa,0.00466 Mpa,,,,,,,,,,,0.0495 Mpa,0.0282 Mpa,0.00826 Mpa,0.0200 Mpa,0 Mpa,1436 RPM
2026-07-31 19:00:00,,,,,,6.10 Mpa,0.00113 Mpa,0.000480 Mpa,6.10 Mpa,0 Mpa,0.0268 Mpa,0.0174 Mpa,0.0326 Mpa,0.0152 Mpa,0 Mpa,0.367 Mpa,0.343 Mpa,0.398 Mpa,0.355 Mpa,0 Mpa,0.0166 Mpa,0.0365 Mpa,0.0229 Mpa,0.0176 Mpa,0 Mpa,,,,,,0.0203 Mpa,0.00631 Mpa,0.00170 Mpa,0.0624 Mpa,0 Mpa,,,,,,,,,,,0.0490 Mpa,0.0281 Mpa,0.0104 Mpa,0.0188 Mpa,0 Mpa,1593 RPM
2026-07-31 21:00:00,,,,,,6.10 Mpa,0.000858 Mpa,0.000256 Mpa,6.10 Mpa,0 Mpa,0.0252 Mpa,0.0179 Mpa,0.0285 Mpa,0.0189 Mpa,0 Mpa,0.232 Mpa,0.207 Mpa,0.257 Mpa,0.219 Mpa,0 Mpa,0.00900 Mpa,0.0240 Mpa,0.0179 Mpa,0.00815 Mpa,0 Mpa,,,,,,0.0184 Mpa,0.0189 Mpa,0.00221 Mpa,0.0748 Mpa,0 Mpa,,,,,,,,,,,0.0533 Mpa,0.0309 Mpa,0.0110 Mpa,0.0229 Mpa,0 Mpa,1564 RPM
2026-07-31 23:00:00,,,,,,6.10 Mpa,0.000641 Mpa,0.000416 Mpa,6.10 Mpa,0 Mpa,0.0257 Mpa,0.0205 Mpa,0.0325 Mpa,0.0178 Mpa,0 Mpa,0.316 Mpa,0.294 Mpa,0.342 Mpa,0.301 Mpa,0 Mpa,0.00956 Mpa,0.0271 Mpa,0.0231 Mpa,0.00979 Mpa,0 Mpa,,,,,,0.0153 Mpa,0.0246 Mpa,0.00219 Mpa,0.0911 Mpa,0 Mpa,,,,,,,,,,,0.0532 Mpa,0.0359 Mpa,0.0153 Mpa,0.0252 Mpa,0 Mpa,1455 RPM
2026-08-01 01:00:00,,,,,,6.10 Mpa,0.00101 Mpa,0.00104 Mpa,6.10 Mpa,0.0162 Mpa,0.0272 Mpa,0.0246 Mpa,0.0323 Mpa,0.0232 Mpa,0 Mpa,0.221 Mpa,0.198 Mpa,0.276 Mpa,0.211 Mpa,0 Mpa,0.0192 Mpa,0.0329 Mpa,0.0305 Mpa,0.0215 Mpa,0 Mpa,,,,,,0.0184 Mpa,0.0214 Mpa,0.00256 Mpa,0.0519 Mpa,0.0128 Mpa,,,,,,,,,,,0.0565 Mpa,0.0355 Mpa,0.0161 Mpa,0.0305 Mpa,0.0166 Mpa,1513 RPM
2026-08-01 03:00:00,,,,,,6.10 Mpa,0.00475 Mpa,0.00278 Mpa,6.10 Mpa,0.0175 Mpa,0.0279 Mpa,0.0248 Mpa,0.0327 Mpa,0.0220 Mpa,0 Mpa,0.241 Mpa,0.218 Mpa,0.316 Mpa,0.228 Mpa,0 Mpa,0.00955 Mpa,0.0131 Mpa,0.0231 Mpa,0.00875 Mpa,0 Mpa,,,,,,0.0235 Mpa,0.0174 Mpa,0.00268 Mpa,0.0637 Mpa,0 Mpa,,,,,,,,,,,0.0555 Mpa,0.0347 Mpa,0.0152 Mpa,0.0294 Mpa,0 Mpa,1572 RPM
2026-08-01 05:00:00,,,,,,6.10 Mpa,0.00180 Mpa,0.00240 Mpa,6.10 Mpa,0 Mpa,0.0281 Mpa,0.0209 Mpa,0.0329 Mpa,0.0164 Mpa,0 Mpa,0.301 Mpa,0.280 Mpa,0.345 Mpa,0.293 Mpa,0 Mpa,0.00980 Mpa,0.0138 Mpa,0.0243 Mpa,0.00902 Mpa,0 Mpa,,,,,,0.0252 Mpa,0.0101 Mpa,0.00238 Mpa,0.0808 Mpa,0 Mpa,,,,,,,,,,,0.0515 Mpa,0.0284 Mpa,0.00649 Mpa,0.0268 Mpa,0 Mpa,1526 RPM
2026-08-01 07:00:00,,,,,,6.10 Mpa,0.00157 Mpa,0.00212 Mpa,6.10 Mpa,0 Mpa,0.0234 Mpa,0.0170 Mpa,0.0293 Mpa,0.0165 Mpa,0 Mpa,0.271 Mpa,0.247 Mpa,0.276 Mpa,0.259 Mpa,0 Mpa,0.00403 Mpa,0.0190 Mpa,0.0241 Mpa,0.0156 Mpa,0 Mpa,,,,,,0.0246 Mpa,0.0285 Mpa,0.00478 Mpa,0.0592 Mpa,0 Mpa,,,,,,,,,,,0.0509 Mpa,0.0290 Mpa,0.00697 Mpa,0.0253 Mpa,0 Mpa,1675 RPM
2026-08-01 09:00:00,,,,,,6.10 Mpa,0.000327 Mpa,0.000442 Mpa,6.10 Mpa,0 Mpa,0.0288 Mpa,0.0268 Mpa,0.0378 Mpa,0.0239 Mpa,0.0129 Mpa,0.270 Mpa,0.247 Mpa,0.277 Mpa,0.258 Mpa,0 Mpa,0.0269 Mpa,0.0457 Mpa,0.0396 Mpa,0.0253 Mpa,0 Mpa,,,,,,0.0217 Mpa,0.0244 Mpa,0.00413 Mpa,0.0692 Mpa,0 Mpa,,,,,,,,,,,0.0518 Mpa,0.0307 Mpa,0.0107 Mpa,0.0250 Mpa,0 Mpa,1652 RPM
2026-08-01 11:00:00,,,,,,6.10 Mpa,0.000767 Mpa,0.00117 Mpa,6.10 Mpa,0 Mpa,0.0210 Mpa,0.00957 Mpa,0.0286 Mpa,0.00887 Mpa,0 Mpa,0.215 Mpa,0.190 Mpa,0.220 Mpa,0.199 Mpa,0 Mpa,0.00633 Mpa,0.0113 Mpa,0.00865 Mpa,0.00569 Mpa,0 Mpa,,,,,,0.0166 Mpa,0.0277 Mpa,0.00310 Mpa,0.0610 Mpa,0 Mpa,,,,,,,,,,,0.0425 Mpa,0.0258 Mpa,0.00817 Mpa,0.0160 Mpa,0 Mpa,1700 RPM
2026-08-01 13:00:00,,,,,,6.10 Mpa,0.000187 Mpa,0.000374 Mpa,6.10 Mpa,0 Mpa,0.0203 Mpa,0.00928 Mpa,0.0295 Mpa,0.00871 Mpa,0 Mpa,0.202 Mpa,0.179 Mpa,0.218 Mpa,0.194 Mpa,0.0159 Mpa,0.00242 Mpa,0.0166 Mpa,0.00621 Mpa,0.00232 Mpa,0 Mpa,,,,,,0.0180 Mpa,0.0339 Mpa,0.00148 Mpa,0.0597 Mpa,0 Mpa,,,,,,,,,,,0.0416 Mpa,0.0290 Mpa,0.00879 Mpa,0.0156 Mpa,0 Mpa,1672 RPM
2026-08-01 15:00:00,,,,,,6.10 Mpa,0.000640 Mpa,0.00137 Mpa,6.10 Mpa,0 Mpa,0.0246 Mpa,0.0118 Mpa,0.0312 Mpa,0.00939 Mpa,0 Mpa,0.339 Mpa,0.321 Mpa,0.357 Mpa,0.334 Mpa,0 Mpa,0.0125 Mpa,0.0281 Mpa,0.0229 Mpa,0.0113 Mpa,0 Mpa,,,,,,0.0176 Mpa,0.0396 Mpa,0.00256 Mpa,0.0741 Mpa,0 Mpa,,,,,,,,,,,0.0450 Mpa,0.0339 Mpa,0.0127 Mpa,0.0180 Mpa,0 Mpa,1661 RPM
2026-08-01 17:00:00,,,,,,6.10 Mpa,0.000718 Mpa,0.000951 Mpa,6.10 Mpa,0 Mpa,0.0260 Mpa,0.0145 Mpa,0.0313 Mpa,0.0125 Mpa,0.0110 Mpa,0.276 Mpa,0.260 Mpa,0.290 Mpa,0.265 Mpa,0 Mpa,0.0100 Mpa,0.0271 Mpa,0.0223 Mpa,0.00913 Mpa,0 Mpa,,,,,,0.0159 Mpa,0.0495 Mpa,0.00226 Mpa,0.0489 Mpa,0 Mpa,,,,,,,,,,,0.0486 Mpa,0.0330 Mpa,0.0120 Mpa,0.0212 Mpa,0 Mpa,1438 RPM
2026-08-01 19:00:00,,,,,,6.10 Mpa,0.000404 Mpa,0.000545 Mpa,6.10 Mpa,0 Mpa,0.0270 Mpa,0.0189 Mpa,0.0326 Mpa,0.0157 Mpa,0 Mpa,0.537 Mpa,0.520 Mpa,0.553 Mpa,0.529 Mpa,0.00876 Mpa,0.0126 Mpa,0.0285 Mpa,0.0210 Mpa,0.0109 Mpa,0 Mpa,,,,,,0.0191 Mpa,0.0870 Mpa,0.00334 Mpa,0.0593 Mpa,0 Mpa,,,,,,,,,,,0.0500 Mpa,0.0365 Mpa,0.0149 Mpa,0.0241 Mpa,0 Mpa,1644 RPM
2026-08-01 21:00:00,0.00654 Mpa,0.00388 Mpa,0.0252 Mpa,0.0255 Mpa,0 Mpa,6.10 Mpa,0.00111 Mpa,0.00206 Mpa,6.10 Mpa,0 Mpa,0.0229 Mpa,0.0166 Mpa,0.0292 Mpa,0.0146 Mpa,0 Mpa,0.622 Mpa,0.606 Mpa,0.652 Mpa,0.615 Mpa,0.0270 Mpa,0.0242 Mpa,0.0479 Mpa,0.0441 Mpa,0.0241 Mpa,0 Mpa,,,,,,0.0195 Mpa,0.0727 Mpa,0.00388 Mpa,0.0692 Mpa,0 Mpa,,,,,,,,,,,0.0494 Mpa,0.0343 Mpa,0.0117 Mpa,0.0214 Mpa,0 Mpa,1658 RPM
2026-08-01 23:00:00,0.0217 Mpa,0.0213 Mpa,0.0351 Mpa,0.0402 Mpa,0.0474 Mpa,6.10 Mpa,0.00189 Mpa,0.00365 Mpa,6.10 Mpa,0 Mpa,0.0297 Mpa,0.0230 Mpa,0.0327 Mpa,0.0188 Mpa,0 Mpa,0.388 Mpa,0.369 Mpa,0.420 Mpa,0.381 Mpa,0 Mpa,0.0210 Mpa,0.0390 Mpa,0.0357 Mpa,0.0216 Mpa,0 Mpa,,,,,,0.0215 Mpa,0.0801 Mpa,0.00173 Mpa,0.0582 Mpa,0 Mpa,,,,,,,,,,,0.0537 Mpa,0.0364 Mpa,0.0130 Mpa,0.0254 Mpa,0 Mpa,1506 RPM
2026-08-02 01:00:00,0.0144 Mpa,0.00909 Mpa,0.0262 Mpa,0.0258 Mpa,0 Mpa,6.10 Mpa,0.00115 Mpa,0.00183 Mpa,6.10 Mpa,0.0109 Mpa,0.0269 Mpa,0.0203 Mpa,0.0312 Mpa,0.0170 Mpa,0 Mpa,0.173 Mpa,0.152 Mpa,0.177 Mpa,0.164 Mpa,0 Mpa,0.0171 Mpa,0.0290 Mpa,0.0255 Mpa,0.0158 Mpa,0 Mpa,,,,,,0.0141 Mpa,0.00426 Mpa,0.00213 Mpa,0.0580 Mpa,0 Mpa,,,,,,,,,,,0.0515 Mpa,0.0353 Mpa,0.0112 Mpa,0.0261 Mpa,0.0313 Mpa,1539 RPM
2026-08-02 03:00:00,0.00532 Mpa,0.00398 Mpa,0.00917 Mpa,0.0126 Mpa,0 Mpa,6.10 Mpa,0.00248 Mpa,0.00434 Mpa,6.10 Mpa,0 Mpa,0.0240 Mpa,0.0163 Mpa,0.0286 Mpa,0.0129 Mpa,0 Mpa,0.189 Mpa,0.168 Mpa,0.194 Mpa,0.178 Mpa,0 Mpa,0.0171 Mpa,0.0293 Mpa,0.0269 Mpa,0.0176 Mpa,0 Mpa,,,,,,0.0178 Mpa,0.00503 Mpa,0.00254 Mpa,0.0550 Mpa,0 Mpa,,,,,,,,,,,0.0525 Mpa,0.0368 Mpa,0.0152 Mpa,0.0187 Mpa,0 Mpa,1596 RPM
2026-08-02 05:00:00,0.00512 Mpa,0.00216 Mpa,0.00633 Mpa,0.00935 Mpa,0 Mpa,6.10 Mpa,0.000410 Mpa,0.000776 Mpa,6.10 Mpa,0 Mpa,0.0237 Mpa,0.0161 Mpa,0.0281 Mpa,0.0108 Mpa,0 Mpa,0.248 Mpa,0.229 Mpa,0.260 Mpa,0.240 Mpa,0 Mpa,0.0154 Mpa,0.0260 Mpa,0.0201 Mpa,0.0156 Mpa,0 Mpa,,,,,,0.0192 Mpa,0.00484 Mpa,0.00230 Mpa,0.0516 Mpa,0 Mpa,,,,,,,,,,,0.0529 Mpa,0.0378 Mpa,0.0151 Mpa,0.0182 Mpa,0 Mpa,1603 RPM
2026-08-02 07:00:00,0.00380 Mpa,0.00154 Mpa,0.00506 Mpa,0.00741 Mpa,0 Mpa,6.10 Mpa,0.000450 Mpa,0.000882 Mpa,6.10 Mpa,0 Mpa,0.0191 Mpa,0.0122 Mpa,0.0256 Mpa,0.00910 Mpa,0.00915 Mpa,0.219 Mpa,0.198 Mpa,0.238 Mpa,0.210 Mpa,0 Mpa,0.0244 Mpa,0.0430 Mpa,0.0276 Mpa,0.0239 Mpa,0 Mpa,,,,,,0.0191 Mpa,0.00776 Mpa,0.00369 Mpa,0.0759 Mpa,0 Mpa,,,,,,,,,,,0.0513 Mpa,0.0362 Mpa,0.0140 Mpa,0.0196 Mpa,0 Mpa,1627 RPM
2026-08-02 09:00:00,0.00319 Mpa,0.000737 Mpa,0.00373 Mpa,0.00650 Mpa,0 Mpa,6.10 Mpa,0.000165 Mpa,0.000392 Mpa,6.10 Mpa,0 Mpa,0.0253 Mpa,0.0215 Mpa,0.0299 Mpa,0.0124 Mpa,0 Mpa,0.261 Mpa,0.238 Mpa,0.289 Mpa,0.249 Mpa,0 Mpa,0.0199 Mpa,0.0330 Mpa,0.0297 Mpa,0.0172 Mpa,0 Mpa,,,,,,0.0212 Mpa,0.0146 Mpa,0.00369 Mpa,0.0668 Mpa,0 Mpa,,,,,,,,,,,0.0474 Mpa,0.0310 Mpa,0.0114 Mpa,0.0135 Mpa,0 Mpa,1712 RPM
2026-08-02 11:00:00,0.00299 Mpa,0.000570 Mpa,0.00362 Mpa,0.00464 Mpa,0 Mpa,6.10 Mpa,0.000670 Mpa,0.000749 Mpa,6.10 Mpa,0 Mpa,0.0233 Mpa,0.0122 Mpa,0.0306 Mpa,0.00935 Mpa,0 Mpa,0.246 Mpa,0.224 Mpa,0.278 Mpa,0.234 Mpa,0 Mpa,0.00569 Mpa,0.0166 Mpa,0.0168 Mpa,0.00350 Mpa,0 Mpa,,,,,,0.0155 Mpa,0.0199 Mpa,0.00233 Mpa,0.0869 Mpa,0 Mpa,,,,,,,,,,,0.0502 Mpa,0.0334 Mpa,0.0133 Mpa,0.0153 Mpa,0 Mpa,1668 RPM
2026-08-02 13:00:00,0.00324 Mpa,0.000489 Mpa,0.00369 Mpa,0.00404 Mpa,0.0185 Mpa,6.10 Mpa,0.000285 Mpa,0.000608 Mpa,6.10 Mpa,0 Mpa,0.0204 Mpa,0.00959 Mpa,0.0287 Mpa,0.00800 Mpa,0 Mpa,0.281 Mpa,0.258 Mpa,0.315 Mpa,0.269 Mpa,0.00829 Mpa,0.00881 Mpa,0.0264 Mpa,0.0233 Mpa,0.00770 Mpa,0 Mpa,,,,,,0.0149 Mpa,0.0359 Mpa,0.00387 Mpa,0.0873 Mpa,0 Mpa,,,,,,,,,,,0.0417 Mpa,0.0313 Mpa,0.0104 Mpa,0.0108 Mpa,0 Mpa,1681 RPM
2026-08-02 15:00:00,0.00319 Mpa,0.000799 Mpa,0.00434 Mpa,0.00465 Mpa,0 Mpa,6.10 Mpa,0.000578 Mpa,0.000848 Mpa,6.10 Mpa,0 Mpa,0.0226 Mpa,0.0114 Mpa,0.0266 Mpa,0.00729 Mpa,0 Mpa,0.210 Mpa,0.190 Mpa,0.302 Mpa,0.200 Mpa,0 Mpa,0.00544 Mpa,0.0138 Mpa,0.0119 Mpa,0.00269 Mpa,0 Mpa,,,,,,0.0195 Mpa,0.0169 Mpa,0.00235 Mpa,0.0797 Mpa,0 Mpa,,,,,,,,,,,0.0379 Mpa,0.0318 Mpa,0.0111 Mpa,0.0101 Mpa,0 Mpa,1685 RPM
2026-08-02 17:00:00,0.00263 Mpa,0.000531 Mpa,0.00356 Mpa,0.00510 Mpa,0.0189 Mpa,6.10 Mpa,0.00106 Mpa,0.00130 Mpa,6.10 Mpa,0 Mpa,0.0152 Mpa,0.0107 Mpa,0.0263 Mpa,0.00862 Mpa,0.0122 Mpa,0.167 Mpa,0.144 Mpa,0.199 Mpa,0.156 Mpa,0 Mpa,0.00423 Mpa,0.0256 Mpa,0.0192 Mpa,0.00323 Mpa,0 Mpa,,,,,,0.0240 Mpa,0.00964 Mpa,0.00257 Mpa,0.0394 Mpa,0 Mpa,,,,,,,,,,,0.0482 Mpa,0.0482 Mpa,0.0257 Mpa,0.0143 Mpa,0 Mpa,1577 RPM
2026-08-02 19:00:00,0.0139 Mpa,0.00758 Mpa,0.0171 Mpa,0.0158 Mpa,0.0847 Mpa,6.10 Mpa,0.000530 Mpa,0.000731 Mpa,6.10 Mpa,0 Mpa,0.0198 Mpa,0.0131 Mpa,0.0282 Mpa,0.0109 Mpa,0 Mpa,0.211 Mpa,0.187 Mpa,0.214 Mpa,0.198 Mpa,0 Mpa,0.0133 Mpa,0.0275 Mpa,0.0251 Mpa,0.00411 Mpa,0 Mpa,,,,,,0.0257 Mpa,0.0186 Mpa,0.00495 Mpa,0.0786 Mpa,0 Mpa,,,,,,,,,,,0.0463 Mpa,0.0530 Mpa,0.0313 Mpa,0.0145 Mpa,0 Mpa,1659 RPM
2026-08-02 21:00:00,0.0103 Mpa,0.00503 Mpa,0.0155 Mpa,0.0155 Mpa,0.0221 Mpa,6.10 Mpa,0.000911 Mpa,0.000949 Mpa,6.10 Mpa,0 Mpa,0.0166 Mpa,0.0125 Mpa,0.0242 Mpa,0.0110 Mpa,0 Mpa,0.241 Mpa,0.219 Mpa,0.246 Mpa,0.230 Mpa,0 Mpa,0.0119 Mpa,0.0260 Mpa,0.0193 Mpa,0.00706 Mpa,0 Mpa,,,,,,0.0261 Mpa,0.0189 Mpa,0.00439 Mpa,0.0680 Mpa,0 Mpa,,,,,,,,,,,0.0448 Mpa,0.0399 Mpa,0.0204 Mpa,0.0131 Mpa,0 Mpa,1696 RPM
2026-08-02 23:00:00,0.00530 Mpa,0.00309 Mpa,0.0105 Mpa,0.0115 Mpa,0.0254 Mpa,6.10 Mpa,0.00111 Mpa,0.00109 Mpa,6.10 Mpa,0 Mpa,0.0201 Mpa,0.0131 Mpa,0.0273 Mpa,0.0114 Mpa,0 Mpa,0.174 Mpa,0.154 Mpa,0.185 Mpa,0.165 Mpa,0 Mpa,0.00645 Mpa,0.0206 Mpa,0.0165 Mpa,0.00494 Mpa,0 Mpa,6.10 Mpa,6.10 Mpa,6.10 Mpa,6.10 Mpa,0.0440 Mpa,0.0211 Mpa,0.0113 Mpa,0.00272 Mpa,0.0724 Mpa,0 Mpa,,,,,,,,,,,0.0480 Mpa,0.0326 Mpa,0.0121 Mpa,0.0239 Mpa,0.0365 Mpa,1458 RPM
2026-08-03 01:00:00,0.00761 Mpa,0.00304 Mpa,0.00861 Mpa,0.0133 Mpa,0 Mpa,6.10 Mpa,0.000421 Mpa,0.000632 Mpa,6.10 Mpa,0.0276 Mpa,0.0240 Mpa,0.0176 Mpa,0.0295 Mpa,0.0154 Mpa,0 Mpa,0.167 Mpa,0.146 Mpa,0.177 Mpa,0.156 Mpa,0 Mpa,0.0239 Mpa,0.0437 Mpa,0.0340 Mpa,0.0240 Mpa,0 Mpa,6.10 Mpa,6.10 Mpa,6.10 Mpa,6.10 Mpa,0.00332 Mpa,0.0165 Mpa,0.0117 Mpa,0.00240 Mpa,0.0417 Mpa,0 Mpa,,,,,,,,,,,0.0634 Mpa,0.0643 Mpa,0.0444 Mpa,0.0355 Mpa,0 Mpa,1466 RPM
2026-08-03 03:00:00,0.00540 Mpa,0.00212 Mpa,0.00707 Mpa,0.0123 Mpa,0 Mpa,6.10 Mpa,0.00213 Mpa,0.00270 Mpa,6.10 Mpa,0 Mpa,0.0220 Mpa,0.0155 Mpa,0.0286 Mpa,0.0135 Mpa,0 Mpa,0.207 Mpa,0.185 Mpa,0.217 Mpa,0.194 Mpa,0 Mpa,0.0243 Mpa,0.0482 Mpa,0.0479 Mpa,0.0243 Mpa,0 Mpa,,,,,,0.0101 Mpa,0.00311 Mpa,0.000772 Mpa,0.0510 Mpa,0 Mpa,,,,,,,,,,,0.0610 Mpa,0.0682 Mpa,0.0472 Mpa,0.0311 Mpa,0 Mpa,1489 RPM
2026-08-03 05:00:00,0.00623 Mpa,0.00297 Mpa,0.00954 Mpa,0.0115 Mpa,0.00619 Mpa,6.10 Mpa,0.00131 Mpa,0.00213 Mpa,6.10 Mpa,0 Mpa,0.0216 Mpa,0.0124 Mpa,0.0278 Mpa,0.0113 Mpa,0 Mpa,0.224 Mpa,0.205 Mpa,0.239 Mpa,0.215 Mpa,0 Mpa,0.0240 Mpa,0.0480 Mpa,0.0480 Mpa,0.0240 Mpa,0 Mpa,,,,,,0.0206 Mpa,0.0159 Mpa,0.00315 Mpa,0.0663 Mpa,0.0107 Mpa,,,,,,,,,,,0.0579 Mpa,0.0655 Mpa,0.0424 Mpa,0.0265 Mpa,0 Mpa,1641 RPM
2026-08-03 07:00:00,0.00413 Mpa,0.00127 Mpa,0.00669 Mpa,0.00893 Mpa,0 Mpa,6.10 Mpa,0.000735 Mpa,0.000825 Mpa,6.10 Mpa,0 Mpa,0.0132 Mpa,0.00921 Mpa,0.0222 Mpa,0.00845 Mpa,0 Mpa,0.245 Mpa,0.226 Mpa,0.263 Mpa,0.236 Mpa,0 Mpa,0.0243 Mpa,0.0480 Mpa,0.0480 Mpa,0.0243 Mpa,0 Mpa,0 Mpa,0 Mpa,0 Mpa,0 Mpa,0.154 Mpa,0.0192 Mpa,0.0683 Mpa,0.00358 Mpa,0.0619 Mpa,0 Mpa,,,,,,,,,,,0.0558 Mpa,0.0665 Mpa,0.0438 Mpa,0.0240 Mpa,0 Mpa,1697 RPM
2026-08-03 09:00:00,0.00356 Mpa,0.00128 Mpa,0.00620 Mpa,0.00651 Mpa,0 Mpa,6.10 Mpa,0.000881 Mpa,0.00123 Mpa,6.10 Mpa,0 Mpa,0.0147 Mpa,0.00668 Mpa,0.0220 Mpa,0.00577 Mpa,0.0130 Mpa,0.227 Mpa,0.207 Mpa,0.251 Mpa,0.217 Mpa,0 Mpa,0.0253 Mpa,0.0483 Mpa,0.0479 Mpa,0.0249 Mpa,0 Mpa,,,,,,0.0220 Mpa,0.0336 Mpa,0.00481 Mpa,0.0634 Mpa,0 Mpa,,,,,,,,,,,0.0534 Mpa,0.0574 Mpa,0.0356 Mpa,0.0198 Mpa,0 Mpa,1704 RPM
2026-08-03 11:00:00,0.00241 Mpa,0.000464 Mpa,0.00426 Mpa,0.00409 Mpa,0 Mpa,6.10 Mpa,0.000742 Mpa,0.00106 Mpa,6.10 Mpa,0 Mpa,0.0181 Mpa,0.00920 Mpa,0.0240 Mpa,0.00728 Mpa,0 Mpa,0.194 Mpa,0.175 Mpa,0.225 Mpa,0.186 Mpa,0 Mpa,0.0251 Mpa,0.0488 Mpa,0.0480 Mpa,0.0257 Mpa,0 Mpa,,,,,,0.0175 Mpa,0.00533 Mpa,0.00298 Mpa,0.0614 Mpa,0 Mpa,,,,,,,,,,,0.0505 Mpa,0.0528 Mpa,0.0296 Mpa,0.0155 Mpa,0 Mpa,1709 RPM
2026-08-03 13:00:00,0.00481 Mpa,0.00202 Mpa,0.00600 Mpa,0.0121 Mpa,0 Mpa,6.10 Mpa,0.000568 Mpa,0.000507 Mpa,6.10 Mpa,0 Mpa,0.0117 Mpa,0.00663 Mpa,0.0179 Mpa,0.00565 Mpa,0 Mpa,0.178 Mpa,0.156 Mpa,0.214 Mpa,0.169 Mpa,0.00972 Mpa,0.0240 Mpa,0.0480 Mpa,0.0480 Mpa,0.0240 Mpa,0 Mpa,0.00891 Mpa,0.0213 Mpa,0 Mpa,0.00360 Mpa,0 Mpa,0.0139 Mpa,0.0205 Mpa,0.00248 Mpa,0.0592 Mpa,0 Mpa,,,,,,,,,,,0.0521 Mpa,0.0560 Mpa,0.0328 Mpa,0.0203 Mpa,0 Mpa,1647 RPM
