sep=,
"Time","I38 - BOYA","I39 - BOYA","I40 - BOYA","I41 - BOYA","I42 - BOYA","I43 - BOYA","I44 - BOYA","I46 - BOYA","I47 - BOYA","I48 - BOYA"
2026-08-02 13:00:00,4.85,Medio +,Full,Medio +,4.89,,Medio -,,,Medio +
2026-08-02 15:00:00,Medio +,Medio +,Full,6.25,5.08,,4.35,,,Medio +
2026-08-02 17:00:00,4.66,Medio +,Full,LLeno,6.06,,LLeno,,,Medio +
2026-08-02 19:00:00,1.36,Medio +,Full,LLeno,LLeno,,LLeno,,,5.00
2026-08-02 21:00:00,4.87,Medio +,Full,LLeno,LLeno,,LLeno,,,4.62
2026-08-02 23:00:00,5.89,3.81,Full,5.71,LLeno,Full,LLeno,,,4.42
2026-08-03 01:00:00,6.15,4.23,6.99,5.15,LLeno,Full,5.24,,,6.02
2026-08-03 03:00:00,LLeno,6.66,6.98,5.03,LLeno,,Medio +,,,LLeno
2026-08-03 05:00:00,5.98,6.05,6.97,4.94,5.92,,4.97,,,LLeno
2026-08-03 07:00:00,LLeno,LLeno,Full,Medio +,LLeno,Full,Medio +,,,6.00
2026-08-03 09:00:00,5.22,LLeno,Full,Medio +,6.01,,Medio +,,,5.53
2026-08-03 11:00:00,Medio +,5.93,6.97,4.63,6.94,,4.98,,,Medio +
2026-08-03 13:00:00,Medio +,5.03,6.98,3.41,Full,Full,3.64,,,5.00
2026-08-03 15:00:00,Medio +,Medio +,Full,6.23,6.14,Full,2.75,,,4.96
2026-08-03 17:00:00,Medio +,Medio +,Full,LLeno,LLeno,,6.21,,,4.87
2026-08-03 19:00:00,Medio +,Medio +,Full,LLeno,LLeno,,LLeno,,,4.25
2026-08-03 21:00:00,3.97,4.99,Full,LLeno,,Full,LLeno,,,Medio +
2026-08-03 23:00:00,3.34,3.88,Full,LLeno,Medio +,Full,LLeno,,,4.46
2026-08-04 01:00:00,6.19,2.93,Full,5.86,,Full,5.86,,,4.39
2026-08-04 03:00:00,LLeno,4.14,7.00,5.02,,Full,5.22,,,6.16
2026-08-04 05:00:00,5.97,6.51,6.99,5.19,5.69,,Medio +,,,LLeno
2026-08-04 07:00:00,LLeno,6.01,Full,5.85,6.23,Full,Medio +,,,LLeno
2026-08-04 09:00:00,5.93,6.03,6.95,5.27,6.12,Full,Medio +,,,LLeno
2026-08-04 11:00:00,5.48,LLeno,Full,5.94,LLeno,,Medio +,,,LLeno
2026-08-04 13:00:00,Medio +,LLeno,Full,5.78,LLeno,,4.76,,,5.16
2026-08-04 15:00:00,Medio +,5.45,Full,6.01,LLeno,,6.39,,,Medio +
2026-08-04 17:00:00,4.97,Medio +,Full,LLeno,,,LLeno,,,4.99
2026-08-04 19:00:00,Medio +,Medio +,Full,LLeno,5.87,,LLeno,,,4.74
2026-08-04 21:00:00,Medio +,4.94,Full,5.90,LLeno,Full,LLeno,,,4.16
2026-08-04 23:00:00,4.67,Medio +,Full,LLeno,5.11,,5.96,,,4.86
2026-08-05 01:00:00,4.33,Medio +,Full,5.46,4.82,,5.05,,,5.59
2026-08-05 03:00:00,6.99,6.51,Full,Medio +,2.70,,Medio +,,,6.11
2026-08-05 05:00:00,6.32,5.92,Full,Medio +,3.77,,Medio +,,,LLeno
2026-08-05 07:00:00,LLeno,5.86,Full,Medio +,4.23,,Medio +,,,LLeno
2026-08-05 09:00:00,5.84,6.01,Full,Medio +,4.00,Full,Medio +,,,LLeno
2026-08-05 11:00:00,LLeno,LLeno,6.90,5.86,4.54,Full,4.41,,,5.81
2026-08-05 13:00:00,LLeno,LLeno,6.86,LLeno,4.52,,3.31,,,4.34
2026-08-05 15:00:00,LLeno,5.76,7.00,LLeno,6.41,6.56,3.84,,,3.32
2026-08-05 17:00:00,5.97,Medio +,6.97,LLeno,LLeno,,6.12,,,1.98
2026-08-05 19:00:00,5.10,Medio +,6.93,5.85,LLeno,,LLeno,,,1.78
2026-08-05 21:00:00,Medio +,Medio +,6.59,Medio +,LLeno,5.89,LLeno,,,2.49
2026-08-05 23:00:00,5.05,Medio +,6.60,5.08,5.90,5.80,5.90,,,5.35
2026-08-06 01:00:00,6.39,4.93,5.98,Medio +,5.94,5.95,Medio +,,,6.79
2026-08-06 03:00:00,5.98,6.33,5.96,Medio +,Medio +,5.97,Medio +,,,6.48
2026-08-06 05:00:00,5.94,LLeno,5.83,Medio +,4.81,LLeno,Medio +,,,5.97
2026-08-06 07:00:00,LLeno,LLeno,6.18,4.77,4.97,LLeno,Medio +,,,LLeno
2026-08-06 09:00:00,LLeno,LLeno,6.81,3.53,Medio +,6.05,Medio +,,,LLeno
2026-08-06 11:00:00,LLeno,5.78,6.98,3.01,Medio +,6.60,Medio +,,Full,5.88
2026-08-06 13:00:00,5.58,Medio +,Full,6.17,4.14,6.01,4.34,,,5.95
2026-08-06 15:00:00,Medio +,Medio +,6.99,6.01,Medio -,LLeno,6.17,,,1.74
2026-08-06 17:00:00,4.98,Medio +,Full,LLeno,2.45,6.00,LLeno,,,0.499
2026-08-06 19:00:00,Medio +,Medio +,Full,LLeno,5.40,LLeno,LLeno,,,4.82
2026-08-06 21:00:00,Medio +,Medio +,Full,5.56,4.93,5.48,6.00,,,5.94
2026-08-06 23:00:00,4.87,4.24,Full,5.53,4.78,Medio +,Medio +,,,
2026-08-07 01:00:00,Medio ,3.21,Full,5.28,4.98,Medio +,Medio +,,,6.14
2026-08-07 03:00:00,6.25,6.61,Full,Medio +,4.24,Medio +,Medio +,,,6.01
2026-08-07 05:00:00,5.97,6.00,Full,5.00,4.97,Medio +,Medio +,,,LLeno
2026-08-07 07:00:00,LLeno,LLeno,Full,Medio +,5.00,Medio +,Medio +,,,6.00
2026-08-07 09:00:00,LLeno,5.94,Full,4.41,3.84,Medio +,4.10,,,5.68
2026-08-07 11:00:00,LLeno,LLeno,6.98,3.23,2.96,4.72,2.74,,,5.62
2026-08-07 13:00:00,5.39,5.03,Full,2.16,2.88,6.62,2.08,,,4.47
2026-08-07 15:00:00,Medio +,Medio +,Full,LLeno,6.60,6.03,6.68,,,3.93
2026-08-07 17:00:00,4.98,Medio +,Full,LLeno,LLeno,5.96,LLeno,,,3.91
2026-08-07 19:00:00,Medio +,5.93,Full,5.52,LLeno,LLeno,LLeno,,,5.73
2026-08-07 21:00:00,Medio +,Full,7.00,Medio +,LLeno,5.57,LLeno,,,6.00
2026-08-07 23:00:00,4.79,6.51,Full,Medio +,5.82,Medio +,5.98,,,LLeno
2026-08-08 01:00:00,5.28,6.01,6.97,Medio +,4.67,Medio +,5.12,,,LLeno
2026-08-08 03:00:00,LLeno,LLeno,6.99,Medio +,4.84,Medio +,Medio +,,,5.93
2026-08-08 05:00:00,LLeno,LLeno,Full,4.43,4.75,Medio +,Medio +,,,3.46
2026-08-08 07:00:00,LLeno,LLeno,6.96,3.68,4.96,Medio +,Medio +,,,4.23
2026-08-08 09:00:00,5.71,5.29,6.99,2.68,Medio +,Medio +,Medio +,,,3.48
2026-08-08 11:00:00,Medio +,4.96,Full,2.00,4.20,4.77,4.50,,,2.47
2026-08-08 13:00:00,4.98,4.89,Full,6.67,5.39,6.33,3.09,,,1.39
2026-08-08 15:00:00,Medio +,3.91,Full,6.01,6.12,6.02,LLeno,,,4.31
2026-08-08 17:00:00,4.97,4.97,Full,LLeno,LLeno,LLeno,LLeno,,,4.65
2026-08-08 19:00:00,Medio +,Medio +,Full,LLeno,LLeno,LLeno,LLeno,,,3.33
2026-08-08 21:00:00,3.97,Medio +,Full,LLeno,LLeno,LLeno,5.81,,,2.26
2026-08-08 23:00:00,3.17,Medio +,Full,LLeno,5.03,5.31,Medio +,,,3.61
2026-08-09 01:00:00,6.23,4.47,7.00,5.83,4.29,Medio +,Medio +,,,6.46
2026-08-09 03:00:00,LLeno,6.04,Full,Medio +,3.75,Medio +,Medio +,,,6.00
2026-08-09 05:00:00,5.88,6.01,Full,Medio +,4.79,Medio +,Medio +,,,5.85
2026-08-09 07:00:00,LLeno,LLeno,Full,Medio +,4.10,Medio +,Medio +,,,
2026-08-09 09:00:00,LLeno,LLeno,6.82,Medio +,Medio +,Medio +,4.44,,Full,5.54
2026-08-09 11:00:00,5.21,5.73,6.99,Medio +,Medio +,4.09,3.17,,,5.97
2026-08-09 13:00:00,Medio +,5.02,Full,5.75,6.13,Full,2.14,,,LLeno
2026-08-09 15:00:00,4.94,Medio +,Full,6.08,LLeno,6.30,6.24,,,3.85
2026-08-09 17:00:00,4.82,Medio +,Full,LLeno,LLeno,LLeno,LLeno,,,3.41
2026-08-09 19:00:00,Medio +,Medio +,Full,5.94,LLeno,LLeno,LLeno,,,3.53
2026-08-09 21:00:00,Medio +,Medio +,Full,LLeno,LLeno,LLeno,5.94,,,4.62
2026-08-09 23:00:00,4.68,Medio +,Full,5.96,LLeno,5.67,5.18,,,4.78
2026-08-10 01:00:00,6.30,5.93,Full,5.85,LLeno,Medio +,Medio +,,,6.12
2026-08-10 03:00:00,LLeno,6.04,Full,5.46,LLeno,Medio +,Medio +,,,5.95
2026-08-10 05:00:00,5.95,5.88,Full,5.04,LLeno,Medio +,Medio +,,,LLeno
2026-08-10 07:00:00,LLeno,5.94,Full,Medio +,LLeno,Medio +,Medio +,,,LLeno
2026-08-10 09:00:00,LLeno,LLeno,Full,Medio +,5.77,5.09,4.52,,,4.91
2026-08-10 11:00:00,5.28,LLeno,6.96,Medio +,4.15,6.90,3.29,,,2.23
2026-08-10 13:00:00,Medio +,5.89,Full,4.94,6.76,,2.71,,,2.18
2026-08-10 15:00:00,Medio +,5.05,Full,6.77,6.01,LLeno,6.02,,,1.58
2026-08-10 17:00:00,4.97,Medio +,Full,6.18,LLeno,LLeno,LLeno,,,3.54
2026-08-10 19:00:00,Medio +,Medio +,Full,LLeno,LLeno,LLeno,LLeno,,,Full
2026-08-10 21:00:00,4.25,Medio +,Full,LLeno,LLeno,5.63,LLeno,,,6.17
2026-08-10 23:00:00,3.09,Medio +,Full,LLeno,LLeno,Medio +,5.40,,,5.61
2026-08-11 01:00:00,6.23,5.15,Full,5.79,5.77,Medio +,Medio +,,,LLeno
2026-08-11 03:00:00,6.11,6.05,Full,5.19,4.15,Medio +,Medio +,,,LLeno
2026-08-11 05:00:00,5.97,6.02,Full,4.98,2.57,4.97,4.96,,,LLeno
2026-08-11 07:00:00,LLeno,LLeno,Full,Medio +,3.35,Medio +,Medio +,,,LLeno
2026-08-11 09:00:00,LLeno,LLeno,Full,Medio +,3.44,4.31,4.59,,,5.32
2026-08-11 11:00:00,5.60,LLeno,6.92,Medio +,4.47,3.77,3.24,,,4.50
2026-08-11 13:00:00,Medio +,5.46,Full,5.15,3.47,6.50,2.54,,,3.87
2026-08-11 15:00:00,Medio +,Medio +,6.94,6.25,6.90,LLeno,4.02,,,2.88
2026-08-11 17:00:00,Medio +,Medio +,7.00,LLeno,LLeno,LLeno,6.02,,,3.37
2026-08-11 19:00:00,Medio +,Medio +,Full,LLeno,LLeno,LLeno,LLeno,,,2.76
2026-08-11 21:00:00,4.50,Medio +,7.00,LLeno,LLeno,LLeno,LLeno,,,4.74
2026-08-11 23:00:00,3.26,Medio +,7.00,LLeno,5.84,5.81,LLeno,,,4.49
2026-08-12 01:00:00,3.84,5.21,6.98,LLeno,4.84,Medio +,5.12,,,4.44
2026-08-12 03:00:00,6.01,6.28,6.95,5.09,4.98,Medio +,Medio +,,,6.00
2026-08-12 05:00:00,5.96,6.00,6.88,5.00,4.74,Medio +,Medio +,,,LLeno
2026-08-12 07:00:00,LLeno,6.00,7.00,Medio +,4.76,Medio +,Medio +,,,LLeno
2026-08-12 09:00:00,LLeno,LLeno,6.99,Medio +,4.99,Medio +,Medio +,,,3.11
2026-08-12 11:00:00,5.46,5.43,7.00,Medio +,4.39,4.39,4.41,,,2.31
2026-08-12 13:00:00,4.97,Medio +,Full,4.90,3.20,6.78,5.06,,,1.25
2026-08-12 15:00:00,Medio +,Medio +,7.00,,5.63,LLeno,LLeno,,,2.89
2026-08-12 17:00:00,4.98,Medio +,Full,,6.03,LLeno,LLeno,,,4.02
2026-08-12 19:00:00,Medio +,Medio +,Full,,5.88,LLeno,LLeno,,,4.91
2026-08-12 21:00:00,Medio +,5.06,Full,,6.20,LLeno,5.15,,,3.46
2026-08-12 23:00:00,4.38,6.21,Full,4.70,,5.60,4.97,,,2.77
2026-08-13 01:00:00,3.72,6.01,7.00,5.30,,Medio +,Medio +,,,6.56
2026-08-13 03:00:00,,LLeno,6.98,,,4.98,Medio +,,,LLeno
2026-08-13 05:00:00,,LLeno,6.87,,,,Medio +,,,LLeno
2026-08-13 07:00:00,,LLeno,6.99,,6.31,Medio +,Medio +,,,LLeno
2026-08-13 09:00:00,3.06,5.98,Full,,6.05,6.03,4.88,,,5.98
2026-08-13 11:00:00,,5.10,Full,,LLeno,6.57,3.73,,,4.76
2026-08-13 13:00:00,,Medio +,6.99,,LLeno,LLeno,2.84,,,3.68
2026-08-13 15:00:00,,Medio +,6.99,,5.51,LLeno,1.99,,,5.35
2026-08-13 17:00:00,,4.94,6.99,,4.95,5.74,5.69,,,
2026-08-13 19:00:00,,Medio +,7.00,,1.30,LLeno,LLeno,,,
2026-08-13 21:00:00,,Medio +,7.00,,,5.45,LLeno,,,Full
2026-08-13 23:00:00,,6.12,7.00,,,Medio +,LLeno,,,6.49
2026-08-14 01:00:00,,6.17,7.00,Full,,Medio +,5.36,,,6.00
2026-08-14 03:00:00,,6.00,6.99,Full,,Medio +,Medio +,,,LLeno
2026-08-14 05:00:00,,5.88,6.98,,,4.93,Medio +,,,5.96
2026-08-14 07:00:00,,LLeno,6.97,,5.95,Medio +,Medio +,,,4.59
2026-08-14 09:00:00,,LLeno,6.99,,LLeno,Medio +,Medio +,,,4.20
2026-08-14 11:00:00,,LLeno,6.81,,LLeno,4.21,4.84,,,3.12
2026-08-14 13:00:00,,5.63,6.99,6.96,5.22,3.25,3.57,,,Bajo
2026-08-14 15:00:00,,4.71,7.00,,LLeno,6.97,6.54,,,2.88
2026-08-14 17:00:00,,4.77,Full,,5.94,6.00,6.03,,,3.60
2026-08-14 19:00:00,,Medio +,Full,,,LLeno,LLeno,,,6.39
2026-08-14 21:00:00,,6.22,Full,,4.26,LLeno,LLeno,,,6.05
2026-08-14 23:00:00,,6.01,Full,6.97,4.83,5.99,5.91,,,LLeno
2026-08-15 01:00:00,,6.01,Full,5.92,4.83,Medio +,Medio +,,,LLeno
2026-08-15 03:00:00,,LLeno,Full,5.92,3.98,4.97,Medio +,,,5.16
2026-08-15 05:00:00,,5.79,Full,5.42,4.44,4.93,4.95,,,2.53
2026-08-15 07:00:00,,5.67,Full,,1.89,Medio +,Medio +,,,3.10
2026-08-15 09:00:00,Full,Medio +,Full,6.00,6.64,Medio +,Medio +,,,2.31
2026-08-15 11:00:00,,4.95,6.98,6.77,6.63,Medio +,4.02,,,2.08
2026-08-15 13:00:00,Full,Medio +,6.98,6.09,LLeno,6.11,2.76,,,4.09
2026-08-15 15:00:00,Full,Medio +,Full,LLeno,LLeno,6.34,5.90,,,4.91
2026-08-15 17:00:00,6.63,4.96,Full,LLeno,LLeno,LLeno,LLeno,,,4.08
2026-08-15 19:00:00,LLeno,6.52,Full,LLeno,5.94,LLeno,LLeno,,,6.41
2026-08-15 21:00:00,LLeno,6.01,Full,5.51,4.94,LLeno,LLeno,,,LLeno
2026-08-15 23:00:00,LLeno,LLeno,Full,5.02,4.92,6.00,5.76,,,LLeno
2026-08-16 01:00:00,LLeno,LLeno,Full,Medio +,4.20,5.07,Medio +,,,5.94
2026-08-16 03:00:00,5.62,LLeno,Full,Medio +,4.23,Medio +,Medio +,,,4.28
2026-08-16 05:00:00,4.98,5.99,Full,Medio +,4.63,Medio +,Medio +,,,3.12
2026-08-16 07:00:00,Medio +,5.65,6.93,4.88,Medio +,Medio +,Medio +,,,1.96
2026-08-16 09:00:00,Medio +,Medio +,Full,3.55,4.48,Medio +,5.37,,,0.789
2026-08-16 11:00:00,5.92,4.96,Full,2.23,3.63,5.14,Full,,,2.98
2026-08-16 13:00:00,6.58,Medio +,Full,5.17,2.92,Full,6.56,,,Medio +
2026-08-16 15:00:00,6.00,Medio +,6.97,6.01,4.95,6.78,LLeno,,,3.80
2026-08-16 17:00:00,5.98,Medio +,6.92,LLeno,6.49,6.00,LLeno,,,Medio -
2026-08-16 19:00:00,LLeno,Medio +,6.91,LLeno,6.02,LLeno,LLeno,,,2.34
2026-08-16 21:00:00,LLeno,4.90,6.94,LLeno,LLeno,LLeno,5.58,,,6.59
2026-08-16 23:00:00,5.28,5.36,6.97,5.51,LLeno,LLeno,Medio +,,,6.04
2026-08-17 01:00:00,Medio +,6.00,6.54,5.05,LLeno,5.83,Medio +,,,LLeno
2026-08-17 03:00:00,Medio +,5.93,6.85,Medio +,5.03,Medio +,Medio +,,,LLeno
2026-08-17 05:00:00,Medio +,6.06,6.81,Medio +,4.58,Medio +,Medio +,,,5.97
2026-08-17 07:00:00,Medio +,LLeno,6.57,Medio +,5.04,Medio +,Medio +,,,3.21
2026-08-17 09:00:00,4.65,5.73,6.92,Medio +,LLeno,Medio +,4.50,,,2.61
2026-08-17 11:00:00,5.90,4.93,6.95,5.03,LLeno,5.02,3.13,,,2.19
2026-08-17 13:00:00,6.15,5.10,Full,6.52,LLeno,Full,5.41,,,1.39
2026-08-17 15:00:00,5.80,Medio +,7.00,LLeno,LLeno,6.83,LLeno,,,4.25
2026-08-17 17:00:00,5.96,Medio +,6.99,LLeno,LLeno,6.09,LLeno,,,Medio +
2026-08-17 19:00:00,LLeno,5.32,6.99,LLeno,4.79,LLeno,LLeno,,,Full
2026-08-17 21:00:00,LLeno,6.26,6.98,5.59,4.73,LLeno,5.44,,,
2026-08-17 23:00:00,5.98,6.00,6.95,Medio +,3.63,LLeno,Medio +,,,6.61
2026-08-18 01:00:00,Medio +,6.00,6.87,5.74,4.14,LLeno,Medio +,,,6.00
2026-08-18 03:00:00,Medio +,5.74,6.99,5.40,4.85,5.27,Medio +,,,LLeno
2026-08-18 05:00:00,Medio +,LLeno,6.54,Medio +,Medio +,Medio +,Medio +,,,5.96
2026-08-18 07:00:00,Medio +,LLeno,6.83,Medio +,4.43,Medio +,4.69,,,5.47
2026-08-18 09:00:00,Medio +,LLeno,6.97,4.01,3.03,Medio +,3.56,,,4.63
2026-08-18 11:00:00,4.76,5.79,6.73,2.67,6.04,Medio +,2.63,,,2.53
2026-08-18 13:00:00,5.94,5.08,6.50,2.47,LLeno,5.94,2.60,,,1.15
2026-08-18 15:00:00,LLeno,Medio +,5.80,6.94,LLeno,LLeno,6.13,,,1.57
2026-08-18 17:00:00,5.98,Medio +,5.35,,LLeno,LLeno,LLeno,,,1.76
2026-08-18 19:00:00,LLeno,Medio +,5.45,,5.62,LLeno,LLeno,,,4.98
2026-08-18 21:00:00,5.79,Medio +,5.60,,4.98,5.80,LLeno,,,4.16
2026-08-18 23:00:00,Medio +,6.13,5.45,,4.36,5.04,5.83,,,2.74
2026-08-19 01:00:00,Medio +,6.03,5.51,,3.76,Medio +,5.04,,,5.24
2026-08-19 03:00:00,Medio +,5.90,5.53,,3.48,Medio +,Medio +,,,6.00
2026-08-19 05:00:00,4.98,LLeno,5.44,,1.23,Medio +,Medio +,,,LLeno
2026-08-19 07:00:00,4.99,LLeno,4.94,,3.62,Medio +,Medio +,,,LLeno
2026-08-19 09:00:00,3.77,LLeno,6.98,,Medio +,Medio +,Medio +,,,5.76
2026-08-19 11:00:00,2.74,5.07,6.99,,4.55,4.52,4.03,,,4.82
2026-08-19 13:00:00,2.92,Medio +,6.98,,3.60,3.68,3.24,,,4.54
2026-08-19 15:00:00,6.82,4.66,6.95,6.44,2.15,3.80,6.20,,,3.77
2026-08-19 17:00:00,5.94,Medio +,6.87,LLeno,5.58,Medio -,LLeno,,,1.21
2026-08-19 19:00:00,LLeno,Medio +,6.29,LLeno,LLeno,4.08,LLeno,,,4.67
2026-08-19 21:00:00,LLeno,5.23,6.63,LLeno,5.89,LLeno,LLeno,,,4.88
2026-08-19 23:00:00,5.74,6.02,5.96,5.88,4.83,5.81,5.65,,,3.79
2026-08-20 01:00:00,5.37,5.93,6.49,5.20,LLeno,Medio +,Medio +,,,3.34
2026-08-20 03:00:00,Medio +,LLeno,6.49,Medio +,5.60,Medio +,Medio +,,,6.67
2026-08-20 05:00:00,4.86,LLeno,6.02,Medio +,5.16,Medio +,Medio +,,,6.00
2026-08-20 07:00:00,Medio +,LLeno,6.67,Medio +,4.93,Medio +,Medio +,,,LLeno
2026-08-20 09:00:00,Medio +,LLeno,5.35,Medio +,4.40,Medio +,4.12,,,LLeno
2026-08-20 11:00:00,Medio +,5.40,Full,5.66,4.08,Medio +,Medio -,,,5.16
2026-08-20 13:00:00,6.79,Medio +,6.79,,2.66,6.68,2.73,,,Medio +
2026-08-20 15:00:00,6.05,Medio +,5.83,6.38,6.52,6.17,6.33,,,Medio +
2026-08-20 17:00:00,5.97,Medio +,6.98,LLeno,LLeno,LLeno,LLeno,,,5.00
2026-08-20 19:00:00,LLeno,Medio +,Full,LLeno,LLeno,LLeno,LLeno,,,4.92
2026-08-20 21:00:00,LLeno,5.06,Full,LLeno,LLeno,LLeno,LLeno,,,4.87
2026-08-20 23:00:00,5.58,6.38,Full,5.22,LLeno,LLeno,5.23,,,3.69
2026-08-21 01:00:00,Medio +,6.00,Full,5.01,4.96,5.94,4.86,,,2.95
2026-08-21 03:00:00,Medio +,LLeno,Full,Medio +,Medio +,5.02,Medio +,,,2.60
2026-08-21 05:00:00,4.98,LLeno,Full,Medio +,4.92,Medio +,Medio +,,,6.22
2026-08-21 07:00:00,Medio +,5.98,Full,Medio +,4.83,Medio +,Medio +,,,LLeno
2026-08-21 09:00:00,5.00,5.07,Full,Medio +,4.97,4.98,Medio +,,,LLeno
2026-08-21 11:00:00,5.16,Medio +,Full,3.78,Medio +,5.43,4.24,,,LLeno
2026-08-21 13:00:00,6.02,Medio +,7.00,2.83,Full,Full,2.85,,,5.05
2026-08-21 15:00:00,LLeno,Medio +,Full,6.39,6.12,6.00,,,,4.99
2026-08-21 17:00:00,5.95,Medio +,7.00,LLeno,5.72,LLeno,,,,4.99
2026-08-21 19:00:00,LLeno,4.71,Full,5.96,5.92,LLeno,,,,4.98
2026-08-21 21:00:00,5.68,3.27,6.99,LLeno,LLeno,LLeno,Vacio,,,4.98
2026-08-21 23:00:00,Medio +,2.10,7.00,LLeno,LLeno,LLeno,Vacio,,,4.33
2026-08-22 01:00:00,Medio +,,6.96,5.79,LLeno,5.33,0.310,,,3.07
2026-08-22 03:00:00,Medio +,Full,6.90,5.06,LLeno,Medio +,,,,4.79
2026-08-22 05:00:00,4.98,6.41,6.96,5.05,5.44,Medio +,,,,LLeno
2026-08-22 07:00:00,4.92,LLeno,Full,Medio +,4.97,Medio +,,,,LLeno
2026-08-22 09:00:00,3.99,6.15,Full,Medio +,4.27,Medio +,,,,LLeno
2026-08-22 11:00:00,3.55,LLeno,Full,4.66,3.86,Medio +,,,,5.54
2026-08-22 13:00:00,6.45,LLeno,Full,3.45,6.98,5.03,,,,Medio +
2026-08-22 15:00:00,6.02,LLeno,6.89,5.85,6.32,6.73,,,,Medio +
2026-08-22 17:00:00,5.97,LLeno,6.97,6.25,LLeno,6.00,,,,Medio +
2026-08-22 19:00:00,LLeno,LLeno,Full,6.00,LLeno,LLeno,,,,Medio +
2026-08-22 21:00:00,LLeno,5.76,6.89,LLeno,LLeno,LLeno,,,,5.00
2026-08-22 23:00:00,LLeno,Medio +,6.39,LLeno,LLeno,LLeno,5.82,,,4.81
2026-08-23 01:00:00,5.11,5.08,5.78,5.92,5.71,5.89,LLeno,,,3.86
2026-08-23 03:00:00,Medio +,6.31,5.32,5.44,5.97,Medio +,LLeno,,,2.95
2026-08-23 05:00:00,4.98,6.00,Medio +,5.08,4.89,Medio +,5.29,,,
2026-08-23 07:00:00,Medio +,LLeno,4.95,5.61,4.55,Medio +,Medio +,,,
2026-08-23 09:00:00,Medio +,LLeno,6.49,Medio +,LLeno,Medio +,Medio +,,,
2026-08-23 11:00:00,5.18,LLeno,Full,5.33,LLeno,5.34,Medio +,,,4.30
2026-08-23 13:00:00,6.47,5.44,6.99,6.82,5.78,6.64,Medio +,,,
2026-08-23 15:00:00,6.00,Medio +,6.99,LLeno,LLeno,5.93,4.62,,,
2026-08-23 17:00:00,LLeno,4.92,Full,5.53,5.86,LLeno,3.24,,,
2026-08-23 19:00:00,5.86,Medio +,6.99,LLeno,4.90,LLeno,Medio -,,,
2026-08-23 21:00:00,5.88,Medio +,6.86,LLeno,4.13,LLeno,2.86,,,
2026-08-23 23:00:00,LLeno,Medio +,6.75,LLeno,,LLeno,5.14,,,
2026-08-24 01:00:00,LLeno,4.59,6.61,5.08,,5.52,Medio +,,,
2026-08-24 03:00:00,LLeno,5.94,6.60,Medio +,,Medio +,Medio +,,,
2026-08-24 05:00:00,5.11,6.07,6.31,5.17,,Medio +,Medio +,,,
2026-08-24 07:00:00,Medio +,LLeno,6.65,5.09,,Medio +,Medio +,,,
2026-08-24 09:00:00,5.37,6.00,6.91,5.71,2.75,Medio +,4.74,,,
2026-08-24 11:00:00,6.71,LLeno,5.61,LLeno,,Medio +,3.68,,,
2026-08-24 13:00:00,LLeno,5.05,,LLeno,,Full,2.79,,,
2026-08-24 15:00:00,LLeno,Medio +,6.23,6.50,,6.67,6.14,,,Full
2026-08-24 17:00:00,5.98,Medio +,6.98,LLeno,,LLeno,LLeno,,,Full
2026-08-24 19:00:00,LLeno,Medio +,Full,LLeno,,LLeno,LLeno,,,Full
2026-08-24 21:00:00,5.11,Medio +,Full,LLeno,1.21,LLeno,LLeno,,,6.70
2026-08-24 23:00:00,Medio +,Medio +,7.00,5.55,0.394,5.93,5.53,,,6.09
2026-08-25 01:00:00,Medio +,5.10,Full,Medio +,,Medio +,Medio +,,,LLeno
2026-08-25 03:00:00,Medio +,6.12,7.00,Medio +,,Medio +,Medio +,,,LLeno
2026-08-25 05:00:00,4.97,6.00,6.99,Medio +,,Medio +,Medio +,,,LLeno
2026-08-25 07:00:00,4.78,6.00,6.90,Medio +,,Medio +,5.08,,,5.57
2026-08-25 09:00:00,3.48,6.00,6.83,Medio +,,Medio +,6.61,,,Medio +
2026-08-25 11:00:00,3.96,5.92,6.78,4.66,,Medio +,LLeno,,,Medio +
2026-08-25 13:00:00,6.13,LLeno,6.96,Full,,4.49,LLeno,,,4.99
2026-08-25 15:00:00,LLeno,5.80,6.95,6.43,,6.86,LLeno,,,5.00
2026-08-25 17:00:00,5.96,5.01,Full,6.00,,LLeno,5.93,,,5.00
2026-08-25 19:00:00,3.34,6.94,Full,LLeno,,LLeno,Medio +,,,4.09
2026-08-25 21:00:00,3.74,6.26,Full,LLeno,,LLeno,Medio +,,,2.91
2026-08-25 23:00:00,2.76,6.00,Full,5.48,,5.81,4.94,,,1.77
2026-08-26 01:00:00,LLeno,5.96,Full,5.09,,Medio +,Medio +,,,6.07
2026-08-26 03:00:00,LLeno,LLeno,Full,Medio +,,Medio +,Medio +,,,LLeno
2026-08-26 05:00:00,5.60,LLeno,Full,Medio +,,Medio +,Medio +,,,LLeno
2026-08-26 07:00:00,Medio +,LLeno,Full,Medio +,,Medio +,Medio +,,,LLeno
2026-08-26 09:00:00,5.02,5.44,Full,4.80,,Medio +,3.82,,,5.95
2026-08-26 11:00:00,6.67,4.77,7.00,3.56,,Medio +,3.00,,,5.24
2026-08-26 13:00:00,6.00,Medio +,Full,3.94,,4.74,2.61,,,4.95
2026-08-26 15:00:00,LLeno,Medio +,6.99,6.16,,Full,6.11,,,Medio +
2026-08-26 17:00:00,5.96,Medio +,6.70,LLeno,,6.38,LLeno,,,Medio +
