sep=,
"Time","I38 - BOYA","I39 - BOYA","I40 - BOYA","I41 - BOYA","I42 - BOYA","I43 - BOYA","I44 - BOYA","I48 - BOYA"
2026-09-09 13:38:00,,,Full,6.50,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:38:20,,,6.50,6.50,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:38:40,,,Full,LLeno,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:39:00,,,Full,LLeno,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:39:20,,,6.50,LLeno,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:39:40,,,Full,LLeno,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:40:00,,,Full,6.25,,,Medio -,Medio +
2026-09-09 13:40:20,,,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:40:40,,,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:41:00,,,Full,6.25,,,Medio -,Medio +
2026-09-09 13:41:20,,,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:41:40,,,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:42:00,,,Full,6.75,,,Medio -,Medio +
2026-09-09 13:42:20,,Medio +,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:42:40,,Medio +,Full,LLeno,Medio ,LLeno,Medio -,Medio +
2026-09-09 13:43:00,,Medio +,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:43:20,,Medio +,Full,LLeno,,,Medio -,Medio +
2026-09-09 13:43:40,,Medio +,LLeno,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:44:00,,Medio +,Full,Full,,LLeno,Medio -,Medio +
2026-09-09 13:44:20,,,Full,,,,Medio -,
2026-09-09 13:44:40,,,Full,,,,Medio -,
2026-09-09 13:45:00,,Medio +,Full,Full,,LLeno,Medio -,Medio +
2026-09-09 13:45:20,,,Full,,Medio ,,Medio -,
2026-09-09 13:45:40,,Medio +,Full,,,,Medio -,
2026-09-09 13:46:00,,Medio +,6.50,6.50,,,Medio -,Medio +
2026-09-09 13:46:20,,Medio +,Full,LLeno,,LLeno,Medio -,
2026-09-09 13:46:40,,,Full,,,,Medio -,
2026-09-09 13:47:00,,Medio +,Full,,,,Medio -,Medio +
2026-09-09 13:47:20,,,6.50,Full,,LLeno,Medio -,
2026-09-09 13:47:40,,,Medio +,,,,Medio -,
2026-09-09 13:48:00,,Medio +,LLeno,,,,Medio -,Medio +
2026-09-09 13:48:20,,,Medio +,Full,Medio -,LLeno,Medio -,
2026-09-09 13:48:40,,Medio +,Medio +,,,,Medio -,
2026-09-09 13:49:00,,,LLeno,,,,Medio -,Medio +
2026-09-09 13:49:20,,,Medio +,Full,,LLeno,Medio -,
2026-09-09 13:49:40,,Medio +,Full,,,,Medio -,
2026-09-09 13:50:00,,Medio +,LLeno,,,,Medio -,Medio +
2026-09-09 13:50:20,,Medio +,LLeno,6.80,,LLeno,Medio -,
2026-09-09 13:50:40,,Medio +,LLeno,Full,,LLeno,Medio -,
2026-09-09 13:51:00,,Medio +,Full,6.75,,,Medio -,Medio +
2026-09-09 13:51:20,,,Medio +,6.25,Medio -,,Medio -,
2026-09-09 13:51:40,,,Medio +,Full,,LLeno,Medio -,
2026-09-09 13:52:00,,Medio +,LLeno,6.75,,,Medio -,Medio +
2026-09-09 13:52:20,,,Medio +,LLeno,,,Medio -,
2026-09-09 13:52:40,,Medio +,LLeno,,,LLeno,Medio -,
2026-09-09 13:53:00,,,5.50,,,,Medio -,Medio +
2026-09-09 13:53:20,,,5.50,LLeno,,,Medio -,
2026-09-09 13:53:40,,Medio +,Medio +,LLeno,,LLeno,Medio -,
2026-09-09 13:54:00,,,6.50,LLeno,,,Medio -,Medio +
2026-09-09 13:54:20,,Medio +,Full,LLeno,Medio -,,Medio -,
2026-09-09 13:54:40,,Medio +,LLeno,LLeno,,LLeno,Medio -,
2026-09-09 13:55:00,,Medio +,5.50,LLeno,,,Medio -,
2026-09-09 13:55:20,,Medio +,6.50,LLeno,,,Medio -,Medio +
2026-09-09 13:55:40,,Medio +,Medio +,LLeno,,LLeno,Medio -,
2026-09-09 13:56:00,,Medio +,6.50,LLeno,,,Medio -,
2026-09-09 13:56:20,,Medio +,LLeno,LLeno,,,Medio -,Medio +
2026-09-09 13:56:40,,Medio +,6.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:57:00,,Medio +,5.50,LLeno,Medio -,LLeno,Medio -,Medio +
2026-09-09 13:57:20,,,Medio +,,,,Medio -,
2026-09-09 13:57:40,,,LLeno,,,,Medio -,
2026-09-09 13:58:00,,Medio +,5.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:58:20,,,Full,,,,Medio -,
2026-09-09 13:58:40,,Medio +,6.50,,,,Medio -,
2026-09-09 13:59:00,,,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 13:59:20,,,Full,,,,Medio -,
2026-09-09 13:59:40,,Medio +,Full,,,,Medio -,
2026-09-09 14:00:00,,Medio +,Full,LLeno,Medio -,LLeno,Medio -,Medio +
2026-09-09 14:00:20,,Medio +,6.50,,,,Medio -,
2026-09-09 14:00:40,,Medio +,LLeno,,,,Medio -,
2026-09-09 14:01:00,,Medio +,LLeno,LLeno,,,Medio -,Medio +
2026-09-09 14:01:20,,Medio +,6.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:01:40,,Medio +,6.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:02:00,,Medio +,5.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:02:20,,Medio +,5.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:02:40,,Medio +,5.67,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:03:00,,Medio +,,,Medio -,,,
2026-09-09 14:03:20,,Medio +,,,,,,
2026-09-09 14:03:40,,Medio +,Full,LLeno,,,Medio -,Medio +
2026-09-09 14:04:00,,Medio +,6.50,LLeno,,LLeno,,
2026-09-09 14:04:20,,Medio +,5.50,LLeno,,,Medio -,
2026-09-09 14:04:40,,Medio +,Medio +,LLeno,,,Medio -,Medio +
2026-09-09 14:05:00,,Medio +,Full,LLeno,,LLeno,Medio -,
2026-09-09 14:05:20,,Medio +,Full,LLeno,,LLeno,Medio -,
2026-09-09 14:05:40,,Medio +,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:06:00,,Medio +,Full,LLeno,Medio -,LLeno,Medio -,
2026-09-09 14:06:20,,Medio +,Full,LLeno,,LLeno,Medio -,
2026-09-09 14:06:40,,Medio +,LLeno,LLeno,,LLeno,Medio -,
2026-09-09 14:07:00,,Medio +,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:07:20,,Medio +,6.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:07:40,,Medio +,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:08:00,,Medio +,LLeno,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:08:20,,Medio +,LLeno,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:08:40,,Medio +,LLeno,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:09:00,,Medio +,5.50,LLeno,Medio -,LLeno,Medio -,Medio +
2026-09-09 14:09:20,,Medio +,6.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:09:40,,Medio +,5.50,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:10:00,,,,,,,Medio -,
2026-09-09 14:10:20,,,,,,,Medio -,
2026-09-09 14:10:40,,Medio +,,,,,Medio -,
2026-09-09 14:11:00,,,Full,LLeno,,LLeno,Medio -,Medio +
2026-09-09 14:11:20,,,,LLeno,,,Medio -,
2026-09-09 14:11:40,,Medio +,,LLeno,Medio -,,Medio -,
2026-09-09 14:12:00,,,Full,,,LLeno,Medio -,Medio +
2026-09-09 14:12:20,,,,,,,,
2026-09-09 14:12:40,,Medio +,,LLeno,,,,
2026-09-09 14:13:00,,,Full,,,LLeno,,Medio +
2026-09-09 14:13:20,,Medio +,,,,,,
2026-09-09 14:13:40,,,,LLeno,,,,
2026-09-09 14:14:00,,,Full,,,LLeno,,Medio +
2026-09-09 14:14:20,,Medio +,Full,,,,,
2026-09-09 14:14:40,,,Full,LLeno,Medio -,,,
2026-09-09 14:15:00,,Medio +,Full,,,LLeno,,Medio +
2026-09-09 14:15:20,,Medio +,Full,,,,,
2026-09-09 14:15:40,,Medio +,Full,LLeno,,,,
2026-09-09 14:16:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:16:20,,Medio +,Full,LLeno,,LLeno,,
2026-09-09 14:16:40,,Medio +,Full,LLeno,,LLeno,,
2026-09-09 14:17:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:17:20,,Medio +,Full,LLeno,,LLeno,,
2026-09-09 14:17:40,,Medio +,Full,LLeno,Medio -,LLeno,,
2026-09-09 14:18:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:18:20,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:18:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:19:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:19:20,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:19:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:20:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:20:20,,Medio +,Full,LLeno,Medio -,LLeno,,Medio +
2026-09-09 14:20:40,,Medio +,Full,LLeno,Medio -,LLeno,,
2026-09-09 14:21:00,,Medio +,Full,LLeno,Medio -,LLeno,,
2026-09-09 14:21:20,,Medio +,Full,LLeno,Medio -,LLeno,,Medio +
2026-09-09 14:21:40,,Medio +,Full,LLeno,Medio -,LLeno,,
2026-09-09 14:22:00,,,Full,,,,,
2026-09-09 14:22:20,,Medio +,Full,,,,,Medio +
2026-09-09 14:22:40,,,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:23:00,,,Full,,,,,Medio +
2026-09-09 14:23:20,,Medio +,Full,,,,,Medio +
2026-09-09 14:23:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:24:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:24:20,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:24:40,,Medio +,Full,LLeno,Medio -,LLeno,,Medio +
2026-09-09 14:25:00,,,Full,,,,,
2026-09-09 14:25:20,,,Full,,,,,
2026-09-09 14:25:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:26:00,,,Full,,,,,
2026-09-09 14:26:20,,Medio +,Full,,,,,
2026-09-09 14:26:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:27:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:27:20,,Medio +,Full,LLeno,Medio -,LLeno,,Medio +
2026-09-09 14:27:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:28:00,,,Full,,,,,
2026-09-09 14:28:20,,,Full,,,,,
2026-09-09 14:28:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:29:00,,,Full,,,,,
2026-09-09 14:29:20,,Medio +,Full,,,,,
2026-09-09 14:29:40,,,,LLeno,,,,Medio +
2026-09-09 14:30:00,,,,,,LLeno,,
2026-09-09 14:30:20,,Medio +,Full,,Medio -,,,
2026-09-09 14:30:40,,,,LLeno,,,,
2026-09-09 14:31:00,,Medio +,,LLeno,,LLeno,,Medio +
2026-09-09 14:31:20,,,Full,LLeno,,,,
2026-09-09 14:31:40,,,,,,,,
2026-09-09 14:32:00,,Medio +,,,,LLeno,,Medio +
2026-09-09 14:32:20,,,Full,LLeno,,,,
2026-09-09 14:32:40,,Medio +,,LLeno,,,,
2026-09-09 14:33:00,,,,LLeno,,LLeno,,Medio +
2026-09-09 14:33:20,,,Full,LLeno,Medio -,,,
2026-09-09 14:33:40,,Medio +,Full,LLeno,,,,
2026-09-09 14:34:00,,,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:34:20,,Medio +,LLeno,LLeno,,,,Medio +
2026-09-09 14:34:40,,Medio +,Medio +,LLeno,,,,Medio +
2026-09-09 14:35:00,,Medio +,5.50,LLeno,,LLeno,,Medio +
2026-09-09 14:35:20,,Medio +,Medio +,LLeno,,,,Medio +
2026-09-09 14:35:40,,Medio +,6.50,LLeno,,,,Medio +
2026-09-09 14:36:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:36:20,,Medio +,Full,LLeno,Medio +,LLeno,,Medio +
2026-09-09 14:36:40,,Medio +,5.50,LLeno,,LLeno,,Medio +
2026-09-09 14:37:00,,Medio +,Medio +,LLeno,,LLeno,,Medio +
2026-09-09 14:37:20,,Medio +,6.50,LLeno,,LLeno,,Medio +
2026-09-09 14:37:40,,Medio +,6.50,LLeno,,LLeno,,Medio +
2026-09-09 14:38:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:38:20,,,Full,,,,,
2026-09-09 14:38:40,,,Full,,,,,
2026-09-09 14:39:00,,Medio +,LLeno,LLeno,Vacio,LLeno,,Medio +
2026-09-09 14:39:20,,,6.50,LLeno,,,,Medio +
2026-09-09 14:39:40,,Medio +,Medio +,LLeno,,,,Medio +
2026-09-09 14:40:00,,Medio +,Medio +,LLeno,,LLeno,,Medio +
2026-09-09 14:40:20,,,Medio +,LLeno,,,,Medio +
2026-09-09 14:40:40,,,Medio +,LLeno,,,,Medio +
2026-09-09 14:41:00,,Medio +,6.50,LLeno,,,,Medio +
2026-09-09 14:41:20,,,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:41:40,,Medio +,Full,LLeno,,,,Medio +
2026-09-09 14:42:00,,Medio +,Full,LLeno,Vacio,,,Medio +
2026-09-09 14:42:20,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:42:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:43:00,,,Full,LLeno,,,,Medio +
2026-09-09 14:43:20,,,Full,LLeno,,,,Medio +
2026-09-09 14:43:40,,Medio +,Full,,,LLeno,,Medio +
2026-09-09 14:44:00,,,,,,,,Medio +
2026-09-09 14:44:20,,Medio +,,LLeno,,,,Medio +
2026-09-09 14:44:40,,,Full,,,,,Medio +
2026-09-09 14:45:00,,,Full,,LLeno,LLeno,,Medio +
2026-09-09 14:45:20,,Medio +,Full,LLeno,,,,
2026-09-09 14:45:40,,,Full,,,,,
2026-09-09 14:46:00,,Medio +,5.50,,,LLeno,,Medio +
2026-09-09 14:46:20,,,6.50,LLeno,,,,Medio +
2026-09-09 14:46:40,,,Full,,,,,Medio +
2026-09-09 14:47:00,,Medio +,Full,,,LLeno,,Medio +
2026-09-09 14:47:20,,,6.50,LLeno,,,,Medio +
2026-09-09 14:47:40,,Medio +,LLeno,,,,,Medio +
2026-09-09 14:48:00,,,6.50,,LLeno,LLeno,,Medio +
2026-09-09 14:48:20,,Medio +,LLeno,LLeno,,,,Medio +
2026-09-09 14:48:40,,,Full,,,,,Medio +
2026-09-09 14:49:00,,,6.50,,,LLeno,,Medio +
2026-09-09 14:49:20,,Medio +,Full,LLeno,,,,Medio +
2026-09-09 14:49:40,,Medio +,Full,LLeno,,,,Medio +
2026-09-09 14:50:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:50:20,,Medio +,Full,LLeno,,,,Medio +
2026-09-09 14:50:40,,Medio +,Full,LLeno,Full,,,Medio +
2026-09-09 14:51:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:51:20,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:51:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:52:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:52:20,,,Full,,,,,Medio +
2026-09-09 14:52:40,,,Full,,,,,Medio +
2026-09-09 14:53:00,,Medio +,Full,,,,,Medio +
2026-09-09 14:53:20,,,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:53:40,,Medio +,Full,,Full,,,Medio +
2026-09-09 14:54:00,,Medio +,Full,LLeno,,,,Medio +
2026-09-09 14:54:20,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:54:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:55:00,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:55:20,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:55:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:56:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 14:56:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 14:56:40,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 14:57:00,,,Full,LLeno,,,,Medio +
2026-09-09 14:57:20,,,Full,LLeno,,,,Medio +
2026-09-09 14:57:40,,Medio +,Full,LLeno,,,Full,Medio +
2026-09-09 14:58:00,,,Full,LLeno,,LLeno,,Medio +
2026-09-09 14:58:20,,,Full,LLeno,,,,Medio +
2026-09-09 14:58:40,,Medio +,Full,LLeno,,,Full,Medio +
2026-09-09 14:59:00,,Medio +,6.50,LLeno,,LLeno,Full,Medio +
2026-09-09 14:59:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 14:59:40,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:00:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:00:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:00:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:01:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:01:20,,Medio +,6.50,LLeno,,LLeno,Full,Medio +
2026-09-09 15:01:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:02:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:02:20,,Medio +,6.50,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:02:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:03:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:03:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:03:40,,,Full,LLeno,,,,
2026-09-09 15:04:00,,Medio +,6.50,LLeno,,,Full,
2026-09-09 15:04:20,,,Full,LLeno,,LLeno,,Medio +
2026-09-09 15:04:40,,,LLeno,LLeno,,,,
2026-09-09 15:05:00,,Medio +,6.50,LLeno,,,Full,
2026-09-09 15:05:20,,,6.50,LLeno,Full,LLeno,,Medio +
2026-09-09 15:05:40,,Medio +,Full,LLeno,Full,,Full,
2026-09-09 15:06:00,,,Full,LLeno,Full,,,
2026-09-09 15:06:20,,,Full,LLeno,Full,LLeno,,Medio +
2026-09-09 15:06:40,,Medio +,Full,LLeno,Full,,Full,
2026-09-09 15:07:00,,Medio +,Full,LLeno,Full,,Full,
2026-09-09 15:07:20,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:07:40,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:08:00,,Medio +,6.50,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:08:20,,Medio +,6.50,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:08:40,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:09:00,,,Full,LLeno,Full,,,Medio +
2026-09-09 15:09:20,,,Full,LLeno,Full,,,
2026-09-09 15:09:40,,Medio +,Full,LLeno,Full,,Full,
2026-09-09 15:10:00,,,Full,LLeno,Full,LLeno,,Medio +
2026-09-09 15:10:20,,Medio +,Full,LLeno,Full,,,
2026-09-09 15:10:40,,Medio +,Full,LLeno,Full,,Full,
2026-09-09 15:11:00,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:11:20,,Medio +,6.50,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:11:40,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:12:00,,Medio +,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:12:20,,Medio +,6.50,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:12:40,,,6.50,,6.75,,,
2026-09-09 15:13:00,,,6.50,,6.75,,Full,
2026-09-09 15:13:20,,,Full,LLeno,6.25,LLeno,,Medio +
2026-09-09 15:13:40,,,Full,,6.50,,,
2026-09-09 15:14:00,,,Full,,6.50,,Full,
2026-09-09 15:14:20,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:14:40,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:15:00,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:15:20,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:15:40,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:16:00,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:16:20,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:16:40,,,Full,LLeno,Full,LLeno,Full,Medio +
2026-09-09 15:17:00,,,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:17:20,,,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:17:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:18:00,,Medio +,Full,LLeno,,,,
2026-09-09 15:18:20,,Medio +,Full,LLeno,,,,
2026-09-09 15:18:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:19:00,,Medio +,Full,LLeno,,,,
2026-09-09 15:19:20,,Medio +,Full,LLeno,,,Full,
2026-09-09 15:19:40,,,Full,,,LLeno,Full,Medio +
2026-09-09 15:20:00,,,Full,,,,Full,
2026-09-09 15:20:20,,Medio +,Full,,,,Full,
2026-09-09 15:20:40,,,Full,LLeno,,LLeno,Full,
2026-09-09 15:21:00,,Medio +,Full,,,,Full,Medio +
2026-09-09 15:21:20,,Medio +,Full,,,,Full,
2026-09-09 15:21:40,,Medio +,Full,LLeno,,LLeno,Full,
2026-09-09 15:22:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:22:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:22:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:23:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:23:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:23:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:24:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:24:20,,Medio +,6.50,LLeno,,LLeno,Full,Medio +
2026-09-09 15:24:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:25:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:25:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:25:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:26:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:26:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:26:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:27:00,,Medio +,Full,LLeno,,LLeno,6.25,Medio +
2026-09-09 15:27:20,,Medio +,Full,LLeno,,LLeno,6.50,Medio +
2026-09-09 15:27:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:28:00,,Medio +,Full,LLeno,,LLeno,6.75,Medio +
2026-09-09 15:28:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:28:40,,,Full,,,LLeno,Full,
2026-09-09 15:29:00,,,Full,,,LLeno,Full,
2026-09-09 15:29:20,,Medio +,Full,,,LLeno,Full,
2026-09-09 15:29:40,,,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:30:00,,Medio +,Full,LLeno,,LLeno,Full,
2026-09-09 15:30:20,,Medio +,Full,LLeno,,,6.50,
2026-09-09 15:30:40,,Medio +,6.50,LLeno,,LLeno,6.50,Medio +
2026-09-09 15:31:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:31:20,,Medio +,6.50,LLeno,,LLeno,Full,Medio +
2026-09-09 15:31:40,,Medio +,Full,LLeno,,LLeno,6.75,Medio +
2026-09-09 15:32:00,,Medio +,LLeno,LLeno,,LLeno,6.25,Medio +
2026-09-09 15:32:20,,Medio +,Full,LLeno,,LLeno,6.50,Medio +
2026-09-09 15:32:40,,Medio +,Full,LLeno,,LLeno,6.75,Medio +
2026-09-09 15:33:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:33:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:33:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:34:00,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:34:20,,Medio +,6.50,LLeno,,LLeno,Full,Medio +
2026-09-09 15:34:40,,,Full,,,LLeno,Full,Medio +
2026-09-09 15:35:00,,,Full,,,LLeno,Full,Medio +
2026-09-09 15:35:20,,Medio +,6.50,,,LLeno,Full,Medio +
2026-09-09 15:35:40,,,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:36:00,,Medio +,Full,,,LLeno,Full,Medio +
2026-09-09 15:36:20,,Medio +,Full,,,LLeno,Full,Medio +
2026-09-09 15:36:40,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:37:00,,Medio +,Full,LLeno,,LLeno,6.75,Medio +
2026-09-09 15:37:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:37:40,,,,,,LLeno,,Medio +
2026-09-09 15:38:00,,,,,,LLeno,,Medio +
2026-09-09 15:38:20,,Medio +,Full,LLeno,,LLeno,Full,Medio +
2026-09-09 15:38:40,,,,,,LLeno,,Medio +
2026-09-09 15:39:00,,Medio +,,,,LLeno,Full,Medio +
2026-09-09 15:39:20,,Medio +,,LLeno,,LLeno,,Medio +
2026-09-09 15:39:40,,Medio +,Full,LLeno,,LLeno,,Medio +
2026-09-09 15:40:00,,Medio +,,LLeno,,LLeno,Full,Medio +
2026-09-09 15:40:20,,,,,,LLeno,,
2026-09-09 15:40:40,,,Full,,,LLeno,Full,
2026-09-09 15:41:00,,Medio +,,,,LLeno,LLeno,
2026-09-09 15:41:20,,,,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:41:40,,,Full,,,LLeno,LLeno,Medio +
2026-09-09 15:42:00,,Medio +,Full,,,LLeno,LLeno,Medio +
2026-09-09 15:42:20,,Medio +,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:42:40,,Medio +,Full,LLeno,,LLeno,6.25,Medio +
2026-09-09 15:43:00,,Medio +,Full,LLeno,,LLeno,6.75,Medio +
2026-09-09 15:43:20,,Medio +,Full,LLeno,,LLeno,6.75,Medio +
2026-09-09 15:43:40,,Medio +,Full,LLeno,,LLeno,6.25,Medio +
2026-09-09 15:44:00,,Medio +,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:44:20,,Medio +,Full,LLeno,,LLeno,6.25,Medio +
2026-09-09 15:44:40,,Medio +,Full,LLeno,,LLeno,LLeno,Medio +
2026-09-09 15:45:00,,Medio +,Full,LLeno,,LLeno,LLeno,Medio +
