"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-08-02 09:00:00,0.0670 Mpa,0.120 Mpa,0.0494 Mpa,,0.0672 Mpa,0.143 Mpa,0.0989 Mpa,0.111 Mpa,0.0203 Mpa,0.0228 Mpa,9.45%,8.48%,3.25%,,9.01%,7.75%,6.58%,5.08%,4.94%,1.01%
2026-08-02 11:00:00,0.151 Mpa,0.0411 Mpa,0.175 Mpa,,0.0158 Mpa,0.152 Mpa,0.0715 Mpa,0.119 Mpa,0.0250 Mpa,0.0330 Mpa,12.1%,6.73%,7.00%,,7.36%,8.89%,5.77%,5.69%,5.05%,1.85%
2026-08-02 13:00:00,0.0323 Mpa,0.123 Mpa,0.0841 Mpa,,,0.138 Mpa,0.203 Mpa,0.0802 Mpa,0.0978 Mpa,0 Mpa,8.47%,10.5%,4.42%,,,8.49%,9.61%,3.84%,6.58%,3.12%
2026-08-02 15:00:00,0.0655 Mpa,0.0103 Mpa,0.0376 Mpa,,,0.405 Mpa,0.0472 Mpa,0.499 Mpa,0.179 Mpa,0.117 Mpa,9.37%,6.70%,3.23%,,,16.5%,4.86%,16.6%,8.38%,6.87%
2026-08-02 17:00:00,0.124 Mpa,0.0308 Mpa,0.109 Mpa,,,0.276 Mpa,0.0988 Mpa,0.150 Mpa,0.158 Mpa,0.0947 Mpa,10.7%,6.94%,4.81%,,,22.7%,7.00%,6.63%,8.47%,7.32%
2026-08-02 19:00:00,0.149 Mpa,0.125 Mpa,0.00785 Mpa,,,0.256 Mpa,0.138 Mpa,0.0381 Mpa,0.204 Mpa,0.0210 Mpa,11.0%,7.63%,3.16%,,,10.7%,8.36%,3.38%,10.2%,4.02%
2026-08-02 21:00:00,0.00888 Mpa,0.0295 Mpa,0.288 Mpa,,,0.0803 Mpa,0.256 Mpa,0.158 Mpa,0.172 Mpa,0.0648 Mpa,7.47%,4.92%,8.56%,,,13.6%,12.2%,6.88%,8.80%,3.05%
2026-08-02 23:00:00,0.674 Mpa,0.0658 Mpa,0.132 Mpa,0 Mpa,,0.251 Mpa,0.645 Mpa,0.0434 Mpa,0.0704 Mpa,0.0377 Mpa,25.2%,6.72%,5.87%,4.83%,,12.6%,24.6%,3.27%,6.48%,4.16%
2026-08-03 01:00:00,0.0212 Mpa,0.0836 Mpa,0.171 Mpa,0.0451 Mpa,,0.374 Mpa,0.414 Mpa,0.138 Mpa,0.367 Mpa,0.0744 Mpa,8.20%,6.57%,7.07%,5.79%,,15.3%,17.2%,6.25%,14.7%,2.88%
2026-08-03 03:00:00,0.401 Mpa,0.144 Mpa,0.138 Mpa,0.0827 Mpa,,0.324 Mpa,0.0679 Mpa,0.674 Mpa,0.0178 Mpa,0.0653 Mpa,18.1%,8.00%,5.66%,6.74%,,14.2%,6.34%,21.5%,5.09%,2.01%
2026-08-03 05:00:00,0.0791 Mpa,0.0295 Mpa,0.0289 Mpa,0.0162 Mpa,,0.284 Mpa,0.0276 Mpa,0.112 Mpa,0.0348 Mpa,0.474 Mpa,9.87%,5.30%,2.39%,4.86%,,12.8%,3.96%,5.06%,5.29%,14.4%
2026-08-03 07:00:00,0.0948 Mpa,0.346 Mpa,0.0447 Mpa,0.0971 Mpa,0 Mpa,0.471 Mpa,0.183 Mpa,0.0707 Mpa,0.0614 Mpa,0.0604 Mpa,10.2%,16.2%,3.41%,6.79%,6.40%,18.3%,9.47%,3.83%,6.25%,2.45%
2026-08-03 09:00:00,0.324 Mpa,0.296 Mpa,0.191 Mpa,0.0376 Mpa,0 Mpa,0.149 Mpa,0.0671 Mpa,0.0554 Mpa,0.121 Mpa,0.105 Mpa,16.0%,14.6%,7.39%,5.44%,6.40%,9.05%,5.74%,3.41%,8.26%,3.97%
2026-08-03 11:00:00,0.0586 Mpa,0.183 Mpa,0.581 Mpa,0.0775 Mpa,0.565 Mpa,0.117 Mpa,0.0565 Mpa,0.0482 Mpa,0.121 Mpa,0.0821 Mpa,9.40%,10.9%,19.4%,6.80%,25.1%,6.68%,5.37%,3.05%,8.18%,3.50%
2026-08-03 13:00:00,0.0810 Mpa,0.136 Mpa,0.0225 Mpa,0.107 Mpa,1.15 Mpa,0.317 Mpa,1.09 Mpa,0.112 Mpa,0.169 Mpa,0.0769 Mpa,9.79%,10.1%,1.20%,7.60%,58.2%,13.8%,36.9%,5.14%,9.04%,5.93%
2026-08-03 15:00:00,0.0896 Mpa,0.0710 Mpa,0.253 Mpa,0.0161 Mpa,0.0689 Mpa,0.203 Mpa,0.252 Mpa,0.183 Mpa,0.0250 Mpa,0.0561 Mpa,10.2%,8.05%,8.76%,5.32%,17.9%,22.7%,11.9%,7.15%,5.23%,3.69%
2026-08-03 17:00:00,0.0411 Mpa,0.0488 Mpa,0.0972 Mpa,0.0738 Mpa,0.141 Mpa,0.410 Mpa,0.121 Mpa,0.182 Mpa,0.111 Mpa,0.0867 Mpa,8.98%,7.23%,5.03%,6.98%,15.0%,20.0%,7.41%,7.67%,7.46%,4.55%
2026-08-03 19:00:00,0.256 Mpa,0.0399 Mpa,0.132 Mpa,0.0103 Mpa,0.126 Mpa,0.0133 Mpa,0.231 Mpa,0.0823 Mpa,0.00757 Mpa,0.238 Mpa,14.3%,7.97%,6.49%,4.40%,16.7%,8.90%,11.3%,4.64%,4.59%,8.79%
2026-08-03 21:00:00,0.117 Mpa,0.497 Mpa,0.0567 Mpa,0.0682 Mpa,0.107 Mpa,0.255 Mpa,0 Mpa,0.130 Mpa,0.141 Mpa,0.0488 Mpa,10.8%,20.4%,4.07%,5.95%,10.4%,17.0%,4.26%,5.77%,7.45%,5.71%
2026-08-03 23:00:00,0.0555 Mpa,0 Mpa,0.0768 Mpa,0.0621 Mpa,0.190 Mpa,0.135 Mpa,0.404 Mpa,0.0987 Mpa,0.0130 Mpa,0.119 Mpa,8.56%,7.60%,3.88%,9.20%,13.2%,6.89%,14.7%,5.04%,4.28%,5.56%
2026-08-04 01:00:00,0.703 Mpa,,0.255 Mpa,0.0204 Mpa,0.725 Mpa,0.0948 Mpa,0.148 Mpa,0.0377 Mpa,0.164 Mpa,0.174 Mpa,26.6%,,9.87%,3.88%,30.3%,6.26%,8.66%,3.18%,9.19%,6.71%
2026-08-04 03:00:00,0.0222 Mpa,0 Mpa,0.130 Mpa,0.0229 Mpa,0.135 Mpa,0.269 Mpa,0.399 Mpa,0.0629 Mpa,0.801 Mpa,0.134 Mpa,8.35%,7.60%,5.56%,10.5%,11.8%,15.3%,13.9%,4.00%,27.9%,5.19%
2026-08-04 05:00:00,0.0800 Mpa,,0.0861 Mpa,0.0725 Mpa,0.194 Mpa,0.296 Mpa,,0.130 Mpa,0.171 Mpa,0.0429 Mpa,9.88%,,3.77%,5.24%,14.0%,12.9%,,5.84%,9.45%,2.20%
2026-08-04 07:00:00,0.0915 Mpa,,0.0781 Mpa,0.0734 Mpa,0.157 Mpa,0.0899 Mpa,,0.0817 Mpa,0.0847 Mpa,0.139 Mpa,10.1%,,4.06%,5.52%,12.0%,7.07%,,4.08%,7.18%,5.33%
2026-08-04 09:00:00,0.246 Mpa,,0.0249 Mpa,0.0662 Mpa,0.241 Mpa,0.137 Mpa,2.07 Mpa,0.0637 Mpa,0.0533 Mpa,0.106 Mpa,14.0%,,2.64%,5.65%,19.4%,8.93%,56.1%,3.60%,5.98%,3.31%
2026-08-04 11:00:00,0.161 Mpa,,0.224 Mpa,0.0256 Mpa,0.541 Mpa,0.545 Mpa,0.412 Mpa,0.0496 Mpa,0.107 Mpa,0.233 Mpa,11.9%,,8.60%,4.88%,23.9%,20.4%,14.4%,3.00%,17.6%,7.22%
2026-08-04 13:00:00,0.0595 Mpa,,0.0964 Mpa,0.0235 Mpa,1.19 Mpa,0.0680 Mpa,0.684 Mpa,0.350 Mpa,0.193 Mpa,0.0145 Mpa,50.7%,,4.98%,4.95%,44.5%,6.29%,24.7%,12.3%,10.3%,3.78%
2026-08-04 15:00:00,0.0912 Mpa,,0.0114 Mpa,0.0215 Mpa,0.126 Mpa,0.0721 Mpa,0.195 Mpa,0.136 Mpa,0.0653 Mpa,0.140 Mpa,14.9%,,2.29%,5.38%,10.7%,6.27%,9.62%,6.21%,8.78%,6.64%
2026-08-04 17:00:00,0.0733 Mpa,,0.401 Mpa,0.0416 Mpa,0.124 Mpa,0.114 Mpa,0.301 Mpa,0.0629 Mpa,0.0765 Mpa,0.0617 Mpa,9.74%,,13.8%,5.26%,11.7%,7.35%,16.4%,4.03%,6.42%,3.79%
2026-08-04 19:00:00,0.0426 Mpa,,0.0488 Mpa,0.0697 Mpa,0.207 Mpa,0.0926 Mpa,0.268 Mpa,0.0670 Mpa,0.0369 Mpa,0.138 Mpa,8.69%,,3.62%,5.59%,13.6%,5.60%,12.0%,3.87%,5.79%,4.73%
2026-08-04 21:00:00,0.0137 Mpa,,0.0642 Mpa,0.0846 Mpa,0.0800 Mpa,0.192 Mpa,0.240 Mpa,0.103 Mpa,0.0541 Mpa,0.0140 Mpa,7.94%,,4.07%,5.13%,9.76%,9.53%,11.2%,5.17%,6.71%,1.46%
2026-08-04 23:00:00,0.221 Mpa,,0.0677 Mpa,0.366 Mpa,0.151 Mpa,0.323 Mpa,0.293 Mpa,0.0872 Mpa,0.183 Mpa,0.0711 Mpa,13.0%,,4.04%,13.4%,12.2%,13.4%,11.6%,4.70%,10.1%,3.47%
2026-08-05 01:00:00,0.206 Mpa,0 Mpa,0.122 Mpa,0.0638 Mpa,0.249 Mpa,0.0873 Mpa,0.337 Mpa,0.0833 Mpa,0.00672 Mpa,0.0399 Mpa,13.1%,7.59%,5.65%,5.46%,14.7%,6.77%,19.0%,4.44%,5.03%,5.09%
2026-08-05 03:00:00,0.0377 Mpa,0.0154 Mpa,0.0301 Mpa,0.0472 Mpa,0.221 Mpa,0.101 Mpa,0.328 Mpa,0.137 Mpa,0.0722 Mpa,0.0203 Mpa,8.11%,7.27%,2.90%,8.54%,14.6%,7.04%,13.5%,5.89%,6.92%,2.07%
2026-08-05 05:00:00,0.130 Mpa,0.547 Mpa,0.299 Mpa,0.0248 Mpa,0.211 Mpa,0.106 Mpa,0.179 Mpa,0.120 Mpa,0.0791 Mpa,0.0163 Mpa,10.8%,20.6%,10.6%,4.89%,13.2%,6.26%,8.90%,5.67%,7.03%,1.86%
2026-08-05 07:00:00,0.0782 Mpa,0.0941 Mpa,0.432 Mpa,0.0291 Mpa,0.172 Mpa,0.0685 Mpa,0.00308 Mpa,0.108 Mpa,0.0510 Mpa,0.0418 Mpa,9.72%,9.05%,14.4%,5.35%,12.6%,6.14%,9.28%,5.18%,5.77%,2.49%
2026-08-05 09:00:00,0.362 Mpa,0.0680 Mpa,0 Mpa,0.0111 Mpa,0.100 Mpa,0.0433 Mpa,0.374 Mpa,0.116 Mpa,0.0532 Mpa,0.0396 Mpa,17.5%,7.07%,0.0235%,5.00%,10.4%,5.57%,15.5%,5.38%,6.17%,3.56%
2026-08-05 11:00:00,0.0301 Mpa,0.0951 Mpa,,0.00292 Mpa,0.909 Mpa,0.316 Mpa,0.602 Mpa,0.0635 Mpa,0.0449 Mpa,0.106 Mpa,8.43%,8.47%,,5.15%,35.9%,12.7%,21.7%,3.29%,4.66%,6.00%
2026-08-05 13:00:00,0.0599 Mpa,0.345 Mpa,0.211 Mpa,0.0906 Mpa,0.0156 Mpa,0.175 Mpa,0.559 Mpa,0.0176 Mpa,0.0725 Mpa,0.309 Mpa,17.7%,16.7%,8.82%,7.69%,7.67%,9.97%,20.6%,2.50%,6.41%,11.7%
2026-08-05 15:00:00,0.0486 Mpa,0.0245 Mpa,0.0381 Mpa,0.0780 Mpa,0.247 Mpa,0.0747 Mpa,0.155 Mpa,0.328 Mpa,0.0443 Mpa,0.106 Mpa,18.0%,7.61%,3.15%,7.20%,15.7%,5.40%,7.71%,11.4%,8.22%,5.12%
2026-08-05 17:00:00,0.0900 Mpa,0.113 Mpa,0.259 Mpa,0.0122 Mpa,0.634 Mpa,0.584 Mpa,0.0511 Mpa,0.0884 Mpa,0.0560 Mpa,0.0797 Mpa,10.2%,8.76%,8.85%,5.23%,26.8%,21.1%,5.22%,4.22%,5.93%,3.10%
2026-08-05 19:00:00,0.160 Mpa,0.699 Mpa,0.314 Mpa,0.160 Mpa,0.120 Mpa,0.0821 Mpa,0.113 Mpa,0.0301 Mpa,0.0395 Mpa,0.0790 Mpa,11.3%,24.7%,11.6%,8.69%,11.0%,7.00%,6.01%,2.87%,5.71%,3.63%
2026-08-05 21:00:00,0.181 Mpa,0.770 Mpa,0.425 Mpa,0.176 Mpa,0.0749 Mpa,0.174 Mpa,0.0554 Mpa,1.05 Mpa,0.0583 Mpa,0.0296 Mpa,13.5%,28.3%,15.1%,9.29%,9.65%,9.13%,5.04%,31.4%,6.41%,1.82%
2026-08-05 23:00:00,0.830 Mpa,0.0129 Mpa,0.324 Mpa,0.0392 Mpa,0.523 Mpa,0.0721 Mpa,0.159 Mpa,0.00374 Mpa,0.0362 Mpa,0.0967 Mpa,32.8%,6.34%,11.0%,5.30%,20.2%,5.69%,8.45%,1.01%,5.68%,3.39%
2026-08-06 01:00:00,0.119 Mpa,0.140 Mpa,0.0417 Mpa,0.210 Mpa,0.222 Mpa,0.0681 Mpa,0.442 Mpa,,0.283 Mpa,0.130 Mpa,10.6%,9.93%,2.69%,10.0%,15.1%,6.85%,17.0%,,12.5%,4.37%
2026-08-06 03:00:00,0.236 Mpa,0.0150 Mpa,0.100 Mpa,0.0802 Mpa,0.273 Mpa,0.158 Mpa,0.307 Mpa,1.50 Mpa,0.0543 Mpa,0.00505 Mpa,13.6%,5.57%,5.77%,6.44%,16.2%,9.39%,13.6%,42.6%,6.16%,1.24%
2026-08-06 05:00:00,0.0970 Mpa,0.241 Mpa,0.249 Mpa,0.0813 Mpa,0.218 Mpa,0.0893 Mpa,0.226 Mpa,,0.0273 Mpa,0.0398 Mpa,10.0%,11.7%,8.92%,5.99%,15.1%,7.43%,10.7%,,17.6%,2.40%
2026-08-06 07:00:00,0.0926 Mpa,0.122 Mpa,0.111 Mpa,0.0311 Mpa,0.0716 Mpa,0.301 Mpa,0.220 Mpa,,0.0696 Mpa,0.175 Mpa,10.2%,7.23%,12.3%,4.99%,14.3%,14.0%,10.9%,,11.1%,7.58%
2026-08-06 09:00:00,0.0903 Mpa,0.163 Mpa,0.0897 Mpa,0.0180 Mpa,0.367 Mpa,0.530 Mpa,0.268 Mpa,,0.118 Mpa,0.0196 Mpa,10.7%,8.47%,4.17%,4.61%,19.1%,23.2%,12.3%,,7.32%,1.85%
2026-08-06 11:00:00,0.108 Mpa,0.0482 Mpa,0.102 Mpa,0.0458 Mpa,0.436 Mpa,0.129 Mpa,0.542 Mpa,2.91 Mpa,0.152 Mpa,0.137 Mpa,10.8%,6.20%,5.44%,5.42%,21.7%,8.32%,20.3%,82.9%,7.89%,5.73%
2026-08-06 13:00:00,0.0775 Mpa,1.09 Mpa,0.309 Mpa,0.452 Mpa,0.702 Mpa,0.152 Mpa,0.285 Mpa,,0.317 Mpa,0.115 Mpa,9.51%,37.0%,26.3%,17.2%,31.0%,7.67%,12.3%,,13.8%,5.91%
2026-08-06 15:00:00,0.104 Mpa,0.0560 Mpa,0.0598 Mpa,0.331 Mpa,0.0462 Mpa,0.283 Mpa,0.381 Mpa,,0.645 Mpa,0.114 Mpa,10.7%,6.40%,9.56%,15.8%,8.95%,11.7%,15.7%,,22.8%,5.71%
2026-08-06 17:00:00,0.0909 Mpa,0.109 Mpa,0.0483 Mpa,0 Mpa,0.0969 Mpa,0.140 Mpa,0.261 Mpa,,0.107 Mpa,0.188 Mpa,10.00%,6.80%,3.56%,4.75%,10.7%,8.20%,12.0%,,6.46%,7.48%
2026-08-06 19:00:00,0.0124 Mpa,0.0289 Mpa,0.0929 Mpa,0.120 Mpa,0.0100 Mpa,0.231 Mpa,0.425 Mpa,,0.146 Mpa,0.0773 Mpa,8.03%,5.59%,4.99%,7.75%,7.93%,11.4%,17.8%,,8.48%,3.77%
2026-08-06 21:00:00,0.0526 Mpa,0.0986 Mpa,0.0576 Mpa,0.185 Mpa,0.170 Mpa,0.116 Mpa,0.218 Mpa,,0.101 Mpa,0.0422 Mpa,8.73%,6.71%,3.62%,8.83%,12.5%,7.14%,11.8%,,7.30%,3.49%
2026-08-06 23:00:00,0.134 Mpa,0.0578 Mpa,0.0163 Mpa,0.0299 Mpa,0.0562 Mpa,0.181 Mpa,0.284 Mpa,0.00109 Mpa,0.0177 Mpa,0.0947 Mpa,12.0%,6.15%,2.47%,4.48%,9.85%,9.37%,13.3%,1.55%,5.11%,4.63%
2026-08-07 01:00:00,0.0945 Mpa,0.0761 Mpa,0.105 Mpa,0.0629 Mpa,0.140 Mpa,0.0183 Mpa,0.323 Mpa,0.0732 Mpa,0.286 Mpa,0.160 Mpa,10.1%,6.09%,5.10%,5.63%,12.6%,4.94%,14.2%,4.27%,13.1%,5.74%
2026-08-07 03:00:00,0.106 Mpa,0.0828 Mpa,0.166 Mpa,0.119 Mpa,0.0865 Mpa,0.0804 Mpa,0.205 Mpa,2.45 Mpa,0.0210 Mpa,0.217 Mpa,10.5%,7.08%,6.58%,7.37%,10.8%,7.59%,10.8%,71.6%,4.32%,9.69%
2026-08-07 05:00:00,0.0686 Mpa,0.154 Mpa,0.174 Mpa,0.0617 Mpa,0.0549 Mpa,0.111 Mpa,0.240 Mpa,1.23 Mpa,0.402 Mpa,0.0403 Mpa,9.02%,9.43%,10.5%,5.95%,9.23%,7.78%,11.6%,36.3%,15.5%,3.32%
2026-08-07 07:00:00,0.0142 Mpa,0.162 Mpa,0.0431 Mpa,0.105 Mpa,0.132 Mpa,0.0993 Mpa,0.160 Mpa,0.0734 Mpa,0.297 Mpa,0.0562 Mpa,7.46%,10.6%,5.41%,7.19%,17.2%,8.89%,9.15%,2.86%,12.4%,3.79%
2026-08-07 09:00:00,0.136 Mpa,0.594 Mpa,0.0384 Mpa,0.122 Mpa,0.0186 Mpa,0.417 Mpa,0.711 Mpa,0.0424 Mpa,0.609 Mpa,0.683 Mpa,11.4%,22.1%,12.9%,7.36%,8.50%,18.9%,26.3%,2.26%,21.8%,21.0%
2026-08-07 11:00:00,0.305 Mpa,0.344 Mpa,0.482 Mpa,0.0984 Mpa,0.0417 Mpa,0.196 Mpa,0.253 Mpa,0.0615 Mpa,0.0173 Mpa,0.176 Mpa,15.6%,16.4%,20.8%,7.13%,8.81%,16.0%,12.1%,3.44%,4.32%,7.32%
2026-08-07 13:00:00,0.108 Mpa,0.112 Mpa,0.284 Mpa,0.138 Mpa,0.0880 Mpa,0.230 Mpa,0.405 Mpa,0.161 Mpa,0.110 Mpa,0.0338 Mpa,10.9%,7.23%,9.95%,8.46%,13.7%,24.3%,16.0%,10.8%,6.57%,2.66%
2026-08-07 15:00:00,0.0497 Mpa,0.752 Mpa,0.125 Mpa,0.118 Mpa,0.0201 Mpa,0.0745 Mpa,0.0969 Mpa,0.160 Mpa,0 Mpa,0.0332 Mpa,9.08%,26.7%,6.13%,7.93%,8.59%,13.3%,9.47%,5.77%,2.86%,2.65%
2026-08-07 17:00:00,0.0665 Mpa,0.0483 Mpa,0.137 Mpa,0.0362 Mpa,0.494 Mpa,0.0592 Mpa,0.337 Mpa,0.376 Mpa,,0.208 Mpa,9.57%,5.10%,6.29%,4.79%,21.7%,6.28%,14.7%,13.8%,,8.28%
2026-08-07 19:00:00,0.0468 Mpa,0.261 Mpa,0.0354 Mpa,0.0907 Mpa,0.446 Mpa,0.0965 Mpa,0.253 Mpa,0.0446 Mpa,0.000378 Mpa,0.0118 Mpa,8.93%,12.3%,3.14%,5.99%,21.1%,7.54%,12.9%,3.27%,2.78%,3.82%
2026-08-07 21:00:00,0.0903 Mpa,0.0739 Mpa,0.126 Mpa,0.0150 Mpa,0.0390 Mpa,0.116 Mpa,0.0678 Mpa,0.103 Mpa,0 Mpa,0.0111 Mpa,10.2%,7.03%,6.55%,4.00%,7.12%,8.10%,6.80%,5.34%,4.86%,3.20%
2026-08-07 23:00:00,1.05 Mpa,0.136 Mpa,0.505 Mpa,0.0437 Mpa,0.140 Mpa,0.133 Mpa,0.220 Mpa,0.0917 Mpa,0.601 Mpa,0.0671 Mpa,38.9%,8.17%,20.3%,5.38%,9.54%,8.66%,10.6%,4.37%,20.1%,3.33%
2026-08-08 01:00:00,0.431 Mpa,0.0620 Mpa,0.0315 Mpa,0.120 Mpa,0.135 Mpa,0.124 Mpa,0.147 Mpa,0.0657 Mpa,,0.0314 Mpa,19.1%,7.58%,3.10%,7.71%,12.0%,8.38%,8.33%,3.50%,,1.71%
2026-08-08 03:00:00,0.432 Mpa,0.159 Mpa,0.0607 Mpa,0.0185 Mpa,0.0589 Mpa,0.114 Mpa,0.134 Mpa,0.0827 Mpa,,0.159 Mpa,19.5%,10.2%,3.78%,5.07%,9.89%,8.01%,8.28%,4.59%,,11.0%
2026-08-08 05:00:00,0.0929 Mpa,0.0749 Mpa,0.0829 Mpa,0.0246 Mpa,0.0591 Mpa,0.118 Mpa,0.171 Mpa,0.0661 Mpa,,0.0242 Mpa,10.0%,5.99%,4.59%,5.39%,10.0%,8.25%,9.35%,3.92%,,1.33%
2026-08-08 07:00:00,0.0666 Mpa,0.0723 Mpa,0.114 Mpa,0.0131 Mpa,0.0766 Mpa,0.145 Mpa,0.0734 Mpa,0.0753 Mpa,,0.00711 Mpa,9.24%,6.03%,5.61%,5.43%,11.0%,8.91%,6.04%,4.08%,,8.94%
2026-08-08 09:00:00,0.0427 Mpa,0.157 Mpa,0.143 Mpa,0.00659 Mpa,0.117 Mpa,0.119 Mpa,0.0467 Mpa,0.0497 Mpa,,0.0870 Mpa,8.33%,8.38%,6.22%,5.13%,12.1%,6.58%,5.45%,3.52%,,8.28%
2026-08-08 11:00:00,0.125 Mpa,0.649 Mpa,0.109 Mpa,0.105 Mpa,0.100 Mpa,0.290 Mpa,1.63 Mpa,0.105 Mpa,,0.0405 Mpa,10.9%,23.2%,5.33%,7.41%,11.8%,11.6%,54.4%,5.06%,,17.9%
2026-08-08 13:00:00,0.0555 Mpa,0.567 Mpa,0.0382 Mpa,0.112 Mpa,0.221 Mpa,0.103 Mpa,0.744 Mpa,0.0766 Mpa,,0.106 Mpa,9.40%,20.9%,3.29%,7.52%,13.6%,4.44%,26.6%,4.31%,,7.67%
2026-08-08 15:00:00,0.117 Mpa,0.0287 Mpa,0.0592 Mpa,0.0508 Mpa,0.0683 Mpa,0.230 Mpa,0.224 Mpa,0.0398 Mpa,2.76 Mpa,0.0663 Mpa,10.5%,4.89%,4.10%,5.60%,9.71%,9.24%,10.9%,3.27%,79.7%,7.07%
2026-08-08 17:00:00,0.0979 Mpa,0.00132 Mpa,0.0653 Mpa,0.0618 Mpa,0.107 Mpa,0.121 Mpa,0.483 Mpa,0.0573 Mpa,0.401 Mpa,0.123 Mpa,10.4%,3.93%,4.25%,5.84%,11.5%,8.27%,19.3%,3.13%,18.8%,6.37%
2026-08-08 19:00:00,0.201 Mpa,0.0320 Mpa,0.0310 Mpa,0.114 Mpa,0.106 Mpa,0.0822 Mpa,0.261 Mpa,0.404 Mpa,0.556 Mpa,0.0413 Mpa,12.6%,5.46%,18.8%,6.69%,11.2%,12.3%,11.8%,13.4%,19.8%,3.15%
2026-08-08 21:00:00,0.339 Mpa,0.103 Mpa,0.0889 Mpa,0.158 Mpa,0.106 Mpa,0.0362 Mpa,0.185 Mpa,0.0249 Mpa,0.140 Mpa,0.0248 Mpa,16.9%,7.19%,5.26%,8.07%,11.8%,6.29%,9.24%,2.30%,8.19%,3.04%
2026-08-08 23:00:00,0.157 Mpa,0.125 Mpa,0.0383 Mpa,0.0505 Mpa,0.0533 Mpa,0.184 Mpa,0.261 Mpa,0.0444 Mpa,0.152 Mpa,0.445 Mpa,11.5%,8.81%,4.83%,5.18%,9.79%,14.9%,12.2%,3.13%,8.25%,14.3%
2026-08-09 01:00:00,0.536 Mpa,0.0851 Mpa,0.398 Mpa,0.0978 Mpa,0.0451 Mpa,0.107 Mpa,0.325 Mpa,0.151 Mpa,0.0426 Mpa,,21.5%,7.79%,13.2%,6.86%,9.42%,6.61%,12.1%,6.01%,5.11%,
2026-08-09 03:00:00,0.0825 Mpa,0.255 Mpa,0.433 Mpa,0.0465 Mpa,0.190 Mpa,0.0769 Mpa,0.312 Mpa,0.0185 Mpa,0.166 Mpa,0.0281 Mpa,9.81%,14.9%,24.6%,5.58%,13.9%,5.77%,13.5%,1.29%,8.83%,1.51%
2026-08-09 05:00:00,0.0557 Mpa,0.0530 Mpa,0.153 Mpa,0.0554 Mpa,0.0906 Mpa,0.0844 Mpa,0.240 Mpa,0.138 Mpa,0.0822 Mpa,,9.93%,6.27%,6.44%,5.95%,11.5%,7.50%,11.3%,5.44%,6.04%,
2026-08-09 07:00:00,0.0642 Mpa,0.0579 Mpa,0.163 Mpa,0.0618 Mpa,0.0949 Mpa,0.0943 Mpa,0.166 Mpa,0.140 Mpa,0.111 Mpa,,9.36%,7.97%,6.92%,6.25%,11.3%,8.15%,9.00%,5.77%,7.70%,
2026-08-09 09:00:00,0.0635 Mpa,0.0239 Mpa,0.0225 Mpa,0.0489 Mpa,0.124 Mpa,0.0796 Mpa,0.115 Mpa,0.199 Mpa,0.124 Mpa,,9.92%,7.28%,2.33%,5.74%,12.1%,7.32%,7.39%,7.46%,7.86%,
2026-08-09 11:00:00,0.0544 Mpa,0.0519 Mpa,0.0791 Mpa,0.0269 Mpa,0.0826 Mpa,0.261 Mpa,0.423 Mpa,0.107 Mpa,0.630 Mpa,,8.87%,5.70%,4.58%,5.85%,10.8%,12.0%,17.4%,5.67%,21.6%,
2026-08-09 13:00:00,0.104 Mpa,0.0388 Mpa,0.260 Mpa,0.287 Mpa,0.0880 Mpa,0.0214 Mpa,0.369 Mpa,0.140 Mpa,0.157 Mpa,,10.5%,6.73%,9.93%,12.6%,11.6%,5.77%,15.4%,6.18%,8.45%,
2026-08-09 15:00:00,0.0155 Mpa,0.973 Mpa,0.640 Mpa,0.0227 Mpa,0.0394 Mpa,0.0117 Mpa,0.181 Mpa,0.0994 Mpa,0.0614 Mpa,0.00322 Mpa,8.02%,32.6%,20.6%,4.90%,9.56%,4.96%,9.37%,4.85%,6.07%,3.12%
2026-08-09 17:00:00,0.387 Mpa,0.0626 Mpa,0.208 Mpa,0.145 Mpa,0.0444 Mpa,0.174 Mpa,0.512 Mpa,0.419 Mpa,0.0772 Mpa,0.101 Mpa,18.5%,6.61%,8.68%,9.01%,9.54%,9.81%,20.2%,14.0%,6.10%,4.58%
2026-08-09 19:00:00,0.373 Mpa,0.177 Mpa,0.0622 Mpa,2.49 Mpa,0.165 Mpa,0.0435 Mpa,0.218 Mpa,0.150 Mpa,0.0689 Mpa,0.0622 Mpa,17.9%,10.8%,3.82%,74.8%,12.5%,6.08%,10.8%,5.89%,5.69%,3.61%
2026-08-09 21:00:00,0 Mpa,0.0549 Mpa,0.252 Mpa,0.0810 Mpa,0.0843 Mpa,0.101 Mpa,0.180 Mpa,0.0943 Mpa,0.119 Mpa,0.0869 Mpa,7.94%,6.11%,11.6%,7.29%,10.3%,8.28%,9.64%,3.94%,7.77%,4.88%
2026-08-09 23:00:00,0.0863 Mpa,0.0927 Mpa,0.131 Mpa,,0.0548 Mpa,0.104 Mpa,0.136 Mpa,0.110 Mpa,0.239 Mpa,0.0410 Mpa,9.39%,7.35%,10.5%,,9.27%,7.90%,7.42%,5.17%,11.3%,3.36%
