"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-07-17 17:00:00,0.0812 Mpa,0.108 Mpa,0 Mpa,0.0960 Mpa,0.188 Mpa,0.139 Mpa,0.155 Mpa,0.155 Mpa,0.141 Mpa,0.145 Mpa,2.41%,4.19%,0%,3.22%,6.80%,3.22%,7.48%,4.73%,4.35%,3.95%
2026-07-17 19:00:00,0.0947 Mpa,0.197 Mpa,,0.0639 Mpa,0.147 Mpa,0.279 Mpa,0.102 Mpa,0.0786 Mpa,0.144 Mpa,0.0898 Mpa,2.72%,7.06%,,1.88%,5.51%,6.89%,5.98%,2.43%,4.46%,2.43%
2026-07-17 21:00:00,0.180 Mpa,0.101 Mpa,0 Mpa,0.0375 Mpa,0.164 Mpa,0.291 Mpa,0.114 Mpa,0.0756 Mpa,0.108 Mpa,0.0592 Mpa,5.24%,4.00%,0%,1.12%,5.84%,7.46%,6.73%,2.48%,3.13%,1.63%
2026-07-17 23:00:00,0.214 Mpa,0.193 Mpa,0.00112 Mpa,0.0790 Mpa,0.141 Mpa,0.402 Mpa,0.104 Mpa,0.0548 Mpa,0.175 Mpa,0.0844 Mpa,6.20%,7.51%,0%,2.36%,5.06%,10.9%,6.17%,1.72%,5.37%,2.36%
2026-07-18 01:00:00,0.0965 Mpa,0.161 Mpa,0.169 Mpa,0.328 Mpa,0.0890 Mpa,0.331 Mpa,0.120 Mpa,0.0467 Mpa,0.113 Mpa,0.0417 Mpa,2.59%,6.35%,5.29%,9.52%,3.26%,8.48%,6.53%,1.38%,3.28%,1.15%
2026-07-18 03:00:00,0.127 Mpa,0.108 Mpa,0.180 Mpa,0.0550 Mpa,0.0704 Mpa,0.197 Mpa,0.00157 Mpa,0.0595 Mpa,0.154 Mpa,0.0870 Mpa,3.65%,4.28%,6.45%,1.74%,2.22%,4.16%,1.70%,1.71%,4.57%,2.37%
2026-07-18 05:00:00,0.0904 Mpa,0.140 Mpa,0.249 Mpa,0.144 Mpa,0.290 Mpa,0.176 Mpa,,0.0499 Mpa,0.173 Mpa,0.0991 Mpa,2.86%,6.03%,8.36%,4.68%,9.17%,4.22%,,1.55%,5.19%,2.70%
2026-07-18 07:00:00,0.0994 Mpa,0.202 Mpa,0.211 Mpa,0.154 Mpa,0.232 Mpa,0.137 Mpa,,0.246 Mpa,0.0998 Mpa,0.0901 Mpa,3.79%,7.89%,6.57%,4.85%,7.94%,2.96%,,7.34%,2.70%,2.57%
2026-07-18 09:00:00,0.133 Mpa,0.260 Mpa,0.0930 Mpa,0.111 Mpa,0.311 Mpa,0.115 Mpa,,0.0997 Mpa,0.0936 Mpa,0.0656 Mpa,5.13%,9.31%,3.20%,3.56%,10.7%,2.56%,,3.30%,2.52%,1.90%
2026-07-18 11:00:00,0.148 Mpa,0.0641 Mpa,0.132 Mpa,0.106 Mpa,0.187 Mpa,0.156 Mpa,0.150 Mpa,0.0777 Mpa,0.0957 Mpa,0.123 Mpa,5.20%,2.94%,4.39%,3.33%,5.89%,3.98%,7.07%,2.35%,2.69%,3.51%
2026-07-18 13:00:00,0.114 Mpa,0.0936 Mpa,0.0857 Mpa,0.0722 Mpa,0.103 Mpa,0.179 Mpa,,0.109 Mpa,0.109 Mpa,0.0641 Mpa,4.39%,4.26%,3.34%,2.36%,3.91%,3.81%,,3.62%,3.26%,1.67%
2026-07-18 15:00:00,0.129 Mpa,0.209 Mpa,0.0627 Mpa,0.105 Mpa,0.0755 Mpa,0.168 Mpa,,0.197 Mpa,0.0989 Mpa,0.0385 Mpa,5.21%,8.45%,2.10%,3.36%,2.71%,3.38%,,6.52%,2.81%,0.990%
2026-07-18 17:00:00,0.123 Mpa,0.142 Mpa,0.0933 Mpa,0.117 Mpa,0.147 Mpa,0.132 Mpa,,0.0737 Mpa,0.108 Mpa,0.105 Mpa,3.88%,5.58%,3.08%,3.57%,5.37%,2.80%,,2.26%,2.97%,2.93%
2026-07-18 19:00:00,0.124 Mpa,0.0648 Mpa,0.0995 Mpa,0.0554 Mpa,0.135 Mpa,0.457 Mpa,,0.0201 Mpa,0.143 Mpa,0.0888 Mpa,3.42%,2.61%,2.98%,1.68%,5.26%,12.1%,,0.432%,4.35%,2.39%
2026-07-18 21:00:00,0.117 Mpa,0.0451 Mpa,0.114 Mpa,0.0735 Mpa,0.102 Mpa,0.189 Mpa,,0.118 Mpa,0.0790 Mpa,0.0586 Mpa,3.32%,2.08%,3.40%,2.25%,3.96%,4.56%,,3.35%,2.31%,1.57%
2026-07-18 23:00:00,0.102 Mpa,0.149 Mpa,0.254 Mpa,0.121 Mpa,0.0911 Mpa,0.120 Mpa,,0.159 Mpa,0.180 Mpa,0.101 Mpa,2.81%,5.07%,7.38%,3.71%,3.58%,2.68%,,4.77%,5.42%,2.84%
2026-07-19 01:00:00,0.0771 Mpa,0.105 Mpa,,0.0323 Mpa,0.0865 Mpa,0.100 Mpa,0.0456 Mpa,0.0755 Mpa,0.103 Mpa,0.0868 Mpa,2.23%,4.01%,,0.937%,3.21%,2.08%,4.76%,2.23%,2.98%,2.40%
2026-07-19 03:00:00,0.129 Mpa,0.168 Mpa,,0.101 Mpa,0.0735 Mpa,0.112 Mpa,0.0711 Mpa,0.0812 Mpa,0.133 Mpa,0.0935 Mpa,3.91%,6.09%,,3.12%,2.77%,1.68%,4.70%,2.32%,3.76%,2.58%
2026-07-19 05:00:00,0.0796 Mpa,0.128 Mpa,0.0875 Mpa,0.0978 Mpa,0.0712 Mpa,0.155 Mpa,0.111 Mpa,0.0847 Mpa,0.125 Mpa,0.116 Mpa,2.38%,4.97%,1.86%,2.93%,2.44%,3.19%,5.95%,2.52%,3.71%,3.27%
2026-07-19 07:00:00,0.129 Mpa,0.143 Mpa,0.459 Mpa,0.0425 Mpa,0.0513 Mpa,0.109 Mpa,0.0905 Mpa,0.0491 Mpa,0.131 Mpa,0.120 Mpa,3.73%,5.95%,13.5%,1.31%,1.75%,2.19%,4.99%,1.57%,3.80%,3.55%
2026-07-19 09:00:00,0.0794 Mpa,0.0580 Mpa,0.584 Mpa,0.0231 Mpa,0.0701 Mpa,0.137 Mpa,0.147 Mpa,0.194 Mpa,0.0871 Mpa,0.0954 Mpa,2.22%,4.69%,17.7%,0.680%,2.35%,3.44%,6.80%,6.06%,2.17%,2.80%
2026-07-19 11:00:00,0.142 Mpa,0.0760 Mpa,0.335 Mpa,0.0439 Mpa,0.0597 Mpa,0.161 Mpa,0.216 Mpa,0.123 Mpa,0.0777 Mpa,0.208 Mpa,4.04%,3.69%,9.76%,1.39%,2.18%,3.61%,8.27%,3.92%,2.10%,5.81%
2026-07-19 13:00:00,0.131 Mpa,0.0643 Mpa,0.0857 Mpa,0.0968 Mpa,0.0670 Mpa,0.0624 Mpa,0.144 Mpa,0.141 Mpa,0.123 Mpa,0.147 Mpa,3.77%,2.61%,2.43%,3.07%,2.53%,1.26%,6.56%,5.11%,3.68%,4.19%
2026-07-19 15:00:00,0.116 Mpa,0.0198 Mpa,0.0718 Mpa,0.0674 Mpa,0.0868 Mpa,0.104 Mpa,0.102 Mpa,0.108 Mpa,0.235 Mpa,0.0515 Mpa,3.38%,1.30%,2.15%,2.10%,2.81%,2.55%,5.18%,4.29%,7.15%,1.41%
2026-07-19 17:00:00,0.357 Mpa,0.0606 Mpa,0.529 Mpa,0.113 Mpa,0.142 Mpa,0.0869 Mpa,0.128 Mpa,0.0795 Mpa,0.197 Mpa,0.0693 Mpa,10.1%,2.88%,16.4%,3.43%,4.40%,2.03%,6.18%,2.82%,6.07%,1.92%
2026-07-19 19:00:00,0.343 Mpa,0.101 Mpa,0.170 Mpa,0.112 Mpa,0.101 Mpa,0.126 Mpa,0.0555 Mpa,0.131 Mpa,0.212 Mpa,0.111 Mpa,11.1%,4.19%,5.88%,3.40%,3.64%,3.25%,4.98%,4.06%,6.47%,3.01%
2026-07-19 21:00:00,0.0978 Mpa,0.0593 Mpa,0.107 Mpa,0.0840 Mpa,0.155 Mpa,0.172 Mpa,0.158 Mpa,0.0952 Mpa,0.134 Mpa,0.0717 Mpa,2.50%,2.71%,3.19%,2.59%,5.44%,4.38%,7.94%,2.86%,4.23%,2.09%
2026-07-19 23:00:00,0.205 Mpa,0.0859 Mpa,0.0983 Mpa,0.0804 Mpa,0.150 Mpa,0.170 Mpa,0.130 Mpa,0.0929 Mpa,0.186 Mpa,0.0947 Mpa,5.68%,3.58%,2.91%,2.47%,5.66%,4.22%,6.63%,3.09%,5.55%,2.65%
2026-07-20 01:00:00,0.0520 Mpa,0.131 Mpa,0.150 Mpa,0.0536 Mpa,0.153 Mpa,0.184 Mpa,0.115 Mpa,0.146 Mpa,0.210 Mpa,0.103 Mpa,1.28%,4.68%,4.44%,1.64%,6.12%,4.86%,6.16%,4.42%,6.79%,2.73%
2026-07-20 03:00:00,0.185 Mpa,0.0724 Mpa,0.0728 Mpa,0.0530 Mpa,0.0857 Mpa,0.170 Mpa,0.0330 Mpa,0.256 Mpa,0.228 Mpa,0.0611 Mpa,5.36%,2.80%,2.32%,1.62%,3.33%,4.38%,3.21%,7.24%,7.23%,1.78%
2026-07-20 05:00:00,0.104 Mpa,0.277 Mpa,0.120 Mpa,0.0870 Mpa,0.0791 Mpa,0.145 Mpa,0.0762 Mpa,,0.135 Mpa,0.134 Mpa,3.10%,9.39%,4.03%,2.83%,2.59%,3.47%,5.18%,,3.87%,3.82%
2026-07-20 07:00:00,0.125 Mpa,0.196 Mpa,0.180 Mpa,0.0677 Mpa,0.0484 Mpa,0.182 Mpa,0.0676 Mpa,,0.189 Mpa,0.0713 Mpa,3.58%,7.32%,5.54%,1.96%,1.93%,4.44%,4.66%,,5.63%,2.16%
2026-07-20 09:00:00,0.183 Mpa,0.116 Mpa,0.0983 Mpa,0.0709 Mpa,0.0641 Mpa,0.231 Mpa,0.120 Mpa,0.145 Mpa,0.119 Mpa,0.0599 Mpa,5.45%,6.04%,3.15%,2.10%,2.08%,5.73%,6.15%,3.92%,3.55%,1.87%
2026-07-20 11:00:00,0.149 Mpa,0.0824 Mpa,0.132 Mpa,0.203 Mpa,0.144 Mpa,0.286 Mpa,0.105 Mpa,0.171 Mpa,0.203 Mpa,0.147 Mpa,4.40%,4.50%,4.06%,6.01%,4.74%,6.86%,5.16%,4.99%,6.65%,4.17%
2026-07-20 13:00:00,0.383 Mpa,0.0219 Mpa,0.0805 Mpa,0 Mpa,0.0566 Mpa,0.218 Mpa,0.103 Mpa,0.0511 Mpa,0.141 Mpa,0.109 Mpa,11.4%,1.36%,3.07%,0%,1.76%,4.75%,5.35%,1.89%,4.07%,3.33%
2026-07-20 15:00:00,0.129 Mpa,0.0874 Mpa,0.256 Mpa,0.0277 Mpa,0.141 Mpa,0.106 Mpa,0.123 Mpa,0.0996 Mpa,0.123 Mpa,0.0859 Mpa,3.79%,3.86%,8.48%,0.999%,4.75%,2.24%,4.78%,3.58%,3.45%,2.54%
2026-07-20 17:00:00,,0.0988 Mpa,,0.00489 Mpa,1.36 Mpa,0.403 Mpa,0.00627 Mpa,0.0788 Mpa,0.170 Mpa,0.0981 Mpa,,3.64%,,0.264%,41.2%,10.5%,1.99%,2.43%,5.21%,2.75%
2026-07-20 19:00:00,0.128 Mpa,0.0800 Mpa,0.472 Mpa,0.0599 Mpa,0.232 Mpa,0.188 Mpa,0.0203 Mpa,0.0309 Mpa,0.214 Mpa,0.0637 Mpa,3.40%,3.18%,12.7%,1.93%,7.33%,4.25%,2.44%,0.701%,6.41%,1.72%
2026-07-20 21:00:00,0.141 Mpa,0.0589 Mpa,0.0498 Mpa,0.126 Mpa,0.0805 Mpa,0.245 Mpa,0.425 Mpa,0.119 Mpa,0.124 Mpa,0.112 Mpa,3.91%,2.51%,1.61%,3.78%,2.93%,5.15%,13.6%,3.42%,3.64%,3.22%
2026-07-20 23:00:00,0.141 Mpa,0.0414 Mpa,0.0516 Mpa,0.0229 Mpa,0.0553 Mpa,0.365 Mpa,0.219 Mpa,0.128 Mpa,0.0905 Mpa,0.0671 Mpa,4.04%,1.91%,1.56%,0.588%,1.98%,9.65%,8.63%,4.19%,2.66%,1.82%
2026-07-21 01:00:00,0.167 Mpa,0.138 Mpa,0.0802 Mpa,0.107 Mpa,0.133 Mpa,0.142 Mpa,0.0724 Mpa,0.0777 Mpa,0.123 Mpa,0.0826 Mpa,4.69%,4.97%,2.60%,3.22%,4.87%,3.35%,4.31%,2.52%,3.34%,2.25%
2026-07-21 03:00:00,0.185 Mpa,0.0777 Mpa,0.0746 Mpa,0.0816 Mpa,0.261 Mpa,0.138 Mpa,0.105 Mpa,0.144 Mpa,0.110 Mpa,0.0756 Mpa,5.21%,2.65%,2.27%,2.52%,9.63%,3.18%,5.39%,4.48%,3.01%,1.99%
2026-07-21 05:00:00,0.0692 Mpa,0.0467 Mpa,0.0914 Mpa,0.0781 Mpa,0.0579 Mpa,0.0763 Mpa,0.0517 Mpa,0.102 Mpa,0.148 Mpa,0.124 Mpa,1.96%,2.37%,2.64%,2.53%,1.87%,1.46%,4.10%,2.97%,4.34%,3.51%
2026-07-21 07:00:00,0.0516 Mpa,0.0372 Mpa,0.103 Mpa,0.0269 Mpa,0.0218 Mpa,0.0695 Mpa,0.0739 Mpa,0.0603 Mpa,0.111 Mpa,0.0817 Mpa,1.55%,2.06%,3.00%,1.03%,0.714%,1.67%,4.87%,1.61%,3.30%,2.46%
2026-07-21 09:00:00,0.271 Mpa,0.0908 Mpa,0.0901 Mpa,0.0840 Mpa,0.179 Mpa,0.109 Mpa,0.216 Mpa,0.0391 Mpa,0.112 Mpa,0.0399 Mpa,8.54%,3.87%,2.62%,2.84%,6.21%,2.65%,8.46%,1.10%,3.38%,1.17%
2026-07-21 11:00:00,0.120 Mpa,0.0782 Mpa,0.0822 Mpa,0.0640 Mpa,0.000162 Mpa,0.109 Mpa,0.303 Mpa,0.0452 Mpa,0.116 Mpa,0.172 Mpa,3.57%,3.57%,2.45%,2.45%,0%,2.03%,11.4%,1.19%,3.45%,5.03%
2026-07-21 13:00:00,0.110 Mpa,0.147 Mpa,0.0306 Mpa,0.0768 Mpa,0.103 Mpa,0.119 Mpa,0.266 Mpa,0.0535 Mpa,0.162 Mpa,0.0632 Mpa,3.27%,5.45%,0.879%,2.92%,3.20%,2.38%,9.21%,1.43%,5.08%,1.66%
2026-07-21 15:00:00,0.0997 Mpa,0.0861 Mpa,0.0781 Mpa,0.0612 Mpa,0.0750 Mpa,0.125 Mpa,0.0530 Mpa,0.101 Mpa,0.112 Mpa,0.0661 Mpa,3.06%,3.62%,2.55%,2.65%,3.27%,2.93%,4.08%,2.93%,3.41%,1.70%
2026-07-21 17:00:00,0.0688 Mpa,0.129 Mpa,0.0667 Mpa,0.0848 Mpa,0.0931 Mpa,0.150 Mpa,0.162 Mpa,0.0947 Mpa,0.132 Mpa,0.0843 Mpa,2.12%,5.09%,2.15%,2.96%,2.90%,3.46%,6.61%,2.80%,3.79%,2.45%
2026-07-21 19:00:00,0.0741 Mpa,0.269 Mpa,0.111 Mpa,0.0571 Mpa,0.115 Mpa,0.171 Mpa,0.153 Mpa,0.0618 Mpa,0.104 Mpa,0.109 Mpa,2.05%,9.63%,3.28%,1.91%,3.60%,3.80%,6.59%,2.04%,2.90%,3.01%
2026-07-21 21:00:00,0.120 Mpa,0.323 Mpa,0.0957 Mpa,0.000313 Mpa,0.0374 Mpa,0.107 Mpa,0.144 Mpa,0.0423 Mpa,0.0554 Mpa,0.0735 Mpa,3.37%,12.0%,2.89%,0%,1.26%,1.74%,6.58%,1.28%,1.62%,2.02%
2026-07-21 23:00:00,0.0184 Mpa,0.343 Mpa,0.451 Mpa,,0.0262 Mpa,0.147 Mpa,0.162 Mpa,0.159 Mpa,0.0918 Mpa,0.140 Mpa,0.426%,12.7%,13.3%,,0.829%,3.06%,6.63%,4.91%,2.81%,3.77%
2026-07-22 01:00:00,0.0806 Mpa,0.164 Mpa,0.0907 Mpa,0.0366 Mpa,0.0337 Mpa,0.139 Mpa,0.125 Mpa,0.0354 Mpa,0.102 Mpa,0.110 Mpa,2.20%,7.09%,3.35%,1.12%,1.11%,2.96%,5.88%,1.04%,3.24%,3.04%
2026-07-22 03:00:00,0.102 Mpa,0.189 Mpa,0.0560 Mpa,0.131 Mpa,0.0787 Mpa,0.179 Mpa,0.157 Mpa,0.0247 Mpa,0.0976 Mpa,0.0963 Mpa,2.84%,7.88%,1.74%,4.14%,2.79%,4.04%,6.91%,0.866%,2.73%,2.84%
2026-07-22 05:00:00,0.0232 Mpa,0.259 Mpa,0.108 Mpa,0.0596 Mpa,0.0543 Mpa,0.156 Mpa,0.0934 Mpa,0.0887 Mpa,0.0736 Mpa,0.224 Mpa,0.661%,9.10%,3.35%,2.50%,1.93%,3.67%,4.75%,2.61%,2.13%,6.28%
2026-07-22 07:00:00,0.0925 Mpa,0.0437 Mpa,0.128 Mpa,0.0735 Mpa,0.0621 Mpa,0.163 Mpa,0.122 Mpa,0.0517 Mpa,0.118 Mpa,0.238 Mpa,2.92%,2.13%,4.18%,3.34%,2.29%,3.77%,6.08%,1.39%,3.57%,7.13%
2026-07-22 09:00:00,0.121 Mpa,0.146 Mpa,0.120 Mpa,0.0578 Mpa,0.0927 Mpa,0.0663 Mpa,0.0746 Mpa,0.0657 Mpa,0.167 Mpa,0.130 Mpa,3.62%,5.54%,4.01%,2.61%,3.79%,1.16%,4.39%,1.83%,5.06%,3.99%
2026-07-22 11:00:00,0.199 Mpa,0.136 Mpa,0.145 Mpa,0.0762 Mpa,0.120 Mpa,0.140 Mpa,0.226 Mpa,0.0683 Mpa,0.105 Mpa,0.114 Mpa,6.55%,4.80%,4.94%,2.76%,4.62%,3.05%,8.41%,2.03%,3.01%,3.44%
2026-07-22 13:00:00,0.213 Mpa,0.0861 Mpa,0.108 Mpa,0.0757 Mpa,0.161 Mpa,0.470 Mpa,0.119 Mpa,0.114 Mpa,0.0706 Mpa,,6.90%,3.30%,3.28%,2.55%,5.75%,13.2%,5.74%,3.30%,2.20%,
2026-07-22 15:00:00,0.238 Mpa,0.0251 Mpa,0.226 Mpa,0.0768 Mpa,0.107 Mpa,0.469 Mpa,0.0611 Mpa,0.0701 Mpa,0.145 Mpa,0.0883 Mpa,7.67%,1.44%,6.85%,2.50%,3.68%,12.9%,4.09%,2.12%,4.65%,2.71%
2026-07-22 17:00:00,0.134 Mpa,0.283 Mpa,0.113 Mpa,0.122 Mpa,0.157 Mpa,0.102 Mpa,0.0808 Mpa,0.0994 Mpa,0.128 Mpa,0.196 Mpa,4.06%,9.73%,3.37%,4.19%,5.42%,2.17%,4.59%,2.99%,3.98%,5.77%
2026-07-22 19:00:00,0.107 Mpa,0.179 Mpa,0.134 Mpa,0.0594 Mpa,0.119 Mpa,0.109 Mpa,0.186 Mpa,0.0597 Mpa,0.0849 Mpa,0.142 Mpa,3.19%,6.97%,4.27%,1.94%,3.89%,2.23%,7.39%,1.98%,2.76%,3.88%
2026-07-22 21:00:00,0.106 Mpa,0.338 Mpa,0.109 Mpa,0.0524 Mpa,0.0497 Mpa,0.167 Mpa,0.0672 Mpa,0.0592 Mpa,0.0767 Mpa,0.151 Mpa,3.16%,12.9%,3.11%,1.61%,1.65%,3.91%,4.30%,2.21%,2.36%,4.21%
2026-07-22 23:00:00,0.255 Mpa,0.199 Mpa,0.224 Mpa,0.0996 Mpa,0.0750 Mpa,0.135 Mpa,0.195 Mpa,0.128 Mpa,0.220 Mpa,0.128 Mpa,7.34%,7.84%,6.76%,3.08%,2.63%,3.41%,7.98%,3.97%,7.14%,3.51%
2026-07-23 01:00:00,0.184 Mpa,0.216 Mpa,0.203 Mpa,0.0723 Mpa,0.0364 Mpa,0.144 Mpa,0.156 Mpa,0.0662 Mpa,0.0999 Mpa,0.0352 Mpa,5.56%,7.88%,6.54%,2.32%,1.26%,3.51%,7.20%,1.81%,2.97%,0.849%
2026-07-23 03:00:00,0.119 Mpa,0.0611 Mpa,0.0959 Mpa,0.157 Mpa,0.0744 Mpa,0.243 Mpa,0.147 Mpa,0.0798 Mpa,0.0671 Mpa,0.0523 Mpa,3.66%,2.54%,3.19%,5.07%,2.73%,5.67%,6.49%,2.40%,1.91%,1.36%
2026-07-23 05:00:00,0.0673 Mpa,0.103 Mpa,0.0745 Mpa,0.0706 Mpa,0.0741 Mpa,0.245 Mpa,0.0995 Mpa,0.0585 Mpa,0.0722 Mpa,0.0652 Mpa,2.47%,3.99%,2.17%,2.59%,2.65%,6.75%,5.73%,1.95%,2.51%,1.74%
2026-07-23 07:00:00,0.173 Mpa,0.0504 Mpa,0.0462 Mpa,0.0701 Mpa,0.0635 Mpa,0.181 Mpa,0.132 Mpa,0.0494 Mpa,0.0854 Mpa,0.0790 Mpa,5.21%,2.73%,1.27%,2.78%,2.33%,4.85%,6.07%,1.36%,2.22%,2.04%
2026-07-23 09:00:00,0.0706 Mpa,0.0630 Mpa,0.0376 Mpa,0.181 Mpa,0.231 Mpa,0.115 Mpa,0.308 Mpa,0.0746 Mpa,0.0385 Mpa,0.0654 Mpa,2.24%,2.96%,0.906%,6.01%,8.83%,2.50%,11.9%,2.15%,0.869%,1.77%
2026-07-23 11:00:00,0.106 Mpa,0.0416 Mpa,0.0602 Mpa,0.149 Mpa,0.173 Mpa,0.201 Mpa,0.158 Mpa,0.0705 Mpa,0.0793 Mpa,0.151 Mpa,3.37%,2.47%,1.53%,4.61%,6.50%,5.11%,7.21%,1.96%,2.11%,4.20%
2026-07-23 13:00:00,0.141 Mpa,0.0973 Mpa,0.0647 Mpa,0.0675 Mpa,0.0631 Mpa,0.104 Mpa,0.224 Mpa,0.0735 Mpa,0.0985 Mpa,0.0713 Mpa,4.79%,3.66%,2.07%,2.10%,2.35%,2.19%,8.75%,2.14%,2.80%,1.88%
2026-07-23 15:00:00,0.265 Mpa,0.0941 Mpa,0.268 Mpa,0.121 Mpa,0.173 Mpa,0.110 Mpa,0.372 Mpa,0.183 Mpa,0.0942 Mpa,0.0964 Mpa,7.71%,4.14%,8.42%,3.51%,6.22%,2.44%,12.8%,5.33%,2.55%,2.67%
2026-07-23 17:00:00,0.0398 Mpa,0.0949 Mpa,0.0825 Mpa,,0.0374 Mpa,0.126 Mpa,0.0971 Mpa,0.128 Mpa,0.0750 Mpa,0.135 Mpa,1.29%,4.20%,2.51%,,1.50%,3.04%,5.59%,3.70%,1.97%,3.78%
2026-07-23 19:00:00,0.240 Mpa,0.0571 Mpa,0.0176 Mpa,0.120 Mpa,0.0635 Mpa,0.0387 Mpa,0.222 Mpa,0.0747 Mpa,0.102 Mpa,0.0936 Mpa,5.90%,2.46%,1.99%,3.93%,2.75%,0.494%,8.58%,2.06%,2.99%,2.78%
2026-07-23 21:00:00,0.0215 Mpa,0.0478 Mpa,0 Mpa,0.0332 Mpa,0.0757 Mpa,0.0555 Mpa,0.535 Mpa,0.0899 Mpa,0.0725 Mpa,0.111 Mpa,0%,2.29%,0%,1.70%,3.21%,0.819%,18.3%,2.63%,2.12%,3.19%
2026-07-23 23:00:00,0.0656 Mpa,0.0625 Mpa,0.0106 Mpa,0.225 Mpa,0.0647 Mpa,0.0820 Mpa,0.0826 Mpa,0.0500 Mpa,0.0718 Mpa,0.0726 Mpa,1.40%,2.61%,0.241%,6.87%,2.30%,1.65%,4.58%,1.50%,2.14%,2.15%
2026-07-24 01:00:00,0.156 Mpa,0.0715 Mpa,0.0665 Mpa,0.0763 Mpa,0.154 Mpa,0.270 Mpa,0.191 Mpa,0.0790 Mpa,0.0759 Mpa,0.0804 Mpa,4.35%,2.95%,3.36%,2.58%,6.26%,7.12%,7.93%,2.30%,2.17%,2.29%
2026-07-24 03:00:00,0.111 Mpa,0.625 Mpa,0.0873 Mpa,0.0702 Mpa,0.207 Mpa,0.208 Mpa,0.0838 Mpa,0.0660 Mpa,0.0897 Mpa,0.0837 Mpa,3.21%,18.5%,2.60%,2.13%,8.07%,5.37%,4.85%,1.96%,2.83%,2.30%
2026-07-24 05:00:00,0.0754 Mpa,0.0757 Mpa,0.0664 Mpa,0.00720 Mpa,0.131 Mpa,0.184 Mpa,0.0763 Mpa,0.0851 Mpa,0.0887 Mpa,0.103 Mpa,2.11%,3.38%,2.59%,0.275%,5.01%,4.46%,5.24%,2.38%,2.61%,2.81%
2026-07-24 07:00:00,0.118 Mpa,0.0604 Mpa,0.0213 Mpa,0.0194 Mpa,0.141 Mpa,0.154 Mpa,0.0948 Mpa,0.201 Mpa,0.0665 Mpa,0.0576 Mpa,4.04%,2.95%,1.04%,0.715%,5.34%,3.51%,5.80%,6.09%,1.81%,1.50%
2026-07-24 09:00:00,0.162 Mpa,0.0517 Mpa,0.0735 Mpa,0.119 Mpa,0.147 Mpa,0.128 Mpa,0.0533 Mpa,0.167 Mpa,0.0943 Mpa,0.0634 Mpa,5.29%,2.93%,3.07%,3.89%,5.38%,3.11%,4.35%,4.91%,2.69%,1.57%
2026-07-24 11:00:00,0.117 Mpa,0.101 Mpa,0.0961 Mpa,0.0886 Mpa,0.133 Mpa,0.242 Mpa,0.126 Mpa,0.112 Mpa,0.101 Mpa,0.0603 Mpa,4.11%,4.40%,3.39%,2.66%,4.96%,6.48%,7.40%,3.23%,2.93%,1.64%
2026-07-24 13:00:00,0.0694 Mpa,0.0902 Mpa,0.0592 Mpa,0.0933 Mpa,0.261 Mpa,0.276 Mpa,0.118 Mpa,0.212 Mpa,0.0660 Mpa,0.112 Mpa,1.95%,3.42%,6.33%,2.99%,9.37%,7.08%,6.54%,6.30%,1.74%,2.99%
2026-07-24 15:00:00,0.119 Mpa,0.0652 Mpa,0.157 Mpa,0.114 Mpa,0.0379 Mpa,0.109 Mpa,0.449 Mpa,0.0761 Mpa,0.0897 Mpa,,3.49%,3.10%,5.38%,3.61%,1.32%,2.25%,14.6%,2.19%,2.55%,
2026-07-24 17:00:00,0.157 Mpa,0.128 Mpa,0.0355 Mpa,0.244 Mpa,0.143 Mpa,0.117 Mpa,0.171 Mpa,0.137 Mpa,0.0906 Mpa,,4.74%,5.48%,1.35%,7.99%,5.06%,2.73%,7.83%,4.04%,2.68%,
2026-07-24 19:00:00,0.207 Mpa,0.0458 Mpa,0.0317 Mpa,0.137 Mpa,0.166 Mpa,0.0794 Mpa,0.283 Mpa,0.0748 Mpa,,,6.33%,2.42%,1.28%,4.92%,5.18%,1.30%,11.1%,2.32%,,
2026-07-24 21:00:00,0.103 Mpa,0.0341 Mpa,0.0878 Mpa,0.162 Mpa,0.136 Mpa,0.291 Mpa,0.0699 Mpa,0.0970 Mpa,,,3.99%,2.14%,2.61%,5.13%,4.08%,8.22%,4.67%,2.93%,,
2026-07-24 23:00:00,0.133 Mpa,0.0996 Mpa,0.0591 Mpa,0.0185 Mpa,0.0523 Mpa,0.160 Mpa,0.180 Mpa,0.0717 Mpa,0 Mpa,,4.36%,3.86%,2.38%,0.600%,1.64%,4.20%,8.03%,2.15%,0.753%,
2026-07-25 01:00:00,0.0810 Mpa,0.114 Mpa,0.0624 Mpa,0.000253 Mpa,0.346 Mpa,0.131 Mpa,0.131 Mpa,0.0837 Mpa,0.0981 Mpa,0.120 Mpa,2.55%,4.28%,2.56%,0%,10.2%,2.72%,6.67%,2.60%,2.91%,2.89%
2026-07-25 03:00:00,0.0765 Mpa,0.0781 Mpa,0.141 Mpa,,0.115 Mpa,0.142 Mpa,0.0531 Mpa,0.106 Mpa,0.0792 Mpa,0.0674 Mpa,2.53%,3.49%,3.96%,,4.13%,4.17%,3.77%,3.11%,2.22%,1.80%
