"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-08-01 05:00:00,0.116 Mpa,0.183 Mpa,0.0329 Mpa,0.0355 Mpa,0.162 Mpa,0.160 Mpa,0.171 Mpa,0.132 Mpa,0.251 Mpa,0.0976 Mpa,3.14%,7.83%,6.71%,1.10%,5.91%,4.22%,6.90%,4.12%,7.27%,2.72%
2026-08-01 07:00:00,0.0681 Mpa,0.130 Mpa,0.0835 Mpa,0.0859 Mpa,0.0442 Mpa,0.0885 Mpa,0.151 Mpa,0.0937 Mpa,0.138 Mpa,0.0757 Mpa,1.81%,5.13%,8.22%,2.72%,1.58%,1.91%,7.37%,2.85%,3.90%,1.96%
2026-08-01 09:00:00,0.0606 Mpa,0.162 Mpa,0.0967 Mpa,0.0749 Mpa,0.0631 Mpa,0.208 Mpa,0.0767 Mpa,0.167 Mpa,0.0490 Mpa,0.0693 Mpa,1.58%,6.28%,9.32%,2.47%,2.47%,5.43%,5.32%,5.10%,1.16%,1.87%
2026-08-01 11:00:00,0.0619 Mpa,0.144 Mpa,0.0679 Mpa,0.112 Mpa,0.167 Mpa,0.181 Mpa,0.0643 Mpa,0.122 Mpa,0.0480 Mpa,0.116 Mpa,2.27%,5.63%,7.62%,3.89%,6.16%,4.15%,4.70%,4.02%,1.11%,3.08%
2026-08-01 13:00:00,0.0792 Mpa,0.0796 Mpa,0.396 Mpa,0.119 Mpa,0.116 Mpa,0.171 Mpa,0.127 Mpa,0.0670 Mpa,0.120 Mpa,0.0489 Mpa,2.79%,3.76%,15.8%,3.44%,4.20%,3.69%,5.86%,2.22%,3.47%,1.34%
2026-08-01 15:00:00,0.0488 Mpa,0.0536 Mpa,0.130 Mpa,0.0817 Mpa,0.142 Mpa,0.133 Mpa,0.102 Mpa,0.148 Mpa,0.0549 Mpa,0.0920 Mpa,1.36%,3.22%,7.44%,2.35%,5.01%,3.23%,5.64%,4.45%,1.43%,2.56%
2026-08-01 17:00:00,0.123 Mpa,0.266 Mpa,0.186 Mpa,0.135 Mpa,0.0675 Mpa,0.184 Mpa,0.110 Mpa,0.333 Mpa,0.138 Mpa,0.0783 Mpa,3.39%,9.55%,9.49%,5.04%,1.98%,5.38%,6.27%,9.67%,3.83%,2.30%
2026-08-01 19:00:00,0.0900 Mpa,0.0743 Mpa,0.131 Mpa,0.0635 Mpa,0.0789 Mpa,0.176 Mpa,0.0991 Mpa,0.265 Mpa,0.154 Mpa,0.0702 Mpa,2.55%,3.38%,7.50%,2.89%,3.00%,4.94%,5.87%,7.69%,4.72%,2.05%
2026-08-01 21:00:00,0.0719 Mpa,0.101 Mpa,0.0578 Mpa,0.0491 Mpa,0.0118 Mpa,0.176 Mpa,0.110 Mpa,0.0274 Mpa,0.139 Mpa,0.132 Mpa,2.37%,4.18%,8.70%,1.74%,0.405%,4.92%,6.25%,0.743%,3.76%,3.76%
2026-08-01 23:00:00,0.0848 Mpa,0.0769 Mpa,0.213 Mpa,0.0451 Mpa,0.00735 Mpa,0.140 Mpa,0.155 Mpa,0.0932 Mpa,0.393 Mpa,0.0697 Mpa,2.28%,3.40%,10.00%,2.37%,0.230%,3.61%,7.66%,2.51%,11.3%,1.91%
2026-08-02 01:00:00,0.168 Mpa,0.228 Mpa,0.0515 Mpa,0.103 Mpa,0.116 Mpa,0.123 Mpa,0.110 Mpa,0.0901 Mpa,0.0805 Mpa,0.0735 Mpa,5.66%,8.40%,5.72%,4.40%,3.52%,2.69%,6.65%,2.53%,1.95%,1.97%
2026-08-02 03:00:00,0.228 Mpa,0.0830 Mpa,0.140 Mpa,,,0.146 Mpa,0.0773 Mpa,0.0906 Mpa,0.107 Mpa,0.0366 Mpa,7.31%,3.48%,8.43%,,,3.96%,4.91%,2.77%,3.47%,0.955%
2026-08-02 05:00:00,0.125 Mpa,0.164 Mpa,0.0798 Mpa,,,0.136 Mpa,0.0729 Mpa,0.0505 Mpa,0.0552 Mpa,0.142 Mpa,3.67%,6.35%,8.14%,,,3.61%,5.00%,1.64%,1.01%,3.73%
2026-08-02 07:00:00,0.194 Mpa,0.136 Mpa,0.101 Mpa,,,0.199 Mpa,0.254 Mpa,0.102 Mpa,0.0615 Mpa,0.0519 Mpa,5.89%,5.20%,10.7%,,,5.40%,11.2%,3.29%,1.32%,1.41%
2026-08-02 09:00:00,0.0887 Mpa,0.141 Mpa,0.0698 Mpa,,0.127 Mpa,0.180 Mpa,0.148 Mpa,0.117 Mpa,0.0451 Mpa,0.0528 Mpa,2.29%,5.63%,8.97%,,3.78%,4.87%,7.58%,3.62%,0.914%,1.37%
2026-08-02 11:00:00,0.153 Mpa,0.0648 Mpa,0.183 Mpa,,0 Mpa,0.0977 Mpa,0.132 Mpa,0.103 Mpa,0.0433 Mpa,0.121 Mpa,4.68%,2.93%,10.7%,,0%,2.26%,6.85%,3.33%,0.981%,3.33%
2026-08-02 13:00:00,0.0882 Mpa,0.0718 Mpa,0.0627 Mpa,,,0.236 Mpa,0.0889 Mpa,0.0447 Mpa,0.115 Mpa,0.000220 Mpa,2.37%,3.13%,7.00%,,,6.25%,5.47%,1.57%,3.10%,0%
2026-08-02 15:00:00,0.0846 Mpa,0.0761 Mpa,0.104 Mpa,,,0.167 Mpa,0.0714 Mpa,0.139 Mpa,0.130 Mpa,0.101 Mpa,2.38%,3.52%,8.05%,,,4.49%,4.76%,4.28%,3.73%,2.64%
2026-08-02 17:00:00,0.121 Mpa,0.0532 Mpa,0.281 Mpa,,,0.125 Mpa,0.110 Mpa,0.127 Mpa,0.107 Mpa,0.0761 Mpa,3.57%,2.37%,12.8%,,,3.34%,6.50%,4.09%,3.01%,2.06%
2026-08-02 19:00:00,0.153 Mpa,0.185 Mpa,0.0880 Mpa,,,0.0706 Mpa,0.176 Mpa,0.0483 Mpa,0.0488 Mpa,0.0754 Mpa,4.64%,6.39%,8.28%,,,1.49%,9.00%,1.31%,1.04%,1.95%
2026-08-02 21:00:00,0.0752 Mpa,0.0827 Mpa,0.0846 Mpa,,,0.154 Mpa,0.158 Mpa,0.0849 Mpa,0.0968 Mpa,0.0536 Mpa,2.19%,3.24%,5.99%,,,3.97%,8.02%,2.61%,2.76%,1.39%
2026-08-02 23:00:00,0.280 Mpa,0.0539 Mpa,0.0557 Mpa,0 Mpa,,0.118 Mpa,0.131 Mpa,0.0766 Mpa,0.0835 Mpa,0.0624 Mpa,8.00%,2.54%,5.97%,0%,,2.83%,6.69%,2.12%,2.31%,1.67%
2026-08-03 01:00:00,0.0854 Mpa,0.175 Mpa,0.106 Mpa,0.0858 Mpa,,0.161 Mpa,0.141 Mpa,0.133 Mpa,0.364 Mpa,0.0688 Mpa,2.28%,6.35%,7.14%,2.74%,,4.30%,7.40%,3.65%,10.3%,1.99%
2026-08-03 03:00:00,0.143 Mpa,0.107 Mpa,0.103 Mpa,0.0573 Mpa,,0.172 Mpa,0.100 Mpa,0.124 Mpa,0.0435 Mpa,0.115 Mpa,4.07%,4.12%,10.4%,1.96%,,5.01%,5.98%,3.55%,0.951%,3.10%
2026-08-03 05:00:00,0.0935 Mpa,0.121 Mpa,0.0779 Mpa,0.0722 Mpa,,0.114 Mpa,0.134 Mpa,0.0892 Mpa,0.0689 Mpa,0.0635 Mpa,2.61%,4.24%,7.51%,2.39%,,2.88%,6.99%,2.44%,1.88%,1.73%
2026-08-03 07:00:00,0.108 Mpa,0.186 Mpa,0.0654 Mpa,0.0485 Mpa,0 Mpa,0.161 Mpa,0.0748 Mpa,0.0714 Mpa,0.0875 Mpa,0.109 Mpa,3.16%,6.82%,5.90%,1.44%,0%,4.23%,5.40%,1.96%,2.29%,2.90%
2026-08-03 09:00:00,0.318 Mpa,0.161 Mpa,0.101 Mpa,0.0755 Mpa,0 Mpa,0.199 Mpa,0.0960 Mpa,0.0930 Mpa,0.117 Mpa,0.0925 Mpa,9.69%,5.85%,7.00%,2.40%,0%,5.58%,6.07%,2.78%,3.39%,2.44%
2026-08-03 11:00:00,0.0852 Mpa,0.155 Mpa,0.144 Mpa,0.0791 Mpa,0.0112 Mpa,0.218 Mpa,0.108 Mpa,0.0730 Mpa,0.155 Mpa,0.185 Mpa,2.74%,5.88%,8.77%,2.52%,0.350%,6.03%,6.38%,2.29%,4.43%,5.08%
2026-08-03 13:00:00,0.0915 Mpa,0.134 Mpa,0 Mpa,0.0762 Mpa,0.0274 Mpa,0.200 Mpa,0.0934 Mpa,0.0973 Mpa,0.167 Mpa,0.0883 Mpa,2.64%,5.24%,3.48%,2.47%,1.01%,5.36%,4.87%,2.87%,4.79%,2.46%
2026-08-03 15:00:00,0.111 Mpa,0.119 Mpa,0.0421 Mpa,0.0385 Mpa,0.0791 Mpa,0.107 Mpa,0.172 Mpa,0.114 Mpa,0.0763 Mpa,0.0745 Mpa,3.29%,4.77%,6.07%,1.27%,2.96%,2.52%,7.67%,3.47%,1.96%,2.13%
2026-08-03 17:00:00,0.0351 Mpa,0.135 Mpa,0.0280 Mpa,0.0322 Mpa,0.110 Mpa,0.219 Mpa,0.107 Mpa,0.185 Mpa,0.117 Mpa,0.100 Mpa,1.04%,5.24%,6.28%,1.25%,4.49%,5.76%,5.41%,5.89%,3.38%,2.78%
2026-08-03 19:00:00,0.0684 Mpa,0.0758 Mpa,0.0950 Mpa,0.0553 Mpa,0.114 Mpa,0.0621 Mpa,0.0608 Mpa,0.130 Mpa,0.0377 Mpa,0.108 Mpa,2.17%,3.24%,7.79%,1.90%,4.62%,2.07%,6.96%,4.04%,1.25%,3.11%
2026-08-03 21:00:00,0.167 Mpa,0.0558 Mpa,0.0410 Mpa,0.0504 Mpa,0.131 Mpa,0.0972 Mpa,0.0186 Mpa,0.144 Mpa,0.0762 Mpa,0.0827 Mpa,4.80%,2.50%,6.51%,1.92%,5.31%,2.49%,3.07%,4.41%,1.84%,2.28%
2026-08-03 23:00:00,0.146 Mpa,0 Mpa,0.124 Mpa,0.0684 Mpa,0.234 Mpa,0.163 Mpa,0.192 Mpa,0.0838 Mpa,0.0793 Mpa,0.165 Mpa,4.12%,0.800%,8.40%,2.14%,8.89%,4.04%,7.40%,2.90%,2.18%,4.59%
2026-08-04 01:00:00,0.0452 Mpa,,0.130 Mpa,0.0137 Mpa,0.202 Mpa,0.111 Mpa,0.0992 Mpa,0.0599 Mpa,0.139 Mpa,0.162 Mpa,1.09%,,8.75%,0.465%,7.63%,2.79%,5.97%,1.70%,4.07%,4.73%
2026-08-04 03:00:00,0.0418 Mpa,0.000533 Mpa,0.130 Mpa,0.0721 Mpa,0.0700 Mpa,0.214 Mpa,0.00695 Mpa,0.0978 Mpa,0.175 Mpa,0.142 Mpa,0.742%,0%,10.2%,2.46%,2.46%,5.78%,1.43%,2.89%,5.14%,4.28%
2026-08-04 05:00:00,0.0928 Mpa,,0.0859 Mpa,0.0378 Mpa,0.0859 Mpa,0.120 Mpa,,0.0922 Mpa,0.122 Mpa,0.132 Mpa,2.80%,,8.26%,1.34%,3.30%,3.29%,,2.88%,3.43%,3.64%
2026-08-04 07:00:00,0.107 Mpa,,0.163 Mpa,0.0873 Mpa,0.0862 Mpa,0.0776 Mpa,,0.0880 Mpa,0.0610 Mpa,0.144 Mpa,3.02%,,9.74%,2.73%,3.41%,1.58%,,3.12%,1.47%,3.81%
2026-08-04 09:00:00,0.190 Mpa,,0.0570 Mpa,0.0910 Mpa,0.0955 Mpa,0.145 Mpa,0.0148 Mpa,0.0669 Mpa,0.0721 Mpa,0.170 Mpa,5.47%,,5.76%,2.99%,3.30%,4.08%,0.446%,2.36%,1.91%,4.58%
2026-08-04 11:00:00,0.135 Mpa,,0.0926 Mpa,0.0313 Mpa,0.364 Mpa,0.162 Mpa,0.180 Mpa,0.0506 Mpa,0.145 Mpa,0.151 Mpa,3.76%,,7.30%,0.985%,11.7%,4.12%,7.25%,1.99%,4.17%,4.10%
2026-08-04 13:00:00,0.0782 Mpa,,0.152 Mpa,0.0635 Mpa,0.144 Mpa,0.105 Mpa,0.200 Mpa,0.112 Mpa,0.190 Mpa,0.0664 Mpa,2.30%,,9.17%,2.23%,4.55%,2.40%,8.22%,3.32%,5.70%,1.71%
2026-08-04 15:00:00,0.0764 Mpa,,0.252 Mpa,0.0145 Mpa,0.0629 Mpa,0.110 Mpa,0.121 Mpa,0.336 Mpa,0.0841 Mpa,0.0729 Mpa,2.12%,,11.3%,0.417%,2.54%,2.36%,6.24%,9.66%,2.27%,1.93%
2026-08-04 17:00:00,0.0612 Mpa,,0.125 Mpa,0.0772 Mpa,0.103 Mpa,0.165 Mpa,0.360 Mpa,0.0725 Mpa,0.0991 Mpa,0.0992 Mpa,1.75%,,7.47%,2.78%,3.79%,4.19%,12.9%,2.02%,2.92%,2.82%
2026-08-04 19:00:00,0.0835 Mpa,,0.0893 Mpa,0.104 Mpa,0.119 Mpa,0.251 Mpa,0.267 Mpa,0.0856 Mpa,0.0956 Mpa,0.0831 Mpa,2.19%,,6.85%,5.42%,4.14%,6.61%,11.1%,2.70%,2.58%,2.29%
2026-08-04 21:00:00,0.113 Mpa,,0.0622 Mpa,0.138 Mpa,0.123 Mpa,0.147 Mpa,0.257 Mpa,0.164 Mpa,0.0517 Mpa,0.0973 Mpa,3.35%,,6.22%,7.21%,4.15%,3.62%,11.1%,5.26%,1.29%,2.68%
2026-08-04 23:00:00,0.268 Mpa,,0.0480 Mpa,0.124 Mpa,0.0816 Mpa,0.213 Mpa,0.293 Mpa,0.101 Mpa,0.112 Mpa,0.0609 Mpa,8.56%,,5.74%,5.00%,2.68%,5.44%,11.4%,3.23%,3.03%,1.61%
2026-08-05 01:00:00,0.0555 Mpa,0.000198 Mpa,0.138 Mpa,0.0455 Mpa,0.248 Mpa,0.154 Mpa,0.344 Mpa,0.115 Mpa,0.0340 Mpa,0.0779 Mpa,1.48%,0.195%,7.62%,2.78%,7.61%,3.80%,11.7%,3.57%,0.622%,2.13%
2026-08-05 03:00:00,0.125 Mpa,0.0579 Mpa,0.0928 Mpa,0.0987 Mpa,0.139 Mpa,0.101 Mpa,0.290 Mpa,0.0842 Mpa,0.0644 Mpa,0.0442 Mpa,3.64%,2.10%,6.63%,5.28%,4.83%,2.20%,11.8%,2.42%,1.57%,1.08%
2026-08-05 05:00:00,0.194 Mpa,0.113 Mpa,0.109 Mpa,0.0602 Mpa,0.171 Mpa,0.121 Mpa,0.132 Mpa,0.100 Mpa,0.113 Mpa,0.0459 Mpa,5.68%,3.77%,7.19%,2.27%,5.96%,2.01%,6.46%,3.18%,3.05%,1.30%
2026-08-05 07:00:00,0.165 Mpa,0.131 Mpa,0.213 Mpa,0.0596 Mpa,0.120 Mpa,0.104 Mpa,0.137 Mpa,0.0854 Mpa,0.0474 Mpa,0.0859 Mpa,5.60%,4.25%,11.5%,1.83%,4.41%,1.26%,5.31%,2.73%,1.31%,2.42%
2026-08-05 09:00:00,0.123 Mpa,0.101 Mpa,0 Mpa,0.0487 Mpa,0.0626 Mpa,0.0801 Mpa,0.273 Mpa,0.0935 Mpa,0.106 Mpa,0.0660 Mpa,3.40%,3.93%,6.41%,1.55%,2.46%,0.982%,9.47%,3.30%,3.21%,1.68%
2026-08-05 11:00:00,0.0953 Mpa,0.230 Mpa,,0.0291 Mpa,0.135 Mpa,0.156 Mpa,0.121 Mpa,0.0724 Mpa,0.0466 Mpa,0.134 Mpa,2.66%,7.70%,,0.847%,5.15%,3.48%,6.31%,2.57%,1.33%,3.47%
2026-08-05 13:00:00,0.104 Mpa,0.242 Mpa,0.0333 Mpa,0.0878 Mpa,0.158 Mpa,0.118 Mpa,0.141 Mpa,0.0596 Mpa,0.106 Mpa,0.0815 Mpa,3.68%,8.43%,5.45%,2.81%,4.98%,2.91%,5.97%,1.65%,3.13%,2.16%
2026-08-05 15:00:00,0.0761 Mpa,0.0742 Mpa,0.0693 Mpa,0.137 Mpa,0.148 Mpa,0.0911 Mpa,0.499 Mpa,0.193 Mpa,0.0693 Mpa,0.125 Mpa,2.95%,3.05%,6.59%,4.29%,5.27%,1.25%,16.0%,5.73%,1.95%,3.42%
2026-08-05 17:00:00,0.102 Mpa,0.0905 Mpa,0.262 Mpa,0.0487 Mpa,0.200 Mpa,0.0927 Mpa,0.0966 Mpa,0.0989 Mpa,0.0843 Mpa,0.0826 Mpa,3.24%,3.81%,12.5%,1.56%,6.57%,1.80%,5.70%,2.85%,2.23%,2.20%
2026-08-05 19:00:00,0.190 Mpa,0.103 Mpa,0.127 Mpa,0.162 Mpa,0.0636 Mpa,0.0768 Mpa,0.169 Mpa,0.0448 Mpa,0.0821 Mpa,0.0823 Mpa,6.10%,4.36%,8.66%,5.24%,1.93%,1.41%,8.35%,1.28%,2.18%,2.29%
2026-08-05 21:00:00,0.191 Mpa,0.0711 Mpa,0.254 Mpa,0.111 Mpa,0.0853 Mpa,0.165 Mpa,0.327 Mpa,0.0414 Mpa,0.0750 Mpa,0.0696 Mpa,7.28%,2.78%,11.9%,3.64%,2.83%,3.89%,14.0%,1.19%,1.89%,1.84%
2026-08-05 23:00:00,0.169 Mpa,0.0843 Mpa,0.0577 Mpa,0.0564 Mpa,0.244 Mpa,0.0936 Mpa,0.106 Mpa,0.0920 Mpa,0.0453 Mpa,0.0841 Mpa,6.16%,3.41%,6.35%,1.74%,7.30%,2.19%,6.12%,3.12%,1.04%,2.27%
2026-08-06 01:00:00,0.0592 Mpa,0.176 Mpa,0.252 Mpa,0.134 Mpa,0.141 Mpa,0.0713 Mpa,0.102 Mpa,,0.314 Mpa,0.0897 Mpa,1.43%,6.52%,12.1%,4.28%,4.95%,1.51%,6.02%,,9.04%,2.35%
2026-08-06 03:00:00,0.156 Mpa,0.141 Mpa,0.0596 Mpa,0.0863 Mpa,0.172 Mpa,0.161 Mpa,0.209 Mpa,0.575 Mpa,0.0559 Mpa,0.0496 Mpa,4.48%,4.96%,5.82%,2.72%,6.19%,4.21%,9.79%,17.8%,1.24%,1.28%
2026-08-06 05:00:00,0.189 Mpa,0.187 Mpa,0.215 Mpa,0.114 Mpa,0.131 Mpa,0.0793 Mpa,0.206 Mpa,,0.0466 Mpa,0.0746 Mpa,5.31%,7.02%,10.3%,3.51%,4.65%,1.62%,8.91%,,1.23%,1.94%
2026-08-06 07:00:00,0.0618 Mpa,0.141 Mpa,0.0946 Mpa,0.0371 Mpa,0.0726 Mpa,0.126 Mpa,0.144 Mpa,,0.0556 Mpa,0.170 Mpa,2.05%,6.65%,7.57%,1.08%,2.59%,2.87%,7.15%,,1.78%,4.77%
2026-08-06 09:00:00,0.121 Mpa,0.259 Mpa,0.118 Mpa,0.0698 Mpa,0.362 Mpa,0.104 Mpa,0.222 Mpa,,0.114 Mpa,0.0736 Mpa,4.32%,10.4%,8.47%,2.12%,12.8%,2.40%,9.72%,,3.39%,1.78%
2026-08-06 11:00:00,0.129 Mpa,0.0727 Mpa,0.125 Mpa,0.120 Mpa,0.435 Mpa,0.170 Mpa,0.496 Mpa,0.245 Mpa,0.156 Mpa,0.103 Mpa,4.44%,4.38%,8.72%,3.62%,15.9%,4.61%,17.9%,6.85%,5.38%,2.78%
2026-08-06 13:00:00,0.198 Mpa,0.0830 Mpa,0.248 Mpa,0.204 Mpa,0.152 Mpa,0.149 Mpa,0.153 Mpa,,0.0691 Mpa,0.193 Mpa,5.90%,3.40%,11.4%,6.19%,5.31%,3.80%,7.08%,,1.95%,5.47%
2026-08-06 15:00:00,0.106 Mpa,0.173 Mpa,0.0500 Mpa,0.0780 Mpa,0.0494 Mpa,0.275 Mpa,0.208 Mpa,,0.289 Mpa,0.155 Mpa,3.17%,6.85%,6.15%,2.59%,1.65%,7.13%,8.77%,,8.86%,4.39%
2026-08-06 17:00:00,0.173 Mpa,0.130 Mpa,0.152 Mpa,0 Mpa,0.129 Mpa,0.185 Mpa,0.260 Mpa,,0.126 Mpa,0.110 Mpa,5.13%,5.71%,9.74%,0.394%,4.80%,4.60%,10.8%,,3.47%,2.99%
2026-08-06 19:00:00,0.0433 Mpa,0.0298 Mpa,0.102 Mpa,0.0782 Mpa,0.0680 Mpa,0.143 Mpa,0.376 Mpa,,0.0909 Mpa,0.0655 Mpa,1.15%,1.45%,7.26%,2.50%,2.58%,3.22%,13.7%,,2.48%,1.72%
2026-08-06 21:00:00,0.290 Mpa,0.147 Mpa,0.0716 Mpa,0.145 Mpa,0.110 Mpa,0.282 Mpa,0.103 Mpa,,0.0828 Mpa,0.102 Mpa,10.0%,5.18%,6.66%,4.45%,4.30%,7.59%,5.66%,,2.12%,2.81%
2026-08-06 23:00:00,0.101 Mpa,0.0801 Mpa,0.173 Mpa,0.0685 Mpa,0.0945 Mpa,0.119 Mpa,0.219 Mpa,0.167 Mpa,0.129 Mpa,0.0816 Mpa,3.40%,3.20%,9.58%,2.14%,3.35%,2.70%,9.21%,4.55%,3.69%,2.24%
2026-08-07 01:00:00,0.0810 Mpa,0.142 Mpa,0.0662 Mpa,0.0804 Mpa,0.130 Mpa,0.0853 Mpa,0.273 Mpa,0.0263 Mpa,0.0553 Mpa,0.170 Mpa,2.51%,5.22%,6.64%,2.32%,4.70%,1.70%,11.6%,0.671%,1.10%,4.55%
2026-08-07 03:00:00,0.0856 Mpa,0.474 Mpa,0.180 Mpa,0.117 Mpa,0.0847 Mpa,0.0803 Mpa,0.204 Mpa,0.00164 Mpa,0.0416 Mpa,0.155 Mpa,2.51%,14.5%,10.8%,3.54%,3.16%,1.55%,9.44%,0%,0.921%,4.31%
2026-08-07 05:00:00,0.0968 Mpa,0.207 Mpa,0.123 Mpa,0.0593 Mpa,0.0863 Mpa,0.142 Mpa,0.288 Mpa,0.0568 Mpa,0.280 Mpa,0.103 Mpa,2.77%,7.45%,8.83%,1.74%,3.06%,3.38%,11.5%,1.80%,7.93%,2.77%
2026-08-07 07:00:00,0.101 Mpa,0.177 Mpa,0.0422 Mpa,0.0886 Mpa,0.0918 Mpa,0.0816 Mpa,0.180 Mpa,0.129 Mpa,0.390 Mpa,0.105 Mpa,2.95%,7.36%,5.06%,2.58%,3.28%,1.79%,8.30%,4.40%,12.9%,2.81%
2026-08-07 09:00:00,0.0795 Mpa,0.220 Mpa,0.0738 Mpa,0.0869 Mpa,0.0584 Mpa,0.111 Mpa,0.143 Mpa,0.0666 Mpa,0.157 Mpa,0.155 Mpa,2.27%,8.51%,6.54%,2.56%,1.88%,2.67%,6.67%,2.39%,4.78%,4.48%
2026-08-07 11:00:00,0.208 Mpa,0.133 Mpa,0.173 Mpa,0.148 Mpa,0.230 Mpa,0.227 Mpa,0.212 Mpa,0.0477 Mpa,0.0313 Mpa,0.141 Mpa,5.75%,4.87%,8.55%,4.34%,7.88%,6.07%,9.52%,1.68%,1.09%,3.48%
2026-08-07 13:00:00,0.0680 Mpa,0.154 Mpa,0.427 Mpa,0.0572 Mpa,0.0252 Mpa,0.0933 Mpa,0.0794 Mpa,0.0912 Mpa,0.319 Mpa,0.0594 Mpa,1.87%,5.97%,17.4%,1.71%,0.941%,2.23%,4.38%,2.83%,9.29%,1.53%
2026-08-07 15:00:00,0.0794 Mpa,0.0962 Mpa,0.245 Mpa,0.0851 Mpa,0.0354 Mpa,0.0938 Mpa,0.253 Mpa,0.152 Mpa,0 Mpa,0.0630 Mpa,2.22%,3.76%,11.7%,2.54%,1.38%,2.18%,10.0%,5.10%,0%,1.71%
2026-08-07 17:00:00,0.0825 Mpa,0.107 Mpa,0.130 Mpa,0.0927 Mpa,0.341 Mpa,0.108 Mpa,0.302 Mpa,0.0823 Mpa,,0.110 Mpa,2.63%,4.25%,9.46%,2.92%,12.0%,3.21%,11.5%,2.43%,,3.10%
2026-08-07 19:00:00,0.0802 Mpa,0.193 Mpa,0.140 Mpa,0.0273 Mpa,0.0346 Mpa,0.0748 Mpa,0.215 Mpa,0.0680 Mpa,0.000945 Mpa,0.0205 Mpa,2.35%,6.93%,9.40%,0.738%,1.36%,1.44%,8.40%,2.40%,0%,0.535%
2026-08-07 21:00:00,0.0560 Mpa,0.117 Mpa,0.109 Mpa,0.0412 Mpa,0.0659 Mpa,0.135 Mpa,0.108 Mpa,0.126 Mpa,0 Mpa,0.0386 Mpa,1.42%,4.49%,7.32%,1.22%,2.79%,3.29%,4.83%,3.90%,0.0338%,0.922%
2026-08-07 23:00:00,0.529 Mpa,0.106 Mpa,0.445 Mpa,0.0803 Mpa,0.0891 Mpa,0.191 Mpa,0.240 Mpa,0.0662 Mpa,0.287 Mpa,0.0803 Mpa,17.9%,4.15%,22.3%,2.40%,4.21%,5.00%,9.79%,1.93%,7.93%,2.11%
2026-08-08 01:00:00,0.109 Mpa,0.176 Mpa,0.0566 Mpa,0.152 Mpa,0.107 Mpa,0.109 Mpa,0.186 Mpa,0.241 Mpa,,0.116 Mpa,2.98%,6.27%,7.95%,4.66%,4.15%,2.56%,8.75%,7.03%,,3.07%
2026-08-08 03:00:00,0.148 Mpa,0.0387 Mpa,0.131 Mpa,0.0567 Mpa,0.0479 Mpa,0.137 Mpa,0.122 Mpa,0.106 Mpa,,0.101 Mpa,4.45%,1.76%,10.5%,1.78%,1.71%,2.77%,7.04%,3.11%,,2.76%
2026-08-08 05:00:00,0.0505 Mpa,0.0719 Mpa,0.0560 Mpa,0.0461 Mpa,0.0982 Mpa,0.243 Mpa,0.150 Mpa,0.0840 Mpa,,0.0617 Mpa,1.24%,3.01%,7.10%,1.31%,3.45%,6.52%,7.85%,2.38%,,1.61%
2026-08-08 07:00:00,0.0482 Mpa,0.0917 Mpa,0.105 Mpa,0.0245 Mpa,0.0744 Mpa,0.183 Mpa,0.0835 Mpa,0.123 Mpa,,0.0359 Mpa,1.05%,3.72%,8.79%,0.823%,2.64%,4.81%,6.07%,3.57%,,1.34%
2026-08-08 09:00:00,0.0559 Mpa,0.138 Mpa,0.131 Mpa,0.0189 Mpa,0.118 Mpa,0.159 Mpa,0.101 Mpa,0.0753 Mpa,,0.111 Mpa,1.28%,5.31%,10.7%,0.941%,4.14%,2.78%,6.22%,2.20%,,3.03%
2026-08-08 11:00:00,0.133 Mpa,0.142 Mpa,0.0876 Mpa,0.0533 Mpa,0.131 Mpa,0.353 Mpa,0.0344 Mpa,0.129 Mpa,,0.0466 Mpa,3.87%,5.22%,9.52%,2.74%,4.44%,8.26%,2.80%,3.85%,,1.13%
2026-08-08 13:00:00,0.0620 Mpa,0.345 Mpa,0.0470 Mpa,0.116 Mpa,0.253 Mpa,0.171 Mpa,0.368 Mpa,0.101 Mpa,,0.0949 Mpa,2.08%,11.2%,7.25%,3.79%,8.72%,2.22%,13.5%,2.92%,,2.71%
2026-08-08 15:00:00,0.0577 Mpa,0.0930 Mpa,0.0292 Mpa,0.0528 Mpa,0.0754 Mpa,0.223 Mpa,0.390 Mpa,0.0530 Mpa,0.0193 Mpa,0.0653 Mpa,1.52%,3.65%,5.67%,1.64%,2.39%,4.29%,14.8%,1.67%,0%,1.88%
2026-08-08 17:00:00,0.0772 Mpa,0.0127 Mpa,0.0568 Mpa,0.0920 Mpa,0.0859 Mpa,0.130 Mpa,0.303 Mpa,0.0512 Mpa,0.165 Mpa,0.127 Mpa,2.44%,0.985%,8.03%,2.75%,2.73%,3.71%,12.3%,1.78%,4.19%,3.51%
2026-08-08 19:00:00,0.0829 Mpa,0.0575 Mpa,0.0330 Mpa,0.183 Mpa,0.0763 Mpa,0.116 Mpa,0.204 Mpa,0.167 Mpa,0.0968 Mpa,0.0678 Mpa,2.70%,2.88%,6.13%,5.43%,2.38%,2.86%,9.84%,5.52%,2.26%,1.77%
