"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-07-07 03:00:00,0.223 Mpa,,0.108 Mpa,0.425 Mpa,0.133 Mpa,0.286 Mpa,0.102 Mpa,,,11.5%,,3.17%,7.88%,4.43%,4.47%,0%,,
2026-07-07 05:00:00,0.0382 Mpa,,0.355 Mpa,0.150 Mpa,0.223 Mpa,0.619 Mpa,0.250 Mpa,,,5.12%,,10.1%,15.5%,6.34%,14.8%,3.49%,,
2026-07-07 07:00:00,0.0964 Mpa,,0.223 Mpa,0.0970 Mpa,0.144 Mpa,0.579 Mpa,0.381 Mpa,,,7.71%,,7.15%,6.31%,3.98%,14.2%,6.32%,,
2026-07-07 09:00:00,0.0591 Mpa,,0.384 Mpa,,0.790 Mpa,,0.431 Mpa,,,4.14%,,11.5%,,22.4%,,7.21%,,
2026-07-07 11:00:00,0.104 Mpa,,0.217 Mpa,0.396 Mpa,0.288 Mpa,,0.397 Mpa,,,7.11%,,6.75%,7.96%,9.13%,,6.99%,,
2026-07-07 13:00:00,0.181 Mpa,,0.162 Mpa,,0.616 Mpa,0.219 Mpa,0.260 Mpa,,,8.39%,,5.01%,,18.1%,0.720%,3.06%,,
2026-07-07 15:00:00,2.92 Mpa,,0.169 Mpa,,,,,,,76.4%,,5.71%,,,,,,
2026-07-07 17:00:00,0.0633 Mpa,,0.428 Mpa,0.173 Mpa,0.449 Mpa,0.314 Mpa,0.767 Mpa,,,6.41%,,11.3%,1.23%,12.8%,3.27%,17.7%,,
2026-07-07 19:00:00,0.0674 Mpa,,0.0385 Mpa,0.216 Mpa,0.0631 Mpa,0.286 Mpa,0.513 Mpa,,,5.79%,,3.84%,1.96%,2.11%,2.49%,11.2%,,
2026-07-07 21:00:00,0.0539 Mpa,,0.218 Mpa,0.222 Mpa,0.242 Mpa,0.340 Mpa,0.370 Mpa,,,3.37%,,6.74%,8.18%,7.39%,3.38%,6.57%,,
2026-07-07 23:00:00,0.110 Mpa,,0.0429 Mpa,0.697 Mpa,0.0488 Mpa,0.301 Mpa,0.368 Mpa,,,3.21%,,5.13%,15.8%,1.25%,2.49%,6.30%,,
2026-07-08 01:00:00,0.106 Mpa,,0.167 Mpa,0.579 Mpa,0.122 Mpa,0.316 Mpa,0.212 Mpa,,,3.92%,,4.09%,14.5%,3.74%,12.3%,2.07%,,
2026-07-08 03:00:00,0.0875 Mpa,,0.143 Mpa,,0.236 Mpa,0.251 Mpa,0.297 Mpa,,,2.19%,,3.73%,,7.64%,3.88%,4.37%,,
2026-07-08 05:00:00,0.122 Mpa,,0.126 Mpa,,0.240 Mpa,0.296 Mpa,0.266 Mpa,,,5.88%,,3.57%,,7.74%,5.09%,6.41%,,
2026-07-08 07:00:00,0.0853 Mpa,,0.110 Mpa,,0.217 Mpa,0.508 Mpa,1.03 Mpa,,,5.71%,,2.41%,,9.55%,10.9%,26.0%,,
2026-07-08 09:00:00,0.173 Mpa,,0.155 Mpa,0.167 Mpa,0.150 Mpa,0.268 Mpa,0.633 Mpa,,,5.50%,,3.87%,4.44%,12.8%,3.50%,14.0%,,
2026-07-08 11:00:00,0.0808 Mpa,,0.140 Mpa,,0.116 Mpa,0.377 Mpa,0.593 Mpa,,,3.34%,,3.91%,,4.68%,6.91%,13.0%,,
2026-07-08 13:00:00,0.0579 Mpa,,0.219 Mpa,,0.331 Mpa,0.268 Mpa,0.808 Mpa,,,2.03%,,6.60%,,10.3%,5.79%,21.1%,,
2026-07-08 15:00:00,0.0330 Mpa,,0.152 Mpa,,0.130 Mpa,0.246 Mpa,1.26 Mpa,,,0.518%,,3.83%,,5.28%,3.97%,31.9%,,
2026-07-08 17:00:00,0.115 Mpa,,0.201 Mpa,,0.309 Mpa,0.256 Mpa,0.308 Mpa,,,5.28%,,5.31%,,9.66%,2.20%,5.46%,,
2026-07-08 19:00:00,0.554 Mpa,,0.109 Mpa,,0.212 Mpa,0.247 Mpa,0.214 Mpa,,0.198 Mpa,14.6%,,2.23%,,6.31%,1.06%,1.55%,,3.60%
2026-07-08 21:00:00,0.507 Mpa,,0.448 Mpa,,0.182 Mpa,0.318 Mpa,0.226 Mpa,,0.273 Mpa,12.6%,,11.5%,,4.93%,5.50%,3.36%,,4.00%
2026-07-08 23:00:00,0.401 Mpa,,0.145 Mpa,,0.489 Mpa,0.242 Mpa,0.823 Mpa,,0.328 Mpa,10.9%,,2.71%,,13.4%,0.725%,19.7%,,6.06%
2026-07-09 01:00:00,0.112 Mpa,,0.146 Mpa,,0.210 Mpa,0.281 Mpa,0.269 Mpa,,0.389 Mpa,5.79%,,2.97%,,6.31%,4.19%,5.78%,,7.58%
2026-07-09 03:00:00,0.490 Mpa,,0.319 Mpa,,0.150 Mpa,0.235 Mpa,0.622 Mpa,,0.324 Mpa,13.0%,,7.81%,,4.09%,0.627%,14.8%,,6.09%
2026-07-09 05:00:00,0.320 Mpa,,0.140 Mpa,,0.176 Mpa,0.318 Mpa,0.181 Mpa,,0.347 Mpa,12.0%,,3.90%,,6.54%,3.42%,3.11%,,6.71%
2026-07-09 07:00:00,0.354 Mpa,,0.132 Mpa,,0.120 Mpa,0.479 Mpa,0.447 Mpa,,0.305 Mpa,10.5%,,3.90%,,4.04%,7.74%,8.05%,,5.51%
2026-07-09 09:00:00,0.346 Mpa,,0.131 Mpa,,0.493 Mpa,0.298 Mpa,0.360 Mpa,,0.238 Mpa,11.1%,,3.93%,,14.2%,4.03%,19.1%,,3.75%
2026-07-09 11:00:00,0.549 Mpa,,0.157 Mpa,,0.438 Mpa,0.324 Mpa,0.693 Mpa,,0.347 Mpa,16.9%,,4.52%,,12.8%,4.50%,15.8%,,7.02%
2026-07-09 13:00:00,0.270 Mpa,,0.177 Mpa,0.0953 Mpa,0.176 Mpa,0.284 Mpa,0.148 Mpa,,0.172 Mpa,23.7%,,5.26%,3.59%,5.61%,4.43%,2.46%,,2.29%
2026-07-09 15:00:00,0.256 Mpa,,0.210 Mpa,0.0278 Mpa,0.0902 Mpa,0.324 Mpa,0.307 Mpa,,0.212 Mpa,6.86%,,6.75%,0.995%,4.23%,4.51%,6.85%,,3.63%
2026-07-09 17:00:00,0.336 Mpa,,0.0812 Mpa,,0.325 Mpa,0.243 Mpa,0.599 Mpa,,0.225 Mpa,11.0%,,3.33%,,9.15%,2.21%,14.0%,,3.21%
2026-07-09 19:00:00,0.109 Mpa,,0.202 Mpa,,0.466 Mpa,0.228 Mpa,0.161 Mpa,,0.506 Mpa,12.9%,,5.68%,,13.9%,1.61%,1.66%,,10.7%
2026-07-09 21:00:00,0.262 Mpa,,0.135 Mpa,,0.362 Mpa,0.252 Mpa,0.657 Mpa,,0.491 Mpa,10.5%,,3.66%,,11.0%,1.99%,14.4%,,10.0%
2026-07-09 23:00:00,0.0862 Mpa,,0.130 Mpa,,0.225 Mpa,0.273 Mpa,0.513 Mpa,,0.444 Mpa,2.00%,,3.57%,,7.08%,3.25%,12.3%,,9.69%
2026-07-10 01:00:00,0.127 Mpa,,0.188 Mpa,0.0240 Mpa,1.15 Mpa,0.230 Mpa,0.383 Mpa,,0.410 Mpa,3.35%,,5.27%,0.540%,38.4%,1.46%,6.53%,,8.46%
2026-07-10 03:00:00,0.189 Mpa,,0.188 Mpa,0.588 Mpa,0.347 Mpa,0.225 Mpa,0.748 Mpa,,0.314 Mpa,5.61%,,5.36%,19.5%,10.1%,0.796%,17.3%,,5.50%
2026-07-10 05:00:00,0.110 Mpa,,0.192 Mpa,2.12 Mpa,0.494 Mpa,0.271 Mpa,0.998 Mpa,,0.604 Mpa,6.75%,,5.91%,54.1%,14.1%,2.53%,26.2%,,13.3%
2026-07-10 07:00:00,0.0991 Mpa,,0.196 Mpa,0.648 Mpa,0.335 Mpa,0.282 Mpa,,,0.269 Mpa,6.39%,,5.41%,15.9%,10.3%,2.42%,,,4.76%
2026-07-10 09:00:00,0.171 Mpa,,0.127 Mpa,0.332 Mpa,0.192 Mpa,0.464 Mpa,0.0334 Mpa,,0.455 Mpa,7.32%,,3.20%,7.43%,5.59%,8.18%,0.0126%,,10.4%
2026-07-10 11:00:00,0.0936 Mpa,,0.103 Mpa,0.628 Mpa,0.191 Mpa,0.325 Mpa,0.457 Mpa,,0.406 Mpa,2.60%,,3.12%,15.3%,6.04%,3.97%,9.39%,,9.08%
2026-07-10 13:00:00,0.139 Mpa,,0.320 Mpa,0.119 Mpa,0.0898 Mpa,1.86 Mpa,0.147 Mpa,,0.474 Mpa,3.69%,,8.43%,3.64%,3.20%,45.5%,0.323%,,9.93%
2026-07-10 15:00:00,0.119 Mpa,,0.389 Mpa,0.359 Mpa,0.203 Mpa,0.582 Mpa,0.176 Mpa,,0.374 Mpa,3.19%,,11.9%,8.91%,6.65%,11.3%,0.517%,,7.39%
2026-07-10 17:00:00,0.0962 Mpa,,0.172 Mpa,0.425 Mpa,0.00314 Mpa,0.998 Mpa,0.205 Mpa,,0.304 Mpa,3.98%,,4.31%,14.4%,3.45%,24.6%,1.39%,,5.97%
2026-07-10 19:00:00,0.102 Mpa,,0.247 Mpa,0.380 Mpa,,0.228 Mpa,0.418 Mpa,,0.303 Mpa,11.2%,,6.06%,8.80%,,1.78%,7.87%,,4.76%
2026-07-10 21:00:00,0.151 Mpa,,0.115 Mpa,0.168 Mpa,,0.333 Mpa,0.321 Mpa,,0.625 Mpa,6.23%,,3.08%,3.33%,,3.74%,4.60%,,14.2%
2026-07-10 23:00:00,0.111 Mpa,,0.167 Mpa,0.157 Mpa,,0.490 Mpa,0.285 Mpa,,0.272 Mpa,4.37%,,4.63%,3.20%,,9.01%,5.08%,,4.49%
2026-07-11 01:00:00,0.0616 Mpa,,0.138 Mpa,0.432 Mpa,0.415 Mpa,0.492 Mpa,0.302 Mpa,,0.390 Mpa,4.83%,,4.03%,10.5%,14.8%,9.02%,5.52%,,7.29%
2026-07-11 03:00:00,0.245 Mpa,,0.0643 Mpa,0.674 Mpa,0.769 Mpa,0.279 Mpa,0.306 Mpa,,0.210 Mpa,10.1%,,4.29%,16.3%,21.4%,3.27%,7.16%,,3.08%
2026-07-11 05:00:00,0.127 Mpa,,,0.0699 Mpa,0.299 Mpa,0.377 Mpa,0.243 Mpa,,0.495 Mpa,6.72%,,,1.85%,8.18%,6.21%,2.88%,,10.7%
2026-07-11 07:00:00,0.117 Mpa,,,0.0416 Mpa,0.0569 Mpa,0.304 Mpa,0.177 Mpa,,0.234 Mpa,5.15%,,,0.609%,2.26%,5.55%,0.511%,,3.62%
2026-07-11 09:00:00,0.0711 Mpa,,0.0532 Mpa,0.204 Mpa,0.225 Mpa,0.227 Mpa,0.434 Mpa,,0.596 Mpa,3.83%,,1.45%,4.08%,6.99%,4.14%,8.69%,,13.7%
2026-07-11 11:00:00,0.0612 Mpa,,0.491 Mpa,0.239 Mpa,0.0977 Mpa,0.222 Mpa,0.305 Mpa,,0.449 Mpa,2.72%,,14.1%,4.53%,3.96%,1.44%,5.44%,,9.60%
2026-07-11 13:00:00,0.288 Mpa,,1.33 Mpa,0.382 Mpa,0.295 Mpa,0.277 Mpa,0.195 Mpa,,0.480 Mpa,8.11%,,36.1%,8.63%,8.19%,3.48%,1.76%,,9.98%
2026-07-11 15:00:00,0.671 Mpa,,0.0862 Mpa,0.530 Mpa,0.191 Mpa,0.273 Mpa,0.332 Mpa,,0.275 Mpa,18.6%,,2.79%,13.1%,5.71%,2.42%,6.54%,,4.74%
2026-07-11 17:00:00,0.401 Mpa,,0.168 Mpa,0.265 Mpa,0.402 Mpa,0.262 Mpa,0.226 Mpa,,0.582 Mpa,11.2%,,4.66%,5.25%,12.9%,4.49%,2.67%,,13.6%
2026-07-11 19:00:00,1.38 Mpa,,0.0779 Mpa,0.246 Mpa,0.525 Mpa,0.267 Mpa,0.251 Mpa,,0.490 Mpa,36.6%,,1.96%,4.57%,16.0%,2.45%,3.68%,,11.6%
2026-07-11 21:00:00,0.181 Mpa,,0.0839 Mpa,0.230 Mpa,0.114 Mpa,0.259 Mpa,0.321 Mpa,,0.153 Mpa,5.69%,,2.76%,4.55%,4.50%,2.09%,4.70%,,1.85%
2026-07-11 23:00:00,0.108 Mpa,,0.146 Mpa,0.327 Mpa,0.184 Mpa,0.256 Mpa,0.187 Mpa,,0.309 Mpa,4.74%,,3.76%,7.02%,5.24%,1.93%,1.51%,,7.51%
2026-07-12 01:00:00,0.286 Mpa,,0.380 Mpa,0.105 Mpa,0.0544 Mpa,0.423 Mpa,0.141 Mpa,,0.227 Mpa,8.30%,,9.96%,0.954%,2.19%,7.95%,2.13%,,5.46%
2026-07-12 03:00:00,0.0533 Mpa,,0.496 Mpa,0.529 Mpa,0.0531 Mpa,0.339 Mpa,0.847 Mpa,,0.224 Mpa,3.94%,,13.5%,12.2%,2.93%,8.98%,21.3%,,4.63%
2026-07-12 05:00:00,0.329 Mpa,,0.629 Mpa,0.216 Mpa,0.310 Mpa,0.264 Mpa,0.297 Mpa,,0.224 Mpa,9.45%,,17.7%,4.20%,9.05%,3.07%,3.83%,,4.24%
2026-07-12 07:00:00,0.0988 Mpa,,0.254 Mpa,0.152 Mpa,0.0693 Mpa,0.210 Mpa,0.402 Mpa,,0.295 Mpa,2.29%,,6.38%,2.44%,2.86%,0.203%,7.23%,,5.62%
2026-07-12 09:00:00,0.704 Mpa,,0.438 Mpa,0.135 Mpa,0.338 Mpa,0.312 Mpa,0.401 Mpa,,0.559 Mpa,19.4%,,10.8%,1.71%,10.7%,4.11%,7.77%,,13.4%
2026-07-12 11:00:00,0.258 Mpa,,0.578 Mpa,0.356 Mpa,0.235 Mpa,0.283 Mpa,0.300 Mpa,,0.558 Mpa,8.58%,,15.4%,7.84%,7.16%,3.90%,5.57%,,13.5%
2026-07-12 13:00:00,0.687 Mpa,,0.206 Mpa,0.216 Mpa,0.348 Mpa,0.243 Mpa,0.587 Mpa,,0.225 Mpa,21.3%,,5.69%,3.78%,10.4%,3.57%,13.5%,,3.98%
2026-07-12 15:00:00,0.187 Mpa,,0.0677 Mpa,0.593 Mpa,0.0530 Mpa,0.211 Mpa,0.734 Mpa,,0.307 Mpa,6.75%,,2.18%,15.6%,7.26%,1.33%,17.3%,,6.47%
2026-07-12 17:00:00,0.436 Mpa,,0.184 Mpa,0.184 Mpa,0.631 Mpa,0.215 Mpa,0.222 Mpa,,0.335 Mpa,11.6%,,4.92%,3.94%,18.0%,1.35%,3.62%,,6.86%
2026-07-12 19:00:00,0.519 Mpa,,0.499 Mpa,0.536 Mpa,0.435 Mpa,0.252 Mpa,0.284 Mpa,,0.188 Mpa,13.6%,,13.8%,12.2%,13.3%,2.09%,3.76%,,2.72%
2026-07-12 21:00:00,0.543 Mpa,,0.248 Mpa,0.221 Mpa,0.818 Mpa,0.430 Mpa,0.273 Mpa,,0.396 Mpa,14.5%,,6.86%,6.60%,23.4%,7.75%,3.59%,,8.97%
2026-07-12 23:00:00,0.646 Mpa,,0.283 Mpa,0.162 Mpa,0.377 Mpa,0.380 Mpa,0.149 Mpa,,0.462 Mpa,16.8%,,7.86%,2.40%,11.8%,5.98%,0.848%,,9.65%
2026-07-13 01:00:00,0.782 Mpa,,0.111 Mpa,0.0978 Mpa,,0.230 Mpa,0.206 Mpa,,0.225 Mpa,21.5%,,3.06%,2.53%,,2.56%,1.64%,,4.69%
2026-07-13 03:00:00,0.614 Mpa,,0.0948 Mpa,0.934 Mpa,0.108 Mpa,0.334 Mpa,0.285 Mpa,,0.509 Mpa,15.4%,,2.99%,22.8%,8.89%,4.95%,3.96%,,10.7%
2026-07-13 05:00:00,,,0.415 Mpa,0.320 Mpa,0.524 Mpa,0.212 Mpa,0.154 Mpa,,0.493 Mpa,,,11.4%,6.32%,15.5%,1.19%,1.32%,,12.1%
2026-07-13 07:00:00,,,0.342 Mpa,0.221 Mpa,0.110 Mpa,0.856 Mpa,0.204 Mpa,,0.346 Mpa,,,9.54%,4.01%,3.11%,18.7%,1.73%,,6.11%
2026-07-13 09:00:00,0.0810 Mpa,,0.178 Mpa,0.360 Mpa,0.168 Mpa,0.771 Mpa,0.556 Mpa,,0.381 Mpa,1.70%,,4.96%,7.49%,5.52%,16.8%,12.6%,,7.09%
2026-07-13 11:00:00,0.0237 Mpa,,0.162 Mpa,0.188 Mpa,0.161 Mpa,0.537 Mpa,1.19 Mpa,,0.386 Mpa,0.0348%,,4.14%,2.74%,4.89%,10.6%,30.2%,,8.43%
2026-07-13 13:00:00,,,0.256 Mpa,0.400 Mpa,0.391 Mpa,1.07 Mpa,0.553 Mpa,,0.155 Mpa,,,6.33%,8.58%,12.0%,26.8%,12.1%,,2.15%
2026-07-13 15:00:00,,,0.137 Mpa,0.989 Mpa,0.666 Mpa,0.531 Mpa,0.627 Mpa,,0.360 Mpa,,,2.84%,24.5%,19.0%,10.1%,14.1%,,7.58%
2026-07-13 17:00:00,,,0.128 Mpa,0.358 Mpa,0.273 Mpa,0.208 Mpa,0.177 Mpa,,0.190 Mpa,,,3.22%,7.66%,7.65%,1.37%,1.01%,,3.55%
2026-07-13 19:00:00,,,0.257 Mpa,0.223 Mpa,0.226 Mpa,0.245 Mpa,0.896 Mpa,,0.187 Mpa,,,7.08%,20.9%,6.91%,2.59%,30.8%,,3.52%
2026-07-13 21:00:00,,,0.357 Mpa,0.747 Mpa,0.129 Mpa,0.267 Mpa,0.151 Mpa,,0.164 Mpa,,,8.91%,17.8%,4.05%,2.78%,1.25%,,6.35%
2026-07-13 23:00:00,,,0.646 Mpa,0.149 Mpa,0.0408 Mpa,0.458 Mpa,0.369 Mpa,,0.204 Mpa,,,17.2%,1.83%,1.29%,8.02%,7.64%,,5.72%
2026-07-14 01:00:00,,,0.206 Mpa,0.841 Mpa,0.575 Mpa,1.24 Mpa,0.149 Mpa,,0.203 Mpa,,,7.12%,20.0%,16.0%,28.6%,3.05%,,4.43%
2026-07-14 03:00:00,,,0.385 Mpa,0.216 Mpa,0.411 Mpa,0.597 Mpa,0.349 Mpa,,0.214 Mpa,,,10.6%,3.28%,12.0%,11.9%,8.08%,,4.66%
2026-07-14 05:00:00,,,0.151 Mpa,0.274 Mpa,0.0978 Mpa,0.464 Mpa,0.257 Mpa,,0.225 Mpa,,,4.24%,5.76%,3.02%,8.17%,3.94%,,4.35%
2026-07-14 07:00:00,,,0.220 Mpa,0.258 Mpa,0.276 Mpa,0.662 Mpa,0.251 Mpa,,0.218 Mpa,,,6.11%,3.89%,7.95%,13.8%,3.47%,,3.97%
2026-07-14 09:00:00,,,0.363 Mpa,0.294 Mpa,,0.747 Mpa,0.323 Mpa,,0.452 Mpa,,,9.78%,5.22%,,17.4%,5.18%,,9.26%
2026-07-14 11:00:00,,,0.459 Mpa,0.421 Mpa,,0.803 Mpa,0.362 Mpa,,0.246 Mpa,,,11.9%,8.89%,,18.9%,6.29%,,3.40%
2026-07-14 13:00:00,,,0.298 Mpa,0.372 Mpa,0.0955 Mpa,0.419 Mpa,0.585 Mpa,,0.309 Mpa,,,8.06%,7.33%,3.12%,9.11%,12.9%,,5.45%
2026-07-14 15:00:00,,,0.342 Mpa,0.216 Mpa,0.518 Mpa,0.364 Mpa,0.175 Mpa,,0.344 Mpa,,,9.50%,2.57%,15.3%,5.63%,1.43%,,6.62%
2026-07-14 17:00:00,,,0.231 Mpa,0.835 Mpa,0.152 Mpa,0.230 Mpa,0.443 Mpa,,0.426 Mpa,,,6.25%,20.5%,4.62%,3.61%,9.32%,,9.36%
2026-07-14 19:00:00,,,0.183 Mpa,0.414 Mpa,0.116 Mpa,1.05 Mpa,0.224 Mpa,,0.239 Mpa,,,4.30%,8.49%,3.70%,24.3%,2.74%,,3.25%
2026-07-14 21:00:00,,,0.435 Mpa,0.376 Mpa,0.0630 Mpa,0.258 Mpa,0.388 Mpa,,0.265 Mpa,,,10.6%,7.27%,1.26%,3.27%,7.05%,,3.78%
2026-07-14 23:00:00,0.00185 Mpa,,0.236 Mpa,1.05 Mpa,0.297 Mpa,0.222 Mpa,0.296 Mpa,,0.328 Mpa,0%,,5.21%,24.8%,8.33%,2.57%,5.63%,,5.58%
2026-07-15 01:00:00,0.00155 Mpa,,0.0679 Mpa,0.236 Mpa,0.185 Mpa,0.266 Mpa,0.180 Mpa,,0.198 Mpa,0.502%,,6.29%,3.21%,6.15%,2.66%,3.45%,,3.49%
2026-07-15 03:00:00,0.194 Mpa,,0.156 Mpa,0.255 Mpa,0.0369 Mpa,0.349 Mpa,0.188 Mpa,,0.900 Mpa,5.37%,,3.30%,3.89%,1.15%,5.74%,1.79%,,21.8%
2026-07-15 05:00:00,0.261 Mpa,,0.126 Mpa,0.330 Mpa,0.0655 Mpa,0.206 Mpa,0.347 Mpa,,1.59 Mpa,8.41%,,3.52%,5.97%,3.81%,1.63%,5.52%,,39.6%
2026-07-15 07:00:00,0.615 Mpa,,0.451 Mpa,0.277 Mpa,0.0769 Mpa,0.288 Mpa,0.452 Mpa,,0.351 Mpa,16.2%,,12.7%,4.51%,3.50%,3.79%,8.18%,,7.21%
2026-07-15 09:00:00,0.0000529 Mpa,,0.346 Mpa,0.321 Mpa,0.0945 Mpa,0.211 Mpa,0.353 Mpa,,0.150 Mpa,0.0837%,,10.6%,5.57%,3.52%,1.09%,5.83%,,2.15%
2026-07-15 11:00:00,0 Mpa,,0.124 Mpa,1.88 Mpa,0.254 Mpa,0.372 Mpa,0.231 Mpa,,0.153 Mpa,0.0199%,,4.21%,47.7%,8.46%,6.47%,2.27%,,1.80%
2026-07-15 13:00:00,0.000775 Mpa,,0.128 Mpa,0.116 Mpa,0.381 Mpa,0.358 Mpa,0.263 Mpa,,0.159 Mpa,0.0142%,,4.98%,1.08%,11.2%,15.5%,5.04%,,1.75%
2026-07-15 15:00:00,0.935 Mpa,,0.414 Mpa,0.415 Mpa,0.133 Mpa,0.272 Mpa,0.305 Mpa,,0.290 Mpa,26.6%,,12.6%,8.64%,5.46%,3.77%,4.93%,,5.76%
2026-07-15 17:00:00,1.05 Mpa,,0.143 Mpa,0.262 Mpa,0.326 Mpa,0.218 Mpa,0.239 Mpa,,0.275 Mpa,27.2%,,3.03%,4.14%,9.79%,4.12%,3.36%,,4.90%
2026-07-15 19:00:00,0.442 Mpa,,0.143 Mpa,0.145 Mpa,0.136 Mpa,0.270 Mpa,0.168 Mpa,,0.162 Mpa,11.5%,,3.15%,0.447%,3.79%,5.55%,0.586%,,3.39%
2026-07-15 21:00:00,0.410 Mpa,,0.110 Mpa,0.383 Mpa,0.0617 Mpa,0.273 Mpa,0.282 Mpa,,0.288 Mpa,10.4%,,2.07%,8.34%,2.13%,6.88%,3.94%,,5.46%
2026-07-15 23:00:00,0.658 Mpa,,0.386 Mpa,0.228 Mpa,0.122 Mpa,0.249 Mpa,0.280 Mpa,,0.155 Mpa,17.9%,,9.53%,3.79%,3.85%,4.59%,5.23%,,1.03%
2026-07-16 01:00:00,0.437 Mpa,,0.151 Mpa,0.542 Mpa,0.261 Mpa,0.244 Mpa,0.133 Mpa,,0.194 Mpa,13.2%,,4.41%,10.6%,7.83%,4.97%,5.87%,,3.51%
2026-07-16 03:00:00,0.440 Mpa,,0.104 Mpa,0.193 Mpa,0.338 Mpa,0.203 Mpa,0.207 Mpa,,0.160 Mpa,11.4%,,4.69%,1.35%,9.58%,1.81%,1.89%,,3.09%
2026-07-16 05:00:00,0.486 Mpa,,0.219 Mpa,0.212 Mpa,0.0633 Mpa,0.254 Mpa,0.237 Mpa,,0.166 Mpa,12.9%,,5.63%,1.94%,4.03%,2.40%,2.70%,,2.39%
2026-07-16 07:00:00,0.0417 Mpa,,0.153 Mpa,0.214 Mpa,0.281 Mpa,0.411 Mpa,0.233 Mpa,,0.158 Mpa,4.92%,,4.46%,1.57%,8.53%,6.31%,2.23%,,1.63%
2026-07-16 09:00:00,0.0525 Mpa,,0.174 Mpa,0.227 Mpa,0.649 Mpa,0.324 Mpa,0.189 Mpa,,0.160 Mpa,2.41%,,5.83%,2.44%,18.9%,4.89%,1.01%,,1.45%
2026-07-16 11:00:00,0.377 Mpa,,0.120 Mpa,0.286 Mpa,0.282 Mpa,0.232 Mpa,0.186 Mpa,,0.125 Mpa,10.5%,,3.56%,4.23%,9.34%,2.45%,1.05%,,0.710%
2026-07-16 13:00:00,0.0726 Mpa,,0.128 Mpa,0.861 Mpa,0.0994 Mpa,0.342 Mpa,0.225 Mpa,,0.494 Mpa,5.66%,,3.61%,27.2%,3.61%,5.55%,2.43%,,10.9%
2026-07-16 15:00:00,0.346 Mpa,,0.167 Mpa,0.396 Mpa,0.389 Mpa,0.298 Mpa,0.575 Mpa,,0.179 Mpa,11.2%,,4.25%,7.07%,11.1%,3.91%,13.1%,,1.56%
2026-07-16 17:00:00,0.531 Mpa,,0.119 Mpa,0.196 Mpa,0.0398 Mpa,0.298 Mpa,0.275 Mpa,,0.190 Mpa,14.7%,,4.38%,1.41%,1.96%,3.60%,4.70%,,2.81%
2026-07-16 19:00:00,0.0772 Mpa,,0.296 Mpa,0.244 Mpa,0.587 Mpa,0.246 Mpa,0.789 Mpa,,0.203 Mpa,2.61%,,8.39%,2.79%,15.9%,5.12%,19.4%,,2.85%
2026-07-16 21:00:00,0.417 Mpa,,0.152 Mpa,0.155 Mpa,0.0969 Mpa,0.257 Mpa,0.152 Mpa,,0.277 Mpa,11.8%,,5.17%,3.46%,2.64%,1.79%,1.56%,,4.54%
2026-07-16 23:00:00,0.492 Mpa,,0.380 Mpa,0.215 Mpa,0.115 Mpa,0.232 Mpa,0.196 Mpa,,0.217 Mpa,14.1%,,10.9%,2.57%,3.53%,1.04%,4.20%,,3.36%
2026-07-17 01:00:00,0.0903 Mpa,,0.129 Mpa,0.227 Mpa,0.229 Mpa,0.373 Mpa,0.238 Mpa,,0.134 Mpa,3.14%,,4.08%,2.58%,7.24%,10.4%,3.76%,,0.762%
2026-07-17 03:00:00,0.429 Mpa,,0.158 Mpa,0.265 Mpa,0.123 Mpa,0.215 Mpa,0.192 Mpa,,0.467 Mpa,10.6%,,4.37%,3.42%,9.22%,1.45%,2.53%,,10.4%
2026-07-17 05:00:00,0.217 Mpa,,0.126 Mpa,0.312 Mpa,0.622 Mpa,0.306 Mpa,0.215 Mpa,,0.333 Mpa,8.12%,,3.26%,5.12%,19.4%,4.21%,2.53%,,6.15%
2026-07-17 07:00:00,0.441 Mpa,,0.543 Mpa,0.203 Mpa,0.0841 Mpa,0.339 Mpa,0.226 Mpa,,1.11 Mpa,12.3%,,15.1%,1.99%,2.73%,4.74%,1.75%,,26.1%
2026-07-17 09:00:00,0.336 Mpa,,1.05 Mpa,0.276 Mpa,0.817 Mpa,0.252 Mpa,0.311 Mpa,,0.240 Mpa,8.72%,,29.0%,3.47%,24.0%,2.16%,4.10%,,3.57%
2026-07-17 11:00:00,0.189 Mpa,,0.637 Mpa,0.216 Mpa,0.0648 Mpa,0.314 Mpa,0.403 Mpa,,0.967 Mpa,6.38%,,18.0%,2.07%,2.29%,3.90%,7.42%,,22.9%
2026-07-17 13:00:00,0.166 Mpa,0.0450 Mpa,0.143 Mpa,2.42 Mpa,0.0552 Mpa,0.173 Mpa,0.209 Mpa,,0.529 Mpa,6.44%,8.36%,3.83%,62.5%,3.74%,5.53%,1.98%,,11.6%
2026-07-17 15:00:00,0.530 Mpa,0.0535 Mpa,0.237 Mpa,0.746 Mpa,0.0699 Mpa,0.405 Mpa,0.695 Mpa,,0.699 Mpa,14.7%,10.3%,6.32%,17.8%,4.02%,8.83%,17.0%,,16.2%
