"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-08-17 01:00:00,0.0785 Mpa,0.343 Mpa,0.178 Mpa,0.268 Mpa,0.177 Mpa,0.175 Mpa,0.399 Mpa,,0.171 Mpa,1.21%,11.3%,4.41%,5.10%,6.57%,3.65%,10.7%,,3.86%
2026-08-17 03:00:00,0.197 Mpa,0.391 Mpa,0.306 Mpa,0.256 Mpa,0.0517 Mpa,0.156 Mpa,0.206 Mpa,,0.230 Mpa,6.41%,11.9%,7.97%,4.55%,2.65%,4.30%,1.92%,,4.80%
2026-08-17 05:00:00,0.143 Mpa,0.463 Mpa,0.537 Mpa,0.121 Mpa,0.0871 Mpa,0.220 Mpa,0.288 Mpa,,0.367 Mpa,5.34%,21.9%,14.8%,15.4%,2.06%,3.02%,4.34%,,8.06%
2026-08-17 07:00:00,0.121 Mpa,0.460 Mpa,0.316 Mpa,0.176 Mpa,0.0944 Mpa,0.216 Mpa,0.613 Mpa,,0.288 Mpa,3.05%,15.0%,8.52%,7.29%,3.47%,2.87%,13.0%,,5.87%
2026-08-17 09:00:00,1.00 Mpa,0.237 Mpa,0.363 Mpa,0.196 Mpa,0.272 Mpa,0.184 Mpa,0.326 Mpa,,0.309 Mpa,27.4%,8.49%,9.73%,2.96%,8.30%,2.84%,5.42%,,6.56%
2026-08-17 11:00:00,0.449 Mpa,0.258 Mpa,0.124 Mpa,1.31 Mpa,0.0499 Mpa,0.500 Mpa,0.284 Mpa,,0.245 Mpa,11.0%,11.3%,3.47%,32.4%,1.63%,12.3%,4.75%,,5.51%
2026-08-17 13:00:00,0.0386 Mpa,0.328 Mpa,0.179 Mpa,0.386 Mpa,0.358 Mpa,3.29 Mpa,0.397 Mpa,,0.188 Mpa,0.122%,11.1%,5.59%,14.7%,10.6%,83.0%,7.18%,,3.32%
2026-08-17 15:00:00,0.0295 Mpa,0.650 Mpa,0.479 Mpa,0.204 Mpa,0.101 Mpa,0.193 Mpa,0.372 Mpa,,0.238 Mpa,0.271%,20.8%,13.2%,2.99%,3.24%,2.13%,6.11%,,4.79%
2026-08-17 17:00:00,0.275 Mpa,0.502 Mpa,0.311 Mpa,0.290 Mpa,0.537 Mpa,0.175 Mpa,0.357 Mpa,,0.189 Mpa,8.36%,15.6%,8.03%,5.47%,16.7%,1.19%,5.66%,,5.97%
2026-08-17 19:00:00,0.162 Mpa,0.264 Mpa,0.195 Mpa,0.108 Mpa,0.325 Mpa,0.228 Mpa,0.421 Mpa,,0.0555 Mpa,6.22%,12.4%,5.04%,0.991%,10.7%,3.83%,6.92%,,3.08%
2026-08-17 21:00:00,0.119 Mpa,0.377 Mpa,0.125 Mpa,0.196 Mpa,0.0809 Mpa,0.171 Mpa,0.433 Mpa,,,6.47%,12.0%,2.12%,2.67%,2.60%,2.03%,8.34%,,
2026-08-17 23:00:00,0.129 Mpa,0.349 Mpa,0.152 Mpa,0.140 Mpa,0.203 Mpa,0.149 Mpa,0.334 Mpa,,0.695 Mpa,6.64%,10.9%,3.51%,1.28%,6.57%,3.58%,5.81%,,17.0%
2026-08-18 01:00:00,0.110 Mpa,0.451 Mpa,0.181 Mpa,0.434 Mpa,0.336 Mpa,0.167 Mpa,0.394 Mpa,,0.321 Mpa,4.64%,18.2%,4.17%,9.24%,9.63%,2.83%,7.54%,,6.44%
2026-08-18 03:00:00,1.10 Mpa,0.210 Mpa,0.161 Mpa,0.231 Mpa,0.155 Mpa,0.157 Mpa,0.400 Mpa,,0.284 Mpa,29.5%,7.58%,3.55%,3.81%,5.46%,2.43%,7.47%,,5.73%
2026-08-18 05:00:00,0.196 Mpa,0.539 Mpa,0.117 Mpa,0.247 Mpa,0.174 Mpa,0.151 Mpa,0.534 Mpa,,0.246 Mpa,8.48%,16.9%,2.62%,4.42%,5.52%,1.91%,11.8%,,4.56%
2026-08-18 07:00:00,0.0420 Mpa,0.158 Mpa,0.104 Mpa,0.211 Mpa,0.307 Mpa,0.170 Mpa,0.455 Mpa,,0.148 Mpa,14.9%,5.15%,2.17%,3.57%,9.44%,2.69%,10.2%,,1.49%
2026-08-18 09:00:00,0.0815 Mpa,0.235 Mpa,0.722 Mpa,0.564 Mpa,0.0614 Mpa,0.549 Mpa,0.221 Mpa,,0.496 Mpa,2.97%,7.80%,19.3%,12.7%,2.70%,13.5%,3.09%,,10.8%
2026-08-18 11:00:00,0.556 Mpa,0.423 Mpa,0.112 Mpa,0.270 Mpa,0.176 Mpa,0.166 Mpa,0.306 Mpa,,0.329 Mpa,14.7%,13.3%,1.75%,4.53%,5.26%,3.24%,5.09%,,5.98%
2026-08-18 13:00:00,0.465 Mpa,0.213 Mpa,0.263 Mpa,0.266 Mpa,0.0707 Mpa,0.692 Mpa,0.588 Mpa,,0.619 Mpa,12.0%,6.99%,6.49%,4.68%,2.90%,17.5%,15.4%,,13.1%
2026-08-18 15:00:00,0.540 Mpa,0.482 Mpa,0.208 Mpa,0.625 Mpa,0.0956 Mpa,0.197 Mpa,0.241 Mpa,,0.196 Mpa,18.1%,14.2%,5.09%,13.8%,3.55%,3.10%,6.37%,,2.48%
2026-08-18 17:00:00,0.149 Mpa,0.701 Mpa,0.201 Mpa,,0.161 Mpa,0.318 Mpa,0.273 Mpa,,0.255 Mpa,4.96%,27.1%,4.70%,,6.24%,6.66%,4.40%,,5.12%
2026-08-18 19:00:00,0.171 Mpa,0.136 Mpa,0.196 Mpa,,0.283 Mpa,0.224 Mpa,0.515 Mpa,,0.206 Mpa,5.78%,4.84%,4.93%,,17.1%,3.97%,10.7%,,3.32%
2026-08-18 21:00:00,0.228 Mpa,0.386 Mpa,0.161 Mpa,,0.202 Mpa,0.209 Mpa,0.301 Mpa,,0.234 Mpa,6.67%,12.3%,4.34%,,6.34%,4.17%,4.06%,,4.48%
2026-08-18 23:00:00,0.264 Mpa,0.708 Mpa,0.107 Mpa,,0.0692 Mpa,0.633 Mpa,0.390 Mpa,,0.234 Mpa,8.09%,22.0%,2.08%,,1.89%,14.5%,6.29%,,3.84%
2026-08-19 01:00:00,0.570 Mpa,0.437 Mpa,0.128 Mpa,,0.0312 Mpa,0.556 Mpa,0.289 Mpa,,0.346 Mpa,15.2%,13.9%,3.11%,,23.8%,13.1%,3.31%,,7.09%
2026-08-19 03:00:00,0.186 Mpa,0.261 Mpa,0.0774 Mpa,,0.0507 Mpa,0.204 Mpa,0.452 Mpa,,0.230 Mpa,5.79%,8.39%,1.14%,,1.90%,2.59%,8.22%,,4.76%
2026-08-19 05:00:00,0.160 Mpa,0.357 Mpa,0.226 Mpa,,0.0196 Mpa,0.212 Mpa,0.351 Mpa,,0.214 Mpa,10.6%,11.6%,4.98%,,0.943%,4.82%,5.24%,,3.57%
2026-08-19 07:00:00,0.480 Mpa,0.403 Mpa,0.271 Mpa,,0.265 Mpa,0.200 Mpa,0.429 Mpa,,0.301 Mpa,12.4%,12.2%,6.83%,,7.89%,5.69%,8.95%,,5.19%
2026-08-19 09:00:00,0.180 Mpa,0.874 Mpa,0.140 Mpa,,0.230 Mpa,0.160 Mpa,0.561 Mpa,,0.257 Mpa,5.13%,27.3%,3.27%,,8.41%,3.00%,11.7%,,5.20%
2026-08-19 11:00:00,0.140 Mpa,0.506 Mpa,0.0914 Mpa,,0.0740 Mpa,0.192 Mpa,0.479 Mpa,,0.206 Mpa,5.14%,15.9%,1.98%,,3.03%,4.12%,10.3%,,2.54%
2026-08-19 13:00:00,0.396 Mpa,0.225 Mpa,0.130 Mpa,,0.0484 Mpa,0.240 Mpa,0.476 Mpa,,0.249 Mpa,11.2%,7.47%,2.88%,,2.54%,6.45%,10.1%,,5.41%
2026-08-19 15:00:00,0.383 Mpa,0.212 Mpa,0.139 Mpa,0.216 Mpa,0.0927 Mpa,0.142 Mpa,0.695 Mpa,,0.336 Mpa,14.3%,6.89%,3.38%,2.89%,24.8%,4.76%,17.8%,,6.75%
2026-08-19 17:00:00,0.130 Mpa,0.0548 Mpa,0.0907 Mpa,0.166 Mpa,0.0169 Mpa,0.223 Mpa,0.445 Mpa,,0.197 Mpa,10.1%,5.73%,2.30%,5.42%,1.26%,3.64%,9.15%,,3.37%
2026-08-19 19:00:00,0.609 Mpa,0.442 Mpa,0.204 Mpa,0.313 Mpa,0.0232 Mpa,0.226 Mpa,0.318 Mpa,,0.262 Mpa,16.5%,14.4%,4.72%,5.22%,0.983%,5.26%,4.09%,,4.20%
2026-08-19 21:00:00,0.174 Mpa,0.889 Mpa,0.197 Mpa,0.361 Mpa,0.321 Mpa,0.389 Mpa,0.282 Mpa,,0.252 Mpa,6.25%,28.2%,4.41%,17.0%,9.88%,8.08%,3.45%,,4.38%
2026-08-19 23:00:00,0.0838 Mpa,0.562 Mpa,2.06 Mpa,0.286 Mpa,0.0684 Mpa,0.143 Mpa,0.506 Mpa,,0.385 Mpa,5.32%,17.4%,56.2%,4.53%,2.88%,2.73%,9.75%,,9.81%
2026-08-20 01:00:00,0.0926 Mpa,0.222 Mpa,0.600 Mpa,0.225 Mpa,0.427 Mpa,0.364 Mpa,0.338 Mpa,,0.162 Mpa,4.92%,7.53%,15.5%,3.62%,13.5%,7.37%,4.99%,,2.28%
2026-08-20 03:00:00,0.311 Mpa,0.508 Mpa,0.319 Mpa,0.204 Mpa,0.633 Mpa,0.222 Mpa,0.365 Mpa,,0.335 Mpa,11.4%,16.3%,7.78%,4.18%,20.4%,4.71%,5.55%,,6.68%
2026-08-20 05:00:00,0.138 Mpa,0.0562 Mpa,0.289 Mpa,0.212 Mpa,0.129 Mpa,0.152 Mpa,0.219 Mpa,,0.164 Mpa,5.77%,3.04%,7.70%,6.40%,3.68%,1.51%,2.00%,,1.78%
2026-08-20 07:00:00,0.0548 Mpa,0.275 Mpa,0.115 Mpa,0.149 Mpa,0.188 Mpa,0.204 Mpa,0.257 Mpa,,0.421 Mpa,5.14%,8.06%,1.74%,10.6%,5.35%,2.32%,2.34%,,8.91%
2026-08-20 09:00:00,0.130 Mpa,0.154 Mpa,0.0614 Mpa,0.149 Mpa,0.0618 Mpa,0.222 Mpa,0.369 Mpa,,0.393 Mpa,5.19%,5.89%,0.834%,4.52%,2.32%,2.10%,6.79%,,7.60%
2026-08-20 11:00:00,0.153 Mpa,0.609 Mpa,0.0240 Mpa,0.133 Mpa,0.0733 Mpa,0.155 Mpa,0.450 Mpa,,0.403 Mpa,7.28%,19.3%,1.81%,1.67%,3.18%,0.539%,8.49%,,8.99%
2026-08-20 13:00:00,0.455 Mpa,0.301 Mpa,0.0378 Mpa,,0.0499 Mpa,0.320 Mpa,0.241 Mpa,,0.300 Mpa,11.4%,9.53%,1.49%,,2.50%,5.88%,4.87%,,5.32%
2026-08-20 15:00:00,0.0997 Mpa,0.272 Mpa,0.559 Mpa,0.277 Mpa,0.0697 Mpa,0.163 Mpa,0.228 Mpa,,0.254 Mpa,4.53%,8.59%,14.4%,5.47%,2.99%,9.19%,2.77%,,4.17%
2026-08-20 17:00:00,0.185 Mpa,0.171 Mpa,0.542 Mpa,0.232 Mpa,0.0950 Mpa,0.161 Mpa,0.251 Mpa,,0.354 Mpa,4.66%,6.08%,14.8%,3.91%,4.13%,2.14%,3.96%,,7.95%
2026-08-20 19:00:00,0.111 Mpa,1.72 Mpa,0.0664 Mpa,0.821 Mpa,0.101 Mpa,0.150 Mpa,0.258 Mpa,,0.165 Mpa,8.10%,53.2%,1.89%,19.2%,4.44%,2.85%,3.11%,,1.67%
2026-08-20 21:00:00,0.166 Mpa,0.342 Mpa,0.517 Mpa,0.497 Mpa,0.0906 Mpa,0.162 Mpa,0.200 Mpa,,0.326 Mpa,8.14%,11.0%,14.0%,10.3%,3.40%,2.88%,1.36%,,6.48%
2026-08-20 23:00:00,0.190 Mpa,0.467 Mpa,0.146 Mpa,0.233 Mpa,0.106 Mpa,0.148 Mpa,0.252 Mpa,,0.170 Mpa,5.43%,14.8%,3.87%,3.83%,3.50%,2.04%,3.03%,,1.10%
2026-08-21 01:00:00,0.164 Mpa,0.456 Mpa,0.0281 Mpa,0.480 Mpa,0.461 Mpa,0.311 Mpa,0.409 Mpa,,0.360 Mpa,4.38%,14.6%,1.18%,10.4%,13.7%,5.83%,9.37%,,11.5%
2026-08-21 03:00:00,0.242 Mpa,0.481 Mpa,1.30 Mpa,0.167 Mpa,0.0754 Mpa,0.541 Mpa,0.374 Mpa,,0.186 Mpa,9.15%,15.2%,34.8%,1.77%,3.16%,11.8%,8.09%,,11.8%
2026-08-21 05:00:00,0.161 Mpa,0.184 Mpa,0.149 Mpa,0.233 Mpa,0.0730 Mpa,0.248 Mpa,0.230 Mpa,,0.240 Mpa,7.70%,5.98%,3.71%,3.50%,2.92%,3.56%,4.13%,,3.85%
2026-08-21 07:00:00,0.204 Mpa,0.287 Mpa,0.149 Mpa,0.201 Mpa,0.210 Mpa,0.246 Mpa,0.430 Mpa,,0.280 Mpa,8.39%,8.97%,3.17%,2.45%,7.20%,3.16%,8.79%,,4.57%
2026-08-21 09:00:00,0.155 Mpa,0.181 Mpa,0.236 Mpa,0.589 Mpa,0.134 Mpa,0.375 Mpa,0.733 Mpa,,0.245 Mpa,7.38%,6.12%,5.79%,12.9%,5.26%,21.6%,17.6%,,3.65%
2026-08-21 11:00:00,0.685 Mpa,0.138 Mpa,0.167 Mpa,0.353 Mpa,0.343 Mpa,0.258 Mpa,0.402 Mpa,,0.335 Mpa,20.2%,5.39%,4.13%,6.46%,11.0%,4.38%,7.23%,,6.56%
2026-08-21 13:00:00,0.539 Mpa,0.326 Mpa,0.145 Mpa,0.997 Mpa,0.00240 Mpa,0.0960 Mpa,1.32 Mpa,,0.267 Mpa,15.9%,10.8%,4.19%,24.8%,1.62%,13.4%,36.0%,,4.30%
2026-08-21 15:00:00,0.189 Mpa,0.282 Mpa,0.405 Mpa,0.752 Mpa,0.292 Mpa,0.143 Mpa,,,0.335 Mpa,9.11%,9.68%,10.7%,23.0%,8.95%,2.08%,,,6.80%
2026-08-21 17:00:00,0.264 Mpa,0.167 Mpa,0.0980 Mpa,0.265 Mpa,0.0996 Mpa,0.199 Mpa,,,0.288 Mpa,8.34%,5.41%,2.14%,3.96%,38.8%,2.46%,,,7.03%
2026-08-21 19:00:00,0.734 Mpa,0.109 Mpa,0.672 Mpa,0.212 Mpa,0.00360 Mpa,0.161 Mpa,,,0.287 Mpa,20.4%,3.59%,17.8%,2.97%,36.3%,1.06%,,,5.55%
2026-08-21 21:00:00,0.856 Mpa,0.119 Mpa,0.907 Mpa,0.225 Mpa,0.159 Mpa,0.252 Mpa,0.102 Mpa,,0.255 Mpa,21.6%,4.71%,24.7%,3.40%,5.22%,5.15%,0.179%,,5.08%
2026-08-21 23:00:00,0.725 Mpa,0.405 Mpa,0.0858 Mpa,0.218 Mpa,0.101 Mpa,0.208 Mpa,0.0879 Mpa,,0.231 Mpa,18.4%,13.3%,0.835%,2.62%,3.52%,2.98%,1.59%,,4.96%
2026-08-22 01:00:00,0.294 Mpa,,0.0564 Mpa,0.196 Mpa,0.0375 Mpa,0.176 Mpa,0.0550 Mpa,,0.216 Mpa,8.94%,,1.24%,2.46%,1.33%,3.84%,0.744%,,3.95%
2026-08-22 03:00:00,0.276 Mpa,0.0225 Mpa,0.0692 Mpa,0.191 Mpa,0.0537 Mpa,0.203 Mpa,,,0.274 Mpa,10.0%,1.24%,1.16%,2.20%,1.47%,3.78%,,,6.69%
2026-08-22 05:00:00,0.220 Mpa,0.137 Mpa,0.147 Mpa,0.227 Mpa,0.122 Mpa,0.182 Mpa,,,0.186 Mpa,9.06%,5.48%,3.80%,3.32%,4.25%,0.864%,,,3.37%
2026-08-22 07:00:00,0.0728 Mpa,0.0000720 Mpa,0.197 Mpa,0.207 Mpa,0.107 Mpa,0.350 Mpa,,,0.383 Mpa,6.30%,2.46%,6.49%,2.86%,4.13%,5.81%,,,8.20%
2026-08-22 09:00:00,0.314 Mpa,0.536 Mpa,0.141 Mpa,0.176 Mpa,0.222 Mpa,0.190 Mpa,,,0.217 Mpa,9.48%,19.2%,4.41%,2.06%,7.44%,2.86%,,,3.74%
2026-08-22 11:00:00,0.0424 Mpa,0.0726 Mpa,0.372 Mpa,0.191 Mpa,0.506 Mpa,0.183 Mpa,,,0.739 Mpa,2.20%,2.57%,10.7%,2.49%,16.0%,1.77%,,,18.2%
2026-08-22 13:00:00,0.172 Mpa,0.0792 Mpa,0.101 Mpa,0.202 Mpa,0.477 Mpa,0.241 Mpa,,,0.617 Mpa,5.03%,3.26%,4.54%,2.94%,15.7%,2.74%,,,15.1%
2026-08-22 15:00:00,0.155 Mpa,0.00104 Mpa,0.0960 Mpa,0.344 Mpa,0.111 Mpa,0.481 Mpa,,,0.411 Mpa,3.46%,2.25%,2.91%,6.53%,4.73%,9.91%,,,9.34%
2026-08-22 17:00:00,0.167 Mpa,0.0755 Mpa,0.683 Mpa,0.129 Mpa,0.148 Mpa,0.197 Mpa,,,1.20 Mpa,5.00%,3.38%,19.0%,1.19%,5.50%,2.20%,,,29.8%
2026-08-22 19:00:00,0.180 Mpa,0.244 Mpa,0.257 Mpa,0.138 Mpa,0.0335 Mpa,0.329 Mpa,,,0.877 Mpa,3.98%,7.27%,6.89%,1.09%,1.34%,5.56%,,,20.2%
2026-08-22 21:00:00,0.170 Mpa,0.215 Mpa,0.169 Mpa,0.279 Mpa,0.393 Mpa,0.334 Mpa,,,0.294 Mpa,3.67%,6.34%,4.20%,4.64%,10.9%,6.55%,,,4.87%
2026-08-22 23:00:00,0.0728 Mpa,0.259 Mpa,0.113 Mpa,0.199 Mpa,0.0234 Mpa,0.233 Mpa,0.637 Mpa,,0.278 Mpa,0.795%,7.97%,1.58%,2.46%,0.787%,5.63%,18.2%,,4.02%
2026-08-23 01:00:00,0.171 Mpa,0.164 Mpa,1.32 Mpa,0.203 Mpa,0.568 Mpa,0.193 Mpa,0.637 Mpa,,1.49 Mpa,3.47%,5.28%,35.2%,2.53%,15.7%,2.54%,16.1%,,37.5%
2026-08-23 03:00:00,0.336 Mpa,0.196 Mpa,0.392 Mpa,0.385 Mpa,0.202 Mpa,0.202 Mpa,0.329 Mpa,,0.219 Mpa,8.58%,5.90%,10.4%,7.37%,11.1%,2.70%,5.70%,,5.60%
2026-08-23 05:00:00,0.178 Mpa,0.238 Mpa,0.284 Mpa,0.352 Mpa,0.0436 Mpa,0.256 Mpa,0.257 Mpa,,,4.37%,7.95%,7.59%,7.02%,2.11%,6.53%,3.60%,,
2026-08-23 07:00:00,0.142 Mpa,0.401 Mpa,0.712 Mpa,0.414 Mpa,0.259 Mpa,0.250 Mpa,0.223 Mpa,,,3.89%,13.2%,19.3%,8.25%,8.54%,4.58%,2.27%,,
2026-08-23 09:00:00,0.184 Mpa,0.0685 Mpa,0.571 Mpa,0.227 Mpa,0.0629 Mpa,0.175 Mpa,0.222 Mpa,,,7.48%,3.43%,16.8%,3.72%,2.31%,1.66%,2.89%,,
2026-08-23 11:00:00,0.410 Mpa,0.0679 Mpa,0.625 Mpa,0.186 Mpa,0.0463 Mpa,0.243 Mpa,0.394 Mpa,,0.657 Mpa,16.1%,2.99%,17.6%,2.51%,1.60%,3.45%,7.76%,,16.1%
2026-08-23 13:00:00,0.115 Mpa,0.0381 Mpa,0.319 Mpa,0.444 Mpa,1.61 Mpa,0.261 Mpa,0.275 Mpa,,,3.53%,2.13%,8.97%,10.1%,46.2%,3.56%,3.95%,,
2026-08-23 15:00:00,0.515 Mpa,0.441 Mpa,0.460 Mpa,0.153 Mpa,1.57 Mpa,0.126 Mpa,0.369 Mpa,,,30.0%,14.1%,12.4%,1.48%,46.4%,0.217%,5.96%,,
2026-08-23 17:00:00,0 Mpa,0.695 Mpa,0.387 Mpa,0.207 Mpa,2.35 Mpa,1.66 Mpa,0.101 Mpa,,,4.21%,20.4%,9.73%,4.18%,62.7%,39.7%,0.0329%,,
2026-08-23 19:00:00,0.0319 Mpa,0.256 Mpa,0.645 Mpa,0.587 Mpa,2.41 Mpa,0.609 Mpa,0.771 Mpa,,,0.812%,7.62%,16.7%,12.1%,65.6%,13.1%,19.2%,,
2026-08-23 21:00:00,0.343 Mpa,0.903 Mpa,0.460 Mpa,0.358 Mpa,0.0602 Mpa,0.567 Mpa,0.613 Mpa,,,8.92%,26.3%,12.4%,6.70%,2.79%,18.0%,15.9%,,
2026-08-23 23:00:00,0.240 Mpa,0.403 Mpa,0.0798 Mpa,0.436 Mpa,,0.166 Mpa,0.226 Mpa,,,8.43%,12.2%,0.181%,8.70%,,15.9%,2.46%,,
2026-08-24 01:00:00,0.211 Mpa,0.365 Mpa,0.129 Mpa,0.583 Mpa,,0.179 Mpa,0.289 Mpa,,,7.26%,12.1%,2.64%,12.6%,,0.855%,4.78%,,
2026-08-24 03:00:00,0.971 Mpa,0.713 Mpa,0.281 Mpa,0.199 Mpa,,0.192 Mpa,0.199 Mpa,,,27.3%,21.3%,6.30%,2.52%,,2.87%,2.91%,,
2026-08-24 05:00:00,1.33 Mpa,1.04 Mpa,0.394 Mpa,0.173 Mpa,,0.413 Mpa,0.180 Mpa,,,35.7%,30.4%,10.4%,5.21%,,7.68%,2.69%,,
2026-08-24 07:00:00,0.905 Mpa,0.169 Mpa,0.600 Mpa,0.222 Mpa,,0.230 Mpa,0.364 Mpa,,,22.5%,5.42%,16.5%,3.41%,,3.04%,6.71%,,
2026-08-24 09:00:00,0.127 Mpa,0.373 Mpa,0.0210 Mpa,1.33 Mpa,0.469 Mpa,0.286 Mpa,0.228 Mpa,,,2.96%,12.0%,1.42%,33.0%,15.0%,5.51%,3.13%,,
2026-08-24 11:00:00,0.128 Mpa,0.238 Mpa,0.313 Mpa,0.819 Mpa,,0.190 Mpa,0.173 Mpa,,,5.04%,7.75%,8.61%,19.5%,,2.45%,3.50%,,
2026-08-24 13:00:00,0.194 Mpa,0.0840 Mpa,,0.143 Mpa,,0.123 Mpa,0.227 Mpa,,,5.14%,3.15%,,0.957%,,3.15%,3.90%,,
2026-08-24 15:00:00,0.282 Mpa,0.0483 Mpa,0.553 Mpa,0.249 Mpa,,0.302 Mpa,0.372 Mpa,,0.144 Mpa,7.34%,3.12%,14.6%,3.98%,,5.09%,7.24%,,2.65%
2026-08-24 17:00:00,0.0927 Mpa,0.724 Mpa,0.244 Mpa,0.237 Mpa,,0.280 Mpa,0.277 Mpa,,0.0916 Mpa,3.11%,23.0%,6.63%,3.83%,,4.20%,3.36%,,1.46%
2026-08-24 19:00:00,0.204 Mpa,0.291 Mpa,0.160 Mpa,0.293 Mpa,,0.667 Mpa,0.551 Mpa,,0.0744 Mpa,6.47%,9.19%,4.43%,4.85%,,14.8%,12.3%,,1.84%
2026-08-24 21:00:00,0.125 Mpa,0.292 Mpa,0.0711 Mpa,0.687 Mpa,0.0188 Mpa,0.237 Mpa,0.245 Mpa,,0.284 Mpa,4.21%,8.96%,0.761%,15.6%,1.65%,3.77%,3.00%,,6.90%
2026-08-24 23:00:00,0.0618 Mpa,0.309 Mpa,0.0745 Mpa,0.313 Mpa,0.0381 Mpa,0.273 Mpa,0.273 Mpa,,0.895 Mpa,2.86%,9.49%,0.548%,5.85%,2.50%,12.2%,4.62%,,22.6%
2026-08-25 01:00:00,0.0768 Mpa,0.271 Mpa,0.0981 Mpa,0.323 Mpa,,0.191 Mpa,0.244 Mpa,,0.205 Mpa,3.04%,8.54%,2.02%,6.13%,,2.46%,2.30%,,4.32%
2026-08-25 03:00:00,0.195 Mpa,0.188 Mpa,0.277 Mpa,0.159 Mpa,,0.183 Mpa,0.477 Mpa,,0.160 Mpa,7.76%,5.62%,7.15%,1.18%,,1.97%,10.2%,,1.69%
2026-08-25 05:00:00,0.633 Mpa,0.0891 Mpa,0.357 Mpa,0.241 Mpa,,0.215 Mpa,0.181 Mpa,,0.133 Mpa,19.5%,5.31%,9.45%,3.46%,,2.28%,2.42%,,11.2%
2026-08-25 07:00:00,0.498 Mpa,0.438 Mpa,0.205 Mpa,0.798 Mpa,,0.217 Mpa,0.121 Mpa,,0.475 Mpa,14.5%,29.8%,5.78%,18.4%,,1.83%,1.03%,,10.8%
2026-08-25 09:00:00,0.430 Mpa,0.658 Mpa,0.355 Mpa,0.332 Mpa,,0.211 Mpa,0.399 Mpa,,0.485 Mpa,11.2%,21.4%,8.58%,6.20%,,3.28%,7.97%,,11.0%
2026-08-25 11:00:00,0.837 Mpa,0.550 Mpa,0.445 Mpa,0.388 Mpa,,0.229 Mpa,0.299 Mpa,,0.474 Mpa,22.8%,18.0%,11.3%,7.31%,,3.23%,4.94%,,10.6%
2026-08-25 13:00:00,0.716 Mpa,0.427 Mpa,0.511 Mpa,0.116 Mpa,,0.745 Mpa,0.223 Mpa,,0.236 Mpa,20.1%,14.5%,13.2%,1.29%,,21.8%,3.06%,,7.41%
2026-08-25 15:00:00,0.442 Mpa,0.152 Mpa,0.316 Mpa,1.04 Mpa,,0.956 Mpa,0.645 Mpa,,0.270 Mpa,13.8%,6.26%,7.60%,24.2%,,24.2%,14.8%,,6.15%
2026-08-25 17:00:00,0.0780 Mpa,0.0502 Mpa,0.206 Mpa,0.407 Mpa,,0.167 Mpa,0.198 Mpa,,0.657 Mpa,7.77%,3.67%,5.11%,8.41%,,1.64%,2.82%,,15.2%
2026-08-25 19:00:00,0.0124 Mpa,0.326 Mpa,0.534 Mpa,0.203 Mpa,,0.365 Mpa,0.335 Mpa,,0.230 Mpa,5.75%,10.5%,13.4%,2.76%,,7.14%,11.0%,,4.69%
2026-08-25 21:00:00,0.00614 Mpa,1.13 Mpa,0.924 Mpa,0.201 Mpa,,0.160 Mpa,0.316 Mpa,,0.254 Mpa,5.66%,33.0%,24.8%,2.35%,,1.58%,4.40%,,5.67%
2026-08-25 23:00:00,0.0579 Mpa,0.203 Mpa,0.668 Mpa,0.218 Mpa,,0.156 Mpa,0.375 Mpa,,0.443 Mpa,6.58%,6.18%,17.8%,3.02%,,2.21%,7.00%,,11.6%
2026-08-26 01:00:00,0.0634 Mpa,0.0513 Mpa,0.415 Mpa,0.220 Mpa,,0.185 Mpa,0.859 Mpa,,0.218 Mpa,3.07%,2.78%,11.2%,3.29%,,3.31%,22.4%,,5.59%
2026-08-26 03:00:00,0.0248 Mpa,0.0298 Mpa,0.409 Mpa,0.280 Mpa,,0.176 Mpa,0.755 Mpa,,0.163 Mpa,1.57%,1.73%,10.1%,4.91%,,2.65%,17.8%,,2.74%
2026-08-26 05:00:00,0.275 Mpa,0.598 Mpa,0.282 Mpa,0.215 Mpa,,0.206 Mpa,0.478 Mpa,,0.267 Mpa,7.59%,18.4%,7.37%,3.43%,,2.87%,10.3%,,6.22%
2026-08-26 07:00:00,0.317 Mpa,1.18 Mpa,0.375 Mpa,0.215 Mpa,,0.216 Mpa,0.475 Mpa,,0.116 Mpa,10.3%,44.5%,9.32%,3.31%,,3.98%,11.1%,,1.19%
2026-08-26 09:00:00,0.846 Mpa,0.399 Mpa,0.477 Mpa,0.753 Mpa,,0.285 Mpa,0.292 Mpa,,0.238 Mpa,21.9%,12.7%,12.2%,17.7%,,4.05%,4.06%,,4.66%
2026-08-26 11:00:00,0.700 Mpa,0.522 Mpa,0.404 Mpa,0.162 Mpa,,0.462 Mpa,0.627 Mpa,,0.154 Mpa,20.0%,16.4%,10.8%,1.31%,,9.76%,13.6%,,1.93%
2026-08-26 13:00:00,0.595 Mpa,0.463 Mpa,0.183 Mpa,0.241 Mpa,,0.565 Mpa,0.329 Mpa,,1.26 Mpa,17.2%,14.9%,9.59%,4.15%,,13.8%,5.22%,,31.5%
