"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-08-01 19:00:00,0.102 Mpa,0.102 Mpa,0.164 Mpa,0.0852 Mpa,0.219 Mpa,0.527 Mpa,0.0986 Mpa,0.0947 Mpa,0.0492 Mpa,0.0525 Mpa,5.63%,3.41%,4.91%,6.85%,18.6%,17.3%,3.53%,4.13%,1.77%,7.51%
2026-08-01 21:00:00,0.0920 Mpa,0.0401 Mpa,0.00840 Mpa,0.0126 Mpa,0.716 Mpa,0.598 Mpa,0.323 Mpa,1.34 Mpa,0.345 Mpa,0.0711 Mpa,5.99%,1.62%,0.189%,10.3%,28.8%,19.5%,10.8%,40.1%,11.6%,6.51%
2026-08-01 23:00:00,0.0549 Mpa,0.0884 Mpa,0.942 Mpa,0.0637 Mpa,0.908 Mpa,0.408 Mpa,0.197 Mpa,0.0639 Mpa,0.325 Mpa,0.0798 Mpa,3.97%,9.69%,27.8%,6.10%,29.0%,13.6%,6.57%,3.01%,9.78%,6.96%
2026-08-02 01:00:00,0.140 Mpa,0.0663 Mpa,0.0603 Mpa,0.0291 Mpa,0.310 Mpa,0.0783 Mpa,0.0611 Mpa,0.0589 Mpa,0.0550 Mpa,0.155 Mpa,6.52%,2.04%,1.69%,4.77%,9.65%,3.09%,2.03%,2.71%,2.46%,9.61%
2026-08-02 03:00:00,0.205 Mpa,0.162 Mpa,0.233 Mpa,,,0.404 Mpa,0.0479 Mpa,0.126 Mpa,0.0537 Mpa,0.0125 Mpa,8.60%,7.77%,6.93%,,,13.1%,1.57%,5.21%,7.81%,5.25%
2026-08-02 05:00:00,0.0669 Mpa,0.0933 Mpa,0.0616 Mpa,,,0.127 Mpa,0.0759 Mpa,0.00832 Mpa,0.0453 Mpa,0.113 Mpa,4.68%,3.28%,1.63%,,,4.97%,2.43%,2.68%,2.00%,11.1%
2026-08-02 07:00:00,0.318 Mpa,0.210 Mpa,0.110 Mpa,,,0.175 Mpa,0.239 Mpa,0.137 Mpa,0.0418 Mpa,0.0631 Mpa,11.9%,7.11%,3.01%,,,6.16%,7.85%,5.25%,1.35%,6.68%
2026-08-02 09:00:00,0.0720 Mpa,0.104 Mpa,0.0484 Mpa,,0.0377 Mpa,0.134 Mpa,0.101 Mpa,0.108 Mpa,0.0221 Mpa,0.0225 Mpa,3.91%,3.37%,1.23%,,1.84%,4.98%,3.41%,4.68%,0.926%,4.85%
2026-08-02 11:00:00,0.152 Mpa,0.0429 Mpa,0.185 Mpa,,0 Mpa,0.131 Mpa,0.0634 Mpa,0.110 Mpa,0.0200 Mpa,0.0280 Mpa,6.54%,1.63%,5.10%,,1.44%,5.03%,1.97%,4.97%,0.954%,5.35%
2026-08-02 13:00:00,0.0356 Mpa,0.141 Mpa,0.0585 Mpa,,,0.130 Mpa,0.207 Mpa,0.0775 Mpa,0.0869 Mpa,0.0000440 Mpa,2.41%,4.96%,1.54%,,,4.93%,6.85%,4.13%,2.79%,5.34%
2026-08-02 15:00:00,0.0739 Mpa,0.0124 Mpa,0.0151 Mpa,,,0.414 Mpa,0.0538 Mpa,0.470 Mpa,0.181 Mpa,0.124 Mpa,3.56%,0.439%,0.236%,,,13.9%,1.88%,16.0%,5.95%,7.59%
2026-08-02 17:00:00,0.131 Mpa,0.0408 Mpa,0.0838 Mpa,,,0.233 Mpa,0.105 Mpa,0.150 Mpa,0.137 Mpa,0.102 Mpa,5.47%,1.43%,2.27%,,,19.2%,3.48%,6.28%,4.82%,8.47%
2026-08-02 19:00:00,0.160 Mpa,0.151 Mpa,0 Mpa,,,0.249 Mpa,0.141 Mpa,0.0347 Mpa,0.200 Mpa,0.0212 Mpa,6.40%,5.24%,1.44%,,,8.60%,4.66%,2.40%,6.32%,4.40%
2026-08-02 21:00:00,0.0122 Mpa,0.0163 Mpa,0.265 Mpa,,,0.0760 Mpa,0.250 Mpa,0.152 Mpa,0.174 Mpa,0.0737 Mpa,1.87%,0.961%,6.89%,,,10.6%,8.44%,5.94%,5.71%,7.03%
2026-08-02 23:00:00,0.672 Mpa,0.0904 Mpa,0.128 Mpa,0 Mpa,,0.228 Mpa,0.611 Mpa,0.0402 Mpa,0.0707 Mpa,0.0619 Mpa,21.4%,3.19%,3.52%,6.64%,,9.59%,20.2%,2.36%,2.12%,6.91%
2026-08-03 01:00:00,0.00702 Mpa,0.0696 Mpa,0.168 Mpa,0.0367 Mpa,,0.360 Mpa,0.430 Mpa,0.134 Mpa,0.377 Mpa,0.0810 Mpa,1.92%,2.24%,4.84%,6.85%,,13.3%,14.3%,5.29%,10.9%,6.91%
2026-08-03 03:00:00,0.415 Mpa,0.146 Mpa,0.137 Mpa,0.0842 Mpa,,0.317 Mpa,0.0643 Mpa,0.683 Mpa,0.0113 Mpa,0.0687 Mpa,13.7%,4.44%,3.96%,7.89%,,10.6%,2.12%,21.2%,0.621%,7.02%
2026-08-03 05:00:00,0.0892 Mpa,0.0334 Mpa,0.0190 Mpa,0.0220 Mpa,,0.276 Mpa,0.0247 Mpa,0.112 Mpa,0.0306 Mpa,0.510 Mpa,4.82%,1.34%,0.321%,6.11%,,9.27%,0.700%,4.88%,1.21%,18.2%
2026-08-03 07:00:00,0.0920 Mpa,0.351 Mpa,0.0393 Mpa,0.104 Mpa,0 Mpa,0.493 Mpa,0.201 Mpa,0.0569 Mpa,0.0539 Mpa,0.0607 Mpa,4.74%,11.6%,1.19%,8.79%,2%,15.9%,6.53%,3.23%,2.03%,5.52%
2026-08-03 09:00:00,0.335 Mpa,0.271 Mpa,0.182 Mpa,0.0326 Mpa,0 Mpa,0.140 Mpa,0.0655 Mpa,0.0374 Mpa,0.110 Mpa,0.106 Mpa,12.0%,8.70%,5.23%,6.78%,1.90%,5.04%,2.14%,3.00%,3.93%,7.13%
2026-08-03 11:00:00,0.0554 Mpa,0.161 Mpa,0.563 Mpa,0.0591 Mpa,0.551 Mpa,0.123 Mpa,0.0517 Mpa,0.0558 Mpa,0.118 Mpa,0.0805 Mpa,3.40%,5.66%,17.4%,7.75%,19.7%,4.67%,1.73%,3.34%,3.69%,5.79%
2026-08-03 13:00:00,0.0899 Mpa,0.139 Mpa,0 Mpa,0.0994 Mpa,1.16 Mpa,0.333 Mpa,1.12 Mpa,0.115 Mpa,0.161 Mpa,0.0745 Mpa,4.04%,4.93%,0%,8.80%,51.0%,11.1%,35.9%,5.34%,5.59%,9.14%
2026-08-03 15:00:00,0.0900 Mpa,0.0830 Mpa,0.258 Mpa,0.0186 Mpa,0.0748 Mpa,0.195 Mpa,0.259 Mpa,0.204 Mpa,0.0208 Mpa,0.0617 Mpa,4.01%,3.14%,7.42%,6.56%,12.8%,18.8%,8.70%,8.76%,0.798%,6.14%
2026-08-03 17:00:00,0.0449 Mpa,0.0480 Mpa,0.105 Mpa,0.0688 Mpa,0.143 Mpa,0.431 Mpa,0.118 Mpa,0.176 Mpa,0.121 Mpa,0.0705 Mpa,2.95%,1.59%,3.00%,7.74%,10.3%,18.8%,3.84%,6.82%,19.5%,6.19%
2026-08-03 19:00:00,0.253 Mpa,0.0524 Mpa,0.143 Mpa,0.00579 Mpa,0.129 Mpa,0.0139 Mpa,0.227 Mpa,0.0933 Mpa,0.0316 Mpa,0.237 Mpa,9.22%,1.70%,4.26%,5.60%,11.0%,6.92%,7.44%,4.19%,1.55%,9.48%
2026-08-03 21:00:00,0.0649 Mpa,0.511 Mpa,0.0532 Mpa,0.0652 Mpa,0.120 Mpa,0.232 Mpa,0 Mpa,0.134 Mpa,0.141 Mpa,0.0608 Mpa,3.80%,15.4%,1.51%,7.24%,6.18%,16.3%,0%,5.69%,5.20%,7.86%
2026-08-03 23:00:00,0.0556 Mpa,0 Mpa,0.0559 Mpa,0.0568 Mpa,0.188 Mpa,0.146 Mpa,0.437 Mpa,0.0944 Mpa,0.0165 Mpa,0.121 Mpa,3.38%,0%,1.62%,10.8%,8.56%,5.24%,12.1%,4.65%,0.968%,6.55%
2026-08-04 01:00:00,0.636 Mpa,,0.245 Mpa,0.0188 Mpa,0.731 Mpa,0.0871 Mpa,0.135 Mpa,0.0329 Mpa,0.152 Mpa,0.180 Mpa,20.3%,,7.22%,6.50%,26.7%,3.56%,4.49%,2.27%,4.90%,8.81%
2026-08-04 03:00:00,0.0296 Mpa,0 Mpa,0.103 Mpa,0.0243 Mpa,0.122 Mpa,0.250 Mpa,0.388 Mpa,0.0648 Mpa,0.747 Mpa,0.137 Mpa,2.44%,0.400%,2.94%,6.12%,5.96%,13.2%,10.4%,3.55%,23.0%,8.56%
2026-08-04 05:00:00,0.0771 Mpa,,0.0851 Mpa,0.0753 Mpa,0.185 Mpa,0.280 Mpa,,0.151 Mpa,0.167 Mpa,0.0484 Mpa,4.15%,,2.31%,7.87%,7.68%,11.7%,,6.30%,5.38%,6.83%
2026-08-04 07:00:00,0.111 Mpa,,0.0896 Mpa,0.0771 Mpa,0.155 Mpa,0.0852 Mpa,,0.0614 Mpa,0.0808 Mpa,0.160 Mpa,8.32%,,2.49%,8.16%,7.51%,8.52%,,2.98%,2.68%,9.38%
2026-08-04 09:00:00,0.295 Mpa,,0.0214 Mpa,0.0590 Mpa,0.243 Mpa,0.119 Mpa,2.08 Mpa,0.0606 Mpa,0.0486 Mpa,0.118 Mpa,10.5%,,0.442%,7.64%,12.8%,8.64%,55.2%,3.22%,2.98%,8.47%
2026-08-04 11:00:00,0.152 Mpa,,0.220 Mpa,0.0293 Mpa,0.577 Mpa,0.542 Mpa,0.402 Mpa,0.0450 Mpa,0.104 Mpa,0.233 Mpa,6.24%,,6.58%,7.06%,20.9%,18.8%,11.2%,2.33%,15.4%,11.3%
2026-08-04 13:00:00,0.0289 Mpa,,0.0783 Mpa,0.0133 Mpa,1.11 Mpa,0.0623 Mpa,0.688 Mpa,0.373 Mpa,0.196 Mpa,0.0204 Mpa,52.7%,,2.26%,6.13%,39.8%,3.11%,22.2%,12.9%,6.73%,5.50%
2026-08-04 15:00:00,0.0761 Mpa,,0.0115 Mpa,0.0214 Mpa,0.119 Mpa,0.0644 Mpa,0.197 Mpa,0.115 Mpa,0.0758 Mpa,0.135 Mpa,8.89%,,0.206%,7.21%,5.78%,2.86%,6.45%,5.75%,4.83%,7.85%
2026-08-04 17:00:00,0.0760 Mpa,,0.452 Mpa,0.0331 Mpa,0.131 Mpa,0.0994 Mpa,0.301 Mpa,0.0572 Mpa,0.0724 Mpa,0.0540 Mpa,4.32%,,14.1%,6.33%,5.99%,4.16%,11.2%,3.22%,2.46%,5.82%
2026-08-04 19:00:00,0.0437 Mpa,,0.0141 Mpa,0.0978 Mpa,0.218 Mpa,0.0937 Mpa,0.276 Mpa,0.0506 Mpa,0.0194 Mpa,0.121 Mpa,3.11%,,0.310%,6.06%,10.1%,3.61%,9.30%,2.95%,0.690%,7.64%
2026-08-04 21:00:00,0.0153 Mpa,,0.0582 Mpa,0.0884 Mpa,0.0719 Mpa,0.194 Mpa,0.257 Mpa,0.145 Mpa,0.0583 Mpa,0.0164 Mpa,2.36%,,1.67%,5.30%,4.67%,6.80%,8.62%,6.30%,1.92%,4.27%
2026-08-04 23:00:00,0.233 Mpa,,0.0823 Mpa,0.331 Mpa,0.149 Mpa,0.368 Mpa,0.296 Mpa,0.0937 Mpa,0.180 Mpa,0.0862 Mpa,8.30%,,2.35%,13.5%,7.54%,12.1%,8.98%,4.68%,5.47%,7.35%
2026-08-05 01:00:00,0.192 Mpa,0.0000663 Mpa,0.0942 Mpa,0.0671 Mpa,0.268 Mpa,0.0647 Mpa,0.345 Mpa,0.0892 Mpa,0.00418 Mpa,0.0440 Mpa,7.86%,0.334%,2.66%,6.89%,10.3%,2.72%,10.0%,4.51%,0.361%,7.74%
2026-08-05 03:00:00,0.0424 Mpa,0.0177 Mpa,0.0205 Mpa,0.0511 Mpa,0.253 Mpa,0.0933 Mpa,0.325 Mpa,0.133 Mpa,0.0644 Mpa,0.0224 Mpa,2.99%,0.630%,0.499%,9.26%,11.0%,3.51%,10.4%,5.23%,2.27%,5.61%
2026-08-05 05:00:00,0.122 Mpa,0.589 Mpa,0.283 Mpa,0.0270 Mpa,0.202 Mpa,0.103 Mpa,0.156 Mpa,0.0993 Mpa,0.0789 Mpa,0.0200 Mpa,5.90%,17.8%,8.31%,5.94%,7.60%,3.49%,4.63%,4.91%,2.60%,5.83%
2026-08-05 07:00:00,0.0746 Mpa,0.118 Mpa,0.424 Mpa,0.0364 Mpa,0.149 Mpa,0.0459 Mpa,0.000382 Mpa,0.0963 Mpa,0.0512 Mpa,0.0534 Mpa,4.73%,3.92%,12.5%,7.09%,6.76%,1.24%,2.62%,4.23%,2.62%,6.49%
2026-08-05 09:00:00,0.359 Mpa,0.0656 Mpa,0 Mpa,0.0136 Mpa,0.119 Mpa,0.0292 Mpa,0.390 Mpa,0.109 Mpa,0.0434 Mpa,0.0174 Mpa,12.8%,2.11%,0%,6.46%,6.21%,1.22%,11.5%,4.70%,1.36%,3.42%
2026-08-05 11:00:00,0.0253 Mpa,0.114 Mpa,,0.00519 Mpa,0.903 Mpa,0.327 Mpa,0.583 Mpa,0.0590 Mpa,0.0477 Mpa,0.125 Mpa,2.73%,3.70%,,6.26%,32.7%,10.6%,17.8%,2.81%,2.37%,8.00%
2026-08-05 13:00:00,0.0704 Mpa,0.390 Mpa,0.178 Mpa,0.110 Mpa,0.0223 Mpa,0.182 Mpa,0.546 Mpa,0.0119 Mpa,0.0809 Mpa,0.292 Mpa,13.3%,11.9%,5.31%,9.36%,2.67%,7.36%,16.8%,1.77%,3.09%,12.6%
2026-08-05 15:00:00,0.0456 Mpa,0.0275 Mpa,0.0381 Mpa,0.0813 Mpa,0.246 Mpa,0.0572 Mpa,0.181 Mpa,0.343 Mpa,0.0284 Mpa,0.110 Mpa,13.3%,0.873%,1.11%,8.40%,11.1%,2.78%,5.14%,11.5%,1.86%,6.67%
2026-08-05 17:00:00,0.0891 Mpa,0.124 Mpa,0.241 Mpa,0.0310 Mpa,0.604 Mpa,0.533 Mpa,0.0542 Mpa,0.0972 Mpa,0.0834 Mpa,0.0754 Mpa,5.08%,4.16%,7.30%,6.91%,21.7%,17.7%,1.75%,4.73%,2.86%,6.81%
2026-08-05 19:00:00,0.151 Mpa,0.721 Mpa,0.308 Mpa,0.132 Mpa,0.106 Mpa,0.0750 Mpa,0.112 Mpa,0.0252 Mpa,0.0257 Mpa,0.0826 Mpa,7.11%,22.2%,9.34%,9.46%,5.33%,3.38%,3.75%,2.77%,1.20%,6.45%
2026-08-05 21:00:00,0.210 Mpa,0.783 Mpa,0.428 Mpa,0.160 Mpa,0.0731 Mpa,0.169 Mpa,0.0687 Mpa,1.09 Mpa,0.0498 Mpa,0.0288 Mpa,10.9%,24.6%,13.2%,10.3%,4.48%,5.97%,2.17%,33.1%,1.69%,4.70%
2026-08-05 23:00:00,0.736 Mpa,0.0162 Mpa,0.303 Mpa,0.0333 Mpa,0.502 Mpa,0.0701 Mpa,0.165 Mpa,0.00190 Mpa,0.0381 Mpa,0.0937 Mpa,26.3%,0.511%,9.39%,6.62%,16.1%,3.13%,5.33%,1.58%,1.52%,7.24%
2026-08-06 01:00:00,0.0973 Mpa,0.137 Mpa,0.0390 Mpa,0.214 Mpa,0.221 Mpa,0.0612 Mpa,0.446 Mpa,,0.267 Mpa,0.113 Mpa,5.47%,4.53%,1.06%,11.6%,10.8%,3.10%,14.3%,,8.10%,7.29%
2026-08-06 03:00:00,0.250 Mpa,0.0271 Mpa,0.0983 Mpa,0.0807 Mpa,0.277 Mpa,0.149 Mpa,0.330 Mpa,1.13 Mpa,0.0475 Mpa,0.00445 Mpa,9.64%,0.949%,3.27%,7.95%,11.8%,5.70%,10.8%,33.1%,1.81%,4.58%
2026-08-06 05:00:00,0.103 Mpa,0.240 Mpa,0.258 Mpa,0.0904 Mpa,0.212 Mpa,0.0853 Mpa,0.251 Mpa,,0.0292 Mpa,0.0500 Mpa,5.16%,7.63%,7.61%,8.44%,9.01%,3.59%,8.09%,,12.4%,5.98%
2026-08-06 07:00:00,0.0869 Mpa,0.114 Mpa,0.106 Mpa,0.0360 Mpa,0.0713 Mpa,0.319 Mpa,0.230 Mpa,,0.0624 Mpa,0.189 Mpa,5.08%,3.65%,3.19%,7.06%,8.57%,13.7%,7.74%,,7.56%,9.45%
2026-08-06 09:00:00,0.0809 Mpa,0.158 Mpa,0.0882 Mpa,0.0117 Mpa,0.384 Mpa,0.538 Mpa,0.280 Mpa,,0.0929 Mpa,0.0185 Mpa,5.32%,4.99%,2.63%,6.23%,15.3%,21.0%,9.74%,,3.64%,5.48%
2026-08-06 11:00:00,0.125 Mpa,0.0658 Mpa,0.0767 Mpa,0.0655 Mpa,0.428 Mpa,0.130 Mpa,0.516 Mpa,2.87 Mpa,0.133 Mpa,0.147 Mpa,6.94%,2.38%,2.29%,8.00%,17.3%,10.4%,17.1%,81.8%,4.55%,8.32%
2026-08-06 13:00:00,0.0904 Mpa,1.10 Mpa,0.286 Mpa,0.414 Mpa,0.646 Mpa,0.149 Mpa,0.278 Mpa,,0.312 Mpa,0.152 Mpa,5.17%,34.3%,8.94%,17.5%,24.8%,5.70%,8.57%,,9.58%,7.85%
2026-08-06 15:00:00,0.103 Mpa,0.0550 Mpa,0.0926 Mpa,0.315 Mpa,0.0470 Mpa,0.271 Mpa,0.360 Mpa,,0.636 Mpa,0.119 Mpa,5.79%,1.95%,2.73%,18.8%,3.71%,9.19%,11.8%,,19.9%,7.44%
2026-08-06 17:00:00,0.0653 Mpa,0.118 Mpa,0.0463 Mpa,0 Mpa,0.0972 Mpa,0.152 Mpa,0.260 Mpa,,0.110 Mpa,0.202 Mpa,4.19%,3.75%,1.23%,5.82%,4.54%,5.38%,9.08%,,3.94%,9.53%
2026-08-06 19:00:00,0.0231 Mpa,0.0381 Mpa,0.0845 Mpa,0.126 Mpa,0.00543 Mpa,0.233 Mpa,0.396 Mpa,,0.136 Mpa,0.0810 Mpa,2.96%,1.22%,2.52%,9.44%,1.51%,7.65%,13.6%,,4.63%,6.11%
2026-08-06 21:00:00,0.0447 Mpa,0.0909 Mpa,0.0512 Mpa,0.194 Mpa,0.166 Mpa,0.0904 Mpa,0.232 Mpa,,0.0988 Mpa,0.0338 Mpa,3.95%,2.78%,1.43%,11.4%,7.11%,3.49%,8.02%,,3.86%,4.25%
2026-08-06 23:00:00,0.141 Mpa,0.105 Mpa,0.0226 Mpa,0.0273 Mpa,0.0510 Mpa,0.205 Mpa,0.297 Mpa,0.000436 Mpa,0.0242 Mpa,0.103 Mpa,8.40%,3.01%,0.665%,6.60%,3.18%,6.76%,10.8%,2.62%,1.45%,7.02%
2026-08-07 01:00:00,0.101 Mpa,0.0724 Mpa,0.106 Mpa,0.0616 Mpa,0.144 Mpa,0.0195 Mpa,0.319 Mpa,0.0718 Mpa,0.292 Mpa,0.158 Mpa,5.44%,2.17%,2.83%,7.70%,6.45%,1.21%,11.0%,4.01%,9.92%,9.10%
2026-08-07 03:00:00,0.0941 Mpa,0.121 Mpa,0.174 Mpa,0.126 Mpa,0.0805 Mpa,0.0671 Mpa,0.197 Mpa,2.59 Mpa,0.0192 Mpa,0.215 Mpa,5.43%,4.02%,5.21%,9.28%,4.11%,2.81%,6.72%,75.9%,1.70%,14.7%
2026-08-07 05:00:00,0.0622 Mpa,0.156 Mpa,0.172 Mpa,0.0588 Mpa,0.0566 Mpa,0.109 Mpa,0.227 Mpa,1.22 Mpa,0.400 Mpa,0.0455 Mpa,4.05%,5.87%,5.85%,7.46%,3.43%,5.47%,8.05%,35.8%,13.0%,5.10%
2026-08-07 07:00:00,0.00579 Mpa,0.195 Mpa,0.0475 Mpa,0.110 Mpa,0.122 Mpa,0.0912 Mpa,0.163 Mpa,0.0561 Mpa,0.271 Mpa,0.0539 Mpa,1.69%,7.07%,16.5%,8.92%,11.3%,8.90%,5.59%,2.29%,8.99%,4.89%
2026-08-07 09:00:00,0.140 Mpa,0.644 Mpa,0.0361 Mpa,0.121 Mpa,0.0187 Mpa,0.415 Mpa,0.698 Mpa,0.0383 Mpa,0.588 Mpa,0.673 Mpa,6.28%,20.3%,11.0%,9.40%,2.28%,15.9%,22.7%,2.09%,19.2%,21.9%
2026-08-07 11:00:00,0.316 Mpa,0.441 Mpa,0.477 Mpa,0.102 Mpa,0.0617 Mpa,0.172 Mpa,0.230 Mpa,0.0696 Mpa,0.0199 Mpa,0.149 Mpa,11.3%,15.3%,17.3%,8.72%,3.89%,18.0%,8.14%,3.86%,1.82%,9.71%
2026-08-07 13:00:00,0.108 Mpa,0.129 Mpa,0.280 Mpa,0.127 Mpa,0.0846 Mpa,0.220 Mpa,0.393 Mpa,0.156 Mpa,0.0954 Mpa,0.0407 Mpa,5.93%,4.41%,8.43%,9.59%,8.84%,29.7%,12.7%,8.74%,3.68%,5.25%
2026-08-07 15:00:00,0.0631 Mpa,0.792 Mpa,0.115 Mpa,0.113 Mpa,0.0146 Mpa,0.0843 Mpa,0.101 Mpa,0.174 Mpa,0 Mpa,0.0331 Mpa,4.51%,25.4%,3.48%,9.12%,2.43%,18.3%,6.15%,7.88%,2.67%,4.96%
2026-08-07 17:00:00,0.0734 Mpa,0.0588 Mpa,0.166 Mpa,0.0460 Mpa,0.508 Mpa,0.0623 Mpa,0.339 Mpa,0.448 Mpa,,0.196 Mpa,4.86%,1.82%,4.87%,7.16%,19.1%,4.80%,11.2%,17.2%,,9.82%
2026-08-07 19:00:00,0.0575 Mpa,0.265 Mpa,0.0281 Mpa,0.0909 Mpa,0.416 Mpa,0.0898 Mpa,0.240 Mpa,0.0454 Mpa,0.000189 Mpa,0.0125 Mpa,4.25%,8.34%,0.664%,8.72%,15.8%,4.88%,10.4%,3.19%,1.66%,6.24%
2026-08-07 21:00:00,0.0808 Mpa,0.0728 Mpa,0.151 Mpa,0.0168 Mpa,0.0340 Mpa,0.102 Mpa,0.0666 Mpa,0.101 Mpa,0 Mpa,0.0141 Mpa,4.84%,2.21%,5.00%,6.25%,2.12%,3.87%,2.20%,5.46%,0.958%,5.56%
2026-08-07 23:00:00,1.04 Mpa,0.131 Mpa,0.533 Mpa,0.0498 Mpa,0.132 Mpa,0.116 Mpa,0.219 Mpa,0.118 Mpa,0.591 Mpa,0.0597 Mpa,36.5%,4.04%,20.5%,7.47%,5.42%,4.20%,6.92%,5.20%,17.3%,5.17%
2026-08-08 01:00:00,0.414 Mpa,0.0791 Mpa,0.0298 Mpa,0.129 Mpa,0.130 Mpa,0.137 Mpa,0.130 Mpa,0.0698 Mpa,,0.0364 Mpa,14.2%,2.49%,1.11%,9.73%,5.85%,5.27%,4.18%,3.88%,,6.22%
2026-08-08 03:00:00,0.434 Mpa,0.163 Mpa,0.0643 Mpa,0.0215 Mpa,0.0552 Mpa,0.0845 Mpa,0.129 Mpa,0.0926 Mpa,,0.158 Mpa,15.0%,5.07%,1.89%,6.39%,3.32%,3.20%,4.25%,4.45%,,12.7%
2026-08-08 05:00:00,0.0939 Mpa,0.0997 Mpa,0.0844 Mpa,0.0246 Mpa,0.0503 Mpa,0.126 Mpa,0.165 Mpa,0.0731 Mpa,,0.0274 Mpa,5.32%,3.23%,2.45%,6.50%,3.15%,5.00%,5.46%,3.66%,,5.91%
2026-08-08 07:00:00,0.0669 Mpa,0.0632 Mpa,0.114 Mpa,0.0149 Mpa,0.0688 Mpa,0.112 Mpa,0.0848 Mpa,0.0747 Mpa,,0.00279 Mpa,4.46%,2.01%,3.32%,6.27%,3.82%,5.25%,2.76%,3.76%,,7.40%
2026-08-08 09:00:00,0.0523 Mpa,0.163 Mpa,0.126 Mpa,0.00638 Mpa,0.111 Mpa,0.109 Mpa,0.0570 Mpa,0.0520 Mpa,,0.0901 Mpa,3.76%,5.24%,3.61%,5.61%,5.42%,3.82%,1.76%,3.05%,,9.28%
2026-08-08 11:00:00,0.137 Mpa,0.637 Mpa,0.0959 Mpa,0.108 Mpa,0.114 Mpa,0.269 Mpa,1.66 Mpa,0.109 Mpa,,0.0421 Mpa,7.42%,19.9%,2.72%,7.94%,5.58%,8.28%,53.1%,4.75%,,12.6%
2026-08-08 13:00:00,0.0505 Mpa,0.597 Mpa,0.0363 Mpa,0.102 Mpa,0.231 Mpa,0.0950 Mpa,0.815 Mpa,0.0736 Mpa,,0.106 Mpa,4.07%,18.4%,0.918%,8.62%,8.36%,2.14%,26.3%,3.80%,,8.40%
2026-08-08 15:00:00,0.110 Mpa,0.0328 Mpa,0.0553 Mpa,0.0536 Mpa,0.0623 Mpa,0.215 Mpa,0.246 Mpa,0.0331 Mpa,2.86 Mpa,0.0727 Mpa,5.13%,1.85%,1.56%,7.47%,4.15%,6.62%,8.25%,2.42%,81.7%,7.18%
2026-08-08 17:00:00,0.104 Mpa,0.00124 Mpa,0.0490 Mpa,0.0545 Mpa,0.112 Mpa,0.123 Mpa,0.485 Mpa,0.0752 Mpa,0.366 Mpa,0.122 Mpa,5.93%,0.303%,1.93%,7.46%,5.37%,5.29%,16.2%,3.62%,15.3%,8.34%
2026-08-08 19:00:00,0.215 Mpa,0.0272 Mpa,0.0376 Mpa,0.120 Mpa,0.0894 Mpa,0.0796 Mpa,0.259 Mpa,0.426 Mpa,0.577 Mpa,0.0449 Mpa,7.92%,1.55%,7.88%,9.02%,4.16%,11.3%,8.57%,14.2%,17.1%,5.90%
2026-08-08 21:00:00,0.336 Mpa,0.115 Mpa,0.0708 Mpa,0.150 Mpa,0.110 Mpa,0.0331 Mpa,0.187 Mpa,0.0291 Mpa,0.117 Mpa,0.0181 Mpa,12.1%,4.52%,1.89%,10.4%,5.69%,5.37%,6.43%,2.23%,3.63%,4.82%
2026-08-08 23:00:00,0.159 Mpa,0.118 Mpa,0.0145 Mpa,0.0493 Mpa,0.0579 Mpa,0.173 Mpa,0.268 Mpa,0.0476 Mpa,0.142 Mpa,0.460 Mpa,6.31%,5.10%,5.78%,7.67%,3.86%,15.4%,9.10%,3.09%,4.41%,16.2%
2026-08-09 01:00:00,0.509 Mpa,0.0823 Mpa,0.408 Mpa,0.0919 Mpa,0.0434 Mpa,0.0903 Mpa,0.337 Mpa,0.143 Mpa,0.0423 Mpa,,16.5%,2.84%,11.8%,8.57%,2.78%,3.72%,9.21%,5.76%,1.58%,
2026-08-09 03:00:00,0.0799 Mpa,0.284 Mpa,0.430 Mpa,0.0552 Mpa,0.181 Mpa,0.0708 Mpa,0.322 Mpa,0.0144 Mpa,0.152 Mpa,0.0226 Mpa,4.71%,8.40%,20.3%,7.68%,8.21%,2.92%,10.7%,1.75%,4.93%,5.92%
2026-08-09 05:00:00,0.0695 Mpa,0.0679 Mpa,0.115 Mpa,0.0564 Mpa,0.0799 Mpa,0.0723 Mpa,0.240 Mpa,0.147 Mpa,0.0835 Mpa,,5.20%,2.29%,3.90%,7.73%,4.13%,3.37%,8.01%,5.60%,2.75%,
2026-08-09 07:00:00,0.0676 Mpa,0.0590 Mpa,0.162 Mpa,0.0728 Mpa,0.0903 Mpa,0.0826 Mpa,0.178 Mpa,0.145 Mpa,0.107 Mpa,,4.05%,2.08%,4.76%,8.06%,4.64%,3.61%,5.93%,5.94%,3.47%,
2026-08-09 09:00:00,0.0640 Mpa,0.0229 Mpa,0.0211 Mpa,0.0503 Mpa,0.108 Mpa,0.0819 Mpa,0.114 Mpa,0.227 Mpa,0.128 Mpa,,4.44%,1.41%,0.495%,7.06%,4.82%,3.77%,3.94%,8.32%,4.21%,
