"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-06-25 05:00:00,0.120 Mpa,0.186 Mpa,0.0230 Mpa,0.0288 Mpa,0.0730 Mpa,0.0703 Mpa,0.260 Mpa,0.178 Mpa,0.0657 Mpa,,5.32%,5.90%,4.70%,6.13%,4.23%,2.83%,7.24%,6.46%,3.65%,
2026-06-25 07:00:00,0.0123 Mpa,0.0667 Mpa,0 Mpa,0.0719 Mpa,0.0883 Mpa,0.0617 Mpa,0.139 Mpa,0.0787 Mpa,0.172 Mpa,,2.53%,2.15%,1.67%,7.59%,5.17%,2.11%,3.87%,4.21%,5.41%,
2026-06-25 09:00:00,0.212 Mpa,0.0284 Mpa,0 Mpa,0.239 Mpa,0.0852 Mpa,0.315 Mpa,0.0987 Mpa,0.223 Mpa,0.0511 Mpa,,8.38%,1.00%,1.49%,16.7%,4.74%,10.6%,2.67%,9.01%,1.76%,
2026-06-25 11:00:00,0.224 Mpa,0.158 Mpa,0.732 Mpa,0.0188 Mpa,0.0506 Mpa,0.210 Mpa,0.0557 Mpa,0.0438 Mpa,0.143 Mpa,,8.78%,5.25%,21.9%,6.30%,3.75%,7.10%,1.66%,2.90%,4.74%,
2026-06-25 13:00:00,0.0856 Mpa,0.0566 Mpa,0.0216 Mpa,0.0775 Mpa,0.0804 Mpa,1.09 Mpa,0.803 Mpa,0.362 Mpa,0.122 Mpa,,4.97%,1.81%,3.69%,8.41%,4.53%,33.9%,22.1%,12.9%,4.76%,
2026-06-25 15:00:00,0.0823 Mpa,0.0646 Mpa,0.0327 Mpa,0.0520 Mpa,0.0476 Mpa,0.634 Mpa,0.443 Mpa,0 Mpa,0.0790 Mpa,,9.75%,2.21%,3.38%,7.57%,3.10%,21.8%,12.4%,3.06%,3.26%,
2026-06-25 17:00:00,0.0541 Mpa,0.122 Mpa,0.0894 Mpa,0.0327 Mpa,0.105 Mpa,0.638 Mpa,0.215 Mpa,0.0951 Mpa,0.156 Mpa,,6.03%,4.05%,5.30%,7.00%,4.94%,20.5%,6.08%,4.37%,4.96%,
2026-06-25 19:00:00,0.183 Mpa,0.0869 Mpa,0.0163 Mpa,0.0676 Mpa,0.118 Mpa,0.400 Mpa,0.380 Mpa,0.193 Mpa,0.0933 Mpa,,7.55%,2.93%,3.06%,7.94%,5.15%,12.9%,10.5%,7.15%,3.26%,
2026-06-25 21:00:00,0.139 Mpa,0.0895 Mpa,0.0527 Mpa,0.191 Mpa,0.555 Mpa,0.337 Mpa,0.566 Mpa,0.0806 Mpa,0.0811 Mpa,,6.18%,2.86%,3.88%,10.4%,20.7%,11.3%,17.0%,3.74%,2.52%,
2026-06-25 23:00:00,0.187 Mpa,0.458 Mpa,0.124 Mpa,0.141 Mpa,0.00177 Mpa,0.0279 Mpa,0.754 Mpa,0.247 Mpa,0.0754 Mpa,,7.52%,15.1%,4.41%,9.27%,1.45%,1.80%,20.7%,8.82%,2.64%,
2026-06-26 01:00:00,0.181 Mpa,0.198 Mpa,0.0698 Mpa,0.117 Mpa,0.00566 Mpa,0.598 Mpa,0.0959 Mpa,0.224 Mpa,0.0767 Mpa,,7.23%,18.7%,4.07%,9.31%,3.45%,18.8%,12.0%,8.51%,4.10%,
2026-06-26 03:00:00,0.233 Mpa,0.101 Mpa,0.0578 Mpa,0.0636 Mpa,0.0726 Mpa,0.133 Mpa,0.132 Mpa,0.0726 Mpa,0.0608 Mpa,,9.11%,3.72%,4.65%,7.72%,4.53%,5.01%,3.64%,3.40%,2.19%,
2026-06-26 05:00:00,0.196 Mpa,0.131 Mpa,0.0953 Mpa,0.120 Mpa,0.135 Mpa,0.347 Mpa,0.166 Mpa,0.0788 Mpa,0.267 Mpa,,8.11%,4.49%,3.68%,9.29%,6.78%,14.2%,4.59%,3.73%,8.35%,
2026-06-26 07:00:00,0.196 Mpa,0.102 Mpa,0.00730 Mpa,0.337 Mpa,0.176 Mpa,0.131 Mpa,0.128 Mpa,0.0828 Mpa,0.0830 Mpa,,7.74%,3.27%,1.92%,14.9%,8.27%,4.70%,3.49%,4.19%,2.61%,
2026-06-26 09:00:00,0.118 Mpa,,0.0859 Mpa,0.234 Mpa,0.115 Mpa,0.462 Mpa,0.207 Mpa,0.0509 Mpa,0.189 Mpa,,5.22%,,3.68%,12.2%,5.96%,14.7%,5.70%,3.28%,5.98%,
2026-06-26 11:00:00,0.295 Mpa,,0.160 Mpa,0.0452 Mpa,0.154 Mpa,0.113 Mpa,1.19 Mpa,0.0553 Mpa,0.128 Mpa,,12.7%,,10.0%,6.34%,7.34%,4.05%,32.6%,3.77%,4.39%,
2026-06-26 13:00:00,0.0554 Mpa,,0.169 Mpa,0.00157 Mpa,0.299 Mpa,0.336 Mpa,0.0616 Mpa,0.150 Mpa,0.0714 Mpa,,3.43%,,6.03%,6.02%,12.3%,11.3%,1.76%,5.70%,2.75%,
2026-06-26 15:00:00,0.143 Mpa,,0.127 Mpa,0.0837 Mpa,0.0766 Mpa,0.123 Mpa,0.125 Mpa,0.0934 Mpa,0.362 Mpa,,6.12%,,5.21%,7.48%,4.76%,4.72%,3.43%,3.90%,11.9%,
2026-06-26 17:00:00,0.0619 Mpa,0.0666 Mpa,0.0663 Mpa,0.0656 Mpa,0.0941 Mpa,0.332 Mpa,0.162 Mpa,0.104 Mpa,0.209 Mpa,,3.84%,2.25%,4.18%,7.23%,5.30%,10.9%,4.55%,4.45%,6.64%,
2026-06-26 19:00:00,0.0952 Mpa,0.0884 Mpa,0.0236 Mpa,0.136 Mpa,0.688 Mpa,0.257 Mpa,0.0574 Mpa,0.0457 Mpa,0.118 Mpa,,5.09%,2.83%,1.31%,9.58%,25.4%,8.62%,1.58%,2.86%,3.67%,
2026-06-26 21:00:00,0.0818 Mpa,0.0415 Mpa,0.0552 Mpa,0.0852 Mpa,0.303 Mpa,0.0502 Mpa,0.265 Mpa,0.167 Mpa,0.0454 Mpa,,4.57%,16.7%,2.27%,8.46%,11.7%,1.64%,7.37%,6.72%,1.79%,
2026-06-26 23:00:00,0.0270 Mpa,0.0777 Mpa,0.0668 Mpa,0.131 Mpa,0.618 Mpa,0.0368 Mpa,0.266 Mpa,0.00898 Mpa,0.287 Mpa,,2.51%,2.69%,3.49%,9.66%,22.6%,4.20%,8.97%,2.13%,8.96%,
2026-06-27 01:00:00,1.17 Mpa,0.140 Mpa,,0.101 Mpa,,0.289 Mpa,0.307 Mpa,0.00895 Mpa,0.586 Mpa,,34.3%,4.39%,,8.52%,,11.3%,8.49%,5.59%,18.0%,
2026-06-27 03:00:00,0.0586 Mpa,0.0839 Mpa,0.00163 Mpa,0.0147 Mpa,0.203 Mpa,0.0545 Mpa,0.372 Mpa,0.0144 Mpa,0.153 Mpa,,4.18%,2.45%,2.03%,6.41%,8.55%,2.44%,10.3%,1.65%,5.39%,
2026-06-27 05:00:00,0.0776 Mpa,0.238 Mpa,0.110 Mpa,0.124 Mpa,0.138 Mpa,0.0852 Mpa,0.217 Mpa,0.0755 Mpa,0.162 Mpa,,3.89%,7.22%,4.20%,9.10%,5.88%,3.65%,6.11%,3.63%,5.87%,
2026-06-27 07:00:00,0.0918 Mpa,0.0645 Mpa,0.0519 Mpa,0.116 Mpa,0.124 Mpa,0.295 Mpa,0.298 Mpa,0.316 Mpa,0.174 Mpa,,4.42%,1.96%,3.54%,8.98%,5.84%,10.3%,8.54%,11.0%,6.17%,
2026-06-27 09:00:00,0.108 Mpa,0.0225 Mpa,0.00412 Mpa,0.223 Mpa,0.131 Mpa,0.214 Mpa,0.403 Mpa,0.00523 Mpa,0.0744 Mpa,,4.95%,0.698%,1.54%,11.9%,5.89%,7.39%,11.7%,1.26%,4.35%,
2026-06-27 11:00:00,0.0976 Mpa,0.0274 Mpa,0.174 Mpa,0.0715 Mpa,0.540 Mpa,0.648 Mpa,0.440 Mpa,0.0430 Mpa,0.0445 Mpa,,4.54%,0.838%,7.49%,7.74%,20.5%,20.9%,12.0%,2.76%,3.49%,
2026-06-27 13:00:00,0.162 Mpa,0.228 Mpa,0.00934 Mpa,0.219 Mpa,0.231 Mpa,0.245 Mpa,0.402 Mpa,0.0706 Mpa,0.105 Mpa,,6.85%,7.52%,1.02%,11.9%,9.72%,8.04%,10.9%,3.70%,3.96%,
2026-06-27 15:00:00,0.0864 Mpa,0.208 Mpa,0.211 Mpa,2.21 Mpa,0.0738 Mpa,0.205 Mpa,0.220 Mpa,0.704 Mpa,0.132 Mpa,,4.50%,6.42%,8.61%,66.2%,4.30%,7.40%,6.06%,22.5%,4.41%,
2026-06-27 17:00:00,0.108 Mpa,0.341 Mpa,0.00336 Mpa,,0.0986 Mpa,0.107 Mpa,0.0427 Mpa,0.451 Mpa,0.182 Mpa,,4.84%,9.52%,3.24%,,5.39%,4.36%,1.16%,14.6%,6.11%,
2026-06-27 19:00:00,0.104 Mpa,,0.00703 Mpa,,0.0398 Mpa,0.231 Mpa,0.0723 Mpa,0.154 Mpa,0.0506 Mpa,,4.82%,,0.766%,,3.35%,7.49%,1.99%,5.68%,1.70%,
2026-06-27 21:00:00,0.103 Mpa,0.0857 Mpa,0.308 Mpa,,0.0468 Mpa,0.0607 Mpa,0.469 Mpa,0.0472 Mpa,0.0294 Mpa,,5.05%,2.53%,11.2%,,3.48%,2.04%,12.9%,2.91%,1.02%,
2026-06-27 23:00:00,0.144 Mpa,0.141 Mpa,0.357 Mpa,0.00896 Mpa,0.0510 Mpa,0.118 Mpa,0.0987 Mpa,0.144 Mpa,0.365 Mpa,,5.91%,4.20%,13.1%,6.14%,3.51%,3.64%,2.70%,5.82%,11.3%,
2026-06-28 01:00:00,0.0890 Mpa,0.0168 Mpa,0.00694 Mpa,,0.0976 Mpa,0.214 Mpa,0.313 Mpa,0.192 Mpa,0.0842 Mpa,,4.42%,0.718%,2.63%,,5.22%,6.51%,8.68%,7.24%,3.98%,
2026-06-28 03:00:00,0.0437 Mpa,0.195 Mpa,0.00413 Mpa,,0.0440 Mpa,0.210 Mpa,0.517 Mpa,0.856 Mpa,0.146 Mpa,,3.16%,6.10%,1.91%,,2.57%,6.55%,14.4%,26.7%,5.96%,
2026-06-28 05:00:00,0.126 Mpa,0.611 Mpa,0.0355 Mpa,,0.161 Mpa,0.112 Mpa,0.0478 Mpa,0.116 Mpa,0.193 Mpa,,5.49%,18.6%,3.50%,,7.22%,3.87%,1.28%,4.66%,8.16%,
2026-06-28 07:00:00,0.187 Mpa,0.792 Mpa,0.153 Mpa,,0.316 Mpa,0.113 Mpa,0.104 Mpa,0.0279 Mpa,0.313 Mpa,,7.38%,23.5%,7.33%,,12.0%,4.02%,2.78%,1.95%,10.9%,
2026-06-28 09:00:00,0.0848 Mpa,0.243 Mpa,0.0343 Mpa,,0.176 Mpa,0.339 Mpa,0.429 Mpa,0.272 Mpa,0.0746 Mpa,,4.34%,7.30%,3.63%,,7.72%,10.8%,11.7%,10.1%,6.85%,
2026-06-28 11:00:00,0.0989 Mpa,0.141 Mpa,0.169 Mpa,,0.0566 Mpa,0.265 Mpa,0.0511 Mpa,0.307 Mpa,0.0318 Mpa,,4.63%,4.61%,8.26%,,3.21%,9.02%,1.34%,11.1%,2.30%,
2026-06-28 13:00:00,0.0319 Mpa,0.0610 Mpa,0.0925 Mpa,,0.107 Mpa,0.0721 Mpa,0.134 Mpa,0.239 Mpa,0.0544 Mpa,,2.24%,1.94%,4.87%,,5.09%,3.15%,3.86%,8.74%,2.31%,
2026-06-28 15:00:00,0.117 Mpa,0.509 Mpa,0.0738 Mpa,,0.0506 Mpa,0.110 Mpa,0.442 Mpa,0.932 Mpa,0.0433 Mpa,,4.97%,15.4%,4.54%,,3.91%,4.53%,12.5%,28.8%,1.87%,
2026-06-28 17:00:00,0.543 Mpa,0.170 Mpa,0.0644 Mpa,,0.0808 Mpa,0.110 Mpa,0.283 Mpa,0.211 Mpa,0.0854 Mpa,,17.5%,5.54%,4.85%,,4.65%,4.60%,7.80%,7.73%,3.30%,
2026-06-28 19:00:00,0.106 Mpa,0.269 Mpa,0.0317 Mpa,,0.243 Mpa,0.0668 Mpa,0.0265 Mpa,0.406 Mpa,0.0824 Mpa,,4.55%,8.89%,3.16%,,10.3%,2.80%,0.673%,13.2%,2.57%,
2026-06-28 21:00:00,0.360 Mpa,0.264 Mpa,0.0394 Mpa,,0.119 Mpa,0.299 Mpa,0.206 Mpa,0.504 Mpa,0.0371 Mpa,,12.0%,8.79%,2.41%,,5.96%,9.50%,5.61%,16.0%,1.31%,
2026-06-28 23:00:00,0.204 Mpa,0.0252 Mpa,0.0336 Mpa,,0.186 Mpa,0.156 Mpa,0.227 Mpa,0.119 Mpa,0.0124 Mpa,,8.20%,0.789%,2.90%,,8.69%,5.27%,6.18%,4.71%,0.547%,
2026-06-29 01:00:00,0.269 Mpa,0.256 Mpa,0.160 Mpa,0.168 Mpa,0.265 Mpa,0.217 Mpa,0.153 Mpa,0.174 Mpa,0.161 Mpa,,10.4%,7.73%,6.22%,10.4%,10.7%,7.63%,4.28%,6.46%,5.59%,
2026-06-29 03:00:00,0.837 Mpa,0.259 Mpa,0.182 Mpa,1.70 Mpa,0.0834 Mpa,0.0936 Mpa,0.0311 Mpa,0.238 Mpa,0.0440 Mpa,,2.48%,8.30%,7.49%,52.2%,4.61%,3.35%,0.822%,8.69%,2.35%,
2026-06-29 05:00:00,6.10 Mpa,0.0876 Mpa,0.0541 Mpa,0.145 Mpa,0.0481 Mpa,0.244 Mpa,0.0705 Mpa,0.696 Mpa,0.146 Mpa,,10.9%,2.78%,3.02%,10.3%,3.38%,8.05%,1.87%,23.7%,5.19%,
2026-06-29 07:00:00,6.10 Mpa,0.204 Mpa,0.108 Mpa,0.0758 Mpa,0.0225 Mpa,0.205 Mpa,0.0679 Mpa,0.200 Mpa,0.280 Mpa,,6.69%,6.23%,5.35%,8.28%,2.03%,4.79%,1.77%,8.55%,9.92%,
2026-06-29 09:00:00,6.10 Mpa,0.0773 Mpa,0.00144 Mpa,0.0479 Mpa,0.130 Mpa,0.340 Mpa,0.0933 Mpa,0.443 Mpa,0.0707 Mpa,,22.1%,2.27%,1.53%,7.70%,6.41%,10.3%,2.49%,16.0%,2.51%,
2026-06-29 11:00:00,6.10 Mpa,0.610 Mpa,0.152 Mpa,0.115 Mpa,0.110 Mpa,0.189 Mpa,0.00603 Mpa,0.224 Mpa,0.0781 Mpa,,23.3%,18.4%,6.71%,9.20%,5.81%,6.49%,0.156%,9.25%,2.99%,
2026-06-29 13:00:00,1.60 Mpa,0.0770 Mpa,0.0977 Mpa,0.0401 Mpa,1.57 Mpa,0 Mpa,0.347 Mpa,0.165 Mpa,0.167 Mpa,,21.6%,2.38%,5.31%,7.07%,56.4%,1.55%,10.2%,6.58%,5.69%,
2026-06-29 15:00:00,0.0121 Mpa,0.177 Mpa,0.117 Mpa,0.00944 Mpa,0.982 Mpa,0.136 Mpa,0.373 Mpa,0.352 Mpa,0.117 Mpa,,2.19%,5.45%,4.91%,6.16%,36.2%,5.44%,10.8%,11.6%,12.4%,
2026-06-29 17:00:00,0.159 Mpa,0.131 Mpa,0.334 Mpa,0.0860 Mpa,0.0381 Mpa,0.258 Mpa,0.219 Mpa,0.438 Mpa,0.318 Mpa,,7.44%,4.06%,13.0%,8.23%,2.91%,9.23%,6.13%,14.3%,10.0%,
2026-06-29 19:00:00,0.147 Mpa,0.0935 Mpa,0.0990 Mpa,0.0221 Mpa,0.814 Mpa,0.107 Mpa,0.238 Mpa,0.114 Mpa,0.273 Mpa,,7.05%,3.16%,4.38%,21.2%,30.6%,4.08%,6.71%,4.79%,8.61%,
2026-06-29 21:00:00,0.187 Mpa,0.175 Mpa,0.0773 Mpa,0.0000569 Mpa,0.520 Mpa,0.0709 Mpa,0.251 Mpa,0.0544 Mpa,0.0756 Mpa,,7.13%,5.64%,2.58%,35.5%,20.3%,2.60%,6.98%,3.86%,2.99%,
2026-06-29 23:00:00,0.627 Mpa,0.0335 Mpa,0.120 Mpa,0.116 Mpa,0.494 Mpa,0.133 Mpa,0.118 Mpa,0.0809 Mpa,0.0879 Mpa,,20.0%,1.15%,5.00%,8.99%,19.9%,4.59%,3.17%,3.26%,3.48%,
2026-06-30 01:00:00,0.0178 Mpa,0.0396 Mpa,0.0911 Mpa,0.193 Mpa,0.755 Mpa,1.48 Mpa,0.161 Mpa,0.0720 Mpa,0.284 Mpa,,2.44%,1.38%,3.45%,11.1%,29.0%,44.8%,4.39%,3.48%,9.90%,
2026-06-30 03:00:00,0.193 Mpa,0.668 Mpa,0.148 Mpa,0.132 Mpa,0.282 Mpa,,0.437 Mpa,0.0235 Mpa,0.0791 Mpa,,7.47%,20.8%,4.82%,9.39%,11.3%,,12.0%,2.26%,3.50%,
2026-06-30 05:00:00,0.233 Mpa,0.0986 Mpa,0.115 Mpa,0.178 Mpa,0.187 Mpa,,0.0831 Mpa,0.324 Mpa,0.00160 Mpa,,8.49%,3.04%,5.44%,10.4%,14.6%,,2.28%,10.8%,0.555%,
2026-06-30 07:00:00,0.165 Mpa,0.330 Mpa,0.0174 Mpa,0.0897 Mpa,0.450 Mpa,0.802 Mpa,0.172 Mpa,0.426 Mpa,0.234 Mpa,,6.42%,10.6%,1.76%,8.05%,18.0%,24.4%,4.63%,13.8%,7.34%,
2026-06-30 09:00:00,0.109 Mpa,0 Mpa,0.198 Mpa,0.0645 Mpa,0.0424 Mpa,0.0341 Mpa,0.0659 Mpa,0.0918 Mpa,0.0923 Mpa,,4.39%,0.00435%,8.33%,7.68%,12.5%,2.34%,1.83%,6.47%,4.22%,
2026-06-30 11:00:00,0.0181 Mpa,0.249 Mpa,0.0358 Mpa,0.0340 Mpa,0.130 Mpa,,0.0416 Mpa,0.311 Mpa,0.0529 Mpa,,1.89%,7.86%,2.41%,6.66%,6.46%,,1.09%,10.5%,2.87%,
2026-06-30 13:00:00,0.127 Mpa,0.882 Mpa,0.0331 Mpa,0.254 Mpa,0.387 Mpa,,0.312 Mpa,0.342 Mpa,0.645 Mpa,,5.26%,27.9%,2.46%,12.4%,15.6%,,8.54%,13.3%,20.6%,
2026-06-30 15:00:00,0.0361 Mpa,0.144 Mpa,0.0401 Mpa,0.0435 Mpa,0.0301 Mpa,,0.0236 Mpa,0.330 Mpa,0.0388 Mpa,,6.96%,4.70%,4.26%,6.55%,3.29%,,0.598%,11.3%,2.12%,
2026-06-30 17:00:00,0.145 Mpa,0.132 Mpa,0.0228 Mpa,0.0315 Mpa,0.0564 Mpa,,0.0532 Mpa,0.296 Mpa,0.138 Mpa,,5.71%,4.36%,4.58%,6.45%,3.61%,,1.52%,10.8%,4.53%,
2026-06-30 19:00:00,0.0217 Mpa,0.287 Mpa,0.0202 Mpa,0.174 Mpa,1.17 Mpa,,0.177 Mpa,0.156 Mpa,0.0557 Mpa,,2.76%,9.12%,3.30%,10.5%,36.5%,,5.01%,7.74%,2.65%,
2026-06-30 21:00:00,0.332 Mpa,0.0438 Mpa,0.00882 Mpa,0.0375 Mpa,0.833 Mpa,,0.222 Mpa,,0.109 Mpa,,18.2%,1.38%,2.44%,6.49%,29.6%,,6.27%,,3.51%,
2026-06-30 23:00:00,0.267 Mpa,0.177 Mpa,0.0476 Mpa,0.139 Mpa,0.362 Mpa,,0.190 Mpa,0.180 Mpa,0.196 Mpa,,9.77%,5.58%,4.71%,9.73%,13.9%,,5.37%,7.54%,6.15%,
2026-07-01 01:00:00,0.586 Mpa,0.387 Mpa,0.0318 Mpa,0.238 Mpa,0.275 Mpa,0 Mpa,0.177 Mpa,0.00192 Mpa,0.0746 Mpa,,18.4%,11.5%,6.09%,12.1%,10.2%,2.19%,5.82%,1.65%,4.19%,
2026-07-01 03:00:00,2.32 Mpa,0.509 Mpa,0.0305 Mpa,0.00906 Mpa,0.174 Mpa,0.0186 Mpa,0.591 Mpa,0.143 Mpa,0.0664 Mpa,,65.8%,14.8%,3.41%,5.51%,6.78%,2.44%,16.0%,9.65%,3.63%,
2026-07-01 05:00:00,0.774 Mpa,0.117 Mpa,0.00551 Mpa,0.0204 Mpa,0.739 Mpa,0.00614 Mpa,0.303 Mpa,0.801 Mpa,0.0566 Mpa,,23.1%,3.63%,1.91%,5.80%,26.1%,12.7%,8.27%,25.2%,3.40%,
2026-07-01 07:00:00,1.52 Mpa,0.423 Mpa,0.0193 Mpa,0.0125 Mpa,1.49 Mpa,1.34 Mpa,0.174 Mpa,0.00420 Mpa,0.0686 Mpa,,44.2%,13.3%,2.51%,5.10%,53.6%,42.2%,5.12%,1.76%,2.28%,
2026-07-01 09:00:00,0.273 Mpa,0.00430 Mpa,0.00264 Mpa,0.152 Mpa,0.0886 Mpa,0.752 Mpa,0.0294 Mpa,0.0932 Mpa,0.135 Mpa,,10.7%,0.249%,2.89%,9.70%,5.29%,33.5%,0.742%,3.93%,4.54%,
2026-07-01 11:00:00,0.125 Mpa,0.370 Mpa,0.0512 Mpa,0.0349 Mpa,0.233 Mpa,0.213 Mpa,0.197 Mpa,0.0653 Mpa,0.0170 Mpa,,4.92%,11.7%,5.05%,6.61%,10.4%,8.99%,5.40%,3.50%,4.46%,
2026-07-01 13:00:00,0.121 Mpa,,0.111 Mpa,0.0433 Mpa,0.282 Mpa,0.303 Mpa,0.412 Mpa,0.123 Mpa,0.186 Mpa,,4.92%,,5.86%,7.14%,11.7%,10.6%,11.3%,4.81%,7.63%,
2026-07-01 15:00:00,0.106 Mpa,0.0132 Mpa,0.121 Mpa,0.105 Mpa,0.121 Mpa,0.426 Mpa,0.221 Mpa,0.0707 Mpa,0.264 Mpa,,4.73%,0.288%,4.88%,8.77%,5.56%,16.7%,6.11%,3.73%,9.25%,
2026-07-01 17:00:00,0.0560 Mpa,,0.0889 Mpa,0.181 Mpa,0.0787 Mpa,1.97 Mpa,0.199 Mpa,0.164 Mpa,0.153 Mpa,,3.23%,,6.28%,11.0%,4.12%,61.5%,5.59%,6.70%,5.83%,
2026-07-01 19:00:00,0.0280 Mpa,,0.0286 Mpa,0.257 Mpa,0.0227 Mpa,1.31 Mpa,0.130 Mpa,0.0568 Mpa,0.0191 Mpa,,2.69%,,14.2%,12.9%,1.69%,46.8%,3.58%,2.71%,1.72%,
2026-07-01 21:00:00,0.187 Mpa,,0.104 Mpa,0.0469 Mpa,0.124 Mpa,0.329 Mpa,0.0902 Mpa,0.306 Mpa,0.0631 Mpa,,8.75%,,5.69%,6.94%,5.62%,10.5%,2.56%,10.3%,3.26%,
2026-07-01 23:00:00,0.165 Mpa,,0.0803 Mpa,0.0428 Mpa,0.177 Mpa,0.501 Mpa,0.342 Mpa,0.623 Mpa,0.251 Mpa,,7.26%,,4.59%,6.81%,7.45%,15.9%,9.40%,19.8%,9.52%,
2026-07-02 01:00:00,0.0488 Mpa,,0.0527 Mpa,0.356 Mpa,0.324 Mpa,0.397 Mpa,0.506 Mpa,0.433 Mpa,0.0424 Mpa,,3.15%,,2.98%,15.5%,13.0%,14.5%,14.0%,14.4%,3.07%,
2026-07-02 03:00:00,0.0698 Mpa,,0.0209 Mpa,0.0639 Mpa,0.0309 Mpa,0.794 Mpa,0.736 Mpa,0.884 Mpa,0.0413 Mpa,,3.67%,,2.38%,7.39%,2.46%,25.0%,20.3%,27.0%,2.67%,
2026-07-02 05:00:00,0.107 Mpa,,0.123 Mpa,0.0805 Mpa,0.0659 Mpa,0.665 Mpa,0.0806 Mpa,0.0195 Mpa,0.0765 Mpa,,5.60%,,6.07%,7.90%,3.70%,20.9%,2.17%,1.96%,2.60%,
2026-07-02 07:00:00,0.106 Mpa,,0.0988 Mpa,0.0758 Mpa,0.106 Mpa,0.969 Mpa,0.0590 Mpa,0.0732 Mpa,0.190 Mpa,,5.22%,,5.25%,7.99%,5.25%,30.2%,1.60%,3.66%,6.09%,
2026-07-02 09:00:00,0.0385 Mpa,,0.0814 Mpa,0.0648 Mpa,0.0752 Mpa,0.308 Mpa,0.0393 Mpa,0.133 Mpa,0.0148 Mpa,,2.80%,,4.33%,8.01%,4.54%,11.2%,1.02%,5.59%,0.789%,
2026-07-02 11:00:00,0.0442 Mpa,0 Mpa,0.0213 Mpa,0.0802 Mpa,0.0327 Mpa,1.04 Mpa,0.0227 Mpa,0.0500 Mpa,0.0289 Mpa,,3.28%,1.60%,3.24%,8.19%,3.17%,35.2%,0.580%,3.33%,1.17%,
2026-07-02 13:00:00,0.0655 Mpa,0.195 Mpa,0.0558 Mpa,0.344 Mpa,0.144 Mpa,0.0661 Mpa,0.106 Mpa,0.0757 Mpa,0.0832 Mpa,0 Mpa,3.60%,6.25%,2.86%,15.0%,6.83%,4.95%,2.85%,3.34%,3.26%,3.87%
2026-07-02 15:00:00,0.542 Mpa,0.508 Mpa,0.369 Mpa,0.0603 Mpa,0.108 Mpa,0.328 Mpa,0.0375 Mpa,1.000 Mpa,0.223 Mpa,0.0464 Mpa,18.1%,15.8%,13.6%,7.72%,5.64%,13.1%,1.29%,30.6%,6.98%,8.95%
2026-07-02 17:00:00,0.348 Mpa,0.174 Mpa,0.0497 Mpa,0.191 Mpa,0.0975 Mpa,0.524 Mpa,0.182 Mpa,,0.179 Mpa,0.181 Mpa,12.4%,5.63%,3.40%,11.2%,5.43%,17.3%,5.17%,,5.68%,8.83%
2026-07-02 19:00:00,0.889 Mpa,0.983 Mpa,0.0176 Mpa,0.216 Mpa,0.223 Mpa,0.495 Mpa,0.281 Mpa,,,,26.4%,30.7%,1.78%,11.6%,9.61%,15.6%,7.77%,,,
2026-07-02 21:00:00,0.0930 Mpa,0.327 Mpa,0.0813 Mpa,0.0340 Mpa,0.0631 Mpa,0.0940 Mpa,0.0595 Mpa,,,0.00364 Mpa,4.78%,10.9%,3.69%,6.49%,3.59%,6.05%,1.65%,,,4.61%
2026-07-02 23:00:00,0.0135 Mpa,0.412 Mpa,0.535 Mpa,0.141 Mpa,0.135 Mpa,0.0620 Mpa,0.217 Mpa,,0.151 Mpa,0 Mpa,2.27%,13.7%,18.6%,9.56%,6.52%,2.58%,5.89%,,5.07%,3.53%
2026-07-03 01:00:00,0.554 Mpa,0.195 Mpa,0.179 Mpa,0.0491 Mpa,0.236 Mpa,0.233 Mpa,0.220 Mpa,,0.107 Mpa,,17.1%,6.28%,6.39%,7.00%,10.2%,7.82%,6.44%,,4.49%,
2026-07-03 03:00:00,1.85 Mpa,0.327 Mpa,0.0398 Mpa,0.109 Mpa,0.355 Mpa,0.205 Mpa,0.189 Mpa,,0.0257 Mpa,,51.6%,10.3%,2.22%,7.89%,14.2%,6.40%,5.28%,,1.64%,
2026-07-03 05:00:00,,0.721 Mpa,0.148 Mpa,0.0833 Mpa,0.213 Mpa,0.144 Mpa,0.0750 Mpa,,0.0992 Mpa,,,21.6%,6.11%,8.09%,8.88%,4.50%,2.10%,,3.73%,
2026-07-03 07:00:00,,0.0995 Mpa,0.0819 Mpa,1.12 Mpa,0.252 Mpa,0.0787 Mpa,0.0499 Mpa,,0.0747 Mpa,0.188 Mpa,,7.82%,3.05%,35.8%,10.7%,5.46%,1.31%,,3.24%,9.33%
2026-07-03 09:00:00,0 Mpa,0.0803 Mpa,0.203 Mpa,0.413 Mpa,0.0690 Mpa,0.0767 Mpa,0.0674 Mpa,,0.105 Mpa,0 Mpa,1.20%,2.62%,5.87%,17.0%,4.28%,7.29%,1.82%,,4.23%,4.41%
