"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-07-07 17:00:00,0.0477 Mpa,,0.409 Mpa,0.131 Mpa,0.481 Mpa,0.325 Mpa,0.674 Mpa,,,5.18%,,9.06%,1.47%,12.9%,2.89%,15.2%,,
2026-07-07 19:00:00,0.0492 Mpa,,0.0262 Mpa,0.176 Mpa,0.0421 Mpa,0.302 Mpa,0.469 Mpa,,,5.61%,,0.576%,2.24%,0.886%,2.46%,10.8%,,
2026-07-07 21:00:00,0.0484 Mpa,,0.134 Mpa,0.191 Mpa,0.225 Mpa,0.326 Mpa,0.383 Mpa,,,3.39%,,3.31%,7.55%,5.99%,2.97%,7.68%,,
2026-07-07 23:00:00,0.0713 Mpa,,0.0923 Mpa,0.646 Mpa,0.0240 Mpa,0.283 Mpa,0.361 Mpa,,,3.19%,,2.33%,15.8%,0.414%,1.93%,6.18%,,
2026-07-08 01:00:00,0.114 Mpa,,0.162 Mpa,0.561 Mpa,0.221 Mpa,0.276 Mpa,0.235 Mpa,,,4.35%,,2.63%,14.9%,6.75%,9.21%,2.71%,,
2026-07-08 03:00:00,0.112 Mpa,,0.149 Mpa,,0.207 Mpa,0.278 Mpa,0.295 Mpa,,,3.33%,,1.74%,,6.43%,2.26%,4.11%,,
2026-07-08 05:00:00,0.0573 Mpa,,0.129 Mpa,,0.207 Mpa,0.286 Mpa,0.280 Mpa,,,4.17%,,1.70%,,6.58%,2.55%,7.54%,,
2026-07-08 07:00:00,0.0584 Mpa,,0.116 Mpa,,0.179 Mpa,0.513 Mpa,1.02 Mpa,,,4.77%,,1.04%,,7.77%,8.71%,36.6%,,
2026-07-08 09:00:00,0.129 Mpa,,0.160 Mpa,0.167 Mpa,0.133 Mpa,0.249 Mpa,0.609 Mpa,,,4.52%,,3.12%,4.53%,10.2%,1.14%,13.8%,,
2026-07-08 11:00:00,0.0561 Mpa,,0.142 Mpa,,0.0887 Mpa,0.365 Mpa,0.635 Mpa,,,3.21%,,2.77%,,3.46%,5.01%,15.1%,,
2026-07-08 13:00:00,0.0436 Mpa,,0.220 Mpa,,0.284 Mpa,0.267 Mpa,0.803 Mpa,,,1.74%,,4.75%,,8.95%,2.03%,21.0%,,
2026-07-08 15:00:00,0.0148 Mpa,,0.138 Mpa,,0.112 Mpa,0.247 Mpa,1.24 Mpa,,,0.625%,,2.49%,,4.60%,1.09%,32.6%,,
2026-07-08 17:00:00,0.0968 Mpa,,0.211 Mpa,,0.299 Mpa,0.266 Mpa,0.316 Mpa,,,5.39%,,4.40%,,8.12%,1.83%,5.88%,,
2026-07-08 19:00:00,0.512 Mpa,,0.112 Mpa,,0.188 Mpa,0.248 Mpa,0.223 Mpa,,0.221 Mpa,14.5%,,1.04%,,5.11%,0.752%,1.68%,,3.54%
2026-07-08 21:00:00,0.453 Mpa,,0.437 Mpa,,0.222 Mpa,0.315 Mpa,0.225 Mpa,,0.273 Mpa,12.1%,,10.2%,,6.16%,2.79%,2.96%,,3.76%
2026-07-08 23:00:00,0.380 Mpa,,0.154 Mpa,,0.497 Mpa,0.243 Mpa,0.840 Mpa,,0.304 Mpa,10.6%,,2.17%,,13.0%,0.790%,20.3%,,5.23%
2026-07-09 01:00:00,0.0904 Mpa,,0.148 Mpa,,0.193 Mpa,0.285 Mpa,0.265 Mpa,,0.384 Mpa,5.12%,,2.41%,,5.82%,2.27%,5.66%,,7.28%
2026-07-09 03:00:00,0.445 Mpa,,0.304 Mpa,,0.129 Mpa,0.256 Mpa,0.638 Mpa,,0.309 Mpa,12.6%,,6.19%,,3.48%,1.22%,15.2%,,4.99%
2026-07-09 05:00:00,0.312 Mpa,,0.150 Mpa,,0.177 Mpa,0.326 Mpa,0.188 Mpa,,0.329 Mpa,11.6%,,2.63%,,5.69%,4.21%,3.04%,,5.86%
2026-07-09 07:00:00,0.318 Mpa,,0.130 Mpa,,0.144 Mpa,0.451 Mpa,0.453 Mpa,,0.321 Mpa,9.98%,,1.84%,,3.94%,8.11%,8.41%,,5.73%
2026-07-09 09:00:00,0.290 Mpa,,0.127 Mpa,,0.486 Mpa,0.317 Mpa,0.351 Mpa,,0.243 Mpa,10.1%,,1.80%,,13.4%,4.71%,15.6%,,3.24%
2026-07-09 11:00:00,0.505 Mpa,,0.156 Mpa,,0.406 Mpa,0.342 Mpa,0.672 Mpa,,0.339 Mpa,15.9%,,2.95%,,11.3%,6.95%,15.5%,,5.96%
2026-07-09 13:00:00,0.234 Mpa,,0.174 Mpa,0.00451 Mpa,0.191 Mpa,0.315 Mpa,0.148 Mpa,,0.171 Mpa,23.3%,,3.25%,0.0601%,5.55%,6.48%,1.96%,,1.39%
2026-07-09 15:00:00,0.252 Mpa,,0.226 Mpa,0.0135 Mpa,0.0692 Mpa,0.329 Mpa,0.324 Mpa,,0.209 Mpa,7.29%,,4.55%,0.376%,1.93%,6.35%,7.85%,,2.47%
2026-07-09 17:00:00,0.329 Mpa,,0.0981 Mpa,,0.276 Mpa,0.233 Mpa,0.532 Mpa,,0.222 Mpa,10.9%,,1.04%,,7.73%,1.75%,12.8%,,2.43%
2026-07-09 19:00:00,0.107 Mpa,,0.237 Mpa,,0.466 Mpa,0.228 Mpa,0.166 Mpa,,0.499 Mpa,15.7%,,5.24%,,13.8%,1.09%,0.781%,,9.57%
2026-07-09 21:00:00,0.256 Mpa,,0.133 Mpa,,0.334 Mpa,0.240 Mpa,0.662 Mpa,,0.426 Mpa,23.8%,,1.66%,,9.79%,1.51%,15.2%,,8.82%
2026-07-09 23:00:00,0.0491 Mpa,,0.115 Mpa,,0.325 Mpa,0.271 Mpa,0.495 Mpa,,0.488 Mpa,1.70%,,1.42%,,10.3%,2.32%,11.7%,,10.2%
2026-07-10 01:00:00,0.0820 Mpa,,0.201 Mpa,0 Mpa,1.09 Mpa,0.225 Mpa,0.385 Mpa,,0.384 Mpa,2.68%,,3.68%,0%,29.9%,0.800%,6.49%,,7.13%
2026-07-10 03:00:00,0.153 Mpa,,0.184 Mpa,0.537 Mpa,0.311 Mpa,0.218 Mpa,0.749 Mpa,,0.300 Mpa,5.26%,,3.23%,20.0%,8.64%,0.652%,17.8%,,4.13%
2026-07-10 05:00:00,0.0740 Mpa,,0.207 Mpa,2.05 Mpa,0.501 Mpa,0.277 Mpa,0.959 Mpa,,0.578 Mpa,5.55%,,4.08%,54.8%,13.8%,3.52%,26.6%,,11.8%
2026-07-10 07:00:00,0.0773 Mpa,,0.186 Mpa,0.652 Mpa,0.334 Mpa,0.292 Mpa,,,0.275 Mpa,5.40%,,3.47%,15.6%,9.67%,4.32%,,,4.21%
2026-07-10 09:00:00,0.158 Mpa,,0.127 Mpa,0.346 Mpa,0.182 Mpa,0.489 Mpa,0.0343 Mpa,,0.445 Mpa,6.96%,,1.88%,7.88%,5.03%,9.22%,0.700%,,9.09%
2026-07-10 11:00:00,0.0702 Mpa,,0.100 Mpa,0.630 Mpa,0.179 Mpa,0.354 Mpa,0.439 Mpa,,0.390 Mpa,2.82%,,1.11%,15.2%,5.33%,5.88%,9.62%,,7.66%
2026-07-10 13:00:00,0.133 Mpa,,0.345 Mpa,0.129 Mpa,0.0777 Mpa,1.90 Mpa,0.155 Mpa,,0.482 Mpa,4.16%,,8.02%,3.37%,1.94%,46.7%,0.461%,,10.0%
2026-07-10 15:00:00,0.0810 Mpa,,0.435 Mpa,0.379 Mpa,0.167 Mpa,0.622 Mpa,0.182 Mpa,,0.367 Mpa,2.70%,,10.3%,9.17%,4.69%,13.3%,0.379%,,6.66%
2026-07-10 17:00:00,0.0863 Mpa,,0.169 Mpa,0.436 Mpa,0.00112 Mpa,1.04 Mpa,0.225 Mpa,,0.289 Mpa,4.11%,,2.78%,10.4%,3.81%,23.5%,2.08%,,5.37%
2026-07-10 19:00:00,0.0639 Mpa,,0.275 Mpa,0.339 Mpa,,0.222 Mpa,0.401 Mpa,,0.301 Mpa,8.21%,,5.45%,7.48%,,0.790%,7.36%,,4.77%
2026-07-10 21:00:00,0.128 Mpa,,0.0958 Mpa,0.187 Mpa,,0.350 Mpa,0.325 Mpa,,0.627 Mpa,5.56%,,0.330%,3.87%,,4.09%,4.52%,,14.1%
2026-07-10 23:00:00,0.101 Mpa,,0.147 Mpa,0.166 Mpa,,0.486 Mpa,0.297 Mpa,,0.273 Mpa,4.42%,,1.59%,3.57%,,8.05%,4.61%,,3.68%
2026-07-11 01:00:00,0.0654 Mpa,,0.134 Mpa,0.434 Mpa,0.485 Mpa,0.539 Mpa,0.325 Mpa,,0.365 Mpa,5.79%,,1.32%,12.1%,15.5%,9.25%,5.79%,,6.05%
2026-07-11 03:00:00,0.202 Mpa,,0.0711 Mpa,0.619 Mpa,0.729 Mpa,0.273 Mpa,0.295 Mpa,,0.203 Mpa,11.0%,,0.537%,15.0%,20.2%,2.54%,4.54%,,2.57%
2026-07-11 05:00:00,0.119 Mpa,,,0.0513 Mpa,0.289 Mpa,0.384 Mpa,0.246 Mpa,,0.466 Mpa,7.67%,,,0.906%,7.78%,5.33%,2.74%,,9.58%
2026-07-11 07:00:00,0.104 Mpa,,,0.0225 Mpa,0.0288 Mpa,0.300 Mpa,0.175 Mpa,,0.216 Mpa,5.55%,,,0.429%,0.371%,2.91%,0.281%,,2.44%
2026-07-11 09:00:00,0.0514 Mpa,,0.0428 Mpa,0.189 Mpa,0.207 Mpa,0.226 Mpa,0.427 Mpa,,0.561 Mpa,3.83%,,0%,4.02%,6.40%,0.970%,8.26%,,12.2%
2026-07-11 11:00:00,0.0483 Mpa,,0.491 Mpa,0.247 Mpa,0.0772 Mpa,0.221 Mpa,0.288 Mpa,,0.482 Mpa,3.60%,,11.7%,5.18%,2.37%,0.893%,5.24%,,10.8%
2026-07-11 13:00:00,0.264 Mpa,,1.35 Mpa,0.368 Mpa,0.293 Mpa,0.290 Mpa,0.193 Mpa,,0.452 Mpa,8.41%,,34.8%,8.66%,7.98%,2.56%,2.12%,,8.34%
2026-07-11 15:00:00,0.667 Mpa,,0.103 Mpa,0.502 Mpa,0.203 Mpa,0.221 Mpa,0.338 Mpa,,0.282 Mpa,19.6%,,0.817%,12.5%,5.78%,0.832%,6.13%,,4.51%
2026-07-11 17:00:00,0.358 Mpa,,0.170 Mpa,0.245 Mpa,0.480 Mpa,0.264 Mpa,0.222 Mpa,,0.451 Mpa,10.4%,,3.20%,5.23%,14.2%,3.28%,2.35%,,9.95%
2026-07-11 19:00:00,1.32 Mpa,,0.0786 Mpa,0.235 Mpa,0.536 Mpa,0.289 Mpa,0.218 Mpa,,0.440 Mpa,36.8%,,0.449%,4.78%,15.8%,2.85%,2.98%,,8.81%
2026-07-11 21:00:00,0.159 Mpa,,0.0933 Mpa,0.200 Mpa,0.0917 Mpa,0.265 Mpa,0.311 Mpa,,0.144 Mpa,5.66%,,0.968%,4.21%,2.92%,2.80%,4.24%,,0.899%
2026-07-11 23:00:00,0.0952 Mpa,,0.173 Mpa,0.314 Mpa,0.0976 Mpa,0.265 Mpa,0.203 Mpa,,0.330 Mpa,4.58%,,2.60%,7.12%,2.23%,4.01%,1.80%,,7.49%
2026-07-12 01:00:00,0.239 Mpa,,0.442 Mpa,0.0823 Mpa,0.0356 Mpa,0.440 Mpa,0.154 Mpa,,0.232 Mpa,8.01%,,12.1%,0.868%,0.619%,8.44%,2.48%,,4.19%
2026-07-12 03:00:00,0.0443 Mpa,,0.565 Mpa,0.462 Mpa,0.0385 Mpa,0.339 Mpa,0.847 Mpa,,0.212 Mpa,4.17%,,14.9%,11.0%,1.13%,14.7%,21.2%,,3.73%
2026-07-12 05:00:00,0.287 Mpa,,0.628 Mpa,0.203 Mpa,0.270 Mpa,0.277 Mpa,0.292 Mpa,,0.221 Mpa,8.70%,,16.2%,4.41%,7.60%,2.64%,3.54%,,4.15%
2026-07-12 07:00:00,0.0825 Mpa,,0.238 Mpa,0.125 Mpa,0.0455 Mpa,0.207 Mpa,0.421 Mpa,,0.294 Mpa,2.58%,,4.88%,2.48%,1.96%,0.195%,7.45%,,5.26%
2026-07-12 09:00:00,0.678 Mpa,,0.405 Mpa,0.115 Mpa,0.298 Mpa,0.305 Mpa,0.387 Mpa,,0.562 Mpa,19.9%,,9.35%,2.04%,9.27%,3.09%,7.39%,,13.6%
2026-07-12 11:00:00,0.185 Mpa,,0.556 Mpa,0.324 Mpa,0.322 Mpa,0.288 Mpa,0.318 Mpa,,0.515 Mpa,7.06%,,14.2%,7.62%,9.45%,2.77%,5.83%,,12.1%
2026-07-12 13:00:00,0.615 Mpa,,0.250 Mpa,0.249 Mpa,0.248 Mpa,0.247 Mpa,0.574 Mpa,,0.248 Mpa,20.8%,,5.37%,5.23%,7.49%,1.90%,13.6%,,3.75%
2026-07-12 15:00:00,0.137 Mpa,,0.0679 Mpa,0.601 Mpa,0.0349 Mpa,0.209 Mpa,0.677 Mpa,,0.277 Mpa,5.44%,,0.472%,16.3%,6.45%,0.490%,17.0%,,5.03%
2026-07-12 17:00:00,0.392 Mpa,,0.192 Mpa,0.269 Mpa,0.564 Mpa,0.225 Mpa,0.216 Mpa,,0.338 Mpa,10.7%,,3.83%,6.95%,15.1%,2.06%,8.09%,,6.06%
2026-07-12 19:00:00,0.457 Mpa,,0.480 Mpa,0.497 Mpa,0.451 Mpa,0.256 Mpa,0.304 Mpa,,0.197 Mpa,12.7%,,11.4%,12.4%,12.9%,3.67%,4.01%,,1.96%
2026-07-12 21:00:00,0.503 Mpa,,0.240 Mpa,0.197 Mpa,0.831 Mpa,0.421 Mpa,0.264 Mpa,,0.414 Mpa,14.1%,,4.66%,7.34%,23.6%,8.64%,3.21%,,8.17%
2026-07-12 23:00:00,0.626 Mpa,,0.300 Mpa,0.153 Mpa,0.295 Mpa,0.398 Mpa,0.165 Mpa,,0.462 Mpa,17.2%,,6.98%,2.67%,9.36%,8.07%,5.19%,,8.87%
2026-07-13 01:00:00,0.741 Mpa,,0.118 Mpa,0.0677 Mpa,,0.246 Mpa,0.209 Mpa,,0.224 Mpa,21.4%,,1.91%,22.3%,,1.96%,1.56%,,4.36%
2026-07-13 03:00:00,0.340 Mpa,,0.0721 Mpa,0.937 Mpa,0.0862 Mpa,0.363 Mpa,0.305 Mpa,,0.488 Mpa,8.33%,,1.37%,23.5%,1.96%,5.93%,4.25%,,9.74%
2026-07-13 05:00:00,,,0.372 Mpa,0.291 Mpa,0.478 Mpa,0.218 Mpa,0.173 Mpa,,0.466 Mpa,,,8.53%,6.09%,14.1%,1.24%,1.20%,,11.1%
2026-07-13 07:00:00,,,0.338 Mpa,0.203 Mpa,0.112 Mpa,0.901 Mpa,0.215 Mpa,,0.344 Mpa,,,7.86%,4.30%,3.42%,18.8%,1.67%,,5.45%
2026-07-13 09:00:00,0.0347 Mpa,,0.191 Mpa,0.339 Mpa,0.149 Mpa,0.828 Mpa,0.517 Mpa,,0.377 Mpa,1.12%,,3.53%,7.79%,4.60%,17.2%,11.4%,,6.57%
2026-07-13 11:00:00,0.00132 Mpa,,0.153 Mpa,0.165 Mpa,0.153 Mpa,0.544 Mpa,1.13 Mpa,,0.389 Mpa,0.0229%,,2.51%,2.90%,4.60%,10.1%,30.2%,,8.36%
2026-07-13 13:00:00,,,0.243 Mpa,0.376 Mpa,0.358 Mpa,1.11 Mpa,0.568 Mpa,,0.152 Mpa,,,5.07%,8.78%,11.7%,25.8%,12.3%,,2.35%
2026-07-13 15:00:00,,,0.137 Mpa,1.01 Mpa,0.721 Mpa,0.530 Mpa,0.616 Mpa,,0.342 Mpa,,,2.05%,25.6%,21.0%,9.44%,13.8%,,7.00%
2026-07-13 17:00:00,,,0.138 Mpa,0.346 Mpa,0.180 Mpa,0.240 Mpa,0.178 Mpa,,0.216 Mpa,,,1.97%,7.89%,5.64%,3.68%,0.935%,,2.89%
2026-07-13 19:00:00,,,0.260 Mpa,0.176 Mpa,0.209 Mpa,0.249 Mpa,0.893 Mpa,,0.190 Mpa,,,5.36%,20.2%,6.06%,2.65%,30.6%,,2.63%
2026-07-13 21:00:00,,,0.358 Mpa,0.749 Mpa,0.106 Mpa,0.258 Mpa,0.158 Mpa,,0.155 Mpa,,,7.60%,18.5%,3.01%,4.21%,0.582%,,5.13%
2026-07-13 23:00:00,,,0.624 Mpa,0.122 Mpa,0.0200 Mpa,0.486 Mpa,0.353 Mpa,,0.194 Mpa,,,15.4%,4.05%,0%,11.2%,7.84%,,4.36%
2026-07-14 01:00:00,,,0.202 Mpa,0.799 Mpa,0.570 Mpa,1.31 Mpa,0.156 Mpa,,0.196 Mpa,,,9.76%,19.3%,15.2%,30.5%,2.07%,,2.03%
2026-07-14 03:00:00,,,0.377 Mpa,0.205 Mpa,0.391 Mpa,0.602 Mpa,0.358 Mpa,,0.214 Mpa,,,11.7%,4.11%,10.9%,13.6%,7.86%,,3.41%
2026-07-14 05:00:00,,,0.149 Mpa,0.234 Mpa,0.0709 Mpa,0.491 Mpa,0.258 Mpa,,0.208 Mpa,,,2.49%,4.51%,1.77%,8.50%,3.65%,,2.75%
2026-07-14 07:00:00,,,0.223 Mpa,0.225 Mpa,0.275 Mpa,0.690 Mpa,0.254 Mpa,,0.214 Mpa,,,3.86%,3.88%,7.48%,13.9%,2.97%,,2.88%
2026-07-14 09:00:00,,,0.337 Mpa,0.280 Mpa,,0.783 Mpa,0.327 Mpa,,0.420 Mpa,,,7.45%,5.50%,,17.3%,4.96%,,8.39%
2026-07-14 11:00:00,,,0.445 Mpa,0.389 Mpa,,0.804 Mpa,0.365 Mpa,,0.227 Mpa,,,10.4%,8.96%,,18.0%,6.54%,,2.40%
2026-07-14 13:00:00,,,0.289 Mpa,0.357 Mpa,0.00768 Mpa,0.402 Mpa,0.522 Mpa,,0.333 Mpa,,,6.23%,7.83%,0%,6.87%,11.4%,,5.16%
2026-07-14 15:00:00,,,0.335 Mpa,0.217 Mpa,0.452 Mpa,0.344 Mpa,0.183 Mpa,,0.344 Mpa,,,7.47%,3.32%,12.5%,5.05%,1.49%,,6.35%
2026-07-14 17:00:00,,,0.235 Mpa,0.806 Mpa,0.134 Mpa,0.246 Mpa,0.479 Mpa,,0.403 Mpa,,,4.65%,20.4%,3.84%,3.04%,11.3%,,8.36%
2026-07-14 19:00:00,,,0.196 Mpa,0.338 Mpa,0.0928 Mpa,1.10 Mpa,0.233 Mpa,,0.238 Mpa,,,3.18%,7.45%,2.46%,25.2%,2.61%,,3.06%
2026-07-14 21:00:00,,,0.430 Mpa,0.348 Mpa,0.0593 Mpa,0.256 Mpa,0.387 Mpa,,0.267 Mpa,,,9.55%,7.25%,1.32%,2.11%,7.23%,,3.88%
2026-07-14 23:00:00,0.00565 Mpa,,0.235 Mpa,0.952 Mpa,0.279 Mpa,0.233 Mpa,0.327 Mpa,,0.288 Mpa,0.248%,,4.33%,24.1%,8.56%,1.73%,6.00%,,5.07%
2026-07-15 01:00:00,0.000329 Mpa,,0.0673 Mpa,0.216 Mpa,0.181 Mpa,0.268 Mpa,0.170 Mpa,,0.218 Mpa,0.246%,,32.0%,3.40%,5.22%,2.40%,3.49%,,3.50%
2026-07-15 03:00:00,0.165 Mpa,,0.163 Mpa,0.232 Mpa,0.0230 Mpa,0.352 Mpa,0.198 Mpa,,0.874 Mpa,5.14%,,2.17%,4.04%,0.662%,4.69%,1.47%,,20.8%
2026-07-15 05:00:00,0.232 Mpa,,0.136 Mpa,0.291 Mpa,0.0764 Mpa,0.220 Mpa,0.371 Mpa,,1.48 Mpa,7.95%,,1.75%,5.58%,2.87%,1.11%,6.28%,,38.0%
2026-07-15 07:00:00,0.589 Mpa,,0.440 Mpa,0.256 Mpa,0.0988 Mpa,0.298 Mpa,0.449 Mpa,,0.353 Mpa,15.7%,,10.4%,4.67%,2.42%,3.07%,8.19%,,5.79%
2026-07-15 09:00:00,0 Mpa,,0.307 Mpa,0.289 Mpa,0.0783 Mpa,0.211 Mpa,0.354 Mpa,,0.149 Mpa,0.0396%,,6.94%,5.56%,2.47%,0.785%,5.59%,,1.26%
2026-07-15 11:00:00,0 Mpa,,0.116 Mpa,1.90 Mpa,0.252 Mpa,0.377 Mpa,0.235 Mpa,,0.152 Mpa,0%,,1.70%,48.7%,7.35%,5.40%,2.45%,,0.627%
2026-07-15 13:00:00,0.000222 Mpa,,0.131 Mpa,0.0885 Mpa,0.329 Mpa,0.352 Mpa,0.258 Mpa,,0.147 Mpa,0.00800%,,2.03%,0.896%,9.43%,13.6%,4.37%,,0.744%
2026-07-15 15:00:00,0.832 Mpa,,0.427 Mpa,0.393 Mpa,0.105 Mpa,0.270 Mpa,0.287 Mpa,,0.295 Mpa,24.8%,,10.1%,9.03%,3.00%,2.56%,4.84%,,4.54%
2026-07-15 17:00:00,0.943 Mpa,,0.136 Mpa,0.236 Mpa,0.303 Mpa,0.220 Mpa,0.241 Mpa,,0.258 Mpa,26.3%,,1.70%,4.18%,9.56%,2.09%,2.70%,,4.23%
2026-07-15 19:00:00,0.439 Mpa,,0.139 Mpa,0.120 Mpa,0.123 Mpa,0.290 Mpa,0.185 Mpa,,0.157 Mpa,12.1%,,1.55%,0.658%,3.52%,3.87%,0.725%,,2.06%
2026-07-15 21:00:00,0.438 Mpa,,0.134 Mpa,0.342 Mpa,0.0385 Mpa,0.267 Mpa,0.281 Mpa,,0.284 Mpa,12.1%,,1.30%,8.23%,0.835%,3.24%,3.61%,,5.05%
2026-07-15 23:00:00,0.620 Mpa,,0.333 Mpa,0.191 Mpa,0.0915 Mpa,0.258 Mpa,0.272 Mpa,,0.156 Mpa,17.6%,,6.75%,3.14%,2.25%,2.53%,5.18%,,0.719%
2026-07-16 01:00:00,0.414 Mpa,,0.150 Mpa,0.475 Mpa,0.261 Mpa,0.245 Mpa,0.139 Mpa,,0.193 Mpa,13.2%,,2.51%,9.97%,7.24%,2.20%,5.75%,,2.71%
2026-07-16 03:00:00,0.445 Mpa,,0.109 Mpa,0.159 Mpa,0.312 Mpa,0.201 Mpa,0.209 Mpa,,0.160 Mpa,12.8%,,1.17%,1.26%,9.53%,0.486%,1.73%,,2.52%
2026-07-16 05:00:00,0.436 Mpa,,0.237 Mpa,0.197 Mpa,0.0381 Mpa,0.247 Mpa,0.237 Mpa,,0.167 Mpa,12.5%,,5.75%,2.29%,2.92%,1.66%,2.68%,,1.85%
2026-07-16 07:00:00,0.0187 Mpa,,0.175 Mpa,0.173 Mpa,0.250 Mpa,0.421 Mpa,0.239 Mpa,,0.149 Mpa,4.23%,,3.04%,1.33%,7.70%,6.45%,2.10%,,0.493%
2026-07-16 09:00:00,0.0235 Mpa,,0.176 Mpa,0.164 Mpa,0.549 Mpa,0.308 Mpa,0.197 Mpa,,0.157 Mpa,2.29%,,3.09%,1.48%,16.2%,3.55%,1.18%,,0.439%
2026-07-16 11:00:00,0.299 Mpa,,0.126 Mpa,0.247 Mpa,0.266 Mpa,0.232 Mpa,0.183 Mpa,,0.121 Mpa,9.06%,,1.94%,4.09%,8.98%,1.42%,0.726%,,0.0173%
2026-07-16 13:00:00,0.0533 Mpa,,0.128 Mpa,0.835 Mpa,0.0811 Mpa,0.346 Mpa,0.228 Mpa,,0.505 Mpa,4.99%,,1.65%,27.1%,2.26%,4.73%,2.32%,,11.6%
2026-07-16 15:00:00,0.289 Mpa,,0.164 Mpa,0.352 Mpa,0.402 Mpa,0.285 Mpa,0.520 Mpa,,0.162 Mpa,10.5%,,2.34%,7.26%,13.3%,2.96%,11.8%,,0.685%
2026-07-16 17:00:00,0.461 Mpa,,0.110 Mpa,0.162 Mpa,0.160 Mpa,0.317 Mpa,0.289 Mpa,,0.177 Mpa,13.6%,,1.40%,1.56%,4.76%,3.85%,4.89%,,1.66%
2026-07-16 19:00:00,0.0506 Mpa,,0.306 Mpa,0.217 Mpa,0.546 Mpa,0.235 Mpa,0.749 Mpa,,0.196 Mpa,2.68%,,6.29%,3.07%,14.8%,2.89%,18.4%,,1.94%
2026-07-16 21:00:00,0.361 Mpa,,0.186 Mpa,0.127 Mpa,0.0596 Mpa,0.250 Mpa,0.169 Mpa,,0.258 Mpa,11.5%,,3.06%,1.05%,1.84%,1.54%,1.75%,,3.47%
2026-07-16 23:00:00,0.462 Mpa,,0.408 Mpa,0.169 Mpa,0.113 Mpa,0.224 Mpa,0.203 Mpa,,0.214 Mpa,14.0%,,9.24%,2.36%,3.21%,0.778%,2.87%,,2.61%
2026-07-17 01:00:00,0.0615 Mpa,,0.131 Mpa,0.191 Mpa,0.185 Mpa,0.369 Mpa,0.249 Mpa,,0.132 Mpa,2.81%,,1.41%,2.45%,5.60%,10.6%,3.21%,,0.288%
2026-07-17 03:00:00,0.368 Mpa,,0.163 Mpa,0.213 Mpa,0.146 Mpa,0.211 Mpa,0.189 Mpa,,0.445 Mpa,10.0%,,2.71%,3.00%,9.01%,0.788%,1.28%,,11.0%
2026-07-17 05:00:00,0.188 Mpa,,0.140 Mpa,0.269 Mpa,0.565 Mpa,0.297 Mpa,0.221 Mpa,,0.308 Mpa,8.26%,,2.32%,4.79%,16.5%,3.37%,2.35%,,5.12%
2026-07-17 07:00:00,0.403 Mpa,,0.521 Mpa,0.151 Mpa,0.0819 Mpa,0.338 Mpa,0.225 Mpa,,0.987 Mpa,12.2%,,13.4%,1.59%,2.85%,3.95%,1.67%,,23.6%
2026-07-17 09:00:00,0.318 Mpa,,0.912 Mpa,0.217 Mpa,0.795 Mpa,0.262 Mpa,0.307 Mpa,,0.237 Mpa,9.22%,,24.5%,2.87%,23.1%,2.31%,4.01%,,2.94%
2026-07-17 11:00:00,0.154 Mpa,,0.662 Mpa,0.169 Mpa,0.0333 Mpa,0.298 Mpa,0.399 Mpa,,0.950 Mpa,5.96%,,16.9%,1.85%,0.670%,3.13%,7.22%,,21.8%
2026-07-17 13:00:00,0.167 Mpa,0.0701 Mpa,0.134 Mpa,2.33 Mpa,0.0449 Mpa,0.159 Mpa,0.218 Mpa,,0.475 Mpa,12.4%,13.1%,1.69%,61.7%,1.29%,1.02%,2.10%,,9.89%
2026-07-17 15:00:00,0.519 Mpa,0.0638 Mpa,0.234 Mpa,0.688 Mpa,0.0609 Mpa,0.392 Mpa,0.627 Mpa,,0.729 Mpa,15.1%,14.4%,4.47%,17.1%,1.69%,6.03%,16.1%,,16.3%
2026-07-17 17:00:00,0.204 Mpa,,0.119 Mpa,0.439 Mpa,0.105 Mpa,0.241 Mpa,0.344 Mpa,,0.554 Mpa,7.76%,,1.10%,9.83%,2.81%,2.06%,6.39%,,12.0%
2026-07-17 19:00:00,0.175 Mpa,,0.464 Mpa,0.533 Mpa,0.169 Mpa,0.290 Mpa,0.175 Mpa,,0.235 Mpa,5.68%,,11.1%,11.3%,4.58%,2.54%,1.44%,,3.31%
2026-07-17 21:00:00,0.110 Mpa,,0.215 Mpa,0.338 Mpa,0.564 Mpa,0.213 Mpa,0.0470 Mpa,,0.205 Mpa,4.27%,,4.23%,6.13%,15.7%,0.283%,0%,,2.49%
2026-07-17 23:00:00,0.396 Mpa,0.0223 Mpa,0.320 Mpa,0.223 Mpa,0.0120 Mpa,0.329 Mpa,,,0.212 Mpa,11.6%,12.9%,7.12%,3.43%,0.0966%,3.67%,,,3.56%
2026-07-18 01:00:00,0.0917 Mpa,,0.373 Mpa,0.257 Mpa,0.107 Mpa,0.224 Mpa,0.363 Mpa,,0.225 Mpa,4.74%,,9.00%,4.49%,2.98%,1.06%,6.17%,,2.84%
