"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48","%FW - I38","%FW - I39","%FW - I40","%FW - I41","%FW - I42","%FW - I43","%FW - I44","%FW - I47","%FW - I48"
2026-07-28 23:00:00,0.0336 Mpa,,,0.419 Mpa,0.472 Mpa,,0.347 Mpa,,0.312 Mpa,3.25%,,,8.19%,18.3%,,5.79%,,6.09%
2026-07-29 01:00:00,0.0330 Mpa,,,0.203 Mpa,0.0997 Mpa,,0.247 Mpa,,0.449 Mpa,3.48%,,,1.99%,4.09%,,3.54%,,9.77%
2026-07-29 03:00:00,0.167 Mpa,,,0.227 Mpa,0.554 Mpa,,0.231 Mpa,,0.472 Mpa,7.65%,,,2.78%,16.0%,,2.11%,,9.50%
2026-07-29 05:00:00,0.444 Mpa,,,0.202 Mpa,0.371 Mpa,,0.175 Mpa,,0.316 Mpa,14.7%,,,19.0%,11.1%,,1.05%,,6.03%
2026-07-29 07:00:00,0.101 Mpa,,,0.278 Mpa,0.197 Mpa,,0.181 Mpa,,0.544 Mpa,5.41%,,,12.9%,6.05%,,3.19%,,11.5%
2026-07-29 09:00:00,0.0709 Mpa,,,0.373 Mpa,0.153 Mpa,,0.291 Mpa,,0.459 Mpa,2.89%,,,7.01%,4.40%,,3.87%,,9.84%
2026-07-29 11:00:00,0.473 Mpa,,,0.299 Mpa,0.0821 Mpa,,0.480 Mpa,,0.725 Mpa,14.2%,,,5.26%,2.16%,,9.14%,,16.9%
2026-07-29 13:00:00,0.120 Mpa,,0.00486 Mpa,0.229 Mpa,0.0612 Mpa,,0.271 Mpa,,0.309 Mpa,5.22%,,0.0738%,3.03%,1.58%,,4.07%,,5.43%
2026-07-29 15:00:00,0.219 Mpa,0 Mpa,0.00168 Mpa,0.479 Mpa,0.0498 Mpa,,0.320 Mpa,,0.246 Mpa,8.05%,0.913%,0%,9.78%,1.34%,,5.97%,,6.26%
2026-07-29 17:00:00,0.139 Mpa,0.534 Mpa,0.00147 Mpa,0.476 Mpa,0.104 Mpa,,0.151 Mpa,,0.188 Mpa,6.94%,23.3%,0%,10.2%,5.03%,,1.41%,,4.03%
2026-07-29 19:00:00,0.0253 Mpa,,0.0310 Mpa,0.188 Mpa,0.279 Mpa,,0.221 Mpa,,0.195 Mpa,2.33%,,0%,1.62%,8.58%,,2.07%,,2.91%
2026-07-29 21:00:00,0.0964 Mpa,,0.0997 Mpa,0.272 Mpa,0.375 Mpa,,0.254 Mpa,,0.290 Mpa,3.94%,,2.55%,3.95%,13.2%,,3.40%,,5.50%
2026-07-29 23:00:00,0.00272 Mpa,,0.440 Mpa,0.180 Mpa,0.0994 Mpa,,0.276 Mpa,,0.495 Mpa,0.548%,,11.3%,1.53%,2.77%,,3.29%,,11.7%
2026-07-30 01:00:00,0.0601 Mpa,,0.101 Mpa,0.285 Mpa,0.370 Mpa,,0.300 Mpa,,1.98 Mpa,3.04%,,1.86%,4.27%,11.9%,,5.58%,,51.7%
2026-07-30 03:00:00,0.112 Mpa,,0.127 Mpa,0.182 Mpa,0.0615 Mpa,,0.387 Mpa,,0.304 Mpa,3.31%,,4.15%,1.12%,1.92%,,7.03%,,5.42%
2026-07-30 05:00:00,0.343 Mpa,,0.121 Mpa,0.238 Mpa,0.0883 Mpa,,0.161 Mpa,,0.108 Mpa,11.1%,,3.10%,3.09%,3.60%,,0.762%,,2.49%
2026-07-30 07:00:00,0.0252 Mpa,,0.242 Mpa,0.427 Mpa,0.0428 Mpa,,0.228 Mpa,,0.489 Mpa,1.81%,,5.87%,8.30%,2.63%,,1.55%,,11.4%
2026-07-30 09:00:00,0.405 Mpa,0.231 Mpa,0.734 Mpa,0.402 Mpa,0.0816 Mpa,,0.211 Mpa,,0.354 Mpa,11.6%,6.93%,19.9%,8.95%,3.58%,,1.42%,,9.77%
2026-07-30 11:00:00,0.184 Mpa,,0.695 Mpa,0.167 Mpa,0.0181 Mpa,,0.538 Mpa,,0.592 Mpa,5.68%,,19.1%,2.60%,0.754%,,12.3%,,13.6%
2026-07-30 13:00:00,0.222 Mpa,1.98 Mpa,0.0493 Mpa,0.129 Mpa,0.251 Mpa,,0.608 Mpa,,0.368 Mpa,8.00%,59.7%,0.915%,2.11%,7.44%,,13.8%,,7.27%
2026-07-30 15:00:00,0.0502 Mpa,1.83 Mpa,0.0682 Mpa,0.142 Mpa,0.224 Mpa,,0.583 Mpa,,0.188 Mpa,4.48%,54.4%,0.991%,2.27%,6.31%,,12.3%,,2.23%
2026-07-30 17:00:00,0.193 Mpa,0.212 Mpa,0.0427 Mpa,0.247 Mpa,0.0364 Mpa,,0.166 Mpa,,0.125 Mpa,4.88%,9.89%,0.334%,4.84%,1.35%,,1.50%,,1.50%
2026-07-30 19:00:00,0.243 Mpa,0.134 Mpa,0.0793 Mpa,0.165 Mpa,0.174 Mpa,,0.148 Mpa,,0.215 Mpa,7.11%,9.87%,0.676%,2.47%,4.60%,,0.387%,,4.12%
2026-07-30 21:00:00,0.189 Mpa,0.240 Mpa,0.449 Mpa,0.320 Mpa,0.0890 Mpa,,0.219 Mpa,,0.430 Mpa,5.37%,9.54%,10.9%,6.46%,3.78%,,1.81%,,7.51%
2026-07-30 23:00:00,0.475 Mpa,0.0348 Mpa,0.0851 Mpa,0.0968 Mpa,0.0828 Mpa,,0.307 Mpa,,0.646 Mpa,13.3%,1.25%,0.881%,46.2%,32.2%,,19.1%,,14.9%
2026-07-31 01:00:00,0.413 Mpa,0.219 Mpa,0.0244 Mpa,0.231 Mpa,0.0478 Mpa,,0.0862 Mpa,,0.259 Mpa,11.9%,6.57%,0.696%,4.12%,1.35%,,1.60%,,4.13%
2026-07-31 03:00:00,1.11 Mpa,0.267 Mpa,0.0723 Mpa,0.343 Mpa,0.176 Mpa,,0.140 Mpa,,0.361 Mpa,30.3%,10.0%,4.99%,7.19%,4.49%,,1.63%,,6.87%
2026-07-31 05:00:00,0.125 Mpa,0.131 Mpa,0.392 Mpa,0.100 Mpa,0.0939 Mpa,,0.279 Mpa,,0.403 Mpa,4.19%,7.02%,9.41%,0.956%,2.75%,,4.53%,,7.33%
2026-07-31 07:00:00,0.709 Mpa,0.115 Mpa,0.717 Mpa,0.165 Mpa,0.199 Mpa,,0.416 Mpa,,0.276 Mpa,19.9%,9.47%,19.1%,2.28%,5.52%,,7.31%,,4.24%
2026-07-31 09:00:00,0.166 Mpa,0 Mpa,0.695 Mpa,0.105 Mpa,0.00512 Mpa,,0.331 Mpa,,0.298 Mpa,5.28%,9.84%,18.1%,2.40%,1.31%,,5.60%,,4.98%
2026-07-31 11:00:00,0.0318 Mpa,0.328 Mpa,0.215 Mpa,1.56 Mpa,0.0176 Mpa,,0.390 Mpa,,0.250 Mpa,0.626%,15.3%,4.83%,40.8%,1.09%,,8.01%,,3.94%
2026-07-31 13:00:00,0.000400 Mpa,0.585 Mpa,0.352 Mpa,0.300 Mpa,0.531 Mpa,,0.775 Mpa,,0.175 Mpa,0.0850%,19.7%,8.99%,7.07%,17.8%,,19.2%,,1.42%
2026-07-31 15:00:00,,0.133 Mpa,0.388 Mpa,0.702 Mpa,0.445 Mpa,,0.545 Mpa,,0.865 Mpa,,5.42%,10.1%,17.1%,14.1%,,13.0%,,19.7%
2026-07-31 17:00:00,,0.0553 Mpa,0.215 Mpa,0.363 Mpa,0.197 Mpa,,0.189 Mpa,,0.230 Mpa,,5.77%,4.74%,7.56%,7.42%,,10.4%,,2.98%
2026-07-31 19:00:00,,0.491 Mpa,0.697 Mpa,0.234 Mpa,0.143 Mpa,,0.461 Mpa,,0.360 Mpa,,25.5%,18.7%,3.82%,3.91%,,9.92%,,7.32%
2026-07-31 21:00:00,,0.391 Mpa,0.243 Mpa,0.235 Mpa,0.0459 Mpa,,0.419 Mpa,,0.188 Mpa,,15.2%,6.09%,4.26%,1.47%,,17.8%,,3.31%
2026-07-31 23:00:00,,0.116 Mpa,0.589 Mpa,0.428 Mpa,0.0921 Mpa,,0.123 Mpa,,0.127 Mpa,,7.73%,15.1%,24.9%,9.03%,,12.0%,,2.10%
2026-08-01 01:00:00,,0.313 Mpa,0.584 Mpa,0.286 Mpa,0.0178 Mpa,,0.211 Mpa,,0.287 Mpa,,12.6%,15.0%,5.08%,47.7%,,8.68%,,6.05%
2026-08-01 03:00:00,,0.815 Mpa,0.0546 Mpa,0.236 Mpa,0.136 Mpa,,0.176 Mpa,,0.437 Mpa,,25.3%,7.68%,24.6%,3.79%,,15.7%,,8.87%
2026-08-01 05:00:00,,1.30 Mpa,0.268 Mpa,0.194 Mpa,0.181 Mpa,,0.210 Mpa,,0.213 Mpa,,35.1%,6.06%,3.16%,19.2%,,6.85%,,2.99%
2026-08-01 07:00:00,,0.370 Mpa,1.25 Mpa,0.239 Mpa,0 Mpa,,0.379 Mpa,,0.142 Mpa,,16.2%,33.4%,4.14%,64.9%,,5.79%,,0.262%
2026-08-01 09:00:00,,0.107 Mpa,1.32 Mpa,0.941 Mpa,0.736 Mpa,,0.487 Mpa,,0.267 Mpa,,6.75%,35.1%,24.0%,20.4%,,10.2%,,5.48%
2026-08-01 11:00:00,,0.227 Mpa,0.149 Mpa,0.301 Mpa,0.180 Mpa,,0.754 Mpa,,0.167 Mpa,,12.4%,3.02%,7.03%,5.30%,,19.1%,,1.52%
2026-08-01 13:00:00,,0.0372 Mpa,0.205 Mpa,0.590 Mpa,0.136 Mpa,,1.90 Mpa,,0.171 Mpa,,7.00%,4.45%,14.8%,3.82%,,53.1%,,3.93%
2026-08-01 15:00:00,,0.212 Mpa,0.0654 Mpa,0.811 Mpa,0.282 Mpa,,0.433 Mpa,,0.421 Mpa,,8.99%,0.315%,26.6%,11.0%,,7.92%,,13.5%
2026-08-01 17:00:00,,0.127 Mpa,0.140 Mpa,0.0655 Mpa,0.122 Mpa,,0.338 Mpa,,0.494 Mpa,,7.10%,2.96%,0.849%,3.58%,,10.4%,,14.6%
2026-08-01 19:00:00,,0.0322 Mpa,0.152 Mpa,0.255 Mpa,0.135 Mpa,,0.187 Mpa,,0.231 Mpa,,1.36%,2.94%,4.75%,4.84%,,7.20%,,5.14%
2026-08-01 21:00:00,0.00903 Mpa,0.371 Mpa,0.117 Mpa,0.473 Mpa,0.147 Mpa,,0.347 Mpa,,0.205 Mpa,0.226%,13.7%,1.85%,10.3%,9.51%,,5.77%,,5.38%
2026-08-01 23:00:00,0.00446 Mpa,0.483 Mpa,0.0607 Mpa,0.226 Mpa,0.225 Mpa,,0.309 Mpa,,0.177 Mpa,0.0819%,16.2%,0.555%,3.46%,7.29%,,5.79%,,8.23%
2026-08-02 01:00:00,0.221 Mpa,0.337 Mpa,0.0975 Mpa,0.900 Mpa,0.0727 Mpa,,0.260 Mpa,,0.176 Mpa,6.59%,14.6%,1.43%,22.2%,2.91%,,21.7%,,4.68%
2026-08-02 03:00:00,0.112 Mpa,0.917 Mpa,0.135 Mpa,0.0812 Mpa,0.0735 Mpa,,0.259 Mpa,,0.218 Mpa,5.33%,29.7%,2.32%,0.263%,3.36%,,3.35%,,5.14%
2026-08-02 05:00:00,0.0731 Mpa,0.158 Mpa,0.158 Mpa,0.291 Mpa,0.116 Mpa,,0.252 Mpa,,0.340 Mpa,3.44%,8.54%,3.12%,5.58%,5.22%,,5.89%,,7.61%
2026-08-02 07:00:00,0.0463 Mpa,0.105 Mpa,0.462 Mpa,0.303 Mpa,1.23 Mpa,,0.371 Mpa,,0.282 Mpa,1.44%,5.79%,11.5%,6.34%,48.7%,,6.28%,,5.28%
2026-08-02 09:00:00,0.0874 Mpa,0.0988 Mpa,0.145 Mpa,0.323 Mpa,0.969 Mpa,,0.485 Mpa,,0.221 Mpa,2.82%,7.51%,3.01%,9.02%,33.1%,,9.91%,,4.49%
2026-08-02 11:00:00,0.537 Mpa,0.0870 Mpa,0.125 Mpa,0.238 Mpa,0.530 Mpa,,1.26 Mpa,,0.461 Mpa,15.7%,7.48%,2.24%,4.18%,16.6%,,33.8%,,9.95%
2026-08-02 13:00:00,0.417 Mpa,0.0938 Mpa,0.953 Mpa,0.274 Mpa,0.111 Mpa,,0.219 Mpa,,0.352 Mpa,11.5%,5.80%,25.2%,5.09%,3.64%,,2.62%,,7.04%
2026-08-02 15:00:00,0.538 Mpa,0.114 Mpa,0.0614 Mpa,0.537 Mpa,0.0432 Mpa,,1.10 Mpa,,0.355 Mpa,15.2%,5.62%,0.445%,11.6%,3.78%,,30.7%,,7.82%
2026-08-02 17:00:00,0.0954 Mpa,0.166 Mpa,0.0839 Mpa,0.308 Mpa,0.0979 Mpa,,0.193 Mpa,,0.390 Mpa,4.39%,8.38%,1.14%,5.10%,5.07%,,2.63%,,8.64%
2026-08-02 19:00:00,0.0152 Mpa,0.0771 Mpa,0.479 Mpa,0.190 Mpa,0.0834 Mpa,,0.334 Mpa,,0.153 Mpa,0.237%,6.32%,12.3%,1.68%,22.6%,,5.37%,,1.25%
2026-08-02 21:00:00,0.236 Mpa,0.182 Mpa,0.105 Mpa,0.540 Mpa,0.118 Mpa,,0.321 Mpa,,0.196 Mpa,7.83%,7.81%,1.64%,11.6%,4.37%,,5.54%,,3.40%
2026-08-02 23:00:00,1.23 Mpa,0.248 Mpa,0.0966 Mpa,0.472 Mpa,0.0376 Mpa,0.0487 Mpa,0.219 Mpa,,0.151 Mpa,35.0%,11.8%,1.67%,10.1%,1.78%,1.26%,2.44%,,2.47%
2026-08-03 01:00:00,0.364 Mpa,0.0800 Mpa,0.165 Mpa,0.229 Mpa,0.000123 Mpa,0.0681 Mpa,0.209 Mpa,,0.189 Mpa,11.1%,2.65%,3.34%,2.90%,0.615%,0.658%,6.78%,,4.75%
2026-08-03 03:00:00,0.953 Mpa,0.890 Mpa,0.346 Mpa,0.115 Mpa,0.00255 Mpa,,0.105 Mpa,,0.207 Mpa,25.8%,27.1%,8.04%,0.119%,0.942%,,35.0%,,4.99%
2026-08-03 05:00:00,0.882 Mpa,0.318 Mpa,0.0930 Mpa,0.293 Mpa,0.0000871 Mpa,,0.261 Mpa,,0.190 Mpa,25.2%,12.5%,1.16%,4.57%,7.30%,,3.53%,,4.98%
2026-08-03 07:00:00,0.0725 Mpa,0.127 Mpa,0.104 Mpa,0.370 Mpa,0.000142 Mpa,0.0720 Mpa,0.432 Mpa,,0.235 Mpa,4.65%,5.76%,1.35%,7.19%,0%,0%,7.99%,,5.95%
2026-08-03 09:00:00,0.346 Mpa,0.231 Mpa,0.201 Mpa,0.349 Mpa,0.00123 Mpa,,0.175 Mpa,,0.658 Mpa,10.4%,12.3%,4.41%,6.98%,0.798%,,1.13%,,14.7%
2026-08-03 11:00:00,0.479 Mpa,0.163 Mpa,0.107 Mpa,0.316 Mpa,1.08 Mpa,,0.676 Mpa,,0.228 Mpa,14.2%,7.95%,1.52%,5.98%,30.2%,,16.7%,,3.84%
2026-08-03 13:00:00,0.543 Mpa,0.0838 Mpa,0.221 Mpa,0.283 Mpa,0 Mpa,0.0720 Mpa,0.252 Mpa,,0.226 Mpa,15.8%,7.90%,5.01%,5.00%,3.11%,0%,3.06%,,5.41%
2026-08-03 15:00:00,0.207 Mpa,1.00 Mpa,0.122 Mpa,0.273 Mpa,0.0818 Mpa,0.118 Mpa,0.420 Mpa,,0.225 Mpa,8.23%,33.2%,1.86%,5.28%,2.64%,2.51%,8.26%,,4.56%
2026-08-03 17:00:00,0.112 Mpa,0.171 Mpa,0.101 Mpa,0.246 Mpa,0.112 Mpa,,0.293 Mpa,,0.281 Mpa,4.38%,10.3%,1.44%,4.58%,3.52%,,4.99%,,6.16%
2026-08-03 19:00:00,0.135 Mpa,0.427 Mpa,0.284 Mpa,0.142 Mpa,0.145 Mpa,,0.471 Mpa,,0.219 Mpa,4.94%,14.7%,6.70%,3.80%,4.81%,,10.3%,,4.45%
2026-08-03 21:00:00,0.0566 Mpa,0.446 Mpa,0.127 Mpa,0.116 Mpa,,0.264 Mpa,0.222 Mpa,,0.713 Mpa,3.03%,15.4%,2.29%,1.77%,,7.32%,2.51%,,16.6%
2026-08-03 23:00:00,0.170 Mpa,0.526 Mpa,0.0766 Mpa,0.313 Mpa,0.0393 Mpa,0.151 Mpa,0.290 Mpa,,0.166 Mpa,6.69%,19.0%,0.709%,6.22%,0.0889%,2.87%,5.79%,,33.4%
2026-08-04 01:00:00,0.0883 Mpa,0.795 Mpa,0.0748 Mpa,0.232 Mpa,,0.151 Mpa,0.225 Mpa,,0.180 Mpa,5.09%,25.4%,6.38%,3.58%,,3.14%,3.78%,,2.65%
2026-08-04 03:00:00,0.180 Mpa,0.133 Mpa,0.0569 Mpa,0.297 Mpa,,0.312 Mpa,0.299 Mpa,,0.152 Mpa,6.52%,12.4%,1.17%,5.72%,,6.41%,5.85%,,3.60%
2026-08-04 05:00:00,1.17 Mpa,0.766 Mpa,0.212 Mpa,0.334 Mpa,0.00135 Mpa,,0.225 Mpa,,0.158 Mpa,32.6%,27.4%,4.89%,7.61%,1.26%,,2.68%,,3.37%
2026-08-04 07:00:00,0.469 Mpa,0.316 Mpa,0.235 Mpa,0.238 Mpa,0.319 Mpa,0.0725 Mpa,0.322 Mpa,,0.169 Mpa,13.8%,14.3%,6.14%,3.94%,9.23%,0%,5.42%,,2.51%
2026-08-04 09:00:00,0.505 Mpa,0.364 Mpa,0.193 Mpa,0.481 Mpa,0.0269 Mpa,0.0469 Mpa,0.319 Mpa,,0.200 Mpa,17.1%,14.9%,4.27%,10.2%,3.29%,1.98%,6.31%,,4.25%
2026-08-04 11:00:00,0.230 Mpa,0.225 Mpa,0.188 Mpa,0.466 Mpa,0.111 Mpa,,0.280 Mpa,,0.141 Mpa,7.99%,8.79%,4.18%,10.5%,4.15%,,3.55%,,2.96%
2026-08-04 13:00:00,0.222 Mpa,0.195 Mpa,0.0979 Mpa,0.162 Mpa,0.0827 Mpa,,0.360 Mpa,,0.181 Mpa,9.56%,8.29%,1.95%,2.18%,2.46%,,7.04%,,3.76%
2026-08-04 15:00:00,0.420 Mpa,0.122 Mpa,0.395 Mpa,0.314 Mpa,0.209 Mpa,,0.469 Mpa,,0.141 Mpa,13.6%,5.51%,10.9%,5.99%,6.01%,,11.0%,,1.31%
2026-08-04 17:00:00,0.246 Mpa,0.441 Mpa,0.213 Mpa,0.212 Mpa,,,0.331 Mpa,,0.246 Mpa,34.9%,14.5%,4.83%,3.39%,,,6.68%,,3.98%
2026-08-04 19:00:00,1.61 Mpa,0.355 Mpa,0.253 Mpa,0.252 Mpa,1.96 Mpa,,0.162 Mpa,,0.490 Mpa,43.6%,13.7%,5.59%,4.20%,55.2%,,0.679%,,10.9%
2026-08-04 21:00:00,0.263 Mpa,0.168 Mpa,0.219 Mpa,0.200 Mpa,0.0413 Mpa,0.0601 Mpa,0.289 Mpa,,0.186 Mpa,7.69%,9.78%,4.54%,3.68%,2.57%,1.04%,3.88%,,3.02%
2026-08-04 23:00:00,0.201 Mpa,0.596 Mpa,0.166 Mpa,0.390 Mpa,0.112 Mpa,,0.132 Mpa,,0.245 Mpa,7.51%,19.8%,3.41%,7.51%,4.07%,,0.469%,,4.46%
2026-08-05 01:00:00,0.141 Mpa,0.180 Mpa,0.0974 Mpa,0.313 Mpa,0.0188 Mpa,,0.293 Mpa,,0.383 Mpa,4.93%,7.51%,1.74%,4.93%,0.0320%,,4.32%,,11.2%
2026-08-05 03:00:00,0.626 Mpa,0.0805 Mpa,0.361 Mpa,0.270 Mpa,0.106 Mpa,,0.565 Mpa,,0.220 Mpa,18.9%,6.88%,9.09%,4.27%,4.72%,,13.7%,,2.75%
2026-08-05 05:00:00,0.0986 Mpa,0.00597 Mpa,0.202 Mpa,0.264 Mpa,0.176 Mpa,,0.435 Mpa,,1.12 Mpa,3.17%,16.1%,4.56%,4.97%,4.93%,,9.86%,,29.8%
2026-08-05 07:00:00,0.0744 Mpa,0.0966 Mpa,0.0620 Mpa,0.357 Mpa,0.323 Mpa,,0.269 Mpa,,2.54 Mpa,2.01%,9.88%,0.418%,6.54%,10.1%,,2.72%,,65.3%
2026-08-05 09:00:00,0 Mpa,0.243 Mpa,0.0893 Mpa,0.169 Mpa,0.0656 Mpa,0.0560 Mpa,0.265 Mpa,,0.828 Mpa,0.00441%,7.99%,1.74%,1.93%,2.72%,0.00889%,2.58%,,19.7%
2026-08-05 11:00:00,0.0681 Mpa,0.0543 Mpa,0.317 Mpa,0.187 Mpa,0.543 Mpa,0.0475 Mpa,0.365 Mpa,,0.399 Mpa,2.16%,8.38%,7.84%,3.37%,15.5%,0.119%,6.31%,,11.7%
2026-08-05 13:00:00,0.0753 Mpa,0.135 Mpa,0.0779 Mpa,0.213 Mpa,0.214 Mpa,,0.256 Mpa,,0.261 Mpa,4.70%,11.0%,0.973%,3.26%,5.90%,,3.76%,,7.62%
2026-08-05 15:00:00,0.117 Mpa,0.129 Mpa,0.196 Mpa,0.234 Mpa,0.0528 Mpa,0.116 Mpa,0.841 Mpa,,0.346 Mpa,3.50%,8.46%,4.38%,4.25%,2.17%,1.25%,22.5%,,9.92%
2026-08-05 17:00:00,0.0767 Mpa,0.128 Mpa,0.222 Mpa,0.211 Mpa,0.310 Mpa,,0.227 Mpa,,0.294 Mpa,3.43%,9.51%,5.25%,3.04%,9.00%,,3.99%,,8.21%
2026-08-05 19:00:00,0.0768 Mpa,0.144 Mpa,0.111 Mpa,0.241 Mpa,0.602 Mpa,,0.620 Mpa,,0.489 Mpa,5.74%,10.5%,1.68%,3.48%,17.3%,,14.6%,,14.8%
2026-08-05 21:00:00,0.0973 Mpa,0.160 Mpa,0.226 Mpa,0.213 Mpa,0.333 Mpa,0.172 Mpa,0.272 Mpa,,0.444 Mpa,3.69%,11.3%,4.88%,2.89%,9.98%,2.85%,3.68%,,10.7%
2026-08-05 23:00:00,0.0966 Mpa,0.142 Mpa,0.194 Mpa,0.185 Mpa,0.0538 Mpa,0.0727 Mpa,0.426 Mpa,,0.336 Mpa,3.40%,10.3%,3.83%,2.49%,1.97%,0.0811%,8.56%,,9.74%
2026-08-06 01:00:00,0.246 Mpa,0.138 Mpa,0.325 Mpa,0.148 Mpa,0.0305 Mpa,0.466 Mpa,0.177 Mpa,,0.0614 Mpa,8.13%,9.01%,7.94%,1.82%,0.355%,9.99%,2.87%,,7.20%
2026-08-06 03:00:00,0.749 Mpa,0.176 Mpa,0.256 Mpa,0.258 Mpa,0.126 Mpa,2.27 Mpa,0.152 Mpa,,0.444 Mpa,20.8%,11.9%,6.16%,3.83%,3.53%,57.8%,0.763%,,12.1%
2026-08-06 05:00:00,1.47 Mpa,0.218 Mpa,0.360 Mpa,0.550 Mpa,0.1000 Mpa,0.0493 Mpa,0.195 Mpa,,0.367 Mpa,37.7%,12.8%,9.16%,11.9%,2.91%,0.107%,2.01%,,11.9%
2026-08-06 07:00:00,0.0733 Mpa,0.469 Mpa,0.119 Mpa,0.245 Mpa,0.110 Mpa,1.30 Mpa,0.245 Mpa,,0.234 Mpa,4.55%,15.4%,2.29%,3.94%,3.36%,33.2%,4.07%,,10.3%
2026-08-06 09:00:00,0.0879 Mpa,0.427 Mpa,0.765 Mpa,0.325 Mpa,0.0160 Mpa,1.61 Mpa,0.442 Mpa,,0.238 Mpa,4.16%,13.5%,20.4%,6.34%,0.165%,46.2%,8.49%,,7.29%
2026-08-06 11:00:00,0.180 Mpa,0.160 Mpa,0.137 Mpa,0.579 Mpa,0.0784 Mpa,0.589 Mpa,0.383 Mpa,0.144 Mpa,1.50 Mpa,5.77%,8.57%,2.89%,13.1%,2.33%,15.2%,7.19%,0%,38.9%
2026-08-06 13:00:00,0.112 Mpa,0.204 Mpa,0.0245 Mpa,0.401 Mpa,0.386 Mpa,0.291 Mpa,0.183 Mpa,,0.281 Mpa,4.57%,8.16%,0.0157%,8.84%,11.1%,8.43%,1.94%,,12.1%
2026-08-06 15:00:00,0.0181 Mpa,0.0972 Mpa,0.452 Mpa,0.218 Mpa,0.202 Mpa,0.370 Mpa,0.211 Mpa,,0.422 Mpa,2.41%,4.06%,11.4%,3.57%,6.08%,9.21%,2.49%,,12.8%
2026-08-06 17:00:00,0.0524 Mpa,0.102 Mpa,0.165 Mpa,0.148 Mpa,0.218 Mpa,0.248 Mpa,0.256 Mpa,,0.245 Mpa,2.69%,5.14%,3.71%,1.98%,6.40%,4.52%,4.35%,,7.38%
2026-08-06 19:00:00,0.0201 Mpa,0.0484 Mpa,0.138 Mpa,0.163 Mpa,0.0930 Mpa,0.196 Mpa,0.225 Mpa,,0.701 Mpa,3.56%,3.58%,2.59%,1.98%,2.82%,2.86%,3.24%,,17.2%
2026-08-06 21:00:00,0.0742 Mpa,0.0684 Mpa,0.262 Mpa,0.168 Mpa,0.106 Mpa,0.127 Mpa,0.283 Mpa,,1.23 Mpa,4.15%,4.62%,6.53%,1.89%,2.92%,4.76%,4.90%,,31.1%
2026-08-06 23:00:00,0.155 Mpa,0.226 Mpa,0.447 Mpa,0.254 Mpa,0.123 Mpa,0.134 Mpa,0.210 Mpa,,,7.30%,9.64%,11.6%,4.34%,3.25%,1.22%,2.05%,,
2026-08-07 01:00:00,0.239 Mpa,0.214 Mpa,0.360 Mpa,0.566 Mpa,0.176 Mpa,0.0754 Mpa,0.568 Mpa,,0.688 Mpa,8.59%,6.42%,9.48%,12.6%,5.55%,6.83%,12.8%,,19.4%
2026-08-07 03:00:00,0.130 Mpa,0.158 Mpa,0.328 Mpa,0.540 Mpa,0.435 Mpa,0.111 Mpa,0.627 Mpa,,0.376 Mpa,8.36%,6.96%,7.88%,12.7%,12.6%,0.885%,16.5%,,7.94%
2026-08-07 05:00:00,0.181 Mpa,0.562 Mpa,0.159 Mpa,0.262 Mpa,0.125 Mpa,0.190 Mpa,0.192 Mpa,,0.266 Mpa,7.38%,19.2%,3.24%,4.24%,3.75%,4.83%,1.84%,,4.43%
2026-08-07 07:00:00,0.127 Mpa,0.314 Mpa,0.112 Mpa,0.382 Mpa,0.171 Mpa,0.189 Mpa,0.338 Mpa,,0.431 Mpa,6.59%,11.8%,1.99%,7.35%,4.87%,4.15%,5.25%,,9.75%
2026-08-07 09:00:00,0.0690 Mpa,0.228 Mpa,0.178 Mpa,0.201 Mpa,0.452 Mpa,0.229 Mpa,0.239 Mpa,,0.162 Mpa,5.67%,9.10%,3.60%,2.49%,13.2%,4.58%,1.75%,,3.66%
2026-08-07 11:00:00,0.206 Mpa,0.120 Mpa,0.0904 Mpa,0.308 Mpa,0.101 Mpa,0.355 Mpa,0.357 Mpa,,0.0743 Mpa,7.13%,5.06%,1.50%,5.56%,2.83%,8.27%,6.00%,,26.8%
2026-08-07 13:00:00,0.188 Mpa,0.129 Mpa,0.242 Mpa,0.734 Mpa,1.00 Mpa,0.163 Mpa,0.232 Mpa,,0.327 Mpa,5.86%,5.86%,5.63%,17.4%,29.2%,3.03%,3.65%,,16.4%
2026-08-07 15:00:00,0.208 Mpa,0.0699 Mpa,0.111 Mpa,0.811 Mpa,0.153 Mpa,0.171 Mpa,0.325 Mpa,,0.342 Mpa,6.22%,4.82%,1.91%,18.8%,4.06%,2.89%,6.89%,,7.66%
2026-08-07 17:00:00,0.0797 Mpa,0.0792 Mpa,0.209 Mpa,0.258 Mpa,0.264 Mpa,0.191 Mpa,0.245 Mpa,,0.268 Mpa,2.99%,11.5%,4.70%,4.60%,7.41%,2.89%,3.33%,,6.88%
2026-08-07 19:00:00,0.0971 Mpa,0.0118 Mpa,0.293 Mpa,0.368 Mpa,0.409 Mpa,0.148 Mpa,0.212 Mpa,,0.772 Mpa,3.23%,6.14%,6.86%,7.34%,12.5%,1.73%,2.56%,,18.4%
