"Time","P_BW - I38","P_BW - I39","P_BW - I40","P_BW - I41","P_BW - I42","P_BW - I43","P_BW - I44","P_BW - I47","P_BW - I48","%BW - I38","%BW - I39","%BW - I40","%BW - I41","%BW - I42","%BW - I43","%BW - I44","%BW - I47","%BW - I48"
2026-08-17 09:00:00,0.150 Mpa,0.336 Mpa,0.219 Mpa,0.182 Mpa,0.0960 Mpa,0.189 Mpa,0.339 Mpa,,0.285 Mpa,4.82%,9.84%,4.52%,3.40%,1.89%,3.46%,6.39%,,4.12%
2026-08-17 11:00:00,0.591 Mpa,0.0799 Mpa,0.207 Mpa,0.513 Mpa,0.136 Mpa,0.288 Mpa,0.280 Mpa,,0.195 Mpa,18.0%,2.43%,4.33%,12.4%,3.57%,5.77%,4.62%,,1.82%
2026-08-17 13:00:00,0.0242 Mpa,0.183 Mpa,0.169 Mpa,0.235 Mpa,0.139 Mpa,0.508 Mpa,0.514 Mpa,,0.218 Mpa,3.05%,5.16%,2.67%,5.24%,3.45%,11.2%,12.3%,,2.91%
2026-08-17 15:00:00,0.0464 Mpa,0.426 Mpa,0.283 Mpa,0.267 Mpa,0.0536 Mpa,0.222 Mpa,0.358 Mpa,,0.237 Mpa,3.54%,12.7%,6.03%,6.37%,1.41%,3.89%,7.04%,,3.24%
2026-08-17 17:00:00,0.159 Mpa,0.151 Mpa,0.255 Mpa,0.206 Mpa,0.257 Mpa,0.173 Mpa,0.334 Mpa,,0.361 Mpa,4.65%,4.11%,5.48%,3.63%,6.96%,3.35%,7.01%,,7.55%
2026-08-17 19:00:00,0.126 Mpa,0.347 Mpa,0.193 Mpa,0.115 Mpa,0.167 Mpa,0.238 Mpa,0.350 Mpa,,0.0515 Mpa,3.56%,9.56%,3.42%,0.959%,4.43%,3.62%,9.11%,,0%
2026-08-17 21:00:00,0.163 Mpa,0.164 Mpa,0.156 Mpa,0.190 Mpa,0.0881 Mpa,0.196 Mpa,0.370 Mpa,,,4.08%,4.23%,2.34%,2.94%,1.41%,3.41%,7.38%,,
2026-08-17 23:00:00,0.145 Mpa,0.266 Mpa,0.144 Mpa,0.170 Mpa,0.192 Mpa,0.167 Mpa,0.363 Mpa,,0.249 Mpa,3.32%,7.09%,2.10%,2.39%,5.32%,2.14%,7.24%,,3.51%
2026-08-18 01:00:00,0.0812 Mpa,0.153 Mpa,0.169 Mpa,0.231 Mpa,0.0967 Mpa,0.188 Mpa,0.283 Mpa,,0.260 Mpa,3.35%,3.78%,3.12%,3.92%,1.69%,1.69%,6.98%,,3.27%
2026-08-18 03:00:00,0.129 Mpa,0.319 Mpa,0.168 Mpa,0.195 Mpa,0.112 Mpa,0.191 Mpa,0.304 Mpa,,0.257 Mpa,3.25%,9.26%,2.91%,2.80%,2.09%,2.38%,6.14%,,3.29%
2026-08-18 05:00:00,0.0926 Mpa,0.0680 Mpa,0.130 Mpa,0.266 Mpa,0.248 Mpa,0.166 Mpa,0.381 Mpa,,0.306 Mpa,1.97%,1.47%,1.88%,4.80%,6.35%,2.43%,10.1%,,4.75%
2026-08-18 07:00:00,0.0616 Mpa,0.465 Mpa,0.158 Mpa,0.155 Mpa,0.176 Mpa,0.175 Mpa,0.332 Mpa,,0.924 Mpa,2.95%,13.0%,3.23%,2.06%,4.28%,2.12%,7.91%,,20.9%
2026-08-18 09:00:00,0.121 Mpa,0.179 Mpa,0.513 Mpa,0.354 Mpa,0.0851 Mpa,0.218 Mpa,0.257 Mpa,,0.159 Mpa,4.50%,5.08%,13.0%,7.57%,1.76%,2.33%,6.98%,,1.16%
2026-08-18 11:00:00,0.107 Mpa,0.230 Mpa,0.156 Mpa,0.233 Mpa,0.0650 Mpa,0.208 Mpa,0.368 Mpa,,0.200 Mpa,4.39%,6.53%,2.69%,4.32%,0.883%,2.47%,10.6%,,1.87%
2026-08-18 13:00:00,0.149 Mpa,0.225 Mpa,0.156 Mpa,0.345 Mpa,0.0672 Mpa,0.377 Mpa,0.336 Mpa,,0.317 Mpa,5.60%,7.00%,2.92%,7.65%,0.864%,6.85%,10.4%,,5.00%
2026-08-18 15:00:00,0.402 Mpa,0.178 Mpa,0.117 Mpa,0.216 Mpa,0.150 Mpa,0.221 Mpa,0.196 Mpa,,0.202 Mpa,11.1%,5.30%,1.85%,3.46%,3.53%,3.15%,4.21%,,1.96%
2026-08-18 17:00:00,0.166 Mpa,0.244 Mpa,0.196 Mpa,,0.158 Mpa,0.277 Mpa,0.269 Mpa,,0.351 Mpa,5.63%,7.27%,3.73%,,3.73%,4.56%,6.55%,,6.11%
2026-08-18 19:00:00,0.250 Mpa,0.116 Mpa,0.197 Mpa,,0.100 Mpa,0.231 Mpa,0.392 Mpa,,0.203 Mpa,6.97%,3.24%,3.73%,,2.66%,4.16%,9.22%,,2.12%
2026-08-18 21:00:00,0.208 Mpa,0.268 Mpa,0.166 Mpa,,0.158 Mpa,0.276 Mpa,0.320 Mpa,,0.229 Mpa,6.50%,8.03%,2.84%,,3.71%,5.67%,8.04%,,2.55%
2026-08-18 23:00:00,0.216 Mpa,0.379 Mpa,0.139 Mpa,,0.299 Mpa,0.348 Mpa,0.314 Mpa,,0.247 Mpa,6.49%,11.0%,1.90%,,7.98%,7.50%,6.67%,,3.04%
2026-08-19 01:00:00,0.163 Mpa,0.355 Mpa,0.144 Mpa,,0.0297 Mpa,0.251 Mpa,0.291 Mpa,,0.252 Mpa,4.99%,10.6%,2.58%,,0.655%,4.13%,7.76%,,3.73%
2026-08-19 03:00:00,0.232 Mpa,0.391 Mpa,0.120 Mpa,,0.117 Mpa,0.241 Mpa,0.317 Mpa,,0.318 Mpa,8.71%,11.9%,1.71%,,2.80%,5.04%,8.31%,,5.13%
2026-08-19 05:00:00,0.164 Mpa,0.135 Mpa,0.156 Mpa,,0.191 Mpa,0.225 Mpa,0.316 Mpa,,0.220 Mpa,6.36%,3.64%,2.79%,,6.18%,3.00%,9.37%,,2.38%
2026-08-19 07:00:00,0.306 Mpa,0.297 Mpa,0.176 Mpa,,0.195 Mpa,0.206 Mpa,0.290 Mpa,,0.188 Mpa,8.86%,11.0%,3.70%,,5.12%,1.50%,7.69%,,1.45%
2026-08-19 09:00:00,0.176 Mpa,0.609 Mpa,0.145 Mpa,,0.0844 Mpa,0.198 Mpa,0.339 Mpa,,0.214 Mpa,6.81%,18.1%,3.06%,,2.14%,2.32%,10.1%,,2.15%
2026-08-19 11:00:00,0.127 Mpa,0.465 Mpa,0.127 Mpa,,0.0792 Mpa,0.225 Mpa,0.303 Mpa,,0.208 Mpa,4.82%,14.0%,2.38%,,1.34%,2.80%,9.87%,,2.25%
2026-08-19 13:00:00,0.537 Mpa,0.198 Mpa,0.108 Mpa,,0.0724 Mpa,0.138 Mpa,0.322 Mpa,,0.201 Mpa,15.0%,5.88%,1.72%,,1.73%,1.28%,8.19%,,2.23%
2026-08-19 15:00:00,0.112 Mpa,0.300 Mpa,0.109 Mpa,0.197 Mpa,0.187 Mpa,0.177 Mpa,0.345 Mpa,,0.261 Mpa,4.23%,8.99%,1.93%,3.15%,5.18%,1.42%,8.32%,,3.76%
2026-08-19 17:00:00,0.0585 Mpa,0.123 Mpa,0.108 Mpa,0.269 Mpa,0.0467 Mpa,0.236 Mpa,0.271 Mpa,,0.121 Mpa,1.78%,3.46%,1.27%,5.26%,1.79%,3.54%,6.55%,,0.861%
2026-08-19 19:00:00,0.383 Mpa,0.291 Mpa,0.166 Mpa,0.197 Mpa,0.0455 Mpa,0.214 Mpa,0.307 Mpa,,0.256 Mpa,10.6%,8.94%,2.90%,2.98%,1.54%,3.58%,6.48%,,3.56%
2026-08-19 21:00:00,0.158 Mpa,0.360 Mpa,0.177 Mpa,0.264 Mpa,0.358 Mpa,0.215 Mpa,0.313 Mpa,,0.313 Mpa,4.67%,10.4%,3.16%,5.45%,9.94%,3.42%,7.61%,,4.82%
2026-08-19 23:00:00,0.0934 Mpa,0.414 Mpa,0.0608 Mpa,0.151 Mpa,0.0787 Mpa,0.201 Mpa,0.295 Mpa,,0.452 Mpa,2.33%,12.7%,0.477%,2.19%,2.23%,5.21%,7.74%,,8.70%
2026-08-20 01:00:00,0.0881 Mpa,0.164 Mpa,0.203 Mpa,0.196 Mpa,0.0180 Mpa,0.293 Mpa,0.368 Mpa,,0.203 Mpa,2.57%,4.36%,4.36%,3.20%,0.208%,5.32%,6.59%,,2.22%
2026-08-20 03:00:00,0.142 Mpa,0.265 Mpa,0.280 Mpa,0.103 Mpa,0.411 Mpa,0.248 Mpa,0.355 Mpa,,0.298 Mpa,3.47%,8.02%,6.90%,0.725%,13.9%,4.60%,8.47%,,4.57%
2026-08-20 05:00:00,0.0889 Mpa,0.197 Mpa,0.175 Mpa,0.134 Mpa,0.119 Mpa,0.180 Mpa,0.309 Mpa,,0.222 Mpa,2.31%,5.96%,3.01%,1.84%,2.52%,2.79%,7.37%,,3.39%
2026-08-20 07:00:00,0.0660 Mpa,0.192 Mpa,0.189 Mpa,0.103 Mpa,0.256 Mpa,0.230 Mpa,0.276 Mpa,,0.280 Mpa,1.76%,5.23%,3.27%,0.873%,6.51%,6.93%,7.98%,,5.16%
2026-08-20 09:00:00,0.111 Mpa,0.206 Mpa,0.354 Mpa,0.108 Mpa,0.0812 Mpa,0.209 Mpa,0.319 Mpa,,0.535 Mpa,3.18%,6.02%,8.28%,0.817%,1.80%,5.34%,5.69%,,11.1%
2026-08-20 11:00:00,0.410 Mpa,0.307 Mpa,0.00346 Mpa,0.0871 Mpa,0.135 Mpa,0.212 Mpa,0.281 Mpa,,0.197 Mpa,10.4%,9.28%,0%,0.734%,3.11%,4.77%,5.85%,,2.37%
2026-08-20 13:00:00,0.247 Mpa,0.244 Mpa,0.365 Mpa,,0.0743 Mpa,0.217 Mpa,0.332 Mpa,,0.304 Mpa,7.29%,6.97%,8.95%,,1.78%,4.27%,6.23%,,5.67%
2026-08-20 15:00:00,0.0755 Mpa,0.292 Mpa,0.136 Mpa,0.164 Mpa,0.0612 Mpa,0.205 Mpa,0.204 Mpa,,0.258 Mpa,2.67%,8.48%,3.52%,2.36%,1.31%,4.86%,4.81%,,3.50%
2026-08-20 17:00:00,0.127 Mpa,0.152 Mpa,0.233 Mpa,0.191 Mpa,0.0996 Mpa,0.177 Mpa,0.224 Mpa,,0.230 Mpa,4.21%,4.24%,6.16%,3.23%,2.03%,3.95%,6.06%,,2.98%
2026-08-20 19:00:00,0.0935 Mpa,0.0441 Mpa,0.0951 Mpa,0.372 Mpa,0.105 Mpa,0.189 Mpa,0.242 Mpa,,0.309 Mpa,3.12%,0.695%,1.46%,8.14%,2.09%,2.40%,7.64%,,4.59%
2026-08-20 21:00:00,0.106 Mpa,0.119 Mpa,0.409 Mpa,0.304 Mpa,0.111 Mpa,0.171 Mpa,0.207 Mpa,,0.406 Mpa,3.87%,3.54%,10.2%,6.03%,2.29%,1.81%,7.55%,,7.38%
2026-08-20 23:00:00,0.125 Mpa,0.147 Mpa,0.0953 Mpa,0.230 Mpa,0.172 Mpa,0.182 Mpa,0.229 Mpa,,0.202 Mpa,4.23%,4.38%,1.28%,4.13%,4.22%,2.29%,8.68%,,1.93%
2026-08-21 01:00:00,0.179 Mpa,0.155 Mpa,0.0238 Mpa,0.270 Mpa,0.311 Mpa,0.185 Mpa,0.251 Mpa,,0.311 Mpa,5.23%,5.07%,0.00124%,5.87%,7.90%,2.66%,8.38%,,4.97%
2026-08-21 03:00:00,0.287 Mpa,0.135 Mpa,0.123 Mpa,0.125 Mpa,0.0985 Mpa,0.358 Mpa,0.221 Mpa,,0.167 Mpa,7.75%,4.31%,2.03%,1.59%,1.96%,6.83%,7.91%,,1.55%
2026-08-21 05:00:00,0.230 Mpa,0.203 Mpa,0.120 Mpa,0.191 Mpa,0.115 Mpa,0.266 Mpa,0.258 Mpa,,0.195 Mpa,5.71%,5.69%,1.56%,2.81%,2.32%,5.48%,5.42%,,3.44%
2026-08-21 07:00:00,0.202 Mpa,0.126 Mpa,0.199 Mpa,0.145 Mpa,0.209 Mpa,0.443 Mpa,0.295 Mpa,,0.243 Mpa,4.98%,3.05%,3.37%,1.57%,5.12%,10.7%,8.07%,,4.20%
2026-08-21 09:00:00,0.160 Mpa,0.118 Mpa,0.178 Mpa,0.263 Mpa,0.114 Mpa,0.314 Mpa,0.285 Mpa,,0.250 Mpa,4.04%,2.98%,3.24%,4.84%,2.34%,6.95%,5.95%,,4.58%
2026-08-21 11:00:00,0.251 Mpa,0.0572 Mpa,0.175 Mpa,0.232 Mpa,0.330 Mpa,0.248 Mpa,0.341 Mpa,,0.330 Mpa,6.56%,1.02%,2.96%,4.30%,9.14%,3.93%,8.42%,,7.50%
2026-08-21 13:00:00,0.160 Mpa,0.362 Mpa,0.243 Mpa,0.191 Mpa,0.00240 Mpa,0.118 Mpa,0.338 Mpa,,0.314 Mpa,4.41%,10.8%,5.15%,4.32%,0%,1.08%,6.34%,,6.92%
2026-08-21 15:00:00,0.165 Mpa,0.0889 Mpa,0.250 Mpa,0.156 Mpa,0.193 Mpa,0.183 Mpa,,,0.263 Mpa,3.86%,2.02%,5.11%,1.88%,4.79%,3.63%,,,3.60%
2026-08-21 17:00:00,0.245 Mpa,0.0876 Mpa,0.108 Mpa,0.218 Mpa,0.0312 Mpa,0.176 Mpa,,,0.223 Mpa,6.93%,2.13%,1.69%,4.24%,0.907%,3.72%,,,3.33%
2026-08-21 19:00:00,0.332 Mpa,0.0826 Mpa,0.198 Mpa,0.151 Mpa,0.0368 Mpa,0.212 Mpa,,,0.283 Mpa,8.89%,2.09%,4.08%,2.16%,1.15%,2.95%,,,5.81%
2026-08-21 21:00:00,0.190 Mpa,0.0909 Mpa,0.256 Mpa,0.0969 Mpa,0.142 Mpa,0.303 Mpa,0.363 Mpa,,0.263 Mpa,6.72%,2.26%,6.02%,0.510%,2.93%,4.54%,8.72%,,4.30%
2026-08-21 23:00:00,0.384 Mpa,0.343 Mpa,0.140 Mpa,0.274 Mpa,0.117 Mpa,0.192 Mpa,0.0686 Mpa,,0.242 Mpa,11.6%,9.65%,2.11%,4.63%,2.09%,2.38%,6.11%,,4.57%
2026-08-22 01:00:00,0.323 Mpa,,0.0492 Mpa,0.131 Mpa,0.0697 Mpa,0.205 Mpa,0.0745 Mpa,,0.247 Mpa,9.55%,,0.365%,1.40%,1.72%,2.07%,5.45%,,5.18%
2026-08-22 03:00:00,0.184 Mpa,0.0204 Mpa,0.111 Mpa,0.132 Mpa,0.0774 Mpa,0.229 Mpa,,,0.328 Mpa,4.85%,0%,1.70%,1.17%,2.59%,2.59%,,,5.75%
2026-08-22 05:00:00,0.121 Mpa,0.149 Mpa,0.147 Mpa,0.171 Mpa,0.128 Mpa,0.198 Mpa,,,0.632 Mpa,2.69%,3.92%,3.02%,2.24%,3.65%,4.05%,,,14.6%
2026-08-22 07:00:00,0.0753 Mpa,0 Mpa,0.180 Mpa,0.146 Mpa,0.124 Mpa,0.318 Mpa,,,0.465 Mpa,1.47%,0%,4.18%,1.52%,2.64%,6.28%,,,8.68%
2026-08-22 09:00:00,0.225 Mpa,0.0864 Mpa,0.173 Mpa,0.132 Mpa,0.0998 Mpa,0.208 Mpa,,,0.202 Mpa,5.88%,2.07%,3.56%,1.21%,2.57%,2.75%,,,2.02%
2026-08-22 11:00:00,0.170 Mpa,0.0811 Mpa,0.226 Mpa,0.159 Mpa,0.450 Mpa,0.196 Mpa,,,0.267 Mpa,5.34%,1.86%,5.20%,2.07%,14.2%,2.74%,,,3.72%
2026-08-22 13:00:00,0.117 Mpa,0.0566 Mpa,0.0788 Mpa,0.139 Mpa,0.0716 Mpa,0.272 Mpa,,,0.326 Mpa,4.84%,1.54%,1.32%,1.83%,1.60%,5.53%,,,5.57%
2026-08-22 15:00:00,0.0583 Mpa,0.000795 Mpa,0.108 Mpa,0.280 Mpa,0.115 Mpa,0.393 Mpa,,,0.255 Mpa,3.19%,3.21%,1.54%,5.43%,3.19%,8.83%,,,3.54%
2026-08-22 17:00:00,0.196 Mpa,0.0889 Mpa,0.258 Mpa,0.122 Mpa,0.196 Mpa,0.254 Mpa,,,0.254 Mpa,6.10%,2.06%,5.98%,1.43%,4.85%,6.02%,,,4.42%
2026-08-22 19:00:00,0.0989 Mpa,0.0827 Mpa,0.242 Mpa,0.117 Mpa,0.0943 Mpa,0.338 Mpa,,,0.179 Mpa,4.24%,1.81%,4.96%,0.766%,2.61%,7.75%,,,2.26%
2026-08-22 21:00:00,0.101 Mpa,0.135 Mpa,0.152 Mpa,0.190 Mpa,0.203 Mpa,0.266 Mpa,,,0.275 Mpa,4.05%,3.16%,2.40%,2.51%,6.23%,5.31%,,,4.41%
2026-08-22 23:00:00,0.0902 Mpa,0.228 Mpa,0.129 Mpa,0.177 Mpa,0.00352 Mpa,0.217 Mpa,0.206 Mpa,,0.249 Mpa,3.79%,5.99%,1.67%,2.48%,0.902%,4.40%,3.59%,,5.04%
2026-08-23 01:00:00,0.0907 Mpa,0.106 Mpa,0.300 Mpa,0.196 Mpa,0.539 Mpa,0.225 Mpa,0.176 Mpa,,0.131 Mpa,3.83%,2.41%,6.82%,2.99%,14.4%,4.31%,2.02%,,0.635%
2026-08-23 03:00:00,0.228 Mpa,0.160 Mpa,0.301 Mpa,0.237 Mpa,0.205 Mpa,0.202 Mpa,0.214 Mpa,,0.123 Mpa,6.63%,3.93%,7.27%,3.73%,5.85%,3.33%,5.86%,,0.972%
2026-08-23 05:00:00,0.0993 Mpa,0.496 Mpa,0.172 Mpa,0.158 Mpa,0.259 Mpa,0.361 Mpa,0.278 Mpa,,,3.82%,14.4%,4.08%,1.79%,7.17%,7.23%,7.73%,,
2026-08-23 07:00:00,0.0861 Mpa,0.369 Mpa,0.201 Mpa,0.233 Mpa,0.339 Mpa,0.222 Mpa,0.270 Mpa,,,3.26%,10.7%,4.25%,3.93%,9.52%,3.71%,6.89%,,
2026-08-23 09:00:00,0.141 Mpa,0.0800 Mpa,0.0971 Mpa,0.190 Mpa,0.121 Mpa,0.221 Mpa,0.257 Mpa,,,4.81%,2.04%,2.34%,2.99%,2.88%,4.24%,7.28%,,
2026-08-23 11:00:00,0.221 Mpa,0.0829 Mpa,0.389 Mpa,0.170 Mpa,0.0944 Mpa,0.315 Mpa,0.383 Mpa,,0.580 Mpa,7.34%,2.14%,9.87%,2.69%,1.98%,7.03%,9.82%,,13.9%
2026-08-23 13:00:00,0.0623 Mpa,0.0458 Mpa,0.214 Mpa,0.0838 Mpa,0.613 Mpa,0.231 Mpa,0.240 Mpa,,,2.84%,1.14%,4.50%,0.649%,18.1%,4.92%,6.23%,,
2026-08-23 15:00:00,0.116 Mpa,0.297 Mpa,0.306 Mpa,0.171 Mpa,0.0874 Mpa,0.223 Mpa,0.334 Mpa,,,4.05%,8.61%,7.51%,2.45%,2.22%,6.30%,8.61%,,
2026-08-23 17:00:00,0 Mpa,0.186 Mpa,0.237 Mpa,0.765 Mpa,0.0384 Mpa,0.369 Mpa,0.269 Mpa,,,1.32%,4.74%,5.91%,19.2%,0.189%,7.76%,9.93%,,
2026-08-23 19:00:00,0.0303 Mpa,0.191 Mpa,0.499 Mpa,0.342 Mpa,0.0318 Mpa,0.607 Mpa,0.317 Mpa,,,3.65%,4.85%,12.3%,6.47%,0.0547%,14.0%,8.50%,,
2026-08-23 21:00:00,0.270 Mpa,0.242 Mpa,0.183 Mpa,0.280 Mpa,0.269 Mpa,0.443 Mpa,0.224 Mpa,,,8.58%,6.35%,3.36%,4.82%,7.42%,9.42%,7.26%,,
2026-08-23 23:00:00,0.117 Mpa,0.142 Mpa,0.129 Mpa,0.446 Mpa,,0.190 Mpa,0.256 Mpa,,,3.00%,3.43%,1.46%,9.38%,,3.26%,6.23%,,
2026-08-24 01:00:00,0.175 Mpa,0.116 Mpa,0.150 Mpa,0.369 Mpa,,0.251 Mpa,0.252 Mpa,,,4.99%,2.92%,2.08%,7.32%,,6.22%,6.97%,,
2026-08-24 03:00:00,0.129 Mpa,0.237 Mpa,0.135 Mpa,0.197 Mpa,,0.446 Mpa,0.184 Mpa,,,3.77%,6.64%,1.50%,2.96%,,8.99%,5.11%,,
2026-08-24 05:00:00,0.212 Mpa,0.0974 Mpa,0.143 Mpa,0.158 Mpa,,0.186 Mpa,0.211 Mpa,,,5.31%,2.04%,2.43%,2.74%,,3.82%,7.27%,,
2026-08-24 07:00:00,0.148 Mpa,0.122 Mpa,0.329 Mpa,0.217 Mpa,,0.260 Mpa,0.278 Mpa,,,4.93%,2.76%,7.98%,4.05%,,5.44%,6.17%,,
2026-08-24 09:00:00,0.0579 Mpa,0.171 Mpa,0.0165 Mpa,0.161 Mpa,0.107 Mpa,0.252 Mpa,0.246 Mpa,,,3.45%,4.49%,0.140%,2.34%,2.50%,4.43%,5.03%,,
2026-08-24 11:00:00,0.158 Mpa,0.205 Mpa,0.0561 Mpa,0.257 Mpa,,0.223 Mpa,0.282 Mpa,,,5.21%,5.54%,0.505%,4.82%,,4.03%,7.18%,,
2026-08-24 13:00:00,0.142 Mpa,0.0819 Mpa,,0.168 Mpa,,0.132 Mpa,0.368 Mpa,,,4.62%,2.21%,,2.25%,,0%,8.59%,,
2026-08-24 15:00:00,0.174 Mpa,0.0765 Mpa,0.494 Mpa,0.229 Mpa,,0.213 Mpa,0.270 Mpa,,0.150 Mpa,5.86%,2.64%,12.2%,4.01%,,4.11%,5.65%,,1.80%
2026-08-24 17:00:00,0.127 Mpa,0.182 Mpa,0.124 Mpa,0.196 Mpa,,0.271 Mpa,0.230 Mpa,,0.0764 Mpa,4.33%,4.91%,1.89%,3.07%,,6.76%,5.67%,,0%
2026-08-24 19:00:00,0.150 Mpa,0.248 Mpa,0.123 Mpa,0.254 Mpa,,0.267 Mpa,0.255 Mpa,,0.0607 Mpa,4.93%,6.76%,1.45%,4.50%,,5.97%,7.01%,,0%
2026-08-24 21:00:00,0.0925 Mpa,0.241 Mpa,0.118 Mpa,0.287 Mpa,0.113 Mpa,0.287 Mpa,0.252 Mpa,,0.270 Mpa,4.28%,6.37%,1.39%,5.50%,3.17%,5.80%,7.28%,,4.80%
2026-08-24 23:00:00,0.107 Mpa,0.234 Mpa,0.0846 Mpa,0.214 Mpa,0.0306 Mpa,0.225 Mpa,0.283 Mpa,,0.200 Mpa,3.35%,6.26%,0.562%,3.31%,1.04%,3.86%,8.20%,,2.34%
2026-08-25 01:00:00,0.129 Mpa,0.145 Mpa,0.122 Mpa,0.193 Mpa,,0.204 Mpa,0.292 Mpa,,0.211 Mpa,3.48%,3.55%,1.29%,2.99%,,3.67%,8.05%,,2.60%
2026-08-25 03:00:00,0.141 Mpa,0.0891 Mpa,0.212 Mpa,0.169 Mpa,,0.222 Mpa,0.301 Mpa,,0.165 Mpa,3.15%,2.15%,3.98%,2.05%,,3.47%,7.92%,,1.36%
2026-08-25 05:00:00,0.287 Mpa,0.178 Mpa,0.122 Mpa,0.189 Mpa,,0.222 Mpa,0.222 Mpa,,0.118 Mpa,7.22%,4.81%,2.05%,2.83%,,5.95%,4.92%,,0.802%
2026-08-25 07:00:00,0.186 Mpa,0.0993 Mpa,0.172 Mpa,0.195 Mpa,,0.223 Mpa,0.265 Mpa,,0.327 Mpa,5.36%,2.52%,2.98%,2.85%,,5.84%,7.91%,,5.68%
2026-08-25 09:00:00,0.392 Mpa,0.465 Mpa,0.279 Mpa,0.227 Mpa,,0.256 Mpa,0.263 Mpa,,0.223 Mpa,11.3%,13.5%,5.87%,3.62%,,6.12%,5.38%,,3.40%
2026-08-25 11:00:00,0.348 Mpa,0.305 Mpa,0.325 Mpa,0.238 Mpa,,0.264 Mpa,0.345 Mpa,,0.169 Mpa,9.47%,8.89%,7.47%,3.80%,,6.81%,9.01%,,1.78%
2026-08-25 13:00:00,0.374 Mpa,0.270 Mpa,0.178 Mpa,0.105 Mpa,,0.227 Mpa,0.216 Mpa,,0.237 Mpa,9.97%,7.91%,3.63%,1.60%,,3.78%,6.76%,,3.85%
2026-08-25 15:00:00,0.196 Mpa,0.153 Mpa,0.143 Mpa,0.148 Mpa,,0.296 Mpa,0.300 Mpa,,0.248 Mpa,4.89%,4.06%,2.21%,1.41%,,6.85%,6.36%,,3.77%
2026-08-25 17:00:00,0.0613 Mpa,0.0718 Mpa,0.181 Mpa,0.273 Mpa,,0.178 Mpa,0.661 Mpa,,0.188 Mpa,1.50%,4.51%,3.75%,5.38%,,4.90%,17.9%,,2.15%
2026-08-25 19:00:00,0.00894 Mpa,0.0750 Mpa,0.427 Mpa,0.171 Mpa,,0.265 Mpa,0.257 Mpa,,0.218 Mpa,0%,1.73%,10.9%,2.62%,,5.86%,5.19%,,2.79%
2026-08-25 21:00:00,0.00295 Mpa,0.117 Mpa,0.298 Mpa,0.183 Mpa,,0.206 Mpa,0.464 Mpa,,0.283 Mpa,0%,2.97%,7.10%,2.48%,,4.45%,12.0%,,4.79%
2026-08-25 23:00:00,0.0546 Mpa,0.0827 Mpa,0.115 Mpa,0.167 Mpa,,0.191 Mpa,0.840 Mpa,,0.190 Mpa,0.905%,1.73%,0.901%,2.16%,,2.94%,24.2%,,2.45%
2026-08-26 01:00:00,0.0838 Mpa,0.0951 Mpa,0.275 Mpa,0.134 Mpa,,0.209 Mpa,0.170 Mpa,,0.160 Mpa,2.76%,2.45%,6.17%,1.41%,,3.69%,4.29%,,1.31%
2026-08-26 03:00:00,0.0149 Mpa,0.0550 Mpa,0.302 Mpa,0.199 Mpa,,0.209 Mpa,0.481 Mpa,,0.154 Mpa,2.43%,0.924%,7.20%,3.19%,,2.80%,12.6%,,1.36%
2026-08-26 05:00:00,0.137 Mpa,0.360 Mpa,0.243 Mpa,0.229 Mpa,,0.235 Mpa,0.325 Mpa,,0.215 Mpa,4.36%,10.3%,5.64%,4.06%,,6.50%,9.66%,,2.91%
2026-08-26 07:00:00,0.387 Mpa,0.414 Mpa,0.319 Mpa,0.210 Mpa,,0.242 Mpa,0.284 Mpa,,0.160 Mpa,10.0%,11.7%,7.53%,3.28%,,5.96%,6.95%,,1.64%
2026-08-26 09:00:00,0.238 Mpa,0.330 Mpa,0.311 Mpa,0.170 Mpa,,0.250 Mpa,0.283 Mpa,,0.211 Mpa,6.95%,9.70%,7.72%,2.11%,,7.28%,6.99%,,3.24%
2026-08-26 11:00:00,0.529 Mpa,0.661 Mpa,0.375 Mpa,0.144 Mpa,,0.274 Mpa,0.323 Mpa,,0.193 Mpa,14.3%,19.6%,10.3%,1.38%,,7.06%,8.34%,,2.50%
2026-08-26 13:00:00,0.501 Mpa,0.330 Mpa,0.0892 Mpa,0.258 Mpa,,0.315 Mpa,0.478 Mpa,,0.224 Mpa,13.3%,9.61%,1.53%,4.88%,,6.95%,12.9%,,3.46%
2026-08-26 15:00:00,0.273 Mpa,0.381 Mpa,0.222 Mpa,0.215 Mpa,,0.245 Mpa,0.261 Mpa,,0.164 Mpa,7.71%,11.3%,5.44%,3.21%,,4.65%,5.34%,,1.53%
2026-08-26 17:00:00,0.162 Mpa,0.0913 Mpa,0.305 Mpa,0.165 Mpa,,0.156 Mpa,0.213 Mpa,,0.214 Mpa,4.71%,3.04%,7.45%,2.33%,,3.88%,3.34%,,3.40%
2026-08-26 19:00:00,0.0871 Mpa,0.371 Mpa,0.363 Mpa,0.170 Mpa,,0.176 Mpa,0.225 Mpa,,0.188 Mpa,3.03%,10.3%,9.03%,2.44%,,2.54%,3.02%,,2.00%
2026-08-26 21:00:00,0.0538 Mpa,0.431 Mpa,0.179 Mpa,0.152 Mpa,,0.179 Mpa,0.290 Mpa,,0.240 Mpa,1.15%,12.0%,4.20%,1.85%,,5.05%,6.14%,,3.35%
