"Time","P_BW - I45","P_BW - I49","P_BW - I50","P_BW - I52","P_BW - I53","P_BW - I54","P_BW - I55","P_BW - I56","P_BW - I57","P_BW - I58","%BW - I45","%BW - I49","%BW - I50","%BW - I52","%BW - I53","%BW - I54","%BW - I55","%BW - I56","%BW - I57","%BW - I58"
2026-08-24 15:00:00,0.0987 Mpa,0.0297 Mpa,0.116 Mpa,0.0361 Mpa,0.220 Mpa,0.123 Mpa,0.215 Mpa,0.263 Mpa,,0.0486 Mpa,2.78%,0.845%,3.54%,1.44%,8.51%,2.54%,7.06%,7.09%,,1.29%
2026-08-24 17:00:00,0.116 Mpa,0.150 Mpa,0.178 Mpa,0.0540 Mpa,0.159 Mpa,0.121 Mpa,0.0934 Mpa,0.583 Mpa,0.113 Mpa,0.0634 Mpa,3.39%,5.16%,5.65%,2.23%,6.34%,3.07%,3.13%,17.0%,3.44%,1.69%
2026-08-24 19:00:00,0.127 Mpa,0.163 Mpa,0.114 Mpa,0.0917 Mpa,0.229 Mpa,0.0412 Mpa,0.223 Mpa,0.174 Mpa,0.109 Mpa,0.0850 Mpa,3.69%,5.37%,3.52%,3.52%,8.96%,1.05%,7.38%,5.00%,3.26%,2.35%
2026-08-24 21:00:00,0.155 Mpa,0.188 Mpa,0.0308 Mpa,0.0617 Mpa,0.0932 Mpa,0.0886 Mpa,0.102 Mpa,0.110 Mpa,0.0483 Mpa,0.0264 Mpa,4.67%,6.28%,0.861%,2.25%,3.66%,2.65%,3.47%,3.20%,1.38%,0.713%
2026-08-24 23:00:00,0.160 Mpa,0.0764 Mpa,0.0595 Mpa,0.0739 Mpa,0.146 Mpa,0.0686 Mpa,0.203 Mpa,0.107 Mpa,0.115 Mpa,0.0528 Mpa,4.58%,2.52%,1.78%,2.67%,5.54%,1.89%,6.51%,2.80%,3.49%,1.44%
2026-08-25 01:00:00,0.0655 Mpa,0.0808 Mpa,0.0574 Mpa,0.0899 Mpa,0.131 Mpa,0.0859 Mpa,0.0471 Mpa,0.107 Mpa,0.0649 Mpa,0.148 Mpa,1.78%,2.61%,1.85%,2.55%,4.86%,2.59%,1.51%,2.80%,1.80%,3.94%
2026-08-25 03:00:00,0.0321 Mpa,0.372 Mpa,0.0904 Mpa,0.0613 Mpa,0.275 Mpa,0.116 Mpa,0.150 Mpa,0.103 Mpa,0.0912 Mpa,0.0689 Mpa,0.802%,11.4%,2.71%,1.79%,10.7%,3.46%,5.12%,3.14%,2.79%,1.88%
2026-08-25 05:00:00,0.0422 Mpa,0.215 Mpa,0.338 Mpa,0.0307 Mpa,0.0918 Mpa,,0.145 Mpa,0.121 Mpa,0.141 Mpa,0.124 Mpa,1.22%,6.87%,10.1%,0.818%,3.38%,,4.83%,3.44%,4.27%,3.42%
2026-08-25 07:00:00,0.0868 Mpa,0.136 Mpa,0.312 Mpa,0.0563 Mpa,0.200 Mpa,,0.0815 Mpa,0.0972 Mpa,0.0965 Mpa,0.0546 Mpa,2.56%,4.37%,8.65%,1.65%,6.78%,,2.67%,2.68%,2.86%,1.57%
2026-08-25 09:00:00,0.176 Mpa,0.379 Mpa,0.230 Mpa,0.0388 Mpa,0.319 Mpa,,0.0666 Mpa,0.169 Mpa,0.219 Mpa,0.0633 Mpa,5.31%,12.7%,7.17%,1.06%,11.3%,,2.28%,4.48%,6.77%,1.87%
2026-08-25 11:00:00,0.392 Mpa,0.107 Mpa,0 Mpa,0.0677 Mpa,0.193 Mpa,0.335 Mpa,0.0489 Mpa,0.0951 Mpa,0.0855 Mpa,0.0382 Mpa,11.4%,3.75%,0%,1.90%,6.96%,9.43%,1.81%,2.57%,2.58%,1.14%
2026-08-25 13:00:00,0.0576 Mpa,0.0996 Mpa,,0.0603 Mpa,0.180 Mpa,,0.126 Mpa,0.116 Mpa,0.106 Mpa,0.0577 Mpa,1.72%,3.14%,,1.72%,6.69%,,4.15%,3.16%,3.32%,1.64%
2026-08-25 15:00:00,0.151 Mpa,0.158 Mpa,0.0120 Mpa,0.0994 Mpa,0.134 Mpa,,0.0717 Mpa,0.0931 Mpa,0.0272 Mpa,0.0891 Mpa,4.39%,5.17%,0%,2.95%,4.87%,,2.31%,2.76%,0.709%,2.81%
2026-08-25 17:00:00,0.200 Mpa,0.136 Mpa,0.207 Mpa,0.101 Mpa,0.111 Mpa,,0.290 Mpa,0.106 Mpa,0.0943 Mpa,0.0762 Mpa,6.10%,4.14%,6.49%,3.10%,4.04%,,9.39%,3.12%,2.94%,2.10%
2026-08-25 19:00:00,0.167 Mpa,0.0388 Mpa,0.113 Mpa,0.105 Mpa,0.198 Mpa,,0.343 Mpa,0.0897 Mpa,0.0673 Mpa,0.0409 Mpa,4.81%,1.12%,3.54%,3.28%,7.43%,,10.8%,2.22%,1.87%,0.971%
2026-08-25 21:00:00,0.224 Mpa,0.0359 Mpa,0.0627 Mpa,0.0672 Mpa,0.162 Mpa,,0.141 Mpa,0.0908 Mpa,0.0165 Mpa,0.0491 Mpa,6.36%,1.27%,1.99%,2.39%,6.27%,,4.47%,2.26%,0.410%,1.24%
2026-08-25 23:00:00,0.129 Mpa,0.0887 Mpa,0.106 Mpa,0.0957 Mpa,0.320 Mpa,,0.331 Mpa,0.130 Mpa,0.147 Mpa,0.101 Mpa,3.60%,2.76%,3.12%,3.13%,11.6%,,10.6%,3.55%,4.28%,2.82%
2026-08-26 01:00:00,0.130 Mpa,0.0747 Mpa,0.0473 Mpa,0.106 Mpa,0.271 Mpa,,0.0912 Mpa,0.0986 Mpa,0.0729 Mpa,0.235 Mpa,3.63%,2.45%,1.27%,3.66%,8.87%,,3.06%,2.63%,2.09%,6.43%
2026-08-26 03:00:00,0.0240 Mpa,0.0872 Mpa,0.0600 Mpa,0.0826 Mpa,0.324 Mpa,,0.120 Mpa,0.120 Mpa,0.249 Mpa,0.150 Mpa,0.653%,2.63%,1.90%,2.63%,10.8%,,4.07%,3.09%,7.46%,4.22%
2026-08-26 05:00:00,0.0885 Mpa,0.0749 Mpa,0.0606 Mpa,0.0620 Mpa,0.0932 Mpa,,0.183 Mpa,0.0786 Mpa,0.0751 Mpa,0.150 Mpa,2.81%,2.46%,1.73%,2.07%,3.18%,,6.08%,2.04%,2.21%,4.22%
2026-08-26 07:00:00,0.0317 Mpa,0.272 Mpa,0.161 Mpa,0.0450 Mpa,0.152 Mpa,,0.0907 Mpa,0.0829 Mpa,0.0678 Mpa,0.114 Mpa,1.03%,8.81%,4.87%,1.34%,5.30%,,2.92%,2.27%,1.92%,3.30%
2026-08-26 09:00:00,0.105 Mpa,0.145 Mpa,0.0414 Mpa,0.0500 Mpa,0.148 Mpa,,0.0342 Mpa,0.0961 Mpa,0.0680 Mpa,0.117 Mpa,3.00%,4.63%,1.24%,1.51%,5.23%,,1.11%,2.37%,1.61%,3.50%
2026-08-26 11:00:00,0.0814 Mpa,0.183 Mpa,0.405 Mpa,0.0796 Mpa,0.0751 Mpa,,0.199 Mpa,0.118 Mpa,0.182 Mpa,0.0958 Mpa,2.28%,6.07%,12.5%,2.47%,2.71%,,6.64%,3.51%,5.59%,2.70%
2026-08-26 13:00:00,0.0736 Mpa,0.273 Mpa,0.244 Mpa,0.0347 Mpa,0.102 Mpa,,0.0277 Mpa,0.137 Mpa,0.0885 Mpa,0.0769 Mpa,2.00%,8.66%,7.82%,1.07%,3.56%,,0.843%,3.68%,2.91%,2.23%
2026-08-26 15:00:00,0.0987 Mpa,0.140 Mpa,0 Mpa,0.0983 Mpa,0.0755 Mpa,,0.0602 Mpa,0.0738 Mpa,0.144 Mpa,0.0780 Mpa,3.17%,4.53%,0%,3.09%,2.79%,,1.99%,2.21%,4.23%,2.20%
2026-08-26 17:00:00,0.169 Mpa,0.171 Mpa,0 Mpa,0.0601 Mpa,0.0844 Mpa,,0.0541 Mpa,0.117 Mpa,0.0666 Mpa,0.0704 Mpa,5.73%,5.46%,0%,1.89%,3.07%,,1.70%,3.55%,2.00%,1.97%
2026-08-26 19:00:00,0.0356 Mpa,0.0928 Mpa,0.0975 Mpa,0.108 Mpa,0.0531 Mpa,,0.106 Mpa,0.124 Mpa,0.0268 Mpa,0.0655 Mpa,1.08%,2.85%,3.16%,3.39%,1.80%,,3.34%,3.56%,0.748%,1.78%
2026-08-26 21:00:00,0.0555 Mpa,0.0757 Mpa,0.0621 Mpa,0.0859 Mpa,0.0411 Mpa,,0.156 Mpa,0.127 Mpa,0.0939 Mpa,0.0760 Mpa,2.14%,2.40%,1.80%,3.02%,1.43%,,4.79%,3.76%,2.69%,2.05%
2026-08-26 23:00:00,0.208 Mpa,0.134 Mpa,0.0893 Mpa,0.0606 Mpa,0.1000 Mpa,0.0441 Mpa,0.1000 Mpa,0.125 Mpa,0.180 Mpa,0.0606 Mpa,7.44%,4.02%,2.62%,1.90%,3.54%,0.667%,3.17%,3.67%,5.47%,1.58%
2026-08-27 01:00:00,0.0244 Mpa,0.0542 Mpa,0.0460 Mpa,0.0582 Mpa,0.0423 Mpa,0.113 Mpa,0.0611 Mpa,0.0977 Mpa,0.0632 Mpa,0.0854 Mpa,0.978%,1.58%,1.26%,1.83%,1.36%,2.81%,1.95%,2.34%,1.82%,2.24%
2026-08-27 03:00:00,0.0554 Mpa,0.160 Mpa,0.0723 Mpa,0.0744 Mpa,0.174 Mpa,0.129 Mpa,0.326 Mpa,0.0815 Mpa,0.0461 Mpa,0.161 Mpa,1.63%,5.02%,2.15%,2.40%,6.13%,3.19%,10.4%,1.94%,1.25%,4.56%
2026-08-27 05:00:00,0.0649 Mpa,0.167 Mpa,0.0733 Mpa,0.0846 Mpa,0.0513 Mpa,0.0900 Mpa,0.0164 Mpa,0.160 Mpa,0.0883 Mpa,0.149 Mpa,2.02%,5.56%,2.14%,2.72%,1.92%,2.44%,0.504%,4.28%,2.47%,4.49%
2026-08-27 07:00:00,0.0110 Mpa,0.0724 Mpa,0.248 Mpa,0.0525 Mpa,0.0609 Mpa,0.0966 Mpa,0.239 Mpa,0.0544 Mpa,0.0670 Mpa,0.0604 Mpa,0.241%,2.45%,7.32%,2.03%,2.33%,3.03%,7.58%,1.24%,1.93%,1.58%
2026-08-27 09:00:00,0.0311 Mpa,0.131 Mpa,0.0393 Mpa,0.0401 Mpa,0.149 Mpa,0.179 Mpa,0.195 Mpa,0.0706 Mpa,0.0473 Mpa,0.0744 Mpa,1.03%,4.48%,1.14%,1.42%,5.51%,4.88%,6.14%,1.57%,1.41%,2.13%
2026-08-27 11:00:00,0.0609 Mpa,0.213 Mpa,0.104 Mpa,0.214 Mpa,0.150 Mpa,0.0694 Mpa,0.113 Mpa,0.0796 Mpa,0.0370 Mpa,0.0753 Mpa,1.68%,6.98%,3.00%,6.17%,5.26%,1.07%,3.72%,1.98%,1.01%,2.35%
2026-08-27 13:00:00,0.108 Mpa,0.239 Mpa,0.153 Mpa,0.0655 Mpa,0.123 Mpa,,0.0749 Mpa,0.247 Mpa,0.148 Mpa,0.0993 Mpa,3.11%,7.87%,4.58%,1.73%,4.38%,,2.48%,6.72%,4.51%,2.78%
2026-08-27 15:00:00,0.0366 Mpa,0.208 Mpa,0.00378 Mpa,0.0340 Mpa,0.0413 Mpa,0.221 Mpa,0.110 Mpa,0.0873 Mpa,0.0937 Mpa,0.0918 Mpa,0.957%,7.01%,0.00630%,1.05%,1.60%,5.90%,3.75%,2.22%,2.70%,2.77%
2026-08-27 17:00:00,0.0724 Mpa,0.129 Mpa,0.0319 Mpa,0.0826 Mpa,0.209 Mpa,,0.122 Mpa,0.147 Mpa,0.105 Mpa,0.145 Mpa,2.18%,4.27%,0.815%,2.67%,7.44%,,4.06%,4.12%,3.12%,4.06%
2026-08-27 19:00:00,0.0998 Mpa,0.188 Mpa,0.0418 Mpa,0.0275 Mpa,0.0873 Mpa,0.241 Mpa,0.0669 Mpa,0.0672 Mpa,0.0731 Mpa,0.120 Mpa,3.57%,6.31%,1.14%,0.803%,3.33%,7.56%,2.13%,1.66%,2.23%,3.34%
2026-08-27 21:00:00,0.0380 Mpa,0.173 Mpa,0.125 Mpa,0.0332 Mpa,0.0802 Mpa,0.0937 Mpa,0.0739 Mpa,0.0952 Mpa,0.0836 Mpa,0.0690 Mpa,1.30%,7.09%,4.03%,1.00%,3.07%,2.64%,2.34%,2.67%,2.66%,1.81%
2026-08-27 23:00:00,0.182 Mpa,0.0483 Mpa,0.120 Mpa,0.0917 Mpa,0.0677 Mpa,0.164 Mpa,0.173 Mpa,0.102 Mpa,0.230 Mpa,0.265 Mpa,6.55%,1.60%,3.52%,2.59%,2.40%,5.14%,5.57%,2.83%,6.81%,7.39%
2026-08-28 01:00:00,0.0939 Mpa,0.254 Mpa,0.0558 Mpa,0.0590 Mpa,0.0692 Mpa,0.277 Mpa,0.0849 Mpa,0.0947 Mpa,0.114 Mpa,0.127 Mpa,2.79%,8.30%,1.71%,1.70%,2.43%,8.27%,2.70%,2.66%,3.15%,3.49%
2026-08-28 03:00:00,0.138 Mpa,0.0727 Mpa,0.0233 Mpa,0.0235 Mpa,0.107 Mpa,0.168 Mpa,0.0762 Mpa,0.162 Mpa,0.161 Mpa,0.167 Mpa,4.15%,2.08%,0.621%,0.595%,3.50%,5.03%,2.42%,4.58%,4.86%,4.73%
2026-08-28 05:00:00,0.0903 Mpa,0.228 Mpa,0.198 Mpa,0.0996 Mpa,0.0559 Mpa,0.140 Mpa,0.208 Mpa,0.173 Mpa,0.241 Mpa,0.148 Mpa,3.04%,6.85%,6.04%,3.65%,1.91%,4.63%,6.46%,4.87%,7.02%,4.32%
2026-08-28 07:00:00,0.0367 Mpa,0.0929 Mpa,0.0887 Mpa,0.0439 Mpa,0 Mpa,0.167 Mpa,0.0350 Mpa,0.148 Mpa,0.261 Mpa,,1.27%,3.12%,2.52%,1.36%,0%,5.40%,1.08%,3.89%,7.80%,
2026-08-28 09:00:00,0.0328 Mpa,0.179 Mpa,0.147 Mpa,0.0528 Mpa,0.0747 Mpa,0.228 Mpa,0.191 Mpa,0.129 Mpa,0.0946 Mpa,,0.998%,6.16%,4.58%,1.58%,2.19%,7.79%,6.31%,3.52%,2.74%,
2026-08-28 11:00:00,0.0337 Mpa,0.0817 Mpa,0.0890 Mpa,0.0578 Mpa,0.547 Mpa,0.131 Mpa,0.0741 Mpa,0.386 Mpa,0.107 Mpa,,1.32%,2.88%,2.59%,1.63%,18.6%,4.05%,2.57%,11.2%,3.15%,
2026-08-28 13:00:00,0.0293 Mpa,0.260 Mpa,0.0575 Mpa,0.0544 Mpa,0.418 Mpa,0.199 Mpa,0.128 Mpa,0.168 Mpa,0.0855 Mpa,,1.04%,8.28%,1.75%,1.67%,14.8%,5.91%,4.42%,4.62%,2.36%,
2026-08-28 15:00:00,0.0725 Mpa,0.239 Mpa,0.0926 Mpa,0.0828 Mpa,0.209 Mpa,0.315 Mpa,0.160 Mpa,0.0430 Mpa,0.0457 Mpa,,2.12%,8.18%,2.97%,2.50%,7.46%,8.66%,5.51%,0.704%,1.26%,
2026-08-28 17:00:00,0.0547 Mpa,0.312 Mpa,0.00253 Mpa,0.0488 Mpa,0.156 Mpa,0.0739 Mpa,0.0989 Mpa,0.244 Mpa,0.133 Mpa,,1.49%,10.5%,0%,1.93%,5.43%,1.97%,3.29%,7.05%,3.91%,
2026-08-28 19:00:00,0.0140 Mpa,0.176 Mpa,0.0567 Mpa,0.0684 Mpa,0.172 Mpa,0.124 Mpa,0.0809 Mpa,,0.101 Mpa,0.113 Mpa,0.311%,5.65%,1.60%,2.62%,6.15%,3.71%,2.59%,,2.93%,3.37%
2026-08-28 21:00:00,0.0375 Mpa,0.242 Mpa,0.0174 Mpa,0.0829 Mpa,0.120 Mpa,0.0965 Mpa,0.0997 Mpa,0.0623 Mpa,0.160 Mpa,0.0640 Mpa,1.02%,8.18%,0.839%,3.17%,4.45%,2.98%,3.11%,1.27%,4.74%,1.93%
2026-08-28 23:00:00,0.103 Mpa,0.156 Mpa,0.688 Mpa,0.0749 Mpa,0.0635 Mpa,0.0771 Mpa,0.0666 Mpa,0.159 Mpa,0.150 Mpa,0.0919 Mpa,3.09%,5.53%,20.6%,2.31%,2.24%,2.34%,2.12%,4.18%,4.46%,2.58%
2026-08-29 01:00:00,0.136 Mpa,0.144 Mpa,0.0780 Mpa,0.0539 Mpa,0.0232 Mpa,0.0526 Mpa,0.102 Mpa,0.0633 Mpa,0.104 Mpa,0.0690 Mpa,3.63%,5.07%,2.43%,1.55%,0.828%,1.21%,2.86%,1.46%,2.94%,2.00%
2026-08-29 03:00:00,0.0392 Mpa,0.0727 Mpa,0.133 Mpa,0.0140 Mpa,0.0777 Mpa,0.189 Mpa,0.166 Mpa,0.0915 Mpa,0.212 Mpa,0.112 Mpa,1.10%,2.39%,4.23%,0.534%,2.74%,5.93%,4.44%,2.37%,6.27%,2.98%
2026-08-29 05:00:00,0.208 Mpa,0.119 Mpa,0.0931 Mpa,0.0315 Mpa,0.0867 Mpa,0.0690 Mpa,0.0578 Mpa,0.143 Mpa,0.132 Mpa,0.138 Mpa,6.10%,3.94%,2.85%,1.02%,3.36%,1.70%,1.68%,3.99%,3.87%,3.78%
2026-08-29 07:00:00,0.0816 Mpa,0.154 Mpa,0.0431 Mpa,0.126 Mpa,0.0933 Mpa,0.143 Mpa,0.196 Mpa,0.154 Mpa,0.0671 Mpa,0.0801 Mpa,2.37%,5.16%,1.10%,3.73%,3.47%,3.80%,6.22%,4.38%,1.86%,2.14%
2026-08-29 09:00:00,0.0694 Mpa,0.181 Mpa,0.141 Mpa,0.139 Mpa,0.156 Mpa,0.332 Mpa,0.116 Mpa,0.0897 Mpa,0.0544 Mpa,0.0717 Mpa,2.01%,6.10%,4.53%,4.08%,6.14%,10.0%,3.93%,2.45%,1.52%,1.88%
2026-08-29 11:00:00,0.103 Mpa,0.132 Mpa,0.0795 Mpa,0.0488 Mpa,0.186 Mpa,0.209 Mpa,0.640 Mpa,0.0861 Mpa,0.162 Mpa,0.0543 Mpa,3.10%,4.37%,2.58%,1.59%,7.06%,5.86%,21.0%,2.26%,4.95%,1.57%
2026-08-29 13:00:00,0.0547 Mpa,0.152 Mpa,0.126 Mpa,0.180 Mpa,0.319 Mpa,0.0826 Mpa,0.0787 Mpa,0.116 Mpa,0.233 Mpa,0.0696 Mpa,1.67%,5.38%,4.14%,5.60%,12.1%,2.56%,2.57%,3.17%,7.09%,1.92%
2026-08-29 15:00:00,0.0974 Mpa,0.00310 Mpa,0.0362 Mpa,0.109 Mpa,0.265 Mpa,0.0512 Mpa,0.0771 Mpa,0.0720 Mpa,0.0722 Mpa,0.0909 Mpa,2.83%,0%,1.66%,3.17%,9.35%,1.68%,2.54%,1.72%,2.28%,2.56%
2026-08-29 17:00:00,0.0698 Mpa,,0.0737 Mpa,0.183 Mpa,0.0832 Mpa,0.0932 Mpa,0.0318 Mpa,0.339 Mpa,0.104 Mpa,0.0788 Mpa,1.98%,,2.29%,5.72%,3.19%,2.73%,1.06%,10.2%,3.05%,2.28%
2026-08-29 19:00:00,0.108 Mpa,,0.356 Mpa,0.404 Mpa,0.0965 Mpa,0.138 Mpa,0.0355 Mpa,0.265 Mpa,0.143 Mpa,0.103 Mpa,2.97%,,10.8%,12.1%,3.54%,4.55%,1.23%,7.94%,4.31%,2.80%
2026-08-29 21:00:00,0.0454 Mpa,0.482 Mpa,0.408 Mpa,0.101 Mpa,0.255 Mpa,0.107 Mpa,0.109 Mpa,0.153 Mpa,0.0448 Mpa,0.164 Mpa,1.26%,13.4%,12.0%,3.12%,9.79%,3.16%,3.43%,4.40%,1.16%,4.79%
2026-08-29 23:00:00,0.106 Mpa,0.0992 Mpa,0.147 Mpa,0.309 Mpa,0.182 Mpa,0.236 Mpa,0.111 Mpa,0.178 Mpa,0.0347 Mpa,0.0448 Mpa,3.03%,2.86%,4.44%,9.21%,6.79%,7.05%,3.67%,5.24%,0.849%,1.11%
2026-08-30 01:00:00,0.0259 Mpa,0.0860 Mpa,0.152 Mpa,0.123 Mpa,0.227 Mpa,0.0628 Mpa,0.0309 Mpa,0.0623 Mpa,0.105 Mpa,0.357 Mpa,0.695%,2.52%,4.96%,4.54%,8.86%,1.73%,0.925%,1.51%,3.08%,9.80%
2026-08-30 03:00:00,0 Mpa,0.0631 Mpa,0.128 Mpa,0.0553 Mpa,0.180 Mpa,0.149 Mpa,0.0838 Mpa,0.135 Mpa,0.0988 Mpa,0.161 Mpa,0.00568%,1.97%,3.74%,1.84%,6.50%,4.19%,2.74%,3.68%,3.00%,4.38%
2026-08-30 05:00:00,0.0369 Mpa,0.154 Mpa,0.0911 Mpa,0.0634 Mpa,0.595 Mpa,0.151 Mpa,0.0711 Mpa,0.145 Mpa,0.170 Mpa,0.0490 Mpa,1.08%,4.87%,2.69%,2.29%,21.8%,4.38%,2.45%,3.94%,5.08%,1.33%
2026-08-30 07:00:00,0.0144 Mpa,0.201 Mpa,0.335 Mpa,0.0643 Mpa,0.342 Mpa,0.123 Mpa,0.172 Mpa,0.0996 Mpa,0.114 Mpa,0.0975 Mpa,0.296%,7.34%,10.4%,1.95%,13.1%,3.83%,5.87%,2.70%,3.39%,2.75%
2026-08-30 09:00:00,0.00902 Mpa,0.115 Mpa,0.185 Mpa,0.0438 Mpa,0.312 Mpa,0.0882 Mpa,0.0477 Mpa,0.0719 Mpa,0.0704 Mpa,0.101 Mpa,0.102%,4.16%,5.56%,1.18%,11.5%,2.72%,1.61%,1.71%,2.10%,2.81%
2026-08-30 11:00:00,0.00488 Mpa,0.0455 Mpa,0.0229 Mpa,0.0519 Mpa,0.345 Mpa,0.180 Mpa,0.0865 Mpa,0.119 Mpa,0.100 Mpa,0.0906 Mpa,0%,1.50%,0.643%,1.52%,13.6%,6.03%,2.98%,3.14%,2.88%,2.51%
2026-08-30 13:00:00,0.137 Mpa,0.0125 Mpa,0.0975 Mpa,0.0383 Mpa,0.0888 Mpa,0.240 Mpa,0.107 Mpa,0.104 Mpa,0.0170 Mpa,0.0415 Mpa,4.53%,0.386%,3.04%,1.12%,3.15%,7.21%,3.60%,2.86%,0.417%,1.06%
2026-08-30 15:00:00,0.0792 Mpa,,0.244 Mpa,0.0617 Mpa,0.0561 Mpa,0.588 Mpa,0.0499 Mpa,0.103 Mpa,0.0399 Mpa,0.0434 Mpa,2.93%,,7.48%,1.77%,2.07%,20.0%,1.67%,2.77%,1.15%,1.07%
2026-08-30 17:00:00,0.108 Mpa,,0.286 Mpa,0.0683 Mpa,0.0805 Mpa,0.121 Mpa,0.0379 Mpa,0.159 Mpa,0.0791 Mpa,0.138 Mpa,2.98%,,8.89%,2.29%,2.97%,4.37%,1.22%,4.40%,2.34%,3.76%
2026-08-30 19:00:00,0.0755 Mpa,,0.100 Mpa,0.0668 Mpa,0.0559 Mpa,0.0244 Mpa,0.0409 Mpa,0.249 Mpa,0.297 Mpa,0.0551 Mpa,2.12%,,2.90%,2.02%,2.16%,0.559%,1.41%,7.37%,8.85%,1.47%
2026-08-30 21:00:00,0.0835 Mpa,,0.121 Mpa,0.160 Mpa,0.113 Mpa,0.0687 Mpa,0.0617 Mpa,0.278 Mpa,0.0427 Mpa,0.170 Mpa,2.55%,,3.75%,4.70%,4.39%,1.93%,1.98%,8.31%,1.09%,4.76%
2026-08-30 23:00:00,0.151 Mpa,0.0707 Mpa,0.135 Mpa,0.179 Mpa,0.0594 Mpa,0.0503 Mpa,0.0464 Mpa,0.204 Mpa,0.0794 Mpa,0.124 Mpa,4.19%,2.12%,4.17%,5.47%,2.27%,1.46%,1.49%,6.06%,2.34%,3.40%
2026-08-31 01:00:00,0.0801 Mpa,0.153 Mpa,0.212 Mpa,0.120 Mpa,0.0229 Mpa,0.103 Mpa,0.0531 Mpa,0.106 Mpa,0.106 Mpa,0.0988 Mpa,2.17%,4.56%,6.44%,3.93%,0.725%,3.30%,1.82%,3.09%,3.11%,2.73%
2026-08-31 03:00:00,0.0702 Mpa,,0.0429 Mpa,0.0522 Mpa,0.0958 Mpa,0.159 Mpa,0.0809 Mpa,0.130 Mpa,0.389 Mpa,0.294 Mpa,2.11%,,1.23%,1.35%,3.47%,5.19%,2.75%,3.67%,11.7%,8.74%
2026-08-31 05:00:00,0.0477 Mpa,,0.0826 Mpa,0.147 Mpa,0.328 Mpa,0.120 Mpa,0.254 Mpa,0.194 Mpa,0.355 Mpa,0.183 Mpa,1.24%,,2.55%,4.37%,11.4%,3.72%,8.32%,5.74%,10.5%,5.43%
2026-08-31 07:00:00,0.0342 Mpa,,0.0728 Mpa,0.120 Mpa,0.384 Mpa,0.155 Mpa,0.160 Mpa,0.146 Mpa,0.283 Mpa,0.0823 Mpa,0.832%,,2.09%,3.32%,11.9%,4.80%,5.56%,4.44%,8.90%,2.15%
2026-08-31 09:00:00,0.0835 Mpa,0.000284 Mpa,0.0736 Mpa,0.0543 Mpa,0.231 Mpa,0.0775 Mpa,0.0749 Mpa,0.118 Mpa,0.288 Mpa,0.0644 Mpa,2.49%,0%,2.23%,1.55%,8.56%,2.59%,2.70%,3.50%,8.99%,1.73%
2026-08-31 11:00:00,0.0876 Mpa,,0.0479 Mpa,0.110 Mpa,0.148 Mpa,0.111 Mpa,0.0796 Mpa,0.109 Mpa,0.248 Mpa,0.0416 Mpa,2.77%,,1.05%,3.33%,5.80%,3.42%,2.88%,3.03%,7.81%,1.12%
2026-08-31 13:00:00,0.258 Mpa,,0.0627 Mpa,0.0431 Mpa,0.203 Mpa,0.115 Mpa,0.0885 Mpa,0.250 Mpa,0.199 Mpa,0.0986 Mpa,7.60%,,1.69%,1.21%,7.83%,3.70%,2.86%,7.85%,6.09%,2.66%
2026-08-31 15:00:00,0.109 Mpa,,0.108 Mpa,0.0292 Mpa,0.162 Mpa,0.0720 Mpa,0.115 Mpa,0.120 Mpa,0.112 Mpa,0.0481 Mpa,3.11%,,3.71%,0.751%,6.36%,2.77%,3.84%,3.42%,3.36%,1.22%
2026-08-31 17:00:00,0.164 Mpa,,0.0623 Mpa,0.0284 Mpa,0.197 Mpa,0.110 Mpa,0.113 Mpa,0.185 Mpa,0.0736 Mpa,0.0727 Mpa,4.63%,,1.69%,0.777%,7.67%,3.63%,3.66%,5.44%,2.19%,2.10%
2026-08-31 19:00:00,0.104 Mpa,,0.0297 Mpa,0.00660 Mpa,0.109 Mpa,0.0828 Mpa,0.0893 Mpa,0.146 Mpa,0.0840 Mpa,0.0581 Mpa,3.00%,,0.745%,3.73%,4.30%,1.84%,3.37%,3.96%,2.61%,1.63%
2026-08-31 21:00:00,0.133 Mpa,0 Mpa,0.412 Mpa,0.180 Mpa,0.306 Mpa,0.113 Mpa,0.0394 Mpa,0.0883 Mpa,0.164 Mpa,0.0451 Mpa,3.79%,0%,12.9%,5.61%,11.3%,2.75%,1.32%,1.98%,4.97%,1.21%
2026-08-31 23:00:00,0.361 Mpa,,0.219 Mpa,0.104 Mpa,0 Mpa,0.357 Mpa,0.473 Mpa,0.0144 Mpa,0.356 Mpa,0.319 Mpa,10.7%,,6.60%,3.35%,2.04%,9.60%,15.1%,0.399%,11.0%,8.88%
2026-09-01 01:00:00,0.295 Mpa,,,,,0.252 Mpa,0.216 Mpa,0.0554 Mpa,0.285 Mpa,0.0194 Mpa,8.19%,,,,,7.15%,5.50%,1.47%,8.76%,0.560%
2026-09-01 03:00:00,0.000176 Mpa,,,0 Mpa,,0.114 Mpa,0.350 Mpa,0.116 Mpa,0.188 Mpa,0.0467 Mpa,0%,,,0%,,3.22%,10.0%,2.69%,5.50%,1.12%
2026-09-01 05:00:00,0.0989 Mpa,,0.153 Mpa,0.00251 Mpa,0.0679 Mpa,,,0.180 Mpa,0.194 Mpa,0.0682 Mpa,2.68%,,3.64%,0.0847%,2.06%,,,4.57%,5.86%,1.73%
