"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48"
2026-07-31 13:00:00,0.000400 Mpa,0.338 Mpa,0.429 Mpa,0.624 Mpa,0.500 Mpa,,0.704 Mpa,,0.594 Mpa
2026-07-31 16:00:00,,0.0682 Mpa,0.189 Mpa,0.332 Mpa,0.167 Mpa,,0.313 Mpa,,0.235 Mpa
2026-07-31 19:00:00,,0.534 Mpa,0.578 Mpa,0.213 Mpa,0.108 Mpa,,0.534 Mpa,,0.315 Mpa
2026-07-31 22:00:00,,0.139 Mpa,0.355 Mpa,0.384 Mpa,0.0784 Mpa,,0.141 Mpa,,0.138 Mpa
2026-08-01 01:00:00,,0.385 Mpa,0.400 Mpa,0.196 Mpa,0.0392 Mpa,,0.192 Mpa,,0.408 Mpa
2026-08-01 04:00:00,,0.954 Mpa,0.193 Mpa,0.272 Mpa,0.173 Mpa,,0.203 Mpa,,0.265 Mpa
2026-08-01 07:00:00,,0.279 Mpa,1.51 Mpa,0.304 Mpa,0 Mpa,,0.348 Mpa,,0.184 Mpa
2026-08-01 10:00:00,,0.180 Mpa,0.192 Mpa,0.656 Mpa,0.330 Mpa,,0.730 Mpa,,0.198 Mpa
2026-08-01 13:00:00,,0.0798 Mpa,0.150 Mpa,1.05 Mpa,0.287 Mpa,,0.886 Mpa,,0.219 Mpa
2026-08-01 16:00:00,,0.178 Mpa,0.115 Mpa,0.0788 Mpa,0.156 Mpa,,0.361 Mpa,,0.519 Mpa
2026-08-01 19:00:00,,0.104 Mpa,0.129 Mpa,0.305 Mpa,0.152 Mpa,,0.217 Mpa,,0.241 Mpa
2026-08-01 22:00:00,0.00686 Mpa,0.489 Mpa,0.0972 Mpa,0.254 Mpa,0.180 Mpa,,0.346 Mpa,,0.164 Mpa
2026-08-02 01:00:00,0.188 Mpa,0.308 Mpa,0.0864 Mpa,0.627 Mpa,0.0525 Mpa,,0.293 Mpa,,0.195 Mpa
2026-08-02 04:00:00,0.0761 Mpa,0.494 Mpa,0.175 Mpa,0.209 Mpa,0.112 Mpa,,0.236 Mpa,,0.293 Mpa
2026-08-02 07:00:00,0.0442 Mpa,0.0954 Mpa,0.376 Mpa,0.301 Mpa,1.23 Mpa,,0.386 Mpa,,0.254 Mpa
2026-08-02 10:00:00,0.426 Mpa,0.0990 Mpa,0.136 Mpa,0.273 Mpa,0.441 Mpa,,1.03 Mpa,,0.394 Mpa
2026-08-02 13:00:00,0.373 Mpa,0.0949 Mpa,0.953 Mpa,0.437 Mpa,0.0950 Mpa,,0.381 Mpa,,0.315 Mpa
2026-08-02 16:00:00,0.343 Mpa,0.154 Mpa,0.0781 Mpa,0.296 Mpa,0.0870 Mpa,,0.310 Mpa,,0.414 Mpa
2026-08-02 19:00:00,0.0539 Mpa,0.0928 Mpa,0.347 Mpa,0.322 Mpa,0.0839 Mpa,,0.341 Mpa,,0.169 Mpa
2026-08-02 22:00:00,0.881 Mpa,0.241 Mpa,0.115 Mpa,0.471 Mpa,0.0864 Mpa,0.0487 Mpa,0.245 Mpa,,0.177 Mpa
2026-08-03 01:00:00,0.409 Mpa,0.0868 Mpa,0.238 Mpa,0.192 Mpa,0.00139 Mpa,0.0681 Mpa,0.170 Mpa,,0.168 Mpa
2026-08-03 04:00:00,1.11 Mpa,0.808 Mpa,0.183 Mpa,0.223 Mpa,0.0000871 Mpa,,0.202 Mpa,,0.219 Mpa
2026-08-03 07:00:00,0.132 Mpa,0.180 Mpa,0.135 Mpa,0.358 Mpa,0.000585 Mpa,0.0720 Mpa,0.334 Mpa,,0.363 Mpa
2026-08-03 10:00:00,0.459 Mpa,0.170 Mpa,0.136 Mpa,0.333 Mpa,1.08 Mpa,,0.499 Mpa,,0.430 Mpa
2026-08-03 13:00:00,0.325 Mpa,0.157 Mpa,0.220 Mpa,0.266 Mpa,0.402 Mpa,0.117 Mpa,0.291 Mpa,,0.217 Mpa
2026-08-03 16:00:00,0.173 Mpa,0.711 Mpa,0.0863 Mpa,0.266 Mpa,0.0751 Mpa,0.0980 Mpa,0.344 Mpa,,0.271 Mpa
2026-08-03 19:00:00,0.101 Mpa,0.352 Mpa,0.243 Mpa,0.136 Mpa,0.145 Mpa,,0.410 Mpa,,0.203 Mpa
2026-08-03 22:00:00,0.135 Mpa,0.577 Mpa,0.0876 Mpa,0.242 Mpa,0.0393 Mpa,0.167 Mpa,0.248 Mpa,,0.570 Mpa
2026-08-04 01:00:00,0.127 Mpa,0.587 Mpa,0.0674 Mpa,0.288 Mpa,,0.258 Mpa,0.282 Mpa,,0.176 Mpa
2026-08-04 04:00:00,0.778 Mpa,0.616 Mpa,0.158 Mpa,0.290 Mpa,0.00135 Mpa,0.0780 Mpa,0.218 Mpa,,0.156 Mpa
2026-08-04 07:00:00,0.464 Mpa,0.317 Mpa,0.267 Mpa,0.343 Mpa,0.276 Mpa,0.0703 Mpa,0.299 Mpa,,0.168 Mpa
2026-08-04 10:00:00,0.343 Mpa,0.286 Mpa,0.149 Mpa,0.418 Mpa,0.0717 Mpa,,0.315 Mpa,,0.171 Mpa
2026-08-04 13:00:00,0.340 Mpa,0.182 Mpa,0.127 Mpa,0.406 Mpa,0.131 Mpa,,0.368 Mpa,,0.170 Mpa
2026-08-04 16:00:00,0.246 Mpa,0.319 Mpa,0.317 Mpa,0.194 Mpa,0 Mpa,,0.388 Mpa,,0.210 Mpa
2026-08-04 19:00:00,1.03 Mpa,0.259 Mpa,0.186 Mpa,0.250 Mpa,1.50 Mpa,0.0601 Mpa,0.196 Mpa,,0.400 Mpa
2026-08-04 22:00:00,0.261 Mpa,0.474 Mpa,0.233 Mpa,0.372 Mpa,0.0913 Mpa,,0.189 Mpa,,0.217 Mpa
2026-08-05 01:00:00,0.156 Mpa,0.178 Mpa,0.185 Mpa,0.337 Mpa,0.0178 Mpa,,0.269 Mpa,,0.332 Mpa
2026-08-05 04:00:00,0.444 Mpa,0.0243 Mpa,0.270 Mpa,0.234 Mpa,0.154 Mpa,,0.585 Mpa,,0.776 Mpa
2026-08-05 07:00:00,0.0634 Mpa,0.0771 Mpa,0.0704 Mpa,0.275 Mpa,0.228 Mpa,,0.256 Mpa,,2.00 Mpa
2026-08-05 10:00:00,0.0126 Mpa,0.188 Mpa,0.266 Mpa,0.202 Mpa,0.175 Mpa,0.0501 Mpa,0.340 Mpa,,0.380 Mpa
2026-08-05 13:00:00,0.0667 Mpa,0.122 Mpa,0.0986 Mpa,0.210 Mpa,0.148 Mpa,,0.561 Mpa,,0.264 Mpa
2026-08-05 16:00:00,0.119 Mpa,0.139 Mpa,0.234 Mpa,0.231 Mpa,0.188 Mpa,0.116 Mpa,0.262 Mpa,,0.342 Mpa
2026-08-05 19:00:00,0.0707 Mpa,0.130 Mpa,0.0938 Mpa,0.221 Mpa,0.513 Mpa,0.213 Mpa,0.503 Mpa,,0.472 Mpa
2026-08-05 22:00:00,0.113 Mpa,0.167 Mpa,0.261 Mpa,0.206 Mpa,0.0538 Mpa,0.0690 Mpa,0.374 Mpa,,0.375 Mpa
2026-08-06 01:00:00,0.469 Mpa,0.148 Mpa,0.326 Mpa,0.182 Mpa,0.0911 Mpa,1.11 Mpa,0.168 Mpa,,0.146 Mpa
2026-08-06 04:00:00,1.01 Mpa,0.206 Mpa,0.296 Mpa,0.433 Mpa,0.101 Mpa,1.79 Mpa,0.178 Mpa,,0.417 Mpa
2026-08-06 07:00:00,0.0587 Mpa,0.427 Mpa,0.307 Mpa,0.277 Mpa,0.103 Mpa,1.51 Mpa,0.297 Mpa,,0.242 Mpa
2026-08-06 10:00:00,0.169 Mpa,0.273 Mpa,0.207 Mpa,0.459 Mpa,0.0559 Mpa,0.846 Mpa,0.404 Mpa,0.144 Mpa,0.911 Mpa
2026-08-06 13:00:00,0.0723 Mpa,0.177 Mpa,0.504 Mpa,0.282 Mpa,0.0386 Mpa,0.265 Mpa,0.188 Mpa,,0.412 Mpa
2026-08-06 16:00:00,0.0381 Mpa,0.0895 Mpa,0.250 Mpa,0.197 Mpa,0.271 Mpa,0.316 Mpa,0.243 Mpa,,0.269 Mpa
2026-08-06 19:00:00,0.0233 Mpa,0.0640 Mpa,0.154 Mpa,0.169 Mpa,0.0906 Mpa,0.168 Mpa,0.232 Mpa,,0.769 Mpa
2026-08-06 22:00:00,0.151 Mpa,0.174 Mpa,0.408 Mpa,0.233 Mpa,0.121 Mpa,0.137 Mpa,0.237 Mpa,,
2026-08-07 01:00:00,0.209 Mpa,0.200 Mpa,0.395 Mpa,0.729 Mpa,0.119 Mpa,0.0954 Mpa,0.690 Mpa,,0.607 Mpa
2026-08-07 04:00:00,0.148 Mpa,0.416 Mpa,0.177 Mpa,0.188 Mpa,0.318 Mpa,0.154 Mpa,0.248 Mpa,,0.255 Mpa
2026-08-07 07:00:00,0.113 Mpa,0.284 Mpa,0.155 Mpa,0.335 Mpa,0.177 Mpa,0.193 Mpa,0.320 Mpa,,0.418 Mpa
2026-08-07 10:00:00,0.153 Mpa,0.177 Mpa,0.0901 Mpa,0.269 Mpa,0.257 Mpa,0.316 Mpa,0.308 Mpa,,0.0735 Mpa
2026-08-07 13:00:00,0.189 Mpa,0.109 Mpa,0.183 Mpa,0.845 Mpa,0.854 Mpa,0.166 Mpa,0.182 Mpa,,0.396 Mpa
2026-08-07 16:00:00,0.134 Mpa,0.0769 Mpa,0.185 Mpa,0.379 Mpa,0.215 Mpa,0.184 Mpa,0.321 Mpa,,0.255 Mpa
2026-08-07 19:00:00,0.0692 Mpa,0.0118 Mpa,0.325 Mpa,0.302 Mpa,0.266 Mpa,0.142 Mpa,0.241 Mpa,,0.594 Mpa
2026-08-07 22:00:00,0.0223 Mpa,0.203 Mpa,0.314 Mpa,0.483 Mpa,0.178 Mpa,0.131 Mpa,0.433 Mpa,,0.420 Mpa
2026-08-08 01:00:00,0.0759 Mpa,0.0966 Mpa,0.294 Mpa,0.235 Mpa,0.327 Mpa,0.112 Mpa,1.00 Mpa,,0.414 Mpa
2026-08-08 04:00:00,0.0556 Mpa,0.0788 Mpa,0.334 Mpa,0.303 Mpa,0.136 Mpa,0.142 Mpa,0.616 Mpa,,0.279 Mpa
2026-08-08 07:00:00,0.646 Mpa,0.181 Mpa,0.100 Mpa,0.180 Mpa,0.0429 Mpa,0.173 Mpa,0.596 Mpa,,0.214 Mpa
2026-08-08 10:00:00,0.0402 Mpa,0.185 Mpa,0.139 Mpa,0.347 Mpa,0.0999 Mpa,0.199 Mpa,0.311 Mpa,,0.278 Mpa
2026-08-08 13:00:00,0.362 Mpa,0.0394 Mpa,0.0897 Mpa,1.29 Mpa,0.0235 Mpa,0.319 Mpa,0.312 Mpa,,0.378 Mpa
2026-08-08 16:00:00,0.173 Mpa,0.154 Mpa,0.257 Mpa,0.331 Mpa,0.204 Mpa,0.175 Mpa,0.352 Mpa,,0.266 Mpa
2026-08-08 19:00:00,0.306 Mpa,0.0909 Mpa,0.266 Mpa,0.280 Mpa,0.169 Mpa,0.207 Mpa,0.590 Mpa,,0.250 Mpa
2026-08-08 22:00:00,0.370 Mpa,0.766 Mpa,0.208 Mpa,0.210 Mpa,0.113 Mpa,0.236 Mpa,0.238 Mpa,,0.461 Mpa
2026-08-09 01:00:00,0.317 Mpa,0.181 Mpa,0.582 Mpa,0.214 Mpa,0.0293 Mpa,0.264 Mpa,0.490 Mpa,,0.302 Mpa
2026-08-09 04:00:00,0.145 Mpa,0.0541 Mpa,0.457 Mpa,0.301 Mpa,0.0698 Mpa,0.145 Mpa,0.248 Mpa,,0.385 Mpa
2026-08-09 07:00:00,0.0776 Mpa,0.129 Mpa,0.354 Mpa,0.177 Mpa,0.186 Mpa,0.205 Mpa,0.495 Mpa,0.163 Mpa,0.113 Mpa
2026-08-09 10:00:00,0.0381 Mpa,0.127 Mpa,0.0746 Mpa,0.278 Mpa,0.0652 Mpa,0.284 Mpa,0.231 Mpa,,0.551 Mpa
2026-08-09 13:00:00,0.0465 Mpa,0.194 Mpa,0.493 Mpa,0.344 Mpa,0.107 Mpa,0.146 Mpa,0.303 Mpa,,0.233 Mpa
2026-08-09 16:00:00,0.0658 Mpa,0.184 Mpa,0.393 Mpa,0.270 Mpa,0 Mpa,0.338 Mpa,0.437 Mpa,,0.242 Mpa
2026-08-09 19:00:00,0.255 Mpa,0.380 Mpa,0.137 Mpa,0.240 Mpa,0.0913 Mpa,0.388 Mpa,0.324 Mpa,,0.183 Mpa
2026-08-09 22:00:00,0.138 Mpa,0.665 Mpa,0.187 Mpa,0.260 Mpa,0.0717 Mpa,0.382 Mpa,0.258 Mpa,,0.342 Mpa
2026-08-10 01:00:00,0.146 Mpa,0.473 Mpa,0.118 Mpa,0.0809 Mpa,0.151 Mpa,0.122 Mpa,0.234 Mpa,,0.347 Mpa
2026-08-10 04:00:00,0.132 Mpa,0.0206 Mpa,0.144 Mpa,0.196 Mpa,0.0933 Mpa,0.223 Mpa,0.509 Mpa,,0.466 Mpa
2026-08-10 07:00:00,0.0809 Mpa,0.0880 Mpa,0.339 Mpa,0.276 Mpa,0.0473 Mpa,0.224 Mpa,0.690 Mpa,,0.215 Mpa
2026-08-10 10:00:00,0.0792 Mpa,0.842 Mpa,0.196 Mpa,0.137 Mpa,0.206 Mpa,0.317 Mpa,0.327 Mpa,,0.224 Mpa
2026-08-10 13:00:00,0.195 Mpa,0.148 Mpa,0.207 Mpa,0.251 Mpa,0.117 Mpa,0.274 Mpa,0.318 Mpa,,0.197 Mpa
2026-08-10 16:00:00,0.0826 Mpa,0.195 Mpa,0.114 Mpa,0.158 Mpa,0.200 Mpa,0.155 Mpa,0.224 Mpa,,0.611 Mpa
2026-08-10 19:00:00,0.0781 Mpa,0.157 Mpa,0.140 Mpa,0.292 Mpa,0.451 Mpa,0.462 Mpa,0.235 Mpa,,0.648 Mpa
2026-08-10 22:00:00,0.0391 Mpa,0.217 Mpa,0.205 Mpa,0.264 Mpa,0.0844 Mpa,0.261 Mpa,0.311 Mpa,,0.677 Mpa
2026-08-11 01:00:00,0.218 Mpa,0.177 Mpa,0.339 Mpa,0.187 Mpa,0.0198 Mpa,0.207 Mpa,0.434 Mpa,,0.294 Mpa
2026-08-11 04:00:00,0.191 Mpa,0.136 Mpa,0.291 Mpa,0.255 Mpa,0.0745 Mpa,0.234 Mpa,0.312 Mpa,,0.182 Mpa
2026-08-11 07:00:00,0.0590 Mpa,0.229 Mpa,0.113 Mpa,0.203 Mpa,0.000385 Mpa,0.182 Mpa,0.292 Mpa,,0.773 Mpa
2026-08-11 10:00:00,0.0275 Mpa,0.398 Mpa,0.263 Mpa,0.274 Mpa,0.148 Mpa,0.237 Mpa,0.234 Mpa,,0.840 Mpa
2026-08-11 13:00:00,0.117 Mpa,0.260 Mpa,0.0547 Mpa,0.326 Mpa,0.184 Mpa,0.143 Mpa,0.177 Mpa,,0.828 Mpa
2026-08-11 16:00:00,0.134 Mpa,0.920 Mpa,0.333 Mpa,0.429 Mpa,0.0547 Mpa,0.163 Mpa,0.766 Mpa,,0.322 Mpa
2026-08-11 19:00:00,0.231 Mpa,0.825 Mpa,0.121 Mpa,0.818 Mpa,0.0645 Mpa,0.240 Mpa,0.371 Mpa,,0.160 Mpa
2026-08-11 22:00:00,0.0397 Mpa,0.108 Mpa,0.104 Mpa,0.345 Mpa,0.146 Mpa,0.195 Mpa,0.225 Mpa,,0.347 Mpa
2026-08-12 01:00:00,0.312 Mpa,0.0881 Mpa,0.0698 Mpa,0.584 Mpa,0.109 Mpa,0.172 Mpa,0.459 Mpa,,0.754 Mpa
2026-08-12 04:00:00,0.169 Mpa,0.127 Mpa,0.219 Mpa,0.372 Mpa,0.174 Mpa,0.251 Mpa,0.291 Mpa,,0.587 Mpa
2026-08-12 07:00:00,0.0545 Mpa,0.110 Mpa,0.258 Mpa,0.809 Mpa,0.226 Mpa,0.165 Mpa,0.389 Mpa,,0.291 Mpa
2026-08-12 10:00:00,0.0358 Mpa,0.121 Mpa,0.179 Mpa,1.27 Mpa,0.0421 Mpa,0.166 Mpa,0.229 Mpa,,0.249 Mpa
2026-08-12 13:00:00,0.332 Mpa,0.262 Mpa,0.0902 Mpa,1.27 Mpa,0.0224 Mpa,0.179 Mpa,0.453 Mpa,,0.401 Mpa
2026-08-12 16:00:00,0.299 Mpa,0.127 Mpa,0.104 Mpa,,0.164 Mpa,0.102 Mpa,0.304 Mpa,,0.238 Mpa
2026-08-12 19:00:00,0.0369 Mpa,0.162 Mpa,0.157 Mpa,,0.0339 Mpa,0.224 Mpa,0.311 Mpa,,0.217 Mpa
2026-08-12 22:00:00,0.175 Mpa,0.339 Mpa,0.133 Mpa,0.0919 Mpa,,0.176 Mpa,0.467 Mpa,,0.202 Mpa
2026-08-13 01:00:00,0.417 Mpa,0.152 Mpa,0.376 Mpa,0.00874 Mpa,,0.236 Mpa,0.212 Mpa,,0.231 Mpa
2026-08-13 04:00:00,,0.0209 Mpa,0.256 Mpa,,,0.274 Mpa,0.180 Mpa,,0.184 Mpa
2026-08-13 07:00:00,,0.0940 Mpa,0.594 Mpa,,0.334 Mpa,0.431 Mpa,0.411 Mpa,,0.310 Mpa
2026-08-13 10:00:00,0.00579 Mpa,0.296 Mpa,0.585 Mpa,,0.220 Mpa,0.192 Mpa,0.686 Mpa,,0.495 Mpa
2026-08-13 13:00:00,,0.318 Mpa,0.253 Mpa,,0.285 Mpa,0.185 Mpa,0.208 Mpa,,0.362 Mpa
2026-08-13 16:00:00,,0.0449 Mpa,0.156 Mpa,,0.415 Mpa,0.186 Mpa,0.241 Mpa,,
2026-08-13 19:00:00,,0.138 Mpa,0.470 Mpa,,0.612 Mpa,0.171 Mpa,0.561 Mpa,,0.220 Mpa
2026-08-13 22:00:00,,0.322 Mpa,0.153 Mpa,,,0.291 Mpa,0.561 Mpa,,0.507 Mpa
2026-08-14 01:00:00,,0.490 Mpa,0.201 Mpa,0.0239 Mpa,,0.155 Mpa,0.308 Mpa,,0.495 Mpa
2026-08-14 04:00:00,,0.342 Mpa,0.224 Mpa,,,0.256 Mpa,0.702 Mpa,,0.581 Mpa
2026-08-14 07:00:00,,0.853 Mpa,0.291 Mpa,,0.207 Mpa,0.140 Mpa,0.262 Mpa,,0.622 Mpa
2026-08-14 10:00:00,,0.358 Mpa,0.107 Mpa,,0.317 Mpa,0.146 Mpa,0.313 Mpa,,0.715 Mpa
2026-08-14 13:00:00,,0.517 Mpa,0.376 Mpa,0.00185 Mpa,0.571 Mpa,0.254 Mpa,0.510 Mpa,,0.419 Mpa
2026-08-14 16:00:00,,1.15 Mpa,0.165 Mpa,,0.265 Mpa,0.248 Mpa,0.250 Mpa,,0.508 Mpa
2026-08-14 19:00:00,,0.652 Mpa,0.282 Mpa,,0.128 Mpa,0.370 Mpa,0.237 Mpa,,0.334 Mpa
2026-08-14 22:00:00,,0.488 Mpa,0.159 Mpa,0.00604 Mpa,0.0376 Mpa,0.154 Mpa,0.259 Mpa,,0.224 Mpa
2026-08-15 01:00:00,,1.24 Mpa,0.387 Mpa,0.106 Mpa,0.0911 Mpa,0.460 Mpa,0.601 Mpa,,0.283 Mpa
2026-08-15 04:00:00,,0.637 Mpa,0.188 Mpa,0.540 Mpa,0.0889 Mpa,0.250 Mpa,0.351 Mpa,,0.421 Mpa
2026-08-15 07:00:00,0.00232 Mpa,0.622 Mpa,0.263 Mpa,2.01 Mpa,0.169 Mpa,0.165 Mpa,0.329 Mpa,,0.524 Mpa
2026-08-15 10:00:00,,0.522 Mpa,0.387 Mpa,0.841 Mpa,0.240 Mpa,0.171 Mpa,0.257 Mpa,,0.390 Mpa
2026-08-15 13:00:00,0.0955 Mpa,0.361 Mpa,0.130 Mpa,0.491 Mpa,0.0560 Mpa,0.522 Mpa,0.398 Mpa,,0.266 Mpa
2026-08-15 16:00:00,0.403 Mpa,0.216 Mpa,0.184 Mpa,0.342 Mpa,0.229 Mpa,0.149 Mpa,0.322 Mpa,,0.133 Mpa
2026-08-15 19:00:00,0.101 Mpa,0.204 Mpa,0.216 Mpa,0.451 Mpa,0.322 Mpa,0.171 Mpa,0.615 Mpa,,0.240 Mpa
2026-08-15 22:00:00,0.0733 Mpa,0.141 Mpa,0.281 Mpa,0.142 Mpa,0.210 Mpa,0.637 Mpa,0.659 Mpa,,0.424 Mpa
2026-08-16 01:00:00,0.0949 Mpa,0.123 Mpa,0.170 Mpa,0.210 Mpa,0.138 Mpa,0.454 Mpa,0.333 Mpa,,0.585 Mpa
2026-08-16 04:00:00,0.108 Mpa,0.350 Mpa,0.319 Mpa,0.202 Mpa,0.221 Mpa,0.202 Mpa,0.260 Mpa,,0.252 Mpa
2026-08-16 07:00:00,0.118 Mpa,0.376 Mpa,0.155 Mpa,0.233 Mpa,0.0637 Mpa,0.230 Mpa,0.315 Mpa,,0.188 Mpa
2026-08-16 10:00:00,0.182 Mpa,1.06 Mpa,0.277 Mpa,0.269 Mpa,0.168 Mpa,0.271 Mpa,0.364 Mpa,,0.230 Mpa
2026-08-16 13:00:00,0.118 Mpa,1.14 Mpa,0.203 Mpa,0.387 Mpa,0.244 Mpa,0.0807 Mpa,0.405 Mpa,,0.179 Mpa
2026-08-16 16:00:00,0.180 Mpa,0.288 Mpa,0.502 Mpa,0.104 Mpa,0.383 Mpa,0.321 Mpa,0.415 Mpa,,0.305 Mpa
2026-08-16 19:00:00,0.0938 Mpa,0.202 Mpa,0.128 Mpa,0.202 Mpa,0.0845 Mpa,0.154 Mpa,0.291 Mpa,,0.215 Mpa
2026-08-16 22:00:00,0.0304 Mpa,0.274 Mpa,0.521 Mpa,0.364 Mpa,0.122 Mpa,0.158 Mpa,0.423 Mpa,,0.337 Mpa
2026-08-17 01:00:00,0.0688 Mpa,0.355 Mpa,0.190 Mpa,0.238 Mpa,0.120 Mpa,0.163 Mpa,0.334 Mpa,,0.186 Mpa
2026-08-17 04:00:00,0.156 Mpa,0.445 Mpa,0.449 Mpa,0.113 Mpa,0.0669 Mpa,0.188 Mpa,0.259 Mpa,,0.292 Mpa
2026-08-17 07:00:00,0.361 Mpa,0.390 Mpa,0.329 Mpa,0.133 Mpa,0.127 Mpa,0.201 Mpa,0.489 Mpa,,0.326 Mpa
2026-08-17 10:00:00,0.798 Mpa,0.260 Mpa,0.186 Mpa,0.690 Mpa,0.0551 Mpa,0.397 Mpa,0.314 Mpa,,0.227 Mpa
2026-08-17 13:00:00,0.00490 Mpa,0.348 Mpa,0.292 Mpa,0.301 Mpa,0.310 Mpa,1.24 Mpa,0.395 Mpa,,0.191 Mpa
2026-08-17 16:00:00,0.158 Mpa,0.588 Mpa,0.319 Mpa,0.197 Mpa,0.325 Mpa,0.160 Mpa,0.404 Mpa,,0.196 Mpa
2026-08-17 19:00:00,0.141 Mpa,0.438 Mpa,0.181 Mpa,0.0741 Mpa,0.217 Mpa,0.221 Mpa,0.467 Mpa,,0.0746 Mpa
2026-08-17 22:00:00,0.0794 Mpa,0.246 Mpa,0.136 Mpa,0.135 Mpa,0.117 Mpa,0.137 Mpa,0.335 Mpa,,0.622 Mpa
2026-08-18 01:00:00,0.425 Mpa,0.338 Mpa,0.190 Mpa,0.314 Mpa,0.257 Mpa,0.142 Mpa,0.393 Mpa,,0.301 Mpa
2026-08-18 04:00:00,0.488 Mpa,0.494 Mpa,0.129 Mpa,0.204 Mpa,0.143 Mpa,0.135 Mpa,0.457 Mpa,,0.285 Mpa
2026-08-18 07:00:00,0.0298 Mpa,0.163 Mpa,0.343 Mpa,0.173 Mpa,0.244 Mpa,0.407 Mpa,0.355 Mpa,,0.529 Mpa
2026-08-18 10:00:00,0.368 Mpa,0.402 Mpa,0.369 Mpa,0.418 Mpa,0.104 Mpa,0.169 Mpa,0.275 Mpa,,0.271 Mpa
2026-08-18 13:00:00,0.610 Mpa,0.245 Mpa,0.181 Mpa,0.348 Mpa,0.0964 Mpa,0.413 Mpa,0.504 Mpa,,0.407 Mpa
2026-08-18 16:00:00,0.142 Mpa,0.692 Mpa,0.250 Mpa,,0.0893 Mpa,0.269 Mpa,0.248 Mpa,,0.232 Mpa
2026-08-18 19:00:00,0.190 Mpa,0.182 Mpa,0.171 Mpa,,0.221 Mpa,0.226 Mpa,0.454 Mpa,,0.211 Mpa
2026-08-18 22:00:00,0.221 Mpa,0.700 Mpa,0.154 Mpa,,0.191 Mpa,0.468 Mpa,0.344 Mpa,,0.253 Mpa
2026-08-19 01:00:00,0.374 Mpa,0.424 Mpa,0.118 Mpa,,0.0203 Mpa,0.469 Mpa,0.284 Mpa,,0.350 Mpa
2026-08-19 04:00:00,0.178 Mpa,0.348 Mpa,0.166 Mpa,,0.0231 Mpa,0.174 Mpa,0.451 Mpa,,0.205 Mpa
2026-08-19 07:00:00,0.340 Mpa,0.622 Mpa,0.230 Mpa,,0.205 Mpa,0.177 Mpa,0.479 Mpa,,0.286 Mpa
2026-08-19 10:00:00,0.114 Mpa,0.649 Mpa,0.0889 Mpa,,0.0710 Mpa,0.173 Mpa,0.508 Mpa,,0.234 Mpa
2026-08-19 13:00:00,0.409 Mpa,0.251 Mpa,0.150 Mpa,0.0847 Mpa,0.0314 Mpa,0.173 Mpa,0.557 Mpa,,0.243 Mpa
2026-08-19 16:00:00,0.0724 Mpa,0.0645 Mpa,0.0780 Mpa,0.156 Mpa,0.0228 Mpa,0.229 Mpa,0.486 Mpa,,0.509 Mpa
2026-08-19 19:00:00,0.495 Mpa,0.527 Mpa,0.198 Mpa,0.270 Mpa,0.0191 Mpa,0.325 Mpa,0.292 Mpa,,0.284 Mpa
2026-08-19 22:00:00,0.0779 Mpa,0.804 Mpa,1.38 Mpa,0.272 Mpa,0.177 Mpa,0.148 Mpa,0.435 Mpa,,0.351 Mpa
2026-08-20 01:00:00,0.256 Mpa,0.414 Mpa,0.575 Mpa,0.177 Mpa,0.373 Mpa,0.334 Mpa,0.363 Mpa,,0.353 Mpa
2026-08-20 04:00:00,0.0811 Mpa,0.170 Mpa,0.231 Mpa,0.154 Mpa,0.260 Mpa,0.145 Mpa,0.273 Mpa,,0.162 Mpa
2026-08-20 07:00:00,0.0452 Mpa,0.288 Mpa,0.110 Mpa,0.108 Mpa,0.160 Mpa,0.250 Mpa,0.316 Mpa,,0.377 Mpa
2026-08-20 10:00:00,0.233 Mpa,0.310 Mpa,0.0218 Mpa,0.105 Mpa,0.0885 Mpa,0.149 Mpa,0.382 Mpa,,0.441 Mpa
2026-08-20 13:00:00,0.250 Mpa,0.328 Mpa,0.0235 Mpa,0.483 Mpa,0.0218 Mpa,0.249 Mpa,0.254 Mpa,,0.297 Mpa
2026-08-20 16:00:00,0.105 Mpa,0.187 Mpa,0.736 Mpa,0.151 Mpa,0.0980 Mpa,0.140 Mpa,0.244 Mpa,,0.289 Mpa
2026-08-20 19:00:00,0.0909 Mpa,1.21 Mpa,0.149 Mpa,0.664 Mpa,0.0801 Mpa,0.152 Mpa,0.245 Mpa,,0.228 Mpa
2026-08-20 22:00:00,0.0876 Mpa,0.470 Mpa,0.310 Mpa,0.310 Mpa,0.0786 Mpa,0.140 Mpa,0.227 Mpa,,0.231 Mpa
2026-08-21 01:00:00,0.234 Mpa,0.332 Mpa,1.17 Mpa,0.360 Mpa,0.286 Mpa,0.285 Mpa,0.511 Mpa,,0.295 Mpa
2026-08-21 04:00:00,0.128 Mpa,0.421 Mpa,0.277 Mpa,0.158 Mpa,0.0531 Mpa,0.448 Mpa,0.216 Mpa,,0.204 Mpa
2026-08-21 07:00:00,0.195 Mpa,0.269 Mpa,0.175 Mpa,0.216 Mpa,0.143 Mpa,0.258 Mpa,0.589 Mpa,,0.259 Mpa
