"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","B_5 - I38","B_6 - I38","B_7 - I38","B_8 - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","B_5 - I39","B_6 - I39","B_7 - I39","B_8 - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","B_5 - I40","B_6 - I40","B_7 - I40","B_8 - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","B_5 - I41","B_6 - I41","B_7 - I41","B_8 - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","B_5 - I42","B_6 - I42","B_7 - I42","B_8 - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","B_5 - I43","B_6 - I43","B_7 - I43","B_8 - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","B_5 - I44","B_6 - I44","B_7 - I44","B_8 - I44","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","B_5 - I47","B_6 - I47","B_7 - I47","B_8 - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","B_5 - I48","B_6 - I48","B_7 - I48","B_8 - I48"," I38"," I39"," I40"," I41"," I42"," I43"," I44"," I47"," I48"
2026-07-04 01:00:00,0.121 Mpa,0.121 Mpa,0.123 Mpa,0.121 Mpa,0.144 Mpa,0.217 Mpa,6.10 Mpa,4.11 Mpa,,,,,,,,,5.98 Mpa,0.0428 Mpa,2.63 Mpa,6.10 Mpa,0.0325 Mpa,0.0518 Mpa,0.0701 Mpa,0.0863 Mpa,0.331 Mpa,0.345 Mpa,0.324 Mpa,0.317 Mpa,0.357 Mpa,0.348 Mpa,0.370 Mpa,0.332 Mpa,0.00562 Mpa,0.0207 Mpa,0.0532 Mpa,0.00174 Mpa,0.0148 Mpa,0.00392 Mpa,0.0208 Mpa,0.0261 Mpa,0.0384 Mpa,6.09 Mpa,0.0515 Mpa,0.180 Mpa,0.0616 Mpa,2.88 Mpa,0.0290 Mpa,0.0511 Mpa,6.10 Mpa,0.0484 Mpa,0.0642 Mpa,5.56 Mpa,0.0154 Mpa,0.0716 Mpa,0.0514 Mpa,0.0472 Mpa,,,,,,,,,,,,,,,,,132 RPM,,1681 RPM,1778 RPM,1171 RPM,1326 RPM,1467 RPM,,
2026-07-04 04:00:00,,,,,,,,,,,,,,,,,6.02 Mpa,0.0382 Mpa,4.16 Mpa,6.10 Mpa,0.0311 Mpa,0.0491 Mpa,0.0651 Mpa,0.0828 Mpa,0.328 Mpa,0.338 Mpa,0.317 Mpa,0.313 Mpa,0.352 Mpa,0.342 Mpa,0.365 Mpa,0.329 Mpa,0.00712 Mpa,0.0253 Mpa,0.0608 Mpa,0.00505 Mpa,0.0191 Mpa,0.00831 Mpa,0.0268 Mpa,0.0313 Mpa,0.0477 Mpa,6.06 Mpa,0.0582 Mpa,0.191 Mpa,0.0709 Mpa,0.308 Mpa,0.0337 Mpa,0.0535 Mpa,6.10 Mpa,0.0529 Mpa,0.0428 Mpa,5.73 Mpa,0.0161 Mpa,0.0791 Mpa,0.0573 Mpa,0.0533 Mpa,,,,,,,,,,,,,,,,,,,1532 RPM,1710 RPM,1540 RPM,1631 RPM,1633 RPM,,
2026-07-04 07:00:00,0.126 Mpa,0.121 Mpa,0.138 Mpa,0.126 Mpa,0.145 Mpa,0.225 Mpa,6.10 Mpa,3.40 Mpa,,,,,,,,,6.00 Mpa,0.0415 Mpa,4.43 Mpa,6.10 Mpa,0.0304 Mpa,0.0503 Mpa,0.0687 Mpa,0.0853 Mpa,0.323 Mpa,0.335 Mpa,0.313 Mpa,0.307 Mpa,0.348 Mpa,0.336 Mpa,0.360 Mpa,0.323 Mpa,0.00693 Mpa,0.0161 Mpa,0.0571 Mpa,0.00512 Mpa,0.0174 Mpa,0.00689 Mpa,0.0220 Mpa,0.0277 Mpa,0.0452 Mpa,5.73 Mpa,0.0543 Mpa,0.188 Mpa,0.0702 Mpa,0.507 Mpa,0.0349 Mpa,0.0586 Mpa,6.10 Mpa,0.0481 Mpa,0.0378 Mpa,0.902 Mpa,0.0129 Mpa,0.0751 Mpa,0.0545 Mpa,0.0493 Mpa,,,,,,,,,,,,,,,,,1385 RPM,,1228 RPM,1674 RPM,1629 RPM,1614 RPM,1796 RPM,,
2026-07-04 10:00:00,0.112 Mpa,0.101 Mpa,0.119 Mpa,0.116 Mpa,0.122 Mpa,0.208 Mpa,4.65 Mpa,0.225 Mpa,,,,,,,,,5.77 Mpa,0.0310 Mpa,3.62 Mpa,6.10 Mpa,0.0194 Mpa,0.0436 Mpa,0.0591 Mpa,0.0765 Mpa,0.321 Mpa,0.336 Mpa,0.314 Mpa,0.307 Mpa,0.347 Mpa,0.339 Mpa,0.360 Mpa,0.322 Mpa,0.00773 Mpa,0.0194 Mpa,0.0559 Mpa,0.00426 Mpa,0.0173 Mpa,0.00699 Mpa,0.0247 Mpa,0.0290 Mpa,0.0424 Mpa,6.09 Mpa,0.0563 Mpa,0.125 Mpa,0.0721 Mpa,0.0367 Mpa,0.0340 Mpa,0.0531 Mpa,6.10 Mpa,0.0480 Mpa,0.0613 Mpa,1.26 Mpa,0.00966 Mpa,0.0730 Mpa,0.0526 Mpa,0.0472 Mpa,,,,,,,,,,,,,,,,,1543 RPM,,1626 RPM,1738 RPM,1643 RPM,1804 RPM,1821 RPM,,
2026-07-04 13:00:00,0.0726 Mpa,0.0621 Mpa,0.0831 Mpa,0.0772 Mpa,0.0859 Mpa,0.171 Mpa,4.82 Mpa,0.0221 Mpa,,,,,,,,,5.86 Mpa,0.0346 Mpa,3.11 Mpa,6.10 Mpa,0.0253 Mpa,0.0481 Mpa,0.0649 Mpa,0.0829 Mpa,0.337 Mpa,0.349 Mpa,0.328 Mpa,0.321 Mpa,0.360 Mpa,0.350 Mpa,0.375 Mpa,0.334 Mpa,0.00873 Mpa,0.0241 Mpa,0.0497 Mpa,0.000727 Mpa,0.0228 Mpa,0.00160 Mpa,0.0247 Mpa,0.0252 Mpa,0.0395 Mpa,6.08 Mpa,0.0529 Mpa,0.119 Mpa,0.0673 Mpa,0.943 Mpa,0.0295 Mpa,0.0489 Mpa,6.10 Mpa,0.0475 Mpa,0.760 Mpa,4.58 Mpa,0.0104 Mpa,0.0711 Mpa,0.0502 Mpa,0.0467 Mpa,,,,,,,,,,,,,,,,,1721 RPM,,1760 RPM,1554 RPM,1034 RPM,1790 RPM,1659 RPM,,
2026-07-04 16:00:00,0.0607 Mpa,0.0486 Mpa,0.0689 Mpa,0.0648 Mpa,0.0719 Mpa,0.157 Mpa,4.98 Mpa,0.260 Mpa,,,,,,,,,5.87 Mpa,0.0423 Mpa,5.10 Mpa,6.10 Mpa,0.0304 Mpa,0.0518 Mpa,0.0713 Mpa,0.0887 Mpa,0.326 Mpa,0.337 Mpa,0.319 Mpa,0.312 Mpa,0.352 Mpa,0.343 Mpa,0.363 Mpa,0.321 Mpa,0.00937 Mpa,0.0170 Mpa,0.0502 Mpa,0.00268 Mpa,0.0147 Mpa,0.00805 Mpa,0.0200 Mpa,0.0265 Mpa,0.0335 Mpa,5.11 Mpa,0.0444 Mpa,0.0969 Mpa,0.0586 Mpa,1.11 Mpa,0.0223 Mpa,0.0470 Mpa,6.10 Mpa,0.0463 Mpa,0.0599 Mpa,6.09 Mpa,0.0102 Mpa,0.0725 Mpa,0.0499 Mpa,0.0443 Mpa,,,,,,,,,,,,,,,,,1550 RPM,,1678 RPM,1625 RPM,1460 RPM,1518 RPM,1616 RPM,,
2026-07-04 19:00:00,0.120 Mpa,0.111 Mpa,0.131 Mpa,0.126 Mpa,0.133 Mpa,0.214 Mpa,4.57 Mpa,0.0556 Mpa,,,,,,,,,5.83 Mpa,0.0373 Mpa,2.28 Mpa,6.10 Mpa,0.0261 Mpa,0.0491 Mpa,0.0647 Mpa,0.0820 Mpa,0.405 Mpa,0.416 Mpa,0.400 Mpa,0.390 Mpa,0.430 Mpa,0.422 Mpa,0.443 Mpa,0.399 Mpa,0.00439 Mpa,0.0176 Mpa,0.0549 Mpa,0.00411 Mpa,0.0162 Mpa,0.00599 Mpa,0.0214 Mpa,0.0268 Mpa,0.0335 Mpa,6.07 Mpa,0.0480 Mpa,0.0836 Mpa,0.0594 Mpa,0.231 Mpa,0.0275 Mpa,0.0490 Mpa,6.10 Mpa,0.0517 Mpa,1.17 Mpa,6.08 Mpa,0.0120 Mpa,0.0756 Mpa,0.0527 Mpa,0.0491 Mpa,,,,,,,,,,,,,,,,,1677 RPM,,1740 RPM,1745 RPM,1696 RPM,1306 RPM,1802 RPM,,
2026-07-04 22:00:00,0.107 Mpa,0.0998 Mpa,0.120 Mpa,0.115 Mpa,0.121 Mpa,0.205 Mpa,4.53 Mpa,0.0231 Mpa,,,,,,,,,5.81 Mpa,0.0347 Mpa,2.33 Mpa,6.10 Mpa,0.0266 Mpa,0.0492 Mpa,0.0637 Mpa,0.0803 Mpa,0.368 Mpa,0.379 Mpa,0.362 Mpa,0.353 Mpa,0.394 Mpa,0.388 Mpa,0.407 Mpa,0.365 Mpa,0.00403 Mpa,0.0198 Mpa,0.0592 Mpa,0.00337 Mpa,0.0194 Mpa,0.00591 Mpa,0.0249 Mpa,0.0289 Mpa,0.0418 Mpa,6.05 Mpa,0.0520 Mpa,0.106 Mpa,0.0663 Mpa,1.38 Mpa,0.0323 Mpa,0.0534 Mpa,6.10 Mpa,0.0478 Mpa,1.44 Mpa,6.07 Mpa,0.00955 Mpa,0.0709 Mpa,0.0494 Mpa,0.0462 Mpa,0.0720 Mpa,0.0566 Mpa,0.0483 Mpa,0.0954 Mpa,0.0616 Mpa,0.0498 Mpa,6.10 Mpa,0.0282 Mpa,,,,,,,,,1676 RPM,,1794 RPM,1798 RPM,1813 RPM,1495 RPM,1707 RPM,785 RPM,
2026-07-05 01:00:00,0.118 Mpa,0.110 Mpa,0.131 Mpa,0.125 Mpa,0.131 Mpa,0.211 Mpa,5.24 Mpa,0.0519 Mpa,,,,,,,,,5.98 Mpa,0.0418 Mpa,4.77 Mpa,6.10 Mpa,0.0292 Mpa,0.0507 Mpa,0.0679 Mpa,0.0810 Mpa,0.355 Mpa,0.367 Mpa,0.350 Mpa,0.341 Mpa,0.380 Mpa,0.371 Mpa,0.393 Mpa,0.355 Mpa,0.00544 Mpa,0.0195 Mpa,0.0510 Mpa,0.00395 Mpa,0.0121 Mpa,0.00538 Mpa,0.0201 Mpa,0.0252 Mpa,0.0411 Mpa,6.08 Mpa,0.0533 Mpa,0.0996 Mpa,0.0669 Mpa,4.48 Mpa,0.0296 Mpa,0.0471 Mpa,6.10 Mpa,0.0504 Mpa,1.76 Mpa,6.10 Mpa,0.0125 Mpa,0.0727 Mpa,0.0522 Mpa,0.0480 Mpa,,,,,,,,,,,,,,,,,1301 RPM,,1211 RPM,1723 RPM,1248 RPM,1741 RPM,1658 RPM,,
2026-07-05 04:00:00,0.138 Mpa,0.133 Mpa,0.151 Mpa,0.145 Mpa,0.152 Mpa,0.235 Mpa,5.12 Mpa,0.0488 Mpa,,,,,,,,,5.93 Mpa,0.0348 Mpa,4.15 Mpa,6.10 Mpa,0.0265 Mpa,0.0489 Mpa,0.0624 Mpa,0.0795 Mpa,0.362 Mpa,0.371 Mpa,0.353 Mpa,0.345 Mpa,0.384 Mpa,0.373 Mpa,0.397 Mpa,0.360 Mpa,0.00853 Mpa,0.0221 Mpa,0.0558 Mpa,0.00304 Mpa,0.0168 Mpa,0.00518 Mpa,0.0240 Mpa,0.0277 Mpa,0.0374 Mpa,6.09 Mpa,0.0485 Mpa,0.0899 Mpa,0.0637 Mpa,6.09 Mpa,0.0274 Mpa,0.0473 Mpa,6.10 Mpa,0.0507 Mpa,1.68 Mpa,6.10 Mpa,0.0128 Mpa,0.0736 Mpa,0.0516 Mpa,0.0481 Mpa,,,,,,,,,,,,,,,,,1521 RPM,,1664 RPM,1527 RPM,1402 RPM,1619 RPM,1711 RPM,,
2026-07-05 07:00:00,0.123 Mpa,0.119 Mpa,0.139 Mpa,0.133 Mpa,0.138 Mpa,0.221 Mpa,5.38 Mpa,0.0782 Mpa,,,,,,,,,5.80 Mpa,0.0333 Mpa,2.33 Mpa,6.10 Mpa,0.0251 Mpa,0.0476 Mpa,0.0615 Mpa,0.0786 Mpa,0.358 Mpa,0.368 Mpa,0.351 Mpa,0.339 Mpa,0.384 Mpa,0.376 Mpa,0.397 Mpa,0.362 Mpa,0.00421 Mpa,0.0181 Mpa,0.0544 Mpa,0.00354 Mpa,0.0157 Mpa,0.00492 Mpa,0.0200 Mpa,0.0250 Mpa,0.0356 Mpa,5.70 Mpa,0.0455 Mpa,0.0905 Mpa,0.0627 Mpa,6.01 Mpa,0.0203 Mpa,0.0401 Mpa,6.10 Mpa,0.0498 Mpa,2.06 Mpa,6.10 Mpa,0.0103 Mpa,0.0727 Mpa,0.0512 Mpa,0.0461 Mpa,,,,,,,,,,,,,,,,,1692 RPM,,1610 RPM,1791 RPM,1688 RPM,1571 RPM,1750 RPM,,
2026-07-05 10:00:00,0.134 Mpa,0.126 Mpa,0.146 Mpa,0.138 Mpa,0.146 Mpa,0.226 Mpa,5.55 Mpa,0.304 Mpa,,,,,,,,,5.62 Mpa,0.0299 Mpa,2.24 Mpa,6.10 Mpa,0.0178 Mpa,0.0441 Mpa,0.0593 Mpa,0.0724 Mpa,0.346 Mpa,0.361 Mpa,0.347 Mpa,0.330 Mpa,0.371 Mpa,0.359 Mpa,0.389 Mpa,0.344 Mpa,0.00284 Mpa,0.0168 Mpa,0.0524 Mpa,0.00302 Mpa,0.0147 Mpa,0.00432 Mpa,0.0193 Mpa,0.0236 Mpa,0.0345 Mpa,5.60 Mpa,0.0447 Mpa,0.0868 Mpa,0.0616 Mpa,3.38 Mpa,0.0214 Mpa,0.0418 Mpa,6.10 Mpa,0.0431 Mpa,0.205 Mpa,6.10 Mpa,0.00707 Mpa,0.0672 Mpa,0.0458 Mpa,0.0410 Mpa,,,,,,,,,,,,,,,,,1376 RPM,,1795 RPM,1676 RPM,1655 RPM,1672 RPM,1720 RPM,,
2026-07-05 13:00:00,0.175 Mpa,0.163 Mpa,0.185 Mpa,0.178 Mpa,0.185 Mpa,0.269 Mpa,5.21 Mpa,0.239 Mpa,,,,,,,,,5.76 Mpa,0.0279 Mpa,3.17 Mpa,6.10 Mpa,0.0181 Mpa,0.0439 Mpa,0.0595 Mpa,0.0734 Mpa,0.353 Mpa,0.363 Mpa,0.345 Mpa,0.335 Mpa,0.374 Mpa,0.365 Mpa,0.390 Mpa,0.351 Mpa,0.000839 Mpa,0.0110 Mpa,0.0469 Mpa,0.00147 Mpa,0.0117 Mpa,0.00186 Mpa,0.0148 Mpa,0.0191 Mpa,0.0299 Mpa,6.03 Mpa,0.0453 Mpa,0.0808 Mpa,0.0617 Mpa,6.10 Mpa,0.0232 Mpa,0.0417 Mpa,6.10 Mpa,0.0502 Mpa,0.215 Mpa,6.10 Mpa,0.0123 Mpa,0.0720 Mpa,0.0490 Mpa,0.0466 Mpa,,,,,,,,,,,,,,,,,1770 RPM,,1739 RPM,1649 RPM,1551 RPM,1756 RPM,1318 RPM,,
2026-07-05 16:00:00,0.185 Mpa,0.179 Mpa,0.197 Mpa,0.191 Mpa,0.199 Mpa,0.283 Mpa,5.05 Mpa,0.290 Mpa,,,,,,,,,5.65 Mpa,0.0265 Mpa,3.65 Mpa,6.10 Mpa,0.0167 Mpa,0.0423 Mpa,0.0586 Mpa,0.0718 Mpa,0.330 Mpa,0.339 Mpa,0.316 Mpa,0.313 Mpa,0.349 Mpa,0.339 Mpa,0.364 Mpa,0.327 Mpa,0.00184 Mpa,0.0124 Mpa,0.0424 Mpa,0.00269 Mpa,0.00980 Mpa,0.00220 Mpa,0.0124 Mpa,0.0149 Mpa,0.0276 Mpa,5.57 Mpa,0.0414 Mpa,0.0797 Mpa,0.0569 Mpa,6.10 Mpa,0.0168 Mpa,0.0369 Mpa,6.10 Mpa,0.0485 Mpa,0.978 Mpa,5.73 Mpa,0.0117 Mpa,0.0729 Mpa,0.0517 Mpa,0.0466 Mpa,,,,,,,,,,,,,,,,,1625 RPM,,1700 RPM,1331 RPM,1380 RPM,1522 RPM,1704 RPM,,
2026-07-05 19:00:00,0.140 Mpa,0.134 Mpa,0.150 Mpa,0.147 Mpa,0.156 Mpa,0.240 Mpa,4.67 Mpa,0.0606 Mpa,,,,,,,,,5.74 Mpa,0.0316 Mpa,5.17 Mpa,6.10 Mpa,0.0212 Mpa,0.0464 Mpa,0.0621 Mpa,0.0746 Mpa,0.340 Mpa,0.353 Mpa,0.331 Mpa,0.325 Mpa,0.363 Mpa,0.355 Mpa,0.376 Mpa,0.338 Mpa,0.00480 Mpa,0.0213 Mpa,0.0542 Mpa,0.00377 Mpa,0.0185 Mpa,0.00686 Mpa,0.0223 Mpa,0.0285 Mpa,0.0367 Mpa,5.98 Mpa,0.0454 Mpa,0.0860 Mpa,0.0613 Mpa,6.10 Mpa,0.0238 Mpa,0.0458 Mpa,6.10 Mpa,0.0466 Mpa,3.06 Mpa,5.83 Mpa,0.0128 Mpa,0.0730 Mpa,0.0512 Mpa,0.0463 Mpa,,,,,,,,,,,,,,,,,1683 RPM,,1755 RPM,1557 RPM,1705 RPM,1509 RPM,1718 RPM,,
2026-07-05 22:00:00,0.0743 Mpa,0.0644 Mpa,0.0826 Mpa,0.0773 Mpa,0.0860 Mpa,0.171 Mpa,4.92 Mpa,0.162 Mpa,,,,,,,,,5.83 Mpa,0.0341 Mpa,5.02 Mpa,6.10 Mpa,0.0243 Mpa,0.0496 Mpa,0.0638 Mpa,0.0781 Mpa,0.329 Mpa,0.341 Mpa,0.319 Mpa,0.314 Mpa,0.353 Mpa,0.343 Mpa,0.364 Mpa,0.329 Mpa,0.00882 Mpa,0.0232 Mpa,0.0593 Mpa,0.00529 Mpa,0.0186 Mpa,0.00802 Mpa,0.0235 Mpa,0.0303 Mpa,0.0393 Mpa,5.98 Mpa,0.0493 Mpa,0.0894 Mpa,0.0664 Mpa,3.13 Mpa,0.0276 Mpa,0.0466 Mpa,6.10 Mpa,0.0462 Mpa,4.24 Mpa,6.07 Mpa,0.0131 Mpa,0.0738 Mpa,0.0524 Mpa,0.0459 Mpa,,,,,,,,,,,,,,,,,1504 RPM,,1756 RPM,1466 RPM,1468 RPM,1776 RPM,1692 RPM,,
2026-07-06 01:00:00,0.0963 Mpa,0.0862 Mpa,0.105 Mpa,0.0980 Mpa,0.107 Mpa,0.192 Mpa,5.16 Mpa,0.0253 Mpa,,,,,,,,,5.89 Mpa,0.0402 Mpa,4.31 Mpa,6.10 Mpa,0.0275 Mpa,0.0503 Mpa,0.0659 Mpa,0.0839 Mpa,0.339 Mpa,0.349 Mpa,0.326 Mpa,0.322 Mpa,0.361 Mpa,0.350 Mpa,0.372 Mpa,0.338 Mpa,0.00859 Mpa,0.0239 Mpa,0.0540 Mpa,0.00439 Mpa,0.0160 Mpa,0.00587 Mpa,0.0211 Mpa,0.0263 Mpa,0.0383 Mpa,5.99 Mpa,0.0498 Mpa,0.0912 Mpa,0.0670 Mpa,2.73 Mpa,0.0291 Mpa,0.0497 Mpa,6.10 Mpa,0.0442 Mpa,4.55 Mpa,5.25 Mpa,0.00940 Mpa,0.0706 Mpa,0.0486 Mpa,0.0429 Mpa,,,,,,,,,,,,,,,,,1562 RPM,,1364 RPM,1360 RPM,1219 RPM,1753 RPM,1656 RPM,,
2026-07-06 04:00:00,0.103 Mpa,0.0990 Mpa,0.119 Mpa,0.111 Mpa,0.120 Mpa,0.206 Mpa,5.09 Mpa,0.622 Mpa,,,,,,,,,5.89 Mpa,0.0309 Mpa,4.73 Mpa,6.10 Mpa,0.0225 Mpa,0.0462 Mpa,0.0607 Mpa,0.0772 Mpa,0.357 Mpa,0.368 Mpa,0.346 Mpa,0.342 Mpa,0.376 Mpa,0.371 Mpa,0.390 Mpa,0.354 Mpa,0.00956 Mpa,0.0232 Mpa,0.0592 Mpa,0.00631 Mpa,0.0191 Mpa,0.00895 Mpa,0.0262 Mpa,0.0313 Mpa,0.0400 Mpa,5.99 Mpa,0.0525 Mpa,0.0936 Mpa,0.0680 Mpa,5.06 Mpa,0.0295 Mpa,0.0492 Mpa,6.10 Mpa,0.0440 Mpa,3.72 Mpa,6.10 Mpa,0.00917 Mpa,0.0692 Mpa,0.0484 Mpa,0.0420 Mpa,,,,,,,,,,,,,,,,,1702 RPM,,1669 RPM,1464 RPM,1527 RPM,1705 RPM,1454 RPM,,
2026-07-06 07:00:00,0.0768 Mpa,0.0738 Mpa,0.0933 Mpa,0.0845 Mpa,0.0947 Mpa,0.181 Mpa,5.41 Mpa,0.359 Mpa,,,,,,,,,5.87 Mpa,0.0323 Mpa,5.42 Mpa,6.10 Mpa,0.0229 Mpa,0.0460 Mpa,0.0607 Mpa,0.0784 Mpa,0.355 Mpa,0.371 Mpa,0.350 Mpa,0.341 Mpa,0.380 Mpa,0.374 Mpa,0.393 Mpa,0.354 Mpa,0.00603 Mpa,0.0208 Mpa,0.0542 Mpa,0.00439 Mpa,0.0196 Mpa,0.00660 Mpa,0.0244 Mpa,0.0280 Mpa,0.0433 Mpa,6.01 Mpa,0.0546 Mpa,0.0989 Mpa,0.0688 Mpa,2.05 Mpa,0.0324 Mpa,0.0525 Mpa,6.10 Mpa,0.0464 Mpa,1.38 Mpa,6.09 Mpa,0.00969 Mpa,0.0712 Mpa,0.0499 Mpa,0.0442 Mpa,,,,,,,,,,,,,,,,,1702 RPM,,1674 RPM,1759 RPM,1646 RPM,1698 RPM,1763 RPM,,
2026-07-06 10:00:00,0.0618 Mpa,0.0543 Mpa,0.0734 Mpa,0.0675 Mpa,0.0747 Mpa,0.162 Mpa,5.33 Mpa,0.200 Mpa,,,,,,,,,5.73 Mpa,0.0232 Mpa,2.11 Mpa,6.10 Mpa,0.0164 Mpa,0.0392 Mpa,0.0553 Mpa,0.0676 Mpa,0.302 Mpa,0.320 Mpa,0.299 Mpa,0.290 Mpa,0.327 Mpa,0.322 Mpa,0.343 Mpa,0.302 Mpa,0.00272 Mpa,0.0149 Mpa,0.0493 Mpa,0.00263 Mpa,0.0144 Mpa,0.00431 Mpa,0.0185 Mpa,0.0216 Mpa,0.0379 Mpa,6.00 Mpa,0.0493 Mpa,0.0916 Mpa,0.0656 Mpa,6.04 Mpa,0.0281 Mpa,0.0487 Mpa,6.10 Mpa,0.0460 Mpa,1.17 Mpa,6.08 Mpa,0.00882 Mpa,0.0708 Mpa,0.0511 Mpa,0.0447 Mpa,0.0726 Mpa,0.0519 Mpa,0.0381 Mpa,0.0820 Mpa,0.0620 Mpa,0.0484 Mpa,6.10 Mpa,0.0279 Mpa,,,,,,,,,1748 RPM,,1782 RPM,1757 RPM,1623 RPM,1678 RPM,1673 RPM,1610 RPM,
2026-07-06 13:00:00,0.109 Mpa,0.103 Mpa,0.121 Mpa,0.115 Mpa,0.122 Mpa,0.208 Mpa,4.92 Mpa,0.168 Mpa,,,,,,,,,5.72 Mpa,0.0279 Mpa,2.62 Mpa,6.10 Mpa,0.0179 Mpa,0.0421 Mpa,0.0583 Mpa,0.0716 Mpa,0.314 Mpa,0.333 Mpa,0.314 Mpa,0.302 Mpa,0.344 Mpa,0.333 Mpa,0.358 Mpa,0.315 Mpa,0.00270 Mpa,0.0174 Mpa,0.0509 Mpa,0.00349 Mpa,0.0161 Mpa,0.00422 Mpa,0.0184 Mpa,0.0233 Mpa,0.0367 Mpa,5.89 Mpa,0.0492 Mpa,0.0933 Mpa,0.0652 Mpa,6.09 Mpa,0.0272 Mpa,0.0436 Mpa,6.10 Mpa,0.0423 Mpa,0.394 Mpa,6.10 Mpa,0.0132 Mpa,0.0700 Mpa,0.0466 Mpa,0.0408 Mpa,0.0717 Mpa,0.0539 Mpa,0.0402 Mpa,0.0818 Mpa,0.0676 Mpa,0.0480 Mpa,6.10 Mpa,0.0277 Mpa,,,,,,,,,1633 RPM,,1727 RPM,1792 RPM,1603 RPM,1671 RPM,1320 RPM,1600 RPM,
2026-07-06 16:00:00,0.141 Mpa,0.132 Mpa,0.151 Mpa,0.144 Mpa,0.152 Mpa,0.236 Mpa,5.22 Mpa,0.158 Mpa,,,,,,,,,5.85 Mpa,0.0335 Mpa,4.11 Mpa,6.10 Mpa,0.0236 Mpa,0.0472 Mpa,0.0625 Mpa,0.0756 Mpa,0.370 Mpa,0.381 Mpa,0.362 Mpa,0.354 Mpa,0.393 Mpa,0.384 Mpa,0.408 Mpa,0.365 Mpa,0.00889 Mpa,0.0233 Mpa,0.0567 Mpa,0.00320 Mpa,0.0174 Mpa,0.0101 Mpa,0.0228 Mpa,0.0299 Mpa,0.0314 Mpa,4.49 Mpa,0.0418 Mpa,0.0867 Mpa,0.0583 Mpa,6.10 Mpa,0.0227 Mpa,0.0423 Mpa,6.10 Mpa,0.0475 Mpa,1.41 Mpa,6.09 Mpa,0.0120 Mpa,0.0747 Mpa,0.0536 Mpa,0.0469 Mpa,0.0746 Mpa,0.0623 Mpa,0.0434 Mpa,0.0881 Mpa,0.0701 Mpa,0.0506 Mpa,6.10 Mpa,0.0295 Mpa,,,,,,,,,1489 RPM,,1632 RPM,1669 RPM,1395 RPM,1524 RPM,1543 RPM,1424 RPM,
2026-07-06 19:00:00,0.143 Mpa,0.138 Mpa,0.157 Mpa,0.150 Mpa,0.157 Mpa,0.242 Mpa,5.07 Mpa,0.198 Mpa,,,,,,,,,5.87 Mpa,0.0350 Mpa,5.56 Mpa,6.10 Mpa,0.0246 Mpa,0.0497 Mpa,0.0637 Mpa,0.0790 Mpa,0.354 Mpa,0.367 Mpa,0.347 Mpa,0.340 Mpa,0.379 Mpa,0.368 Mpa,0.394 Mpa,0.350 Mpa,0.0105 Mpa,0.0255 Mpa,0.0634 Mpa,0.00585 Mpa,0.0206 Mpa,0.00954 Mpa,0.0286 Mpa,0.0354 Mpa,0.0364 Mpa,5.08 Mpa,0.0475 Mpa,0.0924 Mpa,0.0624 Mpa,5.70 Mpa,0.0263 Mpa,0.0449 Mpa,6.10 Mpa,0.0448 Mpa,2.94 Mpa,6.06 Mpa,0.00930 Mpa,0.0715 Mpa,0.0501 Mpa,0.0436 Mpa,,,,,,,,,,,,,,,,,1571 RPM,,1715 RPM,1625 RPM,1599 RPM,1617 RPM,1730 RPM,,
2026-07-06 22:00:00,0.113 Mpa,0.111 Mpa,0.128 Mpa,0.123 Mpa,0.133 Mpa,0.215 Mpa,4.85 Mpa,1.08 Mpa,,,,,,,,,5.76 Mpa,0.0383 Mpa,5.48 Mpa,6.10 Mpa,0.0274 Mpa,0.0519 Mpa,0.0679 Mpa,0.0839 Mpa,0.376 Mpa,0.388 Mpa,0.369 Mpa,0.362 Mpa,0.400 Mpa,0.392 Mpa,0.415 Mpa,0.371 Mpa,0.00796 Mpa,0.0209 Mpa,0.0579 Mpa,0.00513 Mpa,0.0187 Mpa,0.00706 Mpa,0.0248 Mpa,0.0302 Mpa,0.0378 Mpa,5.41 Mpa,0.0509 Mpa,0.102 Mpa,0.0652 Mpa,5.73 Mpa,0.0282 Mpa,0.0474 Mpa,6.10 Mpa,0.0496 Mpa,3.28 Mpa,6.08 Mpa,0.0113 Mpa,0.0746 Mpa,0.0534 Mpa,0.0480 Mpa,,,,,,,,,,,,,,,,,1547 RPM,,1671 RPM,1744 RPM,1707 RPM,1702 RPM,1732 RPM,,
