"Time"," I38 RELAY "," I38 MAIN "," I38 SW_PRE "," I38 B_1 "," I38 B_2 "," I38 ALARMA "," I39 RELAY "," I39 MAIN "," I39 SW_PRE "," I39 B_1 "," I39 B_2 "," I39 ALARMA "," I40 RELAY "," I40 MAIN "," I40 SW_PRE "," I40 B_1 "," I40 B_2 "," I40 ALARMA "," I41 RELAY "," I41 MAIN "," I41 SW_PRE "," I41 B_1 "," I41 B_2 "," I41 ALARMA "," I42 RELAY "," I42 MAIN "," I42 SW_PRE "," I42 B_1 "," I42 B_2 "," I42 ALARMA "," I43 RELAY "," I43 MAIN "," I43 SW_PRE "," I43 B_1 "," I43 B_2 "," I43 ALARMA "," I44 RELAY "," I44 MAIN "," I44 SW_PRE "," I44 B_1 "," I44 B_2 "," I44 ALARMA "," I47 RELAY "," I47 MAIN "," I47 SW_PRE "," I47 B_1 "," I47 B_2 "," I47 ALARMA "," I48 RELAY "," I48 MAIN "," I48 SW_PRE "," I48 B_1 "," I48 B_2 "," I48 ALARMA "
2026-06-25 07:00:00,ON,ON,OFF,OFF,ON,NORMAL,OFF,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,,,,,,,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-25 10:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,NG,,,,,,
2026-06-25 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-25 16:00:00,ON,ON,OFF,OFF,ON,NG,OFF,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-25 19:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-25 22:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,OFF,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-26 01:00:00,ON,ON,ON,OFF,ON,NORMAL,OFF,OFF,OFF,ON,OFF,OFF,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-26 04:00:00,ON,ON,ON,OFF,ON,NG,,,,,,,ON,ON,ON,OFF,ON,MANUAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-26 07:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-26 10:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-26 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,OFF,OFF,OFF,ON,OFF,OFF,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-26 16:00:00,ON,ON,OFF,OFF,ON,NG,OFF,OFF,OFF,ON,OFF,OFF,,,,,,,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-26 19:00:00,ON,ON,ON,OFF,ON,NORMAL,OFF,OFF,OFF,ON,OFF,OFF,,,,,,,ON,ON,ON,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,OFF,,,,,,
2026-06-26 22:00:00,ON,ON,ON,OFF,ON,NORMAL,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-27 01:00:00,ON,ON,ON,OFF,ON,NORMAL,OFF,OFF,OFF,ON,OFF,OFF,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-27 04:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-27 07:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-27 10:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,,,,,,
2026-06-27 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-27 16:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-27 19:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-27 22:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-28 01:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-28 04:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-28 07:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-28 10:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,,,,,,
2026-06-28 13:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,2,2,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-28 16:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-28 19:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-28 22:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-29 01:00:00,ON,ON,OFF,OFF,ON,MANUAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,,,,,,
2026-06-29 04:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NG,,,,,,
2026-06-29 07:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-29 10:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-29 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-29 16:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-29 19:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-29 22:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-30 01:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-30 04:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-30 07:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-30 10:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-30 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-30 16:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,
2026-06-30 19:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,
2026-06-30 22:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,,,,,,
2026-07-01 01:00:00,ON,ON,OFF,OFF,ON,NG,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-01 04:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-01 07:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-01 10:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,,,,,,
2026-07-01 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-01 16:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-01 19:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,OFF,OFF,OFF,OFF,ON,NORMAL,,,,,,
2026-07-01 22:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-02 01:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-02 04:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-02 07:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-02 10:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-02 13:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-02 16:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,,,,,,,,,,,,
2026-07-02 19:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-02 22:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-03 01:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NG,ON,ON,OFF,OFF,ON,NG,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-03 04:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,OFF,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-03 07:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-03 10:00:00,ON,ON,ON,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-03 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,,,,,,,,,,,,
2026-07-03 16:00:00,ON,ON,ON,OFF,ON,NG,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-03 19:00:00,ON,ON,OFF,OFF,ON,OFF,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-03 22:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-04 01:00:00,ON,ON,OFF,OFF,ON,NG,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-04 04:00:00,,,,,,,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-04 07:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-04 10:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
2026-07-04 13:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,,,,,,,,,,,,
2026-07-04 16:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NG,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NG,,,,,,,,,,,,
2026-07-04 19:00:00,ON,ON,OFF,OFF,ON,NORMAL,,,,,,,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,ON,ON,OFF,OFF,ON,NORMAL,ON,ON,ON,OFF,ON,NORMAL,,,,,,,,,,,,
