"Time","P_FW - I38","P_FW - I39","P_FW - I40","P_FW - I41","P_FW - I42","P_FW - I43","P_FW - I44","P_FW - I47","P_FW - I48"
2026-07-31 19:00:00,,0.290 Mpa,0.286 Mpa,0.178 Mpa,0.130 Mpa,,0.299 Mpa,,0.253 Mpa
2026-07-31 22:00:00,,0.105 Mpa,0.200 Mpa,0.170 Mpa,0.0740 Mpa,,0.154 Mpa,,0.170 Mpa
2026-08-01 01:00:00,,0.293 Mpa,0.376 Mpa,0.193 Mpa,0.0544 Mpa,,0.519 Mpa,,0.368 Mpa
2026-08-01 04:00:00,,0.608 Mpa,0.113 Mpa,0.197 Mpa,0.233 Mpa,,0.191 Mpa,,0.221 Mpa
2026-08-01 07:00:00,,0.142 Mpa,0.0799 Mpa,0.243 Mpa,0.000196 Mpa,,0.264 Mpa,,0.175 Mpa
2026-08-01 10:00:00,,0.142 Mpa,0.137 Mpa,0.252 Mpa,0.129 Mpa,,0.302 Mpa,,0.186 Mpa
2026-08-01 13:00:00,,0.103 Mpa,0.118 Mpa,0.236 Mpa,0.164 Mpa,,0.335 Mpa,,0.224 Mpa
2026-08-01 16:00:00,,0.147 Mpa,0.115 Mpa,0.0835 Mpa,0.0707 Mpa,,0.284 Mpa,,0.267 Mpa
2026-08-01 19:00:00,,0.0764 Mpa,0.109 Mpa,0.343 Mpa,0.0965 Mpa,,0.228 Mpa,,0.218 Mpa
2026-08-01 22:00:00,0.0162 Mpa,0.215 Mpa,0.0938 Mpa,0.245 Mpa,0.230 Mpa,,0.397 Mpa,,0.173 Mpa
2026-08-02 01:00:00,0.119 Mpa,0.203 Mpa,0.0977 Mpa,0.142 Mpa,0.0489 Mpa,,0.348 Mpa,,0.155 Mpa
2026-08-02 04:00:00,0.112 Mpa,0.153 Mpa,0.122 Mpa,0.320 Mpa,0.132 Mpa,,0.284 Mpa,,0.299 Mpa
2026-08-02 07:00:00,0.0934 Mpa,0.103 Mpa,0.176 Mpa,0.251 Mpa,0.133 Mpa,,0.362 Mpa,,0.254 Mpa
2026-08-02 10:00:00,0.270 Mpa,0.118 Mpa,0.121 Mpa,0.244 Mpa,0.210 Mpa,,0.347 Mpa,,0.282 Mpa
2026-08-02 13:00:00,0.325 Mpa,0.0854 Mpa,0.137 Mpa,0.451 Mpa,0.210 Mpa,,0.269 Mpa,,0.229 Mpa
2026-08-02 16:00:00,0.222 Mpa,0.130 Mpa,0.124 Mpa,0.318 Mpa,0.208 Mpa,,0.202 Mpa,,0.390 Mpa
2026-08-02 19:00:00,0.147 Mpa,0.0940 Mpa,0.118 Mpa,0.306 Mpa,0.218 Mpa,,0.311 Mpa,,0.145 Mpa
2026-08-02 22:00:00,0.264 Mpa,0.185 Mpa,0.145 Mpa,0.216 Mpa,0.141 Mpa,0.0716 Mpa,0.252 Mpa,,0.389 Mpa
2026-08-03 01:00:00,0.265 Mpa,0.0984 Mpa,0.112 Mpa,0.186 Mpa,0.0527 Mpa,0.0852 Mpa,0.199 Mpa,,0.190 Mpa
2026-08-03 04:00:00,0.345 Mpa,0.137 Mpa,0.147 Mpa,0.243 Mpa,0.000174 Mpa,,0.217 Mpa,,0.213 Mpa
2026-08-03 07:00:00,0.144 Mpa,0.160 Mpa,0.119 Mpa,0.571 Mpa,0.0408 Mpa,0.0951 Mpa,0.240 Mpa,,0.275 Mpa
2026-08-03 10:00:00,0.245 Mpa,0.163 Mpa,0.135 Mpa,0.279 Mpa,0.0170 Mpa,,0.286 Mpa,,0.297 Mpa
2026-08-03 13:00:00,0.135 Mpa,0.225 Mpa,0.0885 Mpa,0.255 Mpa,0.0694 Mpa,0.0952 Mpa,0.309 Mpa,,0.185 Mpa
2026-08-03 16:00:00,0.171 Mpa,0.133 Mpa,0.115 Mpa,0.233 Mpa,0.127 Mpa,0.0982 Mpa,0.235 Mpa,,0.239 Mpa
2026-08-03 19:00:00,0.144 Mpa,0.157 Mpa,0.123 Mpa,0.158 Mpa,0.192 Mpa,,0.297 Mpa,,0.198 Mpa
2026-08-03 22:00:00,0.159 Mpa,0.142 Mpa,0.124 Mpa,0.210 Mpa,3.13 Mpa,0.189 Mpa,0.203 Mpa,,0.241 Mpa
2026-08-04 01:00:00,0.183 Mpa,0.203 Mpa,0.0869 Mpa,0.253 Mpa,,0.0998 Mpa,0.253 Mpa,,0.162 Mpa
2026-08-04 04:00:00,0.134 Mpa,0.164 Mpa,0.0996 Mpa,0.270 Mpa,0.00329 Mpa,0.0866 Mpa,0.223 Mpa,,0.164 Mpa
2026-08-04 07:00:00,0.228 Mpa,0.312 Mpa,0.262 Mpa,0.236 Mpa,0.138 Mpa,0.0891 Mpa,0.435 Mpa,,0.179 Mpa
2026-08-04 10:00:00,0.262 Mpa,0.157 Mpa,0.159 Mpa,0.321 Mpa,0.0485 Mpa,,0.310 Mpa,,0.184 Mpa
2026-08-04 13:00:00,0.294 Mpa,0.137 Mpa,0.127 Mpa,0.463 Mpa,0.154 Mpa,,0.257 Mpa,,0.150 Mpa
2026-08-04 16:00:00,0.245 Mpa,0.265 Mpa,0.179 Mpa,0.226 Mpa,0 Mpa,,0.300 Mpa,,0.204 Mpa
2026-08-04 19:00:00,0.176 Mpa,0.134 Mpa,0.109 Mpa,0.308 Mpa,0.0450 Mpa,0.0717 Mpa,0.221 Mpa,,0.215 Mpa
2026-08-04 22:00:00,0.219 Mpa,0.197 Mpa,0.118 Mpa,0.204 Mpa,0.140 Mpa,,0.225 Mpa,,0.223 Mpa
2026-08-05 01:00:00,0.118 Mpa,0.144 Mpa,0.141 Mpa,0.353 Mpa,0.0972 Mpa,,0.293 Mpa,,0.189 Mpa
2026-08-05 04:00:00,0.170 Mpa,0.0642 Mpa,0.221 Mpa,0.229 Mpa,0.126 Mpa,,0.260 Mpa,,0.157 Mpa
2026-08-05 07:00:00,0.0774 Mpa,0.0211 Mpa,0.0935 Mpa,0.225 Mpa,0.236 Mpa,,0.262 Mpa,,0.519 Mpa
2026-08-05 10:00:00,0.00325 Mpa,0.0714 Mpa,0.177 Mpa,0.194 Mpa,0.0746 Mpa,0.0740 Mpa,0.405 Mpa,,0.448 Mpa
2026-08-05 13:00:00,0.0999 Mpa,0.108 Mpa,0.0742 Mpa,0.273 Mpa,0.297 Mpa,,0.270 Mpa,,0.298 Mpa
2026-08-05 16:00:00,0.0908 Mpa,0.126 Mpa,0.218 Mpa,0.287 Mpa,0.187 Mpa,0.110 Mpa,0.254 Mpa,,0.319 Mpa
2026-08-05 19:00:00,0.0898 Mpa,0.124 Mpa,0.113 Mpa,0.281 Mpa,0.190 Mpa,0.222 Mpa,0.249 Mpa,,0.286 Mpa
2026-08-05 22:00:00,0.203 Mpa,0.148 Mpa,0.105 Mpa,0.260 Mpa,0.129 Mpa,0.0923 Mpa,0.305 Mpa,,0.312 Mpa
2026-08-06 01:00:00,0.269 Mpa,0.199 Mpa,0.197 Mpa,0.262 Mpa,0.116 Mpa,0.223 Mpa,0.208 Mpa,,0.133 Mpa
2026-08-06 04:00:00,0.197 Mpa,0.172 Mpa,0.154 Mpa,0.387 Mpa,0.155 Mpa,0.0941 Mpa,0.205 Mpa,,0.386 Mpa
2026-08-06 07:00:00,0.126 Mpa,0.124 Mpa,0.117 Mpa,0.313 Mpa,0.206 Mpa,0.106 Mpa,0.206 Mpa,,0.246 Mpa
2026-08-06 10:00:00,0.208 Mpa,0.115 Mpa,0.155 Mpa,0.366 Mpa,0.121 Mpa,0.221 Mpa,0.277 Mpa,0.120 Mpa,0.397 Mpa
2026-08-06 13:00:00,0.0961 Mpa,0.129 Mpa,0.291 Mpa,0.302 Mpa,0.0256 Mpa,0.219 Mpa,0.223 Mpa,,0.451 Mpa
2026-08-06 16:00:00,0.0801 Mpa,0.0960 Mpa,0.131 Mpa,0.252 Mpa,0.198 Mpa,0.198 Mpa,0.242 Mpa,,0.235 Mpa
2026-08-06 19:00:00,0.0639 Mpa,0.0694 Mpa,0.153 Mpa,0.222 Mpa,0.427 Mpa,0.193 Mpa,0.236 Mpa,,0.482 Mpa
2026-08-06 22:00:00,0.114 Mpa,0.271 Mpa,0.207 Mpa,0.267 Mpa,0.123 Mpa,0.157 Mpa,0.253 Mpa,,
2026-08-07 01:00:00,0.180 Mpa,0.183 Mpa,0.150 Mpa,0.352 Mpa,0.147 Mpa,0.133 Mpa,0.255 Mpa,,0.516 Mpa
2026-08-07 04:00:00,0.135 Mpa,0.214 Mpa,0.123 Mpa,0.280 Mpa,0.173 Mpa,0.169 Mpa,0.261 Mpa,,0.271 Mpa
2026-08-07 07:00:00,0.166 Mpa,0.222 Mpa,0.139 Mpa,0.297 Mpa,0.149 Mpa,0.226 Mpa,0.433 Mpa,,0.379 Mpa
2026-08-07 10:00:00,0.139 Mpa,0.143 Mpa,0.0860 Mpa,0.231 Mpa,0.131 Mpa,0.309 Mpa,0.272 Mpa,,0.0506 Mpa
2026-08-07 13:00:00,0.184 Mpa,0.106 Mpa,0.164 Mpa,0.401 Mpa,0.0578 Mpa,0.196 Mpa,0.187 Mpa,,0.253 Mpa
2026-08-07 16:00:00,0.178 Mpa,0.0491 Mpa,0.155 Mpa,0.370 Mpa,0.179 Mpa,0.381 Mpa,0.304 Mpa,,0.225 Mpa
2026-08-07 19:00:00,0.0816 Mpa,0.00507 Mpa,0.167 Mpa,0.279 Mpa,0.181 Mpa,0.187 Mpa,0.235 Mpa,,0.418 Mpa
2026-08-07 22:00:00,0.0587 Mpa,0.105 Mpa,0.212 Mpa,0.355 Mpa,0.129 Mpa,0.152 Mpa,0.296 Mpa,,0.343 Mpa
2026-08-08 01:00:00,0.116 Mpa,0.104 Mpa,0.175 Mpa,0.242 Mpa,0.167 Mpa,0.151 Mpa,0.323 Mpa,,0.411 Mpa
2026-08-08 04:00:00,0.0780 Mpa,0.0879 Mpa,0.291 Mpa,0.262 Mpa,0.180 Mpa,0.153 Mpa,0.250 Mpa,,0.188 Mpa
2026-08-08 07:00:00,0.175 Mpa,0.177 Mpa,0.0952 Mpa,0.192 Mpa,0.123 Mpa,0.183 Mpa,0.264 Mpa,,0.193 Mpa
2026-08-08 10:00:00,0.0706 Mpa,0.233 Mpa,0.117 Mpa,0.269 Mpa,0.157 Mpa,0.232 Mpa,0.331 Mpa,,0.309 Mpa
2026-08-08 13:00:00,0.274 Mpa,0.0379 Mpa,0.105 Mpa,0.264 Mpa,0.0663 Mpa,0.246 Mpa,0.292 Mpa,,0.342 Mpa
2026-08-08 16:00:00,0.145 Mpa,0.0780 Mpa,0.195 Mpa,0.234 Mpa,0.133 Mpa,0.185 Mpa,0.338 Mpa,,0.295 Mpa
2026-08-08 19:00:00,0.168 Mpa,0.0851 Mpa,0.169 Mpa,0.284 Mpa,0.160 Mpa,0.196 Mpa,0.264 Mpa,,0.209 Mpa
2026-08-08 22:00:00,0.447 Mpa,0.157 Mpa,0.149 Mpa,0.187 Mpa,0.165 Mpa,0.204 Mpa,0.281 Mpa,,0.314 Mpa
2026-08-09 01:00:00,0.157 Mpa,0.194 Mpa,0.324 Mpa,0.285 Mpa,0.0952 Mpa,0.238 Mpa,0.387 Mpa,,0.569 Mpa
2026-08-09 04:00:00,0.0715 Mpa,0.0844 Mpa,0.0975 Mpa,0.229 Mpa,0.189 Mpa,0.203 Mpa,0.251 Mpa,,0.288 Mpa
2026-08-09 07:00:00,0.111 Mpa,0.0749 Mpa,0.0883 Mpa,0.181 Mpa,0.222 Mpa,0.226 Mpa,0.285 Mpa,0.151 Mpa,0.0966 Mpa
2026-08-09 10:00:00,0.0673 Mpa,0.131 Mpa,0.123 Mpa,0.212 Mpa,0.0803 Mpa,0.188 Mpa,0.237 Mpa,,0.164 Mpa
2026-08-09 13:00:00,0.0636 Mpa,0.131 Mpa,0.0742 Mpa,0.339 Mpa,0.0677 Mpa,0.158 Mpa,0.346 Mpa,,0.225 Mpa
2026-08-09 16:00:00,0.0554 Mpa,0.191 Mpa,0.0914 Mpa,0.276 Mpa,0 Mpa,0.343 Mpa,0.301 Mpa,,0.197 Mpa
2026-08-09 19:00:00,0.143 Mpa,0.169 Mpa,0.105 Mpa,0.218 Mpa,0.0619 Mpa,0.268 Mpa,0.317 Mpa,,0.210 Mpa
2026-08-09 22:00:00,0.139 Mpa,0.103 Mpa,0.154 Mpa,0.359 Mpa,0.0827 Mpa,0.313 Mpa,0.289 Mpa,,0.286 Mpa
2026-08-10 01:00:00,0.112 Mpa,0.192 Mpa,0.102 Mpa,0.121 Mpa,0.177 Mpa,0.148 Mpa,0.241 Mpa,,0.278 Mpa
2026-08-10 04:00:00,0.115 Mpa,0.0173 Mpa,0.123 Mpa,0.262 Mpa,0.0823 Mpa,0.247 Mpa,0.264 Mpa,,0.470 Mpa
2026-08-10 07:00:00,0.0656 Mpa,0.0516 Mpa,0.220 Mpa,0.207 Mpa,0.00108 Mpa,0.227 Mpa,0.297 Mpa,,0.188 Mpa
2026-08-10 10:00:00,0.0991 Mpa,0.138 Mpa,0.117 Mpa,0.140 Mpa,0.102 Mpa,0.350 Mpa,0.318 Mpa,,0.196 Mpa
2026-08-10 13:00:00,0.166 Mpa,0.148 Mpa,0.231 Mpa,0.259 Mpa,0.141 Mpa,0.195 Mpa,0.292 Mpa,,0.164 Mpa
2026-08-10 16:00:00,0.110 Mpa,0.159 Mpa,0.122 Mpa,0.206 Mpa,0.106 Mpa,0.205 Mpa,0.279 Mpa,,0.295 Mpa
2026-08-10 19:00:00,0.0882 Mpa,0.133 Mpa,0.141 Mpa,0.198 Mpa,0.202 Mpa,0.305 Mpa,0.264 Mpa,,0.144 Mpa
2026-08-10 22:00:00,0.170 Mpa,0.190 Mpa,0.187 Mpa,0.212 Mpa,0.141 Mpa,0.277 Mpa,0.308 Mpa,,0.348 Mpa
2026-08-11 01:00:00,0.154 Mpa,0.144 Mpa,0.147 Mpa,0.203 Mpa,0.0309 Mpa,0.230 Mpa,0.352 Mpa,,0.506 Mpa
2026-08-11 04:00:00,0.133 Mpa,0.122 Mpa,0.108 Mpa,0.444 Mpa,0.106 Mpa,0.342 Mpa,0.206 Mpa,,0.260 Mpa
2026-08-11 07:00:00,0.103 Mpa,0.160 Mpa,0.0325 Mpa,0.141 Mpa,0.00703 Mpa,0.217 Mpa,0.255 Mpa,,0.286 Mpa
2026-08-11 10:00:00,0.0551 Mpa,0.167 Mpa,0.151 Mpa,0.290 Mpa,0.0918 Mpa,0.316 Mpa,0.263 Mpa,,0.371 Mpa
2026-08-11 13:00:00,0.0745 Mpa,0.201 Mpa,0.151 Mpa,0.268 Mpa,0.202 Mpa,0.190 Mpa,0.208 Mpa,,0.458 Mpa
2026-08-11 16:00:00,0.163 Mpa,0.167 Mpa,0.144 Mpa,0.331 Mpa,0.0904 Mpa,0.185 Mpa,0.181 Mpa,,0.283 Mpa
2026-08-11 19:00:00,0.185 Mpa,0.251 Mpa,0.145 Mpa,0.189 Mpa,0.121 Mpa,0.174 Mpa,0.258 Mpa,,0.166 Mpa
2026-08-11 22:00:00,0.0904 Mpa,0.0802 Mpa,0.119 Mpa,0.216 Mpa,0.122 Mpa,0.224 Mpa,0.241 Mpa,,0.226 Mpa
2026-08-12 01:00:00,0.375 Mpa,0.0966 Mpa,0.120 Mpa,0.488 Mpa,0.180 Mpa,0.209 Mpa,0.269 Mpa,,0.315 Mpa
2026-08-12 04:00:00,0.0961 Mpa,0.108 Mpa,0.110 Mpa,0.366 Mpa,0.138 Mpa,0.319 Mpa,0.290 Mpa,,0.542 Mpa
2026-08-12 07:00:00,0.0757 Mpa,0.120 Mpa,0.197 Mpa,0.238 Mpa,0.172 Mpa,0.188 Mpa,0.250 Mpa,,0.244 Mpa
2026-08-12 10:00:00,0.0613 Mpa,0.243 Mpa,0.146 Mpa,0.201 Mpa,0.0689 Mpa,0.222 Mpa,0.271 Mpa,,0.277 Mpa
2026-08-12 13:00:00,0.187 Mpa,0.191 Mpa,0.104 Mpa,0.113 Mpa,0.217 Mpa,0.218 Mpa,0.406 Mpa,,0.438 Mpa
2026-08-12 16:00:00,0.136 Mpa,0.105 Mpa,0.107 Mpa,,0.0728 Mpa,0.154 Mpa,0.290 Mpa,,0.247 Mpa
2026-08-12 19:00:00,0.0824 Mpa,0.205 Mpa,0.125 Mpa,,0.0224 Mpa,0.209 Mpa,0.262 Mpa,,0.207 Mpa
2026-08-12 22:00:00,0.261 Mpa,0.264 Mpa,0.171 Mpa,0.273 Mpa,,0.235 Mpa,0.246 Mpa,,0.246 Mpa
2026-08-13 01:00:00,0.215 Mpa,0.0669 Mpa,0.289 Mpa,0.0447 Mpa,,0.210 Mpa,0.222 Mpa,,0.170 Mpa
2026-08-13 04:00:00,,0.0632 Mpa,0.162 Mpa,,,0.276 Mpa,0.207 Mpa,,0.166 Mpa
2026-08-13 07:00:00,,0.0801 Mpa,0.391 Mpa,,0.244 Mpa,0.218 Mpa,0.421 Mpa,,0.235 Mpa
2026-08-13 10:00:00,0.00883 Mpa,0.109 Mpa,0.230 Mpa,,0.332 Mpa,0.291 Mpa,0.313 Mpa,,0.255 Mpa
2026-08-13 13:00:00,,0.149 Mpa,0.148 Mpa,,0.264 Mpa,0.165 Mpa,0.323 Mpa,,0.284 Mpa
2026-08-13 16:00:00,,0.0605 Mpa,0.115 Mpa,,0.116 Mpa,0.237 Mpa,0.362 Mpa,,
2026-08-13 19:00:00,,0.109 Mpa,0.178 Mpa,,0.00888 Mpa,0.272 Mpa,0.304 Mpa,,0.143 Mpa
2026-08-13 22:00:00,,0.222 Mpa,0.158 Mpa,,,0.221 Mpa,0.435 Mpa,,0.291 Mpa
2026-08-14 01:00:00,,0.362 Mpa,0.223 Mpa,0.0797 Mpa,,0.185 Mpa,0.301 Mpa,,0.358 Mpa
2026-08-14 04:00:00,,0.148 Mpa,0.148 Mpa,,,0.225 Mpa,0.506 Mpa,,0.318 Mpa
2026-08-14 07:00:00,,0.223 Mpa,0.237 Mpa,,0.148 Mpa,0.211 Mpa,0.274 Mpa,,0.413 Mpa
2026-08-14 10:00:00,,0.211 Mpa,0.0845 Mpa,,0.220 Mpa,0.191 Mpa,0.279 Mpa,,0.203 Mpa
2026-08-14 13:00:00,,0.551 Mpa,0.225 Mpa,0.0278 Mpa,0.0731 Mpa,0.244 Mpa,0.392 Mpa,,0.271 Mpa
2026-08-14 16:00:00,,0.250 Mpa,0.182 Mpa,,0.224 Mpa,0.263 Mpa,0.116 Mpa,,0.531 Mpa
2026-08-14 19:00:00,,0.453 Mpa,0.180 Mpa,,0.0339 Mpa,0.217 Mpa,0.247 Mpa,,0.279 Mpa
2026-08-14 22:00:00,,0.428 Mpa,0.185 Mpa,0.0424 Mpa,0.106 Mpa,0.210 Mpa,0.288 Mpa,,0.213 Mpa
2026-08-15 01:00:00,,0.171 Mpa,0.205 Mpa,0.190 Mpa,0.104 Mpa,0.416 Mpa,0.299 Mpa,,0.222 Mpa
2026-08-15 04:00:00,,0.113 Mpa,0.170 Mpa,2.62 Mpa,0.524 Mpa,0.285 Mpa,0.417 Mpa,,0.283 Mpa
2026-08-15 07:00:00,0.00348 Mpa,0.342 Mpa,0.195 Mpa,0.0754 Mpa,0.153 Mpa,0.226 Mpa,0.456 Mpa,,0.318 Mpa
2026-08-15 10:00:00,,0.312 Mpa,0.115 Mpa,0.338 Mpa,0.180 Mpa,0.300 Mpa,0.285 Mpa,,0.462 Mpa
2026-08-15 13:00:00,0.0665 Mpa,0.192 Mpa,0.145 Mpa,0.394 Mpa,0.0702 Mpa,0.389 Mpa,0.329 Mpa,,0.219 Mpa
2026-08-15 16:00:00,0.154 Mpa,0.181 Mpa,0.184 Mpa,0.250 Mpa,0.232 Mpa,0.182 Mpa,0.343 Mpa,,0.136 Mpa
2026-08-15 19:00:00,0.0908 Mpa,0.0920 Mpa,0.157 Mpa,0.182 Mpa,0.244 Mpa,0.210 Mpa,0.225 Mpa,,0.236 Mpa
2026-08-15 22:00:00,0.0808 Mpa,0.0862 Mpa,0.152 Mpa,0.152 Mpa,0.195 Mpa,0.270 Mpa,0.280 Mpa,,0.359 Mpa
2026-08-16 01:00:00,0.129 Mpa,0.190 Mpa,0.178 Mpa,0.181 Mpa,0.220 Mpa,0.174 Mpa,0.230 Mpa,,0.328 Mpa
2026-08-16 04:00:00,0.116 Mpa,0.248 Mpa,0.193 Mpa,0.198 Mpa,0.166 Mpa,0.220 Mpa,0.243 Mpa,,0.225 Mpa
2026-08-16 07:00:00,0.0960 Mpa,0.207 Mpa,0.110 Mpa,0.224 Mpa,0.150 Mpa,0.219 Mpa,0.334 Mpa,,0.185 Mpa
2026-08-16 10:00:00,0.133 Mpa,0.235 Mpa,0.132 Mpa,0.226 Mpa,0.0793 Mpa,0.329 Mpa,0.125 Mpa,,0.179 Mpa
2026-08-16 13:00:00,0.127 Mpa,0.132 Mpa,0.181 Mpa,0.204 Mpa,0.210 Mpa,0.0916 Mpa,0.287 Mpa,,0.189 Mpa
2026-08-16 16:00:00,0.0954 Mpa,0.163 Mpa,0.289 Mpa,0.144 Mpa,0.1000 Mpa,0.274 Mpa,0.278 Mpa,,0.222 Mpa
2026-08-16 19:00:00,0.0865 Mpa,0.202 Mpa,0.143 Mpa,0.153 Mpa,0.105 Mpa,0.198 Mpa,0.451 Mpa,,0.269 Mpa
2026-08-16 22:00:00,0.0468 Mpa,0.219 Mpa,0.224 Mpa,0.254 Mpa,0.0876 Mpa,0.193 Mpa,0.328 Mpa,,0.316 Mpa
2026-08-17 01:00:00,0.119 Mpa,0.237 Mpa,0.192 Mpa,0.212 Mpa,0.0874 Mpa,0.202 Mpa,0.248 Mpa,,0.168 Mpa
2026-08-17 04:00:00,0.158 Mpa,0.324 Mpa,0.331 Mpa,0.144 Mpa,0.0717 Mpa,0.230 Mpa,0.246 Mpa,,0.230 Mpa
2026-08-17 07:00:00,0.147 Mpa,0.276 Mpa,0.285 Mpa,0.155 Mpa,0.111 Mpa,0.229 Mpa,0.323 Mpa,,0.276 Mpa
2026-08-17 10:00:00,0.253 Mpa,0.333 Mpa,0.221 Mpa,0.349 Mpa,0.135 Mpa,0.251 Mpa,0.307 Mpa,,0.235 Mpa
2026-08-17 13:00:00,0.0186 Mpa,0.216 Mpa,0.188 Mpa,0.255 Mpa,0.134 Mpa,0.301 Mpa,0.433 Mpa,,0.212 Mpa
2026-08-17 16:00:00,0.123 Mpa,0.279 Mpa,0.272 Mpa,0.222 Mpa,0.164 Mpa,0.188 Mpa,0.354 Mpa,,0.270 Mpa
2026-08-17 19:00:00,0.170 Mpa,0.333 Mpa,0.181 Mpa,0.126 Mpa,0.151 Mpa,0.226 Mpa,0.380 Mpa,,0.0515 Mpa
2026-08-17 22:00:00,0.117 Mpa,0.177 Mpa,0.148 Mpa,0.193 Mpa,0.138 Mpa,0.174 Mpa,0.341 Mpa,,0.249 Mpa
2026-08-18 01:00:00,0.137 Mpa,0.267 Mpa,0.172 Mpa,0.226 Mpa,0.114 Mpa,0.199 Mpa,0.284 Mpa,,0.249 Mpa
2026-08-18 04:00:00,0.0705 Mpa,0.0549 Mpa,0.140 Mpa,0.234 Mpa,0.194 Mpa,0.166 Mpa,0.360 Mpa,,0.299 Mpa
2026-08-18 07:00:00,0.0691 Mpa,0.314 Mpa,0.159 Mpa,0.175 Mpa,0.158 Mpa,0.183 Mpa,0.298 Mpa,,0.439 Mpa
2026-08-18 10:00:00,0.124 Mpa,0.262 Mpa,0.540 Mpa,0.310 Mpa,0.0830 Mpa,0.217 Mpa,0.337 Mpa,,0.202 Mpa
2026-08-18 13:00:00,0.381 Mpa,0.168 Mpa,0.129 Mpa,0.302 Mpa,0.0918 Mpa,0.284 Mpa,0.254 Mpa,,0.271 Mpa
2026-08-18 16:00:00,0.153 Mpa,0.258 Mpa,0.174 Mpa,,0.159 Mpa,0.263 Mpa,0.245 Mpa,,0.294 Mpa
2026-08-18 19:00:00,0.263 Mpa,0.127 Mpa,0.172 Mpa,,0.111 Mpa,0.237 Mpa,0.364 Mpa,,0.208 Mpa
2026-08-18 22:00:00,0.183 Mpa,0.387 Mpa,0.167 Mpa,,0.244 Mpa,0.327 Mpa,0.323 Mpa,,0.244 Mpa
2026-08-19 01:00:00,0.137 Mpa,0.399 Mpa,0.132 Mpa,,0.0448 Mpa,0.266 Mpa,0.284 Mpa,,0.330 Mpa
2026-08-19 04:00:00,0.250 Mpa,0.184 Mpa,0.144 Mpa,,0.160 Mpa,0.217 Mpa,0.334 Mpa,,0.218 Mpa
2026-08-19 07:00:00,0.266 Mpa,0.388 Mpa,0.172 Mpa,,0.186 Mpa,0.207 Mpa,0.323 Mpa,,0.191 Mpa
2026-08-19 10:00:00,0.142 Mpa,0.509 Mpa,0.127 Mpa,,0.0842 Mpa,0.212 Mpa,0.297 Mpa,,0.211 Mpa
2026-08-19 13:00:00,0.306 Mpa,0.230 Mpa,0.117 Mpa,0.0596 Mpa,0.0650 Mpa,0.142 Mpa,0.355 Mpa,,0.214 Mpa
2026-08-19 16:00:00,0.0624 Mpa,0.121 Mpa,0.0934 Mpa,0.258 Mpa,0.0783 Mpa,0.236 Mpa,0.267 Mpa,,0.240 Mpa
2026-08-19 19:00:00,0.334 Mpa,0.266 Mpa,0.152 Mpa,0.213 Mpa,0.0438 Mpa,0.221 Mpa,0.302 Mpa,,0.266 Mpa
2026-08-19 22:00:00,0.105 Mpa,0.467 Mpa,0.117 Mpa,0.183 Mpa,0.260 Mpa,0.197 Mpa,0.308 Mpa,,0.405 Mpa
2026-08-20 01:00:00,0.138 Mpa,0.186 Mpa,0.222 Mpa,0.162 Mpa,0.0159 Mpa,0.305 Mpa,0.372 Mpa,,0.287 Mpa
2026-08-20 04:00:00,0.0716 Mpa,0.225 Mpa,0.227 Mpa,0.121 Mpa,0.188 Mpa,0.175 Mpa,0.317 Mpa,,0.225 Mpa
2026-08-20 07:00:00,0.0717 Mpa,0.205 Mpa,0.238 Mpa,0.101 Mpa,0.216 Mpa,0.222 Mpa,0.292 Mpa,,0.267 Mpa
2026-08-20 10:00:00,0.197 Mpa,0.242 Mpa,0.00346 Mpa,0.110 Mpa,0.130 Mpa,0.213 Mpa,0.290 Mpa,,0.386 Mpa
2026-08-20 13:00:00,0.150 Mpa,0.256 Mpa,0.136 Mpa,0.253 Mpa,0.0507 Mpa,0.220 Mpa,0.254 Mpa,,0.311 Mpa
2026-08-20 16:00:00,0.123 Mpa,0.204 Mpa,0.241 Mpa,0.169 Mpa,0.105 Mpa,0.180 Mpa,0.237 Mpa,,0.216 Mpa
2026-08-20 19:00:00,0.106 Mpa,0.0420 Mpa,0.255 Mpa,0.356 Mpa,0.107 Mpa,0.181 Mpa,0.233 Mpa,,0.331 Mpa
2026-08-20 22:00:00,0.108 Mpa,0.173 Mpa,0.118 Mpa,0.246 Mpa,0.149 Mpa,0.181 Mpa,0.219 Mpa,,0.276 Mpa
2026-08-21 01:00:00,0.206 Mpa,0.139 Mpa,0.105 Mpa,0.212 Mpa,0.252 Mpa,0.223 Mpa,0.225 Mpa,,0.196 Mpa
2026-08-21 04:00:00,0.259 Mpa,0.192 Mpa,0.110 Mpa,0.179 Mpa,0.116 Mpa,0.318 Mpa,0.251 Mpa,,0.205 Mpa
2026-08-21 07:00:00,0.204 Mpa,0.126 Mpa,0.214 Mpa,0.155 Mpa,0.168 Mpa,0.404 Mpa,0.273 Mpa,,0.243 Mpa
2026-08-21 10:00:00,0.181 Mpa,0.0753 Mpa,0.148 Mpa,0.275 Mpa,0.260 Mpa,0.293 Mpa,0.343 Mpa,,0.304 Mpa
2026-08-21 13:00:00,0.163 Mpa,0.259 Mpa,0.286 Mpa,0.167 Mpa,0.238 Mpa,0.118 Mpa,0.338 Mpa,,0.300 Mpa
